Fol_.6_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1813.58748 -1374.18877 -1978.94858 -3868.27987 -2374.56815 -7386.38224       (-5133.396,-5242.469) (-439.399,-604.760) (-121.582,-1374.189)      2.27374e-13
1    1810.39651 -1373.25304 -1982.21537 -3864.52942 -2372.79657 -7384.12700       (-5136.587,-5237.782) (-437.143,-608.962) (-125.257,-1373.253)      8.32275
2    1807.20554 -1372.31732 -1985.48216 -3860.77897 -2371.02499 -7381.87175       (-5139.778,-5233.096) (-434.888,-613.165) (-128.931,-1372.317)      16.6455
3    1804.01458 -1371.38159 -1988.74894 -3857.02852 -2369.25341 -7379.61651       (-5142.969,-5228.410) (-432.633,-617.367) (-132.606,-1371.382)      24.9683
4    1800.82361 -1370.44587 -1992.01573 -3853.27807 -2367.48183 -7377.36127       (-5146.160,-5223.724) (-430.378,-621.570) (-136.280,-1370.446)      33.291
5    1797.63264 -1369.51014 -1995.28252 -3849.52763 -2365.71025 -7375.10603       (-5149.351,-5219.038) (-428.123,-625.772) (-139.955,-1369.510)      41.6138
6    1794.44167 -1368.57441 -1998.54930 -3845.77718 -2363.93867 -7372.85079       (-5152.542,-5214.352) (-425.867,-629.975) (-143.630,-1368.574)      49.9365
7    1791.25071 -1367.63869 -2001.81609 -3842.02673 -2362.16709 -7370.59555       (-5155.733,-5209.665) (-423.612,-634.177) (-147.304,-1367.639)      58.2593
8    1788.05974 -1366.70296 -2005.08288 -3838.27628 -2360.39551 -7368.34031       (-5158.924,-5204.979) (-421.357,-638.380) (-150.979,-1366.703)      66.582
9    1784.86877 -1365.76724 -2008.34966 -3834.52583 -2358.62393 -7366.08506       (-5162.115,-5200.293) (-419.102,-642.582) (-154.654,-1365.767)      74.9048
10    1781.67781 -1364.83151 -2011.61645 -3830.77538 -2356.85235 -7363.82982       (-5165.306,-5195.607) (-416.846,-646.785) (-158.328,-1364.832)      83.2275
11    1778.48684 -1363.89579 -2014.88324 -3827.02494 -2355.08077 -7361.57458       (-5168.497,-5190.921) (-414.591,-650.987) (-162.003,-1363.896)      91.5503
12    1775.29587 -1362.96006 -2018.15002 -3823.27449 -2353.30919 -7359.31934       (-5171.688,-5186.235) (-412.336,-655.190) (-165.678,-1362.960)      99.873
13    1772.10490 -1362.02433 -2021.41681 -3819.52404 -2351.53761 -7357.06410       (-5174.879,-5181.548) (-410.081,-659.392) (-169.352,-1362.024)      108.196
14    1768.91394 -1361.08861 -2024.68360 -3815.77359 -2349.76603 -7354.80886       (-5178.070,-5176.862) (-407.825,-663.595) (-173.027,-1361.089)      116.519
15    1765.72297 -1360.15288 -2027.95038 -3812.02314 -2347.99445 -7352.55362       (-5181.261,-5172.176) (-405.570,-667.798) (-176.701,-1360.153)      124.841
16    1762.53200 -1359.21716 -2031.21717 -3808.27269 -2346.22287 -7350.29837       (-5184.452,-5167.490) (-403.315,-672.000) (-180.376,-1359.217)      133.164
17    1759.34104 -1358.28143 -2034.48396 -3804.52224 -2344.45129 -7348.04313       (-5187.642,-5162.804) (-401.060,-676.203) (-184.051,-1358.281)      141.487
18    1756.15007 -1357.34570 -2037.75074 -3800.77180 -2342.67971 -7345.78789       (-5190.833,-5158.118) (-398.804,-680.405) (-187.725,-1357.346)      149.81
19    1752.95910 -1356.40998 -2041.01753 -3797.02135 -2340.90813 -7343.53265       (-5194.024,-5153.431) (-396.549,-684.608) (-191.400,-1356.410)      158.132
20    1749.76813 -1355.47425 -2044.28432 -3793.27090 -2339.13655 -7341.27741       (-5197.215,-5148.745) (-394.294,-688.810) (-195.075,-1355.474)      166.455
21    1746.57717 -1354.53853 -2047.55111 -3789.52045 -2337.36497 -7339.02217       (-5200.406,-5144.059) (-392.039,-693.013) (-198.749,-1354.539)      174.778
22    1743.38620 -1353.60280 -2050.81789 -3785.77000 -2335.59339 -7336.76693       (-5203.597,-5139.373) (-389.783,-697.215) (-202.424,-1353.603)      183.101
23    1740.19523 -1352.66708 -2054.08468 -3782.01955 -2333.82181 -7334.51168       (-5206.788,-5134.687) (-387.528,-701.418) (-206.098,-1352.667)      191.423
24    1737.00426 -1351.73135 -2057.35147 -3778.26911 -2332.05023 -7332.25644       (-5209.979,-5130.000) (-385.273,-705.620) (-209.773,-1351.731)      199.746
25    1733.81330 -1350.79562 -2060.61825 -3774.51866 -2330.27865 -7330.00120       (-5213.170,-5125.314) (-383.018,-709.823) (-213.448,-1350.796)      208.069
26    1730.62233 -1349.85990 -2063.88504 -3770.76821 -2328.50707 -7327.74596       (-5216.361,-5120.628) (-380.762,-714.025) (-217.122,-1349.860)      216.392
27    1727.43136 -1348.92417 -2067.15183 -3767.01776 -2326.73549 -7325.49072       (-5219.552,-5115.942) (-378.507,-718.228) (-220.797,-1348.924)      224.714
28    1724.24040 -1347.98845 -2070.41861 -3763.26731 -2324.96391 -7323.23548       (-5222.743,-5111.256) (-376.252,-722.430) (-224.472,-1347.988)      233.037
29    1721.04943 -1347.05272 -2073.68540 -3759.51686 -2323.19233 -7320.98024       (-5225.934,-5106.570) (-373.997,-726.633) (-228.146,-1347.053)      241.36
