10PERCENT_2018-03-07.11_27_26.709_.txt     Output is probe cell, reduced cell, NCDist distance between
0      1.86697   4.84368 -37.00877 -51.40960   2.35175 -28.01460       (-4.219,-12.726) (-31.418,-1.867) (-26.704,-6.711)      1.81154e-14
1      1.85839   4.83696 -36.97595 -51.38488   2.31794 -27.99930       (-4.176,-12.750) (-31.500,-1.858) (-26.765,-6.695)      0.114352
2      1.84980   4.83024 -36.94313 -51.36015   2.28414 -27.98399       (-4.134,-12.774) (-31.582,-1.850) (-26.825,-6.680)      0.228704
3      1.84121   4.82353 -36.91031 -51.33542   2.25034 -27.96869       (-4.092,-12.798) (-31.664,-1.841) (-26.886,-6.665)      0.343057
4      1.83263   4.81681 -36.87748 -51.31069   2.21653 -27.95339       (-4.049,-12.822) (-31.746,-1.833) (-26.947,-6.649)      0.457409
5      1.82404   4.81009 -36.84466 -51.28596   2.18273 -27.93808       (-4.007,-12.846) (-31.828,-1.824) (-27.007,-6.634)      0.571761
6      1.81546   4.80337 -36.81184 -51.26123   2.14893 -27.92278       (-3.964,-12.870) (-31.910,-1.815) (-27.068,-6.619)      0.686113
7      1.80687   4.79666 -36.77901 -51.23650   2.11512 -27.90747       (-3.922,-12.894) (-31.992,-1.807) (-27.128,-6.604)      0.800466
8      1.79828   4.78994 -36.74619 -51.21177   2.08132 -27.89217       (-3.880,-12.917) (-32.074,-1.798) (-27.189,-6.588)      0.914818
9      1.78970   4.78322 -36.71337 -51.18704   2.04752 -27.87687       (-3.837,-12.941) (-32.156,-1.790) (-27.249,-6.573)      1.02917
10      1.78111   4.77650 -36.68055 -51.16231   2.01371 -27.86156       (-3.795,-12.965) (-32.239,-1.781) (-27.310,-6.558)      1.14352
11      1.77253   4.76979 -36.64772 -51.13758   1.97991 -27.84626       (-3.752,-12.989) (-32.321,-1.773) (-27.370,-6.542)      1.25787
12      1.76394   4.76307 -36.61490 -51.11285   1.94611 -27.83096       (-3.710,-13.013) (-32.403,-1.764) (-27.431,-6.527)      1.37223
13      1.75535   4.75635 -36.58208 -51.08812   1.91230 -27.81565       (-3.668,-13.037) (-32.485,-1.755) (-27.491,-6.512)      1.48658
14      1.74677   4.74963 -36.54925 -51.06339   1.87850 -27.80035       (-3.625,-13.061) (-32.567,-1.747) (-27.552,-6.496)      1.60093
15      1.73818   4.74292 -36.51643 -51.03866   1.84470 -27.78505       (-3.583,-13.085) (-32.649,-1.738) (-27.612,-6.481)      1.71528
16      1.72959   4.73620 -36.48361 -51.01393   1.81089 -27.76974       (-3.540,-13.109) (-32.731,-1.730) (-27.673,-6.466)      1.82964
17      1.72101   4.72948 -36.45079 -50.98920   1.77709 -27.75444       (-3.498,-13.132) (-32.813,-1.721) (-27.734,-6.450)      1.94399
18      1.71242   4.72277 -36.41796 -50.96447   1.74329 -27.73914       (-3.456,-13.156) (-32.895,-1.712) (-27.794,-6.435)      2.05834
19      1.70384   4.71605 -36.38514 -50.93974   1.70948 -27.72383       (-3.413,-13.180) (-32.977,-1.704) (-27.855,-6.420)      2.17269
20      1.69525   4.70933 -36.35232 -50.91501   1.67568 -27.70853       (-3.371,-13.204) (-33.059,-1.695) (-27.915,-6.405)      2.28704
21      1.68666   4.70261 -36.31949 -50.89028   1.64188 -27.69322       (-3.329,-13.228) (-33.141,-1.687) (-27.976,-6.389)      2.4014
22      1.67808   4.69590 -36.28667 -50.86555   1.60807 -27.67792       (-3.286,-13.252) (-33.223,-1.678) (-28.036,-6.374)      2.51575
23      1.66949   4.68918 -36.25385 -50.84082   1.57427 -27.66262       (-3.244,-13.276) (-33.305,-1.669) (-28.097,-6.359)      2.6301
24      1.66090   4.68246 -36.22103 -50.81609   1.54047 -27.64731       (-3.201,-13.300) (-33.388,-1.661) (-28.157,-6.343)      2.74445
25      1.65232   4.67574 -36.18820 -50.79136   1.50666 -27.63201       (-3.159,-13.324) (-33.470,-1.652) (-28.218,-6.328)      2.85881
26      1.64373   4.66903 -36.15538 -50.76663   1.47286 -27.61671       (-3.117,-13.347) (-33.552,-1.644) (-28.278,-6.313)      2.97316
27      1.63515   4.66231 -36.12256 -50.74190   1.43906 -27.60140       (-3.074,-13.371) (-33.634,-1.635) (-28.339,-6.297)      3.08751
28      1.62656   4.65559 -36.08973 -50.71717   1.40525 -27.58610       (-3.032,-13.395) (-33.716,-1.627) (-28.400,-6.282)      3.20186
29      1.61797   4.64887 -36.05691 -50.69244   1.37145 -27.57080       (-2.989,-13.419) (-33.798,-1.618) (-28.460,-6.267)      3.31621
30      1.60939   4.64216 -36.02409 -50.66771   1.33765 -27.55549       (-2.947,-13.443) (-33.880,-1.609) (-28.521,-6.252)      3.43057
31      1.60080   4.63544 -35.99127 -50.64298   1.30384 -27.54019       (-2.905,-13.467) (-33.962,-1.601) (-28.581,-6.236)      3.54492
