Fol_2018-02-25.13_34_34.23_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -623.05373 -152.88652  49.51601 -765.93608 -688.82018 -50.71253       (-573.538,-103.371) (-716.420,-639.304) (-49.516,-100.229)      1.27106e-13
1    -623.00417 -153.45062  49.41688 -765.27285 -688.77061 -50.76210       (-573.587,-104.034) (-715.856,-639.354) (-49.417,-100.179)      0.880497
2    -622.95460 -154.01472  49.31775 -764.60962 -688.72104 -50.81166       (-573.637,-104.697) (-715.292,-639.403) (-49.318,-100.129)      1.76099
3    -622.90503 -154.57882  49.21862 -763.94639 -688.67148 -50.86123       (-573.686,-105.360) (-714.728,-639.453) (-49.219,-100.080)      2.64149
4    -622.85547 -155.14291  49.11949 -763.28316 -688.62191 -50.91079       (-573.736,-106.023) (-714.164,-639.502) (-49.119,-100.030)      3.52199
5    -622.80590 -155.70701  49.02036 -762.61993 -688.57235 -50.96036       (-573.786,-106.687) (-713.600,-639.552) (-49.020,-99.981)      4.40249
6    -622.75634 -156.27111  48.92123 -761.95670 -688.52278 -51.00992       (-573.835,-107.350) (-713.035,-639.602) (-48.921,-99.931)      5.28298
7    -622.70677 -156.83521  48.82210 -761.29347 -688.47322 -51.05949       (-573.885,-108.013) (-712.471,-639.651) (-48.822,-99.882)      6.16348
8    -622.65721 -157.39930  48.72296 -760.63025 -688.42365 -51.10905       (-573.934,-108.676) (-711.907,-639.701) (-48.723,-99.832)      7.04398
9    -622.60764 -157.96340  48.62383 -759.96702 -688.37409 -51.15862       (-573.984,-109.340) (-711.343,-639.750) (-48.624,-99.782)      7.92448
10    -622.55808 -158.52750  48.52470 -759.30379 -688.32452 -51.20819       (-574.033,-110.003) (-710.779,-639.800) (-48.525,-99.733)      8.80497
11    -622.50851 -159.09160  48.42557 -758.64056 -688.27495 -51.25775       (-574.083,-110.666) (-710.215,-639.849) (-48.426,-99.683)      9.68547
12    -622.45894 -159.65570  48.32644 -757.97733 -688.22539 -51.30732       (-574.133,-111.329) (-709.651,-639.899) (-48.326,-99.634)      10.566
13    -622.40938 -160.21979  48.22731 -757.31410 -688.17582 -51.35688       (-574.182,-111.992) (-709.087,-639.949) (-48.227,-99.584)      11.4465
14    -622.35981 -160.78389  48.12818 -756.65087 -688.12626 -51.40645       (-574.232,-112.656) (-708.523,-639.998) (-48.128,-99.535)      12.327
15    -622.31025 -161.34799  48.02905 -755.98764 -688.07669 -51.45601       (-574.281,-113.319) (-707.959,-640.048) (-48.029,-99.485)      13.2075
16    -622.26068 -161.91209  47.92992 -755.32442 -688.02713 -51.50558       (-574.331,-113.982) (-707.395,-640.097) (-47.930,-99.435)      14.088
17    -622.21112 -162.47618  47.83078 -754.66119 -687.97756 -51.55515       (-574.380,-114.645) (-706.830,-640.147) (-47.831,-99.386)      14.9685
18    -622.16155 -163.04028  47.73165 -753.99796 -687.92800 -51.60471       (-574.430,-115.309) (-706.266,-640.196) (-47.732,-99.336)      15.849
19    -622.11199 -163.60438  47.63252 -753.33473 -687.87843 -51.65428       (-574.479,-115.972) (-705.702,-640.246) (-47.633,-99.287)      16.7295
20    -622.06242 -164.16848  47.53339 -752.67150 -687.82886 -51.70384       (-574.529,-116.635) (-705.138,-640.295) (-47.533,-99.237)      17.6099
21    -622.01285 -164.73257  47.43426 -752.00827 -687.77930 -51.75341       (-574.579,-117.298) (-704.574,-640.345) (-47.434,-99.188)      18.4904
22    -621.96329 -165.29667  47.33513 -751.34504 -687.72973 -51.80297       (-574.628,-117.962) (-704.010,-640.395) (-47.335,-99.138)      19.3709
23    -621.91372 -165.86077  47.23600 -750.68181 -687.68017 -51.85254       (-574.678,-118.625) (-703.446,-640.444) (-47.236,-99.089)      20.2514
24    -621.86416 -166.42487  47.13687 -750.01859 -687.63060 -51.90210       (-574.727,-119.288) (-702.882,-640.494) (-47.137,-99.039)      21.1319
25    -621.81459 -166.98896  47.03774 -749.35536 -687.58104 -51.95167       (-574.777,-119.951) (-702.318,-640.543) (-47.038,-98.989)      22.0124
