2BOUNDS_2018-03-07.14_27_32.196_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -10.13682   0.75483 -23.59229  -0.72969 -13.51438 -43.32299       (-42.593,-0.025) (-22.812,-14.244) (-0.730,-9.357)      7.11929e-15
1    -10.13604   0.73124 -23.56870  -0.72969 -13.51511 -43.32226       (-42.593,-0.002) (-22.836,-14.245) (-0.730,-9.403)      0.0571589
2    -10.13526   0.70765 -23.54510  -0.72969 -13.51584 -43.32153       (-42.614,-0.022) (-0.708,-14.223) (-22.837,-9.428)      0.095908
3    -10.13448   0.68406 -23.52151  -0.72969 -13.51657 -43.32080       (-42.637,-0.046) (-0.684,-14.201) (-22.837,-9.450)      0.142311
4    -10.13370   0.66047 -23.49792  -0.72969 -13.51730 -43.32007       (-42.660,-0.069) (-0.660,-14.178) (-22.837,-9.473)      0.191477
5    -10.13292   0.63688 -23.47433  -0.72969 -13.51803 -43.31934       (-42.682,-0.093) (-0.637,-14.155) (-22.837,-9.496)      0.241727
6    -10.13214   0.61329 -23.45074  -0.72969 -13.51876 -43.31861       (-42.705,-0.116) (-0.613,-14.132) (-22.837,-9.519)      0.292502
7    -10.13136   0.58970 -23.42715  -0.72969 -13.51949 -43.31788       (-42.728,-0.140) (-0.590,-14.109) (-22.837,-9.542)      0.343569
8    -10.13058   0.56610 -23.40356  -0.72969 -13.52022 -43.31715       (-42.751,-0.164) (-0.566,-14.086) (-22.837,-9.564)      0.394815
9    -10.12980   0.54251 -23.37997  -0.72969 -13.52096 -43.31642       (-42.774,-0.187) (-0.543,-14.063) (-22.837,-9.587)      0.446179
10    -10.12902   0.51892 -23.35638  -0.72969 -13.52169 -43.31569       (-42.797,-0.211) (-0.519,-14.041) (-22.837,-9.610)      0.497623
11    -10.12823   0.49533 -23.33279  -0.72969 -13.52242 -43.31496       (-42.820,-0.234) (-0.495,-14.018) (-22.837,-9.633)      0.549126
12    -10.12745   0.47174 -23.30920  -0.72969 -13.52315 -43.31423       (-42.842,-0.258) (-0.472,-13.995) (-22.837,-9.656)      0.600672
13    -10.12667   0.44815 -23.28561  -0.72969 -13.52388 -43.31350       (-42.865,-0.282) (-0.448,-13.972) (-22.837,-9.679)      0.652251
14    -10.12589   0.42456 -23.26202  -0.72969 -13.52461 -43.31277       (-42.888,-0.305) (-0.425,-13.949) (-22.837,-9.701)      0.703856
15    -10.12511   0.40097 -23.23842  -0.72969 -13.52534 -43.31204       (-42.911,-0.329) (-0.401,-13.926) (-22.837,-9.724)      0.755481
16    -10.12433   0.37738 -23.21483  -0.72969 -13.52607 -43.31131       (-42.934,-0.352) (-0.377,-13.903) (-22.837,-9.747)      0.807123
17    -10.12355   0.35379 -23.19124  -0.72969 -13.52680 -43.31058       (-42.957,-0.376) (-0.354,-13.881) (-22.837,-9.770)      0.858779
18    -10.12277   0.33020 -23.16765  -0.72969 -13.52753 -43.30985       (-42.980,-0.399) (-0.330,-13.858) (-22.837,-9.793)      0.910445
19    -10.12199   0.30661 -23.14406  -0.72969 -13.52826 -43.30912       (-43.003,-0.423) (-0.307,-13.835) (-22.837,-9.815)      0.962122
20    -10.12121   0.28302 -23.12047  -0.72969 -13.52899 -43.30839       (-43.025,-0.447) (-0.283,-13.812) (-22.837,-9.838)      1.01381
21    -10.12043   0.25943 -23.09688  -0.72969 -13.52972 -43.30766       (-43.048,-0.470) (-0.259,-13.789) (-22.837,-9.861)      1.0655
22    -10.11965   0.23583 -23.07329  -0.72969 -13.53045 -43.30692       (-43.071,-0.494) (-0.236,-13.766) (-22.837,-9.884)      1.11719
23    -10.11887   0.21224 -23.04970  -0.72969 -13.53118 -43.30619       (-43.094,-0.517) (-0.212,-13.743) (-22.837,-9.907)      1.1689
24    -10.11808   0.18865 -23.02611  -0.72969 -13.53191 -43.30546       (-43.117,-0.541) (-0.189,-13.721) (-22.837,-9.929)      1.2206
25    -10.11730   0.16506 -23.00252  -0.72969 -13.53264 -43.30473       (-43.140,-0.565) (-0.165,-13.698) (-22.837,-9.952)      1.27231
26    -10.11652   0.14147 -22.97893  -0.72969 -13.53337 -43.30400       (-43.163,-0.588) (-0.141,-13.675) (-22.837,-9.975)      1.32403
27    -10.11574   0.11788 -22.95534  -0.72969 -13.53410 -43.30327       (-43.185,-0.612) (-0.118,-13.652) (-22.837,-9.998)      1.37574
28    -10.11496   0.09429 -22.93175  -0.72969 -13.53483 -43.30254       (-43.208,-0.635) (-0.094,-13.629) (-22.837,-10.021)      1.42746
29    -10.11418   0.07070 -22.90815  -0.72969 -13.53556 -43.30181       (-43.231,-0.659) (-0.071,-13.606) (-22.837,-10.043)      1.47918
30    -10.11340   0.04711 -22.88456  -0.72969 -13.53629 -43.30108       (-43.254,-0.683) (-0.047,-13.583) (-22.837,-10.066)      1.53091
31    -10.11262   0.02352 -22.86097  -0.72969 -13.53702 -43.30035       (-43.277,-0.706) (-0.024,-13.561) (-22.837,-10.089)      1.58263
32    -10.11184  -0.00007 -22.83738  -0.72969 -13.53775 -43.29962       (-10.112,-0.730) (-0.000,-13.538) (-22.837,-43.300)      1.92322    *****
33    -10.11106  -0.02366 -22.81379  -0.72969 -13.53849 -43.29889       (-10.111,-0.730) (-0.024,-13.538) (-22.814,-43.299)      1.92205
34    -10.11028  -0.04725 -22.79020  -0.72969 -13.53922 -43.29816       (-10.110,-0.730) (-0.047,-13.539) (-22.790,-43.298)      1.92147
35    -10.10950  -0.07085 -22.76661  -0.72969 -13.53995 -43.29743       (-10.109,-0.730) (-0.071,-13.540) (-22.767,-43.297)      1.92146
36    -10.10872  -0.09444 -22.74302  -0.72969 -13.54068 -43.29670       (-10.109,-0.730) (-0.094,-13.541) (-22.743,-43.297)      1.92203
37    -10.10793  -0.11803 -22.71943  -0.72969 -13.54141 -43.29597       (-10.108,-0.730) (-0.118,-13.541) (-22.719,-43.296)      1.92318
38    -10.10715  -0.14162 -22.69584  -0.72969 -13.54214 -43.29524       (-10.107,-0.730) (-0.142,-13.542) (-22.696,-43.295)      1.92491
