Fol_2018-04-30.17_52_03.7_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.74199  -3.16164 -15.65738 -30.35231  16.26783 -48.47288       (-0.610,-14.695) (-18.819,-4.864) (-15.657,-31.595)      0
1    -21.52854  -3.31980 -15.65738 -30.19415  16.05438 -48.30239       (-0.397,-14.537) (-18.977,-5.077) (-15.657,-31.851)      0.454858
2    -21.31509  -3.47795 -15.65738 -30.03600  15.84093 -48.13191       (-0.184,-14.379) (-19.135,-5.291) (-15.657,-32.107)      0.909715
3    -21.10164  -3.63611 -15.65738 -29.87784  15.62748 -47.96142       (-0.030,-14.250) (-19.264,-15.627) (-5.474,-32.334)      14.2807
4    -20.88819  -3.79427 -15.65738 -29.71968  15.41403 -47.79093       (-0.243,-14.306) (-19.208,-15.414) (-5.474,-32.377)      14.0394
5    -20.67474  -3.95242 -15.65738 -29.56153  15.20058 -47.62044       (-0.457,-14.361) (-19.153,-15.201) (-5.474,-32.420)      13.8011
6    -20.46129  -4.11058 -15.65738 -29.40337  14.98713 -47.44996       (-0.670,-14.416) (-19.098,-14.987) (-5.474,-32.463)      13.5659
7    -20.24784  -4.26873 -15.65738 -29.24522  14.77368 -47.27947       (-0.884,-14.472) (-19.042,-14.774) (-5.474,-32.506)      13.334
8    -20.03439  -4.42689 -15.65738 -29.08706  14.56023 -47.10898       (-1.097,-14.527) (-18.987,-14.560) (-5.474,-32.549)      13.1055
9    -19.82094  -4.58504 -15.65738 -28.92891  14.34678 -46.93849       (-1.311,-14.582) (-18.932,-14.347) (-5.474,-32.592)      12.8807
10    -19.60749  -4.74320 -15.65738 -28.77075  14.13333 -46.76801       (-1.524,-14.637) (-18.877,-14.133) (-5.474,-32.635)      12.6597
11    -19.39404  -4.90135 -15.65738 -28.61260  13.91988 -46.59752       (-1.738,-14.693) (-18.821,-13.920) (-5.474,-32.678)      12.4428
12    -19.18059  -5.05951 -15.65738 -28.45444  13.70643 -46.42703       (-1.951,-14.748) (-18.766,-13.706) (-5.474,-32.721)      12.2301
13    -18.96714  -5.21766 -15.65738 -28.29629  13.49298 -46.25654       (-2.164,-14.803) (-18.711,-13.493) (-5.474,-32.764)      12.0218
14    -18.75369  -5.37582 -15.65738 -28.13813  13.27953 -46.08606       (-2.378,-14.859) (-18.655,-13.280) (-5.474,-32.807)      11.8183
15    -18.54024  -5.53397 -15.65738 -27.97997  13.06608 -45.91557       (-2.591,-14.914) (-18.600,-13.066) (-5.474,-32.849)      11.6198
16    -18.32679  -5.69213 -15.65738 -27.82182  12.85263 -45.74508       (-2.805,-14.969) (-18.545,-12.853) (-5.474,-32.892)      11.4265
17    -18.11334  -5.85029 -15.65738 -27.66366  12.63918 -45.57459       (-3.018,-15.024) (-18.489,-12.639) (-5.474,-32.935)      11.2387
18    -17.89989  -6.00844 -15.65738 -27.50551  12.42573 -45.40411       (-3.232,-15.080) (-18.434,-12.426) (-5.474,-32.978)      11.0566
19    -17.68644  -6.16660 -15.65738 -27.34735  12.21228 -45.23362       (-3.445,-15.135) (-18.379,-12.212) (-5.474,-33.021)      10.8806
20    -17.47299  -6.32475 -15.65738 -27.18920  11.99883 -45.06313       (-3.659,-15.190) (-18.324,-11.999) (-5.474,-33.064)      10.711
21    -17.25954  -6.48291 -15.65738 -27.03104  11.78538 -44.89264       (-3.872,-15.246) (-18.268,-11.785) (-5.474,-33.107)      10.5481
22    -17.04609  -6.64106 -15.65738 -26.87289  11.57193 -44.72216       (-4.085,-15.301) (-18.213,-11.572) (-5.474,-33.150)      10.3921
23    -16.83264  -6.79922 -15.65738 -26.71473  11.35848 -44.55167       (-4.299,-15.356) (-18.158,-11.358) (-5.474,-33.193)      10.2434
24    -16.61919  -6.95737 -15.65738 -26.55658  11.14503 -44.38118       (-4.512,-15.412) (-18.102,-11.145) (-5.474,-33.236)      10.1024
25    -16.40574  -7.11553 -15.65738 -26.39842  10.93158 -44.21069       (-4.726,-15.467) (-18.047,-10.932) (-5.474,-33.279)      9.96926
26    -16.19229  -7.27368 -15.65738 -26.24027  10.71813 -44.04021       (-4.939,-15.522) (-17.992,-10.718) (-5.474,-33.322)      9.84442
27    -15.97884  -7.43184 -15.65738 -26.08211  10.50468 -43.86972       (-5.153,-15.577) (-17.937,-10.505) (-5.474,-33.365)      9.72817
28    -15.76539  -7.58999 -15.65738 -25.92395  10.29123 -43.69923       (-5.366,-15.633) (-17.881,-10.291) (-5.474,-33.408)      9.62081
29    -15.55194  -7.74815 -15.65738 -25.76580  10.07778 -43.52874       (-5.580,-15.688) (-17.826,-10.078) (-5.474,-33.451)      9.52266
30    -15.33849  -7.90631 -15.65738 -25.60764   9.86433 -43.35826       (-5.793,-15.743) (-17.771,-9.864) (-5.474,-33.494)      9.43399
31    -15.12504  -8.06446 -15.65738 -25.44949   9.65088 -43.18777       (-6.007,-15.799) (-17.715,-9.651) (-5.474,-33.537)      9.35508
32    -14.91159  -8.22262 -15.65738 -25.29133   9.43743 -43.01728       (-6.220,-15.854) (-17.660,-9.437) (-5.474,-33.580)      9.28618
33    -14.69814  -8.38077 -15.65738 -25.13318   9.22398 -42.84679       (-6.433,-15.909) (-17.605,-9.224) (-5.474,-33.623)      9.2275
34    -14.48469  -8.53893 -15.65738 -24.97502   9.01053 -42.67631       (-6.647,-15.964) (-17.549,-9.011) (-5.474,-33.666)      9.17925
35    -14.27124  -8.69708 -15.65738 -24.81687   8.79708 -42.50582       (-6.860,-16.020) (-17.494,-8.797) (-5.474,-33.709)      9.14158
36    -14.05779  -8.85524 -15.65738 -24.65871   8.58363 -42.33533       (-7.074,-16.075) (-17.439,-8.584) (-5.474,-33.752)      9.11464
