10PERCENT_2018-03-07.11_27_40.865_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -60.51442 -32.65798   4.39069   0.35054 -33.99863  11.75246       (-22.825,-12.103) (-0.351,-27.177) (-9.442,-4.741)      16.5565
1    -60.45420 -32.64813   4.37684   0.32299 -33.97672  11.73595       (-22.925,-12.059) (-0.323,-27.260) (-9.536,-4.700)      16.6889
2    -60.39397 -32.63829   4.36300   0.29543 -33.95480  11.71944       (-23.026,-12.015) (-0.295,-27.343) (-9.630,-4.658)      16.743
3    -60.33375 -32.62845   4.34915   0.26788 -33.93288  11.70293       (-23.127,-11.971) (-0.268,-27.426) (-9.723,-4.617)      16.7102
4    -60.27353 -32.61861   4.33530   0.24032 -33.91096  11.68641       (-23.227,-11.927) (-0.240,-27.509) (-9.817,-4.576)      16.6792
5    -60.21330 -32.60876   4.32146   0.21277 -33.88905  11.66990       (-23.328,-11.883) (-0.213,-27.592) (-9.911,-4.534)      16.65
6    -60.15308 -32.59892   4.30761   0.18521 -33.86713  11.65339       (-23.428,-11.839) (-0.185,-27.675) (-10.005,-4.493)      16.6225
7    -60.09285 -32.58908   4.29376   0.15766 -33.84521  11.63688       (-23.529,-11.795) (-0.158,-27.759) (-10.098,-4.451)      16.5968
8    -60.03263 -32.57923   4.27992   0.13010 -33.82329  11.62037       (-23.629,-11.750) (-0.130,-27.842) (-10.192,-4.410)      16.5729
9    -59.97240 -32.56939   4.26607   0.10255 -33.80137  11.60386       (-23.730,-11.706) (-0.103,-27.925) (-10.286,-4.369)      16.5508
10    -59.91218 -32.55955   4.25222   0.07500 -33.77946  11.58735       (-23.830,-11.662) (-0.075,-28.008) (-10.380,-4.327)      16.5304
11    -59.85196 -32.54971   4.23838   0.04744 -33.75754  11.57084       (-23.931,-11.618) (-0.047,-28.091) (-10.474,-4.286)      16.5119
12    -59.79173 -32.53986   4.22453   0.01989 -33.73562  11.55433       (-24.031,-11.574) (-0.020,-28.174) (-10.567,-4.244)      16.4952
13    -59.73151 -32.53002   4.21068  -0.00767 -33.71370  11.53782       (-4.195,-11.522) (-0.008,-28.265) (-10.653,-24.124)      2.25902
14    -59.67128 -32.52018   4.19684  -0.03522 -33.69179  11.52131       (-4.126,-11.451) (-0.035,-28.376) (-10.720,-24.197)      2.43001
