2BOUNDS_2018-03-07.14_33_22.323_.txt     Output is probe cell, reduced cell, NCDist distance between
0     16.24908 -25.93383 -15.59254 -61.93284 -62.91905  -3.33190       (-16.707,-3.133) (-22.842,-0.099) (-34.984,-9.784)      3.21712e-14
1     16.21609 -25.93073 -15.61195 -61.87398 -62.85617  -3.33836       (-16.470,-2.988) (-23.240,-0.175) (-35.261,-9.890)      0.57368
2     16.18310 -25.92764 -15.63137 -61.81512 -62.79329  -3.34482       (-16.233,-2.843) (-23.638,-0.251) (-35.537,-9.996)      1.14736
3     16.15011 -25.92454 -15.65078 -61.75626 -62.73040  -3.35128       (-15.996,-2.698) (-24.036,-0.327) (-35.814,-10.101)      1.72104
4     16.11712 -25.92145 -15.67019 -61.69740 -62.66752  -3.35774       (-15.759,-2.552) (-24.435,-0.403) (-36.090,-10.207)      2.29472
5     16.08414 -25.91835 -15.68960 -61.63854 -62.60464  -3.36420       (-15.522,-2.407) (-24.833,-0.478) (-36.367,-10.313)      2.8684
6     16.05115 -25.91526 -15.70901 -61.57969 -62.54176  -3.37066       (-15.285,-2.262) (-25.231,-0.554) (-36.643,-10.418)      3.44208
7     16.01816 -25.91216 -15.72842 -61.52083 -62.47887  -3.37712       (-15.048,-2.117) (-25.629,-0.630) (-36.919,-10.524)      4.01576
8     15.98517 -25.90907 -15.74783 -61.46197 -62.41599  -3.38358       (-14.811,-1.972) (-26.027,-0.706) (-37.196,-10.630)      4.58944
9     15.95218 -25.90597 -15.76724 -61.40311 -62.35311  -3.39003       (-14.574,-1.827) (-26.426,-0.782) (-37.472,-10.735)      5.16312
10     15.91919 -25.90288 -15.78666 -61.34425 -62.29023  -3.39649       (-14.337,-1.682) (-26.824,-0.857) (-37.749,-10.841)      5.7368
11     15.88620 -25.89978 -15.80607 -61.28539 -62.22734  -3.40295       (-14.100,-1.536) (-27.222,-0.933) (-38.025,-10.947)      6.31048
12     15.85321 -25.89669 -15.82548 -61.22653 -62.16446  -3.40941       (-13.863,-1.391) (-27.620,-1.009) (-38.302,-11.053)      6.88416
13     15.82023 -25.89359 -15.84489 -61.16767 -62.10158  -3.41587       (-13.626,-1.246) (-28.018,-1.085) (-38.578,-11.158)      7.45784
14     15.78724 -25.89050 -15.86430 -61.10882 -62.03870  -3.42233       (-13.389,-1.101) (-28.416,-1.161) (-38.854,-11.264)      8.03152
15     15.75425 -25.88740 -15.88371 -61.04996 -61.97581  -3.42879       (-13.152,-0.956) (-28.815,-1.236) (-39.131,-11.370)      8.6052
16     15.72126 -25.88431 -15.90312 -60.99110 -61.91293  -3.43525       (-12.915,-0.811) (-29.213,-1.312) (-39.407,-11.475)      9.17888
17     15.68827 -25.88121 -15.92253 -60.93224 -61.85005  -3.44170       (-12.678,-0.666) (-29.611,-1.388) (-39.684,-11.581)      9.75256
18     15.65528 -25.87812 -15.94195 -60.87338 -61.78717  -3.44816       (-12.441,-0.520) (-30.009,-1.464) (-39.960,-11.687)      10.3262
