Fol_2018-02-25.13_35_29.81_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -4885.46677 1462.65238 -3004.07285 -4182.26010 1346.29919 -1685.42175       (-222.769,-2719.608) (-1462.652,-116.353) (-1541.420,-3422.814)      0
1    -4884.00266 1459.72415 -3003.78810 -4179.61661 1344.83508 -1683.95763       (-224.233,-2719.892) (-1459.724,-114.889) (-1544.064,-3424.279)      4.69836
2    -4882.53854 1456.79591 -3003.50335 -4176.97313 1343.37096 -1682.49351       (-225.698,-2720.177) (-1456.796,-113.425) (-1546.707,-3425.743)      9.39671
3    -4881.07442 1453.86768 -3003.21860 -4174.32965 1341.90684 -1681.02940       (-227.162,-2720.462) (-1453.868,-111.961) (-1549.351,-3427.207)      14.0951
4    -4879.61031 1450.93945 -3002.93385 -4171.68616 1340.44273 -1679.56528       (-228.626,-2720.747) (-1450.939,-110.497) (-1551.994,-3428.671)      18.7934
5    -4878.14619 1448.01122 -3002.64910 -4169.04268 1338.97861 -1678.10116       (-230.090,-2721.031) (-1448.011,-109.033) (-1554.638,-3430.135)      23.4918
6    -4876.68208 1445.08298 -3002.36435 -4166.39920 1337.51449 -1676.63705       (-231.554,-2721.316) (-1445.083,-107.568) (-1557.281,-3431.599)      28.1901
7    -4875.21796 1442.15475 -3002.07960 -4163.75571 1336.05038 -1675.17293       (-233.018,-2721.601) (-1442.155,-106.104) (-1559.925,-3433.063)      32.8885
8    -4873.75384 1439.22652 -3001.79485 -4161.11223 1334.58626 -1673.70881       (-234.482,-2721.886) (-1439.227,-104.640) (-1562.568,-3434.527)      37.5868
9    -4872.28973 1436.29828 -3001.51010 -4158.46875 1333.12214 -1672.24470       (-235.946,-2722.170) (-1436.298,-103.176) (-1565.212,-3435.991)      42.2852
10    -4870.82561 1433.37005 -3001.22535 -4155.82527 1331.65803 -1670.78058       (-237.411,-2722.455) (-1433.370,-101.712) (-1567.855,-3437.456)      46.9836
11    -4869.36149 1430.44182 -3000.94060 -4153.18178 1330.19391 -1669.31646       (-238.875,-2722.740) (-1430.442,-100.248) (-1570.499,-3438.920)      51.6819
12    -4867.89738 1427.51358 -3000.65585 -4150.53830 1328.72980 -1667.85235       (-240.339,-2723.025) (-1427.514,-98.784) (-1573.142,-3440.384)      56.3803
13    -4866.43326 1424.58535 -3000.37110 -4147.89482 1327.26568 -1666.38823       (-241.803,-2723.309) (-1424.585,-97.320) (-1575.786,-3441.848)      61.0786
14    -4864.96914 1421.65712 -3000.08635 -4145.25133 1325.80156 -1664.92411       (-243.267,-2723.594) (-1421.657,-95.856) (-1578.429,-3443.312)      65.777
15    -4863.50503 1418.72889 -2999.80160 -4142.60785 1324.33745 -1663.46000       (-244.731,-2723.879) (-1418.729,-94.391) (-1581.073,-3444.776)      70.4753
16    -4862.04091 1415.80065 -2999.51685 -4139.96437 1322.87333 -1661.99588       (-246.195,-2724.164) (-1415.801,-92.927) (-1583.716,-3446.240)      75.1737
17    -4860.57679 1412.87242 -2999.23210 -4137.32088 1321.40921 -1660.53177       (-247.659,-2724.448) (-1412.872,-91.463) (-1586.360,-3447.704)      79.872
18    -4859.11268 1409.94419 -2998.94735 -4134.67740 1319.94510 -1659.06765       (-249.123,-2724.733) (-1409.944,-89.999) (-1589.003,-3449.168)      84.5704
19    -4857.64856 1407.01595 -2998.66260 -4132.03392 1318.48098 -1657.60353       (-250.588,-2725.018) (-1407.016,-88.535) (-1591.647,-3450.633)      89.2688
20    -4856.18444 1404.08772 -2998.37785 -4129.39043 1317.01686 -1656.13942       (-252.052,-2725.303) (-1404.088,-87.071) (-1594.290,-3452.097)      93.9671
21    -4854.72033 1401.15949 -2998.09310 -4126.74695 1315.55275 -1654.67530       (-253.516,-2725.587) (-1401.159,-85.607) (-1596.934,-3453.561)      98.6655
