2BOUNDS_2018-03-07.14_20_38.39_.txt     Output is probe cell, reduced cell, NCDist distance between
0      7.05137 -35.37765  -2.87671  -0.14747 -81.63596 -37.03060       (-70.410,-3.024) (-32.501,-4.175) (-2.877,-25.805)      8.426e-15
1      6.97383 -35.37477  -2.87671  -0.15034 -81.55842 -37.01936       (-70.487,-3.027) (-32.498,-4.097) (-2.877,-25.948)      0.180918
2      6.89629 -35.37189  -2.87671  -0.15322 -81.48088 -37.00812       (-70.565,-3.030) (-32.495,-4.020) (-2.877,-26.092)      0.361835
3      6.81875 -35.36901  -2.87671  -0.15610 -81.40334 -36.99689       (-70.643,-3.033) (-32.492,-3.942) (-2.877,-26.236)      0.542753
4      6.74121 -35.36613  -2.87671  -0.15898 -81.32580 -36.98565       (-70.720,-3.036) (-32.489,-3.865) (-2.877,-26.380)      0.723671
5      6.66367 -35.36325  -2.87671  -0.16186 -81.24826 -36.97441       (-70.798,-3.039) (-32.487,-3.787) (-2.877,-26.524)      0.904588
6      6.58613 -35.36037  -2.87671  -0.16474 -81.17073 -36.96317       (-70.875,-3.041) (-32.484,-3.709) (-2.877,-26.668)      1.08551
7      6.50860 -35.35749  -2.87671  -0.16762 -81.09319 -36.95194       (-70.953,-3.044) (-32.481,-3.632) (-2.877,-26.811)      1.26642
8      6.43106 -35.35461  -2.87671  -0.17050 -81.01565 -36.94070       (-71.030,-3.047) (-32.478,-3.554) (-2.877,-26.955)      1.44734
9      6.35352 -35.35173  -2.87671  -0.17338 -80.93811 -36.92946       (-71.108,-3.050) (-32.475,-3.477) (-2.877,-27.099)      1.62826
10      6.27598 -35.34885  -2.87671  -0.17626 -80.86057 -36.91822       (-71.185,-3.053) (-32.472,-3.399) (-2.877,-27.243)      1.80918
11      6.19844 -35.34597  -2.87671  -0.17914 -80.78303 -36.90699       (-71.263,-3.056) (-32.469,-3.322) (-2.877,-27.387)      1.99009
12      6.12090 -35.34309  -2.87671  -0.18202 -80.70549 -36.89575       (-71.340,-3.059) (-32.466,-3.244) (-2.877,-27.531)      2.17101
13      6.04336 -35.34021  -2.87671  -0.18490 -80.62795 -36.88451       (-71.418,-3.062) (-32.464,-3.167) (-2.877,-27.674)      2.35193
14      5.96582 -35.33733  -2.87671  -0.18778 -80.55042 -36.87328       (-71.495,-3.064) (-32.461,-3.089) (-2.877,-27.818)      2.53285
15      5.88828 -35.33445  -2.87671  -0.19066 -80.47288 -36.86204       (-71.573,-3.067) (-32.458,-3.012) (-2.877,-27.962)      2.71376
16      5.81075 -35.33157  -2.87671  -0.19354 -80.39534 -36.85080       (-71.651,-3.070) (-32.455,-2.934) (-2.877,-28.106)      2.89468
17      5.73321 -35.32869  -2.87671  -0.19642 -80.31780 -36.83956       (-71.728,-3.073) (-32.452,-2.857) (-2.877,-28.250)      3.0756
18      5.65567 -35.32581  -2.87671  -0.19930 -80.24026 -36.82833       (-71.806,-3.076) (-32.449,-2.779) (-2.877,-28.394)      3.25652
19      5.57813 -35.32293  -2.87671  -0.20218 -80.16272 -36.81709       (-71.883,-3.079) (-32.446,-2.701) (-2.877,-28.538)      3.43743
20      5.50059 -35.32006  -2.87671  -0.20506 -80.08518 -36.80585       (-71.961,-3.082) (-32.443,-2.624) (-2.877,-28.681)      3.61835
21      5.42305 -35.31718  -2.87671  -0.20794 -80.00764 -36.79461       (-72.038,-3.085) (-32.440,-2.546) (-2.877,-28.825)      3.79927
22      5.34551 -35.31430  -2.87671  -0.21082 -79.93010 -36.78338       (-72.116,-3.088) (-32.438,-2.469) (-2.877,-28.969)      3.98019
23      5.26797 -35.31142  -2.87671  -0.21370 -79.85257 -36.77214       (-72.193,-3.090) (-32.435,-2.391) (-2.877,-29.113)      4.16111
24      5.19044 -35.30854  -2.87671  -0.21658 -79.77503 -36.76090       (-72.271,-3.093) (-32.432,-2.314) (-2.877,-29.257)      4.34202
25      5.11290 -35.30566  -2.87671  -0.21945 -79.69749 -36.74967       (-72.348,-3.096) (-32.429,-2.236) (-2.877,-29.401)      4.52294
26      5.03536 -35.30278  -2.87671  -0.22233 -79.61995 -36.73843       (-72.426,-3.099) (-32.426,-2.159) (-2.877,-29.544)      4.70386
27      4.95782 -35.29990  -2.87671  -0.22521 -79.54241 -36.72719       (-72.503,-3.102) (-32.423,-2.081) (-2.877,-29.688)      4.88478
