10PERCENT_2018-03-07.11_27_02.411_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.32322 -43.71375  13.78727 -31.28787 -52.90668 -24.29469       (-14.686,-43.714) (-3.713,-5.323) (-13.787,-13.648)      1.77636e-15
1      5.30319 -43.67371  13.75966 -31.30031 -52.85905 -24.28403       (-14.733,-43.674) (-3.781,-5.303) (-13.760,-13.678)      0.102347
2      5.28316 -43.63367  13.73206 -31.31275 -52.81142 -24.27338       (-14.781,-43.634) (-3.849,-5.283) (-13.732,-13.707)      0.204694
3      5.26313 -43.59363  13.70446 -31.32518 -52.76379 -24.26272       (-14.829,-43.594) (-3.916,-5.263) (-13.704,-13.736)      0.307041
4      5.24310 -43.55359  13.67686 -31.33762 -52.71616 -24.25206       (-14.876,-43.554) (-3.984,-5.243) (-13.677,-13.766)      0.409388
5      5.22307 -43.51354  13.64926 -31.35006 -52.66853 -24.24141       (-14.924,-43.514) (-4.052,-5.223) (-13.649,-13.795)      0.511735
6      5.20304 -43.47350  13.62165 -31.36250 -52.62090 -24.23075       (-14.972,-43.474) (-4.119,-5.203) (-13.622,-13.825)      0.614082
7      5.18301 -43.43346  13.59405 -31.37494 -52.57326 -24.22009       (-15.019,-43.433) (-4.187,-5.183) (-13.594,-13.854)      0.71643
8      5.16298 -43.39342  13.56645 -31.38738 -52.52563 -24.20943       (-15.067,-43.393) (-4.254,-5.163) (-13.566,-13.883)      0.818777
9      5.14295 -43.35338  13.53885 -31.39981 -52.47800 -24.19878       (-15.114,-43.353) (-4.322,-5.143) (-13.539,-13.913)      0.921124
10      5.12293 -43.31334  13.51124 -31.41225 -52.43037 -24.18812       (-15.162,-43.313) (-4.390,-5.123) (-13.511,-13.942)      1.02347
11      5.10290 -43.27330  13.48364 -31.42469 -52.38274 -24.17746       (-15.210,-43.273) (-4.457,-5.103) (-13.484,-13.972)      1.12582
12      5.08287 -43.23326  13.45604 -31.43713 -52.33511 -24.16681       (-15.257,-43.233) (-4.525,-5.083) (-13.456,-14.001)      1.22816
13      5.06284 -43.19322  13.42844 -31.44957 -52.28748 -24.15615       (-15.305,-43.193) (-4.593,-5.063) (-13.428,-14.030)      1.33051
14      5.04281 -43.15318  13.40084 -31.46201 -52.23985 -24.14549       (-15.353,-43.153) (-4.660,-5.043) (-13.401,-14.060)      1.43286
15      5.02278 -43.11314  13.37323 -31.47444 -52.19222 -24.13484       (-15.400,-43.113) (-4.728,-5.023) (-13.373,-14.089)      1.53521
16      5.00275 -43.07310  13.34563 -31.48688 -52.14458 -24.12418       (-15.448,-43.073) (-4.796,-5.003) (-13.346,-14.119)      1.63755
17      4.98272 -43.03306  13.31803 -31.49932 -52.09695 -24.11352       (-15.495,-43.033) (-4.863,-4.983) (-13.318,-14.148)      1.7399
