Fol_2018-03-05.14_06_21.937_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -37.14796 -57.84430   4.36212   6.20652   4.69881 -46.65321       (-41.069,-23.388) (-0.337,-1.844) (-4.362,-29.205)      7.32411e-15
1    -37.15188 -57.78673   4.35338   6.17689   4.69226 -46.63574       (-41.080,-23.414) (-0.339,-1.824) (-4.353,-29.251)      0.0584739
2    -37.15581 -57.72917   4.34465   6.14727   4.68571 -46.61828       (-41.090,-23.440) (-0.341,-1.803) (-4.345,-29.297)      0.116948
3    -37.15973 -57.67160   4.33592   6.11764   4.67916 -46.60081       (-41.100,-23.465) (-0.343,-1.782) (-4.336,-29.343)      0.175422
4    -37.16366 -57.61404   4.32719   6.08802   4.67261 -46.58334       (-41.111,-23.491) (-0.345,-1.761) (-4.327,-29.389)      0.233896
5    -37.16758 -57.55647   4.31845   6.05840   4.66606 -46.56588       (-41.121,-23.517) (-0.348,-1.740) (-4.318,-29.435)      0.292369
6    -37.17151 -57.49891   4.30972   6.02877   4.65951 -46.54841       (-41.132,-23.543) (-0.350,-1.719) (-4.310,-29.482)      0.350843
7    -37.17543 -57.44134   4.30099   5.99915   4.65296 -46.53095       (-41.142,-23.569) (-0.352,-1.698) (-4.301,-29.528)      0.409317
8    -37.17936 -57.38378   4.29225   5.96952   4.64641 -46.51348       (-41.152,-23.594) (-0.354,-1.677) (-4.292,-29.574)      0.467791
9    -37.18328 -57.32621   4.28352   5.93990   4.63986 -46.49601       (-41.163,-23.620) (-0.356,-1.656) (-4.284,-29.620)      0.526265
10    -37.18721 -57.26865   4.27479   5.91027   4.63331 -46.47855       (-41.173,-23.646) (-0.359,-1.635) (-4.275,-29.666)      0.584739
11    -37.19113 -57.21108   4.26606   5.88065   4.62676 -46.46108       (-41.184,-23.672) (-0.361,-1.615) (-4.266,-29.712)      0.643213
12    -37.19506 -57.15352   4.25732   5.85103   4.62021 -46.44362       (-41.194,-23.697) (-0.363,-1.594) (-4.257,-29.758)      0.701687
13    -37.19898 -57.09595   4.24859   5.82140   4.61366 -46.42615       (-41.205,-23.723) (-0.365,-1.573) (-4.249,-29.805)      0.760161
14    -37.20291 -57.03839   4.23986   5.79178   4.60711 -46.40868       (-41.215,-23.749) (-0.367,-1.552) (-4.240,-29.851)      0.818634
15    -37.20684 -56.98082   4.23112   5.76215   4.60056 -46.39122       (-41.225,-23.775) (-0.369,-1.531) (-4.231,-29.897)      0.877108
16    -37.21076 -56.92326   4.22239   5.73253   4.59401 -46.37375       (-41.236,-23.800) (-0.372,-1.510) (-4.222,-29.943)      0.935582
17    -37.21469 -56.86569   4.21366   5.70290   4.58746 -46.35629       (-41.246,-23.826) (-0.374,-1.489) (-4.214,-29.989)      0.994056
18    -37.21861 -56.80813   4.20492   5.67328   4.58091 -46.33882       (-41.257,-23.852) (-0.376,-1.468) (-4.205,-30.035)      1.05253
19    -37.22254 -56.75056   4.19619   5.64365   4.57436 -46.32135       (-41.267,-23.878) (-0.378,-1.447) (-4.196,-30.082)      1.111
