2BOUNDS_2018-03-07.14_32_48.313_.txt     Output is probe cell, reduced cell, NCDist distance between
0     16.19316 -12.31087 -28.62762  -0.63653 -34.92870 -15.07325       (-6.189,-16.830) (-1.120,-10.971) (-10.195,-3.882)      6.40475e-15
1     16.17583 -12.30474 -28.60917  -0.64688 -34.91058 -15.06205       (-6.206,-16.823) (-1.114,-10.993) (-10.206,-3.871)      0.033219
2     16.15850 -12.29862 -28.59072  -0.65722 -34.89247 -15.05085       (-6.223,-16.816) (-1.108,-11.014) (-10.217,-3.860)      0.0664381
3     16.14117 -12.29249 -28.57227  -0.66757 -34.87435 -15.03965       (-6.241,-16.809) (-1.102,-11.036) (-10.228,-3.849)      0.0996571
4     16.12384 -12.28636 -28.55382  -0.67791 -34.85623 -15.02844       (-6.258,-16.802) (-1.095,-11.057) (-10.239,-3.837)      0.132876
5     16.10651 -12.28023 -28.53536  -0.68826 -34.83812 -15.01724       (-6.275,-16.795) (-1.089,-11.079) (-10.250,-3.826)      0.166095
6     16.08918 -12.27410 -28.51691  -0.69860 -34.82000 -15.00604       (-6.293,-16.788) (-1.083,-11.101) (-10.261,-3.815)      0.199314
7     16.07185 -12.26798 -28.49846  -0.70895 -34.80188 -14.99484       (-6.310,-16.781) (-1.077,-11.122) (-10.273,-3.804)      0.232533
8     16.05452 -12.26185 -28.48001  -0.71929 -34.78376 -14.98363       (-6.327,-16.774) (-1.071,-11.144) (-10.284,-3.793)      0.265752
9     16.03719 -12.25572 -28.46156  -0.72964 -34.76565 -14.97243       (-6.345,-16.767) (-1.065,-11.166) (-10.295,-3.781)      0.298971
10     16.01986 -12.24959 -28.44311  -0.73998 -34.74753 -14.96123       (-6.362,-16.760) (-1.059,-11.187) (-10.306,-3.770)      0.33219
11     16.00253 -12.24346 -28.42466  -0.75033 -34.72941 -14.95003       (-6.379,-16.753) (-1.052,-11.209) (-10.317,-3.759)      0.365409
12     15.98520 -12.23733 -28.40620  -0.76067 -34.71130 -14.93883       (-6.397,-16.746) (-1.046,-11.230) (-10.328,-3.748)      0.398628
13     15.96787 -12.23121 -28.38775  -0.77102 -34.69318 -14.92762       (-6.414,-16.739) (-1.040,-11.252) (-10.339,-3.737)      0.431847
14     15.95053 -12.22508 -28.36930  -0.78136 -34.67506 -14.91642       (-6.431,-16.732) (-1.034,-11.274) (-10.351,-3.725)      0.465066
15     15.93320 -12.21895 -28.35085  -0.79170 -34.65694 -14.90522       (-6.449,-16.725) (-1.028,-11.295) (-10.362,-3.714)      0.498286
16     15.91587 -12.21282 -28.33240  -0.80205 -34.63883 -14.89402       (-6.466,-16.718) (-1.022,-11.317) (-10.373,-3.703)      0.531505
17     15.89854 -12.20669 -28.31395  -0.81239 -34.62071 -14.88282       (-6.483,-16.711) (-1.016,-11.338) (-10.384,-3.692)      0.564724
18     15.88121 -12.20056 -28.29550  -0.82274 -34.60259 -14.87161       (-6.501,-16.704) (-1.010,-11.360) (-10.395,-3.681)      0.597943
19     15.86388 -12.19444 -28.27704  -0.83308 -34.58448 -14.86041       (-6.518,-16.697) (-1.003,-11.382) (-10.406,-3.669)      0.631162
20     15.84655 -12.18831 -28.25859  -0.84343 -34.56636 -14.84921       (-6.535,-16.690) (-0.997,-11.403) (-10.417,-3.658)      0.664381
21     15.82922 -12.18218 -28.24014  -0.85377 -34.54824 -14.83801       (-6.553,-16.683) (-0.991,-11.425) (-10.428,-3.647)      0.6976
22     15.81189 -12.17605 -28.22169  -0.86412 -34.53012 -14.82680       (-6.570,-16.676) (-0.985,-11.447) (-10.440,-3.636)      0.730819
23     15.79456 -12.16992 -28.20324  -0.87446 -34.51201 -14.81560       (-6.587,-16.669) (-0.979,-11.468) (-10.451,-3.625)      0.764038
24     15.77723 -12.16380 -28.18479  -0.88481 -34.49389 -14.80440       (-6.605,-16.662) (-0.973,-11.490) (-10.462,-3.613)      0.797257
25     15.75990 -12.15767 -28.16634  -0.89515 -34.47577 -14.79320       (-6.622,-16.655) (-0.967,-11.511) (-10.473,-3.602)      0.830476
26     15.74257 -12.15154 -28.14788  -0.90550 -34.45766 -14.78200       (-6.639,-16.648) (-0.961,-11.533) (-10.484,-3.591)      0.863695
27     15.72524 -12.14541 -28.12943  -0.91584 -34.43954 -14.77079       (-6.657,-16.641) (-0.954,-11.555) (-10.495,-3.580)      0.896914
28     15.70791 -12.13928 -28.11098  -0.92619 -34.42142 -14.75959       (-6.674,-16.634) (-0.948,-11.576) (-10.506,-3.569)      0.930133
29     15.69058 -12.13315 -28.09253  -0.93653 -34.40330 -14.74839       (-6.691,-16.627) (-0.942,-11.598) (-10.518,-3.557)      0.963352
30     15.67325 -12.12703 -28.07408  -0.94688 -34.38519 -14.73719       (-6.709,-16.620) (-0.936,-11.619) (-10.529,-3.546)      0.996571
31     15.65592 -12.12090 -28.05563  -0.95722 -34.36707 -14.72599       (-6.726,-16.613) (-0.930,-11.641) (-10.540,-3.535)      1.02979
32     15.63859 -12.11477 -28.03718  -0.96757 -34.34895 -14.71478       (-6.743,-16.606) (-0.924,-11.663) (-10.551,-3.524)      1.06301
33     15.62126 -12.10864 -28.01872  -0.97791 -34.33084 -14.70358       (-6.761,-16.599) (-0.918,-11.684) (-10.562,-3.513)      1.09623
34     15.60393 -12.10251 -28.00027  -0.98826 -34.31272 -14.69238       (-6.778,-16.592) (-0.912,-11.706) (-10.573,-3.501)      1.12945
35     15.58660 -12.09638 -27.98182  -0.99860 -34.29460 -14.68118       (-6.795,-16.585) (-0.905,-11.728) (-10.584,-3.490)      1.16267
36     15.56927 -12.09026 -27.96337  -1.00894 -34.27648 -14.66997       (-6.813,-16.578) (-0.899,-11.749) (-10.596,-3.479)      1.19589
37     15.55194 -12.08413 -27.94492  -1.01929 -34.25837 -14.65877       (-6.830,-16.571) (-0.893,-11.771) (-10.607,-3.468)      1.2291
38     15.53461 -12.07800 -27.92647  -1.02963 -34.24025 -14.64757       (-6.847,-16.564) (-0.887,-11.792) (-10.618,-3.457)      1.26232
39     15.51727 -12.07187 -27.90802  -1.03998 -34.22213 -14.63637       (-6.865,-16.557) (-0.881,-11.814) (-10.629,-3.445)      1.29554
40     15.49994 -12.06574 -27.88956  -1.05032 -34.20402 -14.62517       (-6.882,-16.550) (-0.875,-11.836) (-10.640,-3.434)      1.32876
41     15.48261 -12.05962 -27.87111  -1.06067 -34.18590 -14.61396       (-6.899,-16.543) (-0.869,-11.857) (-10.651,-3.423)      1.36198
42     15.46528 -12.05349 -27.85266  -1.07101 -34.16778 -14.60276       (-6.917,-16.536) (-0.863,-11.879) (-10.662,-3.412)      1.3952
43     15.44795 -12.04736 -27.83421  -1.08136 -34.14967 -14.59156       (-6.934,-16.529) (-0.856,-11.901) (-10.673,-3.401)      1.42842
44     15.43062 -12.04123 -27.81576  -1.09170 -34.13155 -14.58036       (-6.951,-16.522) (-0.850,-11.922) (-10.685,-3.389)      1.46164
45     15.41329 -12.03510 -27.79731  -1.10205 -34.11343 -14.56915       (-6.969,-16.515) (-0.844,-11.944) (-10.696,-3.378)      1.49486
46     15.39596 -12.02897 -27.77886  -1.11239 -34.09531 -14.55795       (-6.986,-16.508) (-0.838,-11.965) (-10.707,-3.367)      1.52808
