Fol_2018-03-05.14_05_08.681_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -17.78330 -13.26128   0.33321   1.13942 -33.35744   1.14489       (-9.177,-2.284) (-1.139,-11.409) (-27.649,-1.473)      3.54786
1    -17.76664 -13.25719   0.30520   1.12686 -33.32634   1.14227       (-9.266,-2.269) (-1.127,-11.491) (-27.661,-1.432)      3.54479
2    -17.74998 -13.25310   0.27719   1.11430 -33.29523   1.13965       (-9.356,-2.254) (-1.114,-11.573) (-27.673,-1.391)      3.54651
3    -17.73332 -13.24901   0.24918   1.10173 -33.26413   1.13703       (-9.445,-2.239) (-1.102,-11.656) (-27.685,-1.351)      3.55301
4    -17.71666 -13.24492   0.22117   1.08917 -33.23303   1.13441       (-9.535,-2.224) (-1.089,-11.738) (-27.697,-1.310)      3.56426
5    -17.70000 -13.24083   0.19316   1.07661 -33.20192   1.13179       (-9.625,-2.208) (-1.077,-11.820) (-27.708,-1.270)      3.58022
6    -17.68333 -13.23674   0.16515   1.06405 -33.17082   1.12917       (-9.714,-2.193) (-1.064,-11.903) (-27.720,-1.229)      3.60083
7    -17.66667 -13.23266   0.13714   1.05149 -33.13971   1.12655       (-9.804,-2.178) (-1.051,-11.985) (-27.732,-1.189)      3.62601
8    -17.65001 -13.22857   0.10913   1.03893 -33.10861   1.12393       (-9.894,-2.163) (-1.039,-12.067) (-27.744,-1.148)      3.65566
9    -17.63335 -13.22448   0.08112   1.02637 -33.07751   1.12131       (-9.983,-2.148) (-1.026,-12.149) (-27.756,-1.107)      3.68968
10    -17.61669 -13.22039   0.05311   1.01381 -33.04640   1.11869       (-10.073,-2.133) (-1.014,-12.232) (-27.768,-1.067)      3.72794
11    -17.60003 -13.21630   0.02510   1.00125 -33.01530   1.11607       (-10.162,-2.117) (-1.001,-12.314) (-27.779,-1.026)      3.77031
12    -17.58337 -13.21221  -0.00291   0.98869 -32.98419   1.11345       (-10.252,-2.102) (-0.989,-12.396) (-27.791,-0.986)      3.81667
13    -17.56671 -13.20812  -0.03093   0.97613 -32.95309   1.11083       (-10.342,-2.087) (-0.976,-12.479) (-27.803,-0.945)      3.86686
14    -17.55005 -13.20403  -0.05894   0.96357 -32.92198   1.10821       (-10.431,-2.072) (-0.964,-12.561) (-27.815,-0.905)      3.92074
15    -17.53339 -13.19995  -0.08695   0.95100 -32.89088   1.10559       (-10.521,-2.057) (-0.951,-12.643) (-27.827,-0.864)      3.97816
16    -17.51673 -13.19586  -0.11496   0.93844 -32.85978   1.10297       (-10.610,-2.041) (-0.938,-12.725) (-27.838,-0.823)      4.03897
17    -17.50007 -13.19177  -0.14297   0.92588 -32.82867   1.10035       (-10.700,-2.026) (-0.926,-12.808) (-27.850,-0.783)      4.10302
18    -17.48341 -13.18768  -0.17098   0.91332 -32.79757   1.09773       (-10.790,-2.011) (-0.913,-12.890) (-27.862,-0.742)      4.17015
19    -17.46675 -13.18359  -0.19899   0.90076 -32.76646   1.09511       (-10.879,-1.996) (-0.901,-12.972) (-27.874,-0.702)      4.24022
20    -17.45009 -13.17950  -0.22700   0.88820 -32.73536   1.09249       (-10.969,-1.981) (-0.888,-13.055) (-27.886,-0.661)      4.3131
21    -17.43343 -13.17541  -0.25501   0.87564 -32.70425   1.08987       (-11.059,-1.966) (-0.876,-13.137) (-27.898,-0.621)      4.38863
22    -17.41677 -13.17132  -0.28302   0.86308 -32.67315   1.08725       (-11.148,-1.950) (-0.863,-13.219) (-27.909,-0.580)      4.46668
23    -17.40011 -13.16724  -0.31103   0.85052 -32.64205   1.08463       (-11.238,-1.935) (-0.851,-13.301) (-27.921,-0.539)      4.54713
24    -17.38344 -13.16315  -0.33904   0.83796 -32.61094   1.08201       (-11.327,-1.920) (-0.838,-13.384) (-27.933,-0.499)      4.62985
25    -17.36678 -13.15906  -0.36705   0.82540 -32.57984   1.07939       (-11.417,-1.905) (-0.825,-13.466) (-27.945,-0.458)      4.71472
26    -17.35012 -13.15497  -0.39506   0.81284 -32.54873   1.07677       (-11.507,-1.890) (-0.813,-13.548) (-27.957,-0.418)      4.80163
27    -17.33346 -13.15088  -0.42307   0.80028 -32.51763   1.07415       (-11.596,-1.874) (-0.800,-13.630) (-27.969,-0.377)      4.89046
28    -17.31680 -13.14679  -0.45108   0.78771 -32.48652   1.07153       (-11.686,-1.859) (-0.788,-13.713) (-27.980,-0.337)      4.98111
