2BOUNDS_2018-03-07.14_20_15.31_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -22.95383  -5.30343 -16.13611 -50.40287  12.56168 -11.54887       (-16.852,-36.828) (-2.562,-11.549) (-11.405,-1.013)      0
1    -22.94773  -5.30068 -16.13138 -50.38928  12.53754 -11.53832       (-16.839,-36.853) (-2.595,-11.538) (-11.409,-0.999)      0.0465064
2    -22.94162  -5.29794 -16.12664 -50.37569  12.51341 -11.52778       (-16.826,-36.877) (-2.628,-11.528) (-11.414,-0.986)      0.0930127
3    -22.93551  -5.29519 -16.12191 -50.36210  12.48927 -11.51723       (-16.812,-36.901) (-2.661,-11.517) (-11.418,-0.972)      0.139519
4    -22.92940  -5.29245 -16.11717 -50.34851  12.46514 -11.50668       (-16.799,-36.925) (-2.694,-11.507) (-11.423,-0.958)      0.186025
5    -22.92329  -5.28970 -16.11243 -50.33493  12.44100 -11.49614       (-16.786,-36.949) (-2.727,-11.496) (-11.427,-0.945)      0.232532
6    -22.91719  -5.28696 -16.10770 -50.32134  12.41687 -11.48559       (-16.773,-36.973) (-2.760,-11.486) (-11.432,-0.931)      0.279038
7    -22.91108  -5.28421 -16.10296 -50.30775  12.39274 -11.47504       (-16.759,-36.997) (-2.793,-11.475) (-11.436,-0.918)      0.325545
8    -22.90497  -5.28147 -16.09823 -50.29416  12.36860 -11.46450       (-16.746,-37.021) (-2.826,-11.464) (-11.440,-0.904)      0.372051
9    -22.89886  -5.27873 -16.09349 -50.28057  12.34447 -11.45395       (-16.733,-37.046) (-2.859,-11.454) (-11.445,-0.891)      0.418557
10    -22.89276  -5.27598 -16.08875 -50.26699  12.32033 -11.44340       (-16.719,-37.070) (-2.891,-11.443) (-11.449,-0.877)      0.465064
11    -22.88665  -5.27324 -16.08402 -50.25340  12.29620 -11.43286       (-16.706,-37.094) (-2.924,-11.433) (-11.454,-0.863)      0.51157
12    -22.88054  -5.27049 -16.07928 -50.23981  12.27206 -11.42231       (-16.693,-37.118) (-2.957,-11.422) (-11.458,-0.850)      0.558076
13    -22.87443  -5.26775 -16.07455 -50.22622  12.24793 -11.41177       (-16.680,-37.142) (-2.990,-11.412) (-11.463,-0.836)      0.604583
14    -22.86833  -5.26500 -16.06981 -50.21263  12.22379 -11.40122       (-16.666,-37.166) (-3.023,-11.401) (-11.467,-0.823)      0.651089
15    -22.86222  -5.26226 -16.06508 -50.19904  12.19966 -11.39067       (-16.653,-37.190) (-3.056,-11.391) (-11.472,-0.809)      0.697596
16    -22.85611  -5.25951 -16.06034 -50.18546  12.17552 -11.38013       (-16.640,-37.215) (-3.089,-11.380) (-11.476,-0.795)      0.744102
17    -22.85000  -5.25677 -16.05560 -50.17187  12.15139 -11.36958       (-16.626,-37.239) (-3.122,-11.370) (-11.480,-0.782)      0.790608
18    -22.84390  -5.25402 -16.05087 -50.15828  12.12725 -11.35903       (-16.613,-37.263) (-3.155,-11.359) (-11.485,-0.768)      0.837115
19    -22.83779  -5.25128 -16.04613 -50.14469  12.10312 -11.34849       (-16.600,-37.287) (-3.188,-11.348) (-11.489,-0.755)      0.883621
20    -22.83168  -5.24854 -16.04140 -50.13110  12.07898 -11.33794       (-16.586,-37.311) (-3.221,-11.338) (-11.494,-0.741)      0.930127
21    -22.82557  -5.24579 -16.03666 -50.11752  12.05485 -11.32739       (-16.573,-37.335) (-3.254,-11.327) (-11.498,-0.727)      0.976634
22    -22.81946  -5.24305 -16.03192 -50.10393  12.03072 -11.31685       (-16.560,-37.359) (-3.287,-11.317) (-11.503,-0.714)      1.02314
23    -22.81336  -5.24030 -16.02719 -50.09034  12.00658 -11.30630       (-16.547,-37.383) (-3.320,-11.306) (-11.507,-0.700)      1.06965
24    -22.80725  -5.23756 -16.02245 -50.07675  11.98245 -11.29575       (-16.533,-37.408) (-3.353,-11.296) (-11.511,-0.687)      1.11615
25    -22.80114  -5.23481 -16.01772 -50.06316  11.95831 -11.28521       (-16.520,-37.432) (-3.386,-11.285) (-11.516,-0.673)      1.16266
26    -22.79503  -5.23207 -16.01298 -50.04958  11.93418 -11.27466       (-16.507,-37.456) (-3.419,-11.275) (-11.520,-0.660)      1.20917
27    -22.78893  -5.22932 -16.00824 -50.03599  11.91004 -11.26411       (-16.493,-37.480) (-3.452,-11.264) (-11.525,-0.646)      1.25567
