Fol_2018-02-25.13_35_42.94_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3527.48391 -247.61390 -225.46105 216.79349 -3871.87175 -520.56758       (-3744.277,-216.793) (-8.668,-3655.078) (-30.820,-303.774)      9.16573e-13
1    -3527.70092 -247.37472 -225.26621 216.35947 -3871.65474 -520.35057       (-3744.060,-216.359) (-8.907,-3655.295) (-31.015,-303.991)      0.651786
2    -3527.91793 -247.13553 -225.07138 215.92544 -3871.43773 -520.13356       (-3743.843,-215.925) (-9.146,-3655.512) (-31.210,-304.208)      1.30357
3    -3528.13494 -246.89635 -224.87654 215.49142 -3871.22072 -519.91655       (-3743.626,-215.491) (-9.385,-3655.729) (-31.405,-304.425)      1.95536
4    -3528.35195 -246.65716 -224.68171 215.05740 -3871.00371 -519.69954       (-3743.409,-215.057) (-9.624,-3655.946) (-31.600,-304.642)      2.60715
5    -3528.56896 -246.41798 -224.48687 214.62338 -3870.78670 -519.48253       (-3743.192,-214.623) (-9.863,-3656.163) (-31.795,-304.859)      3.25893
6    -3528.78597 -246.17879 -224.29204 214.18936 -3870.56969 -519.26552       (-3742.975,-214.189) (-10.103,-3656.380) (-31.989,-305.076)      3.91072
7    -3529.00299 -245.93961 -224.09720 213.75534 -3870.35268 -519.04851       (-3742.758,-213.755) (-10.342,-3656.597) (-32.184,-305.293)      4.5625
8    -3529.22000 -245.70042 -223.90237 213.32132 -3870.13567 -518.83150       (-3742.541,-213.321) (-10.581,-3656.814) (-32.379,-305.510)      5.21429
9    -3529.43701 -245.46123 -223.70753 212.88730 -3869.91866 -518.61449       (-3742.324,-212.887) (-10.820,-3657.031) (-32.574,-305.727)      5.86608
10    -3529.65402 -245.22205 -223.51269 212.45328 -3869.70165 -518.39748       (-3742.107,-212.453) (-11.059,-3657.248) (-32.769,-305.944)      6.51786
11    -3529.87103 -244.98286 -223.31786 212.01926 -3869.48464 -518.18047       (-3741.890,-212.019) (-11.299,-3657.465) (-32.964,-306.161)      7.16965
12    -3530.08804 -244.74368 -223.12302 211.58523 -3869.26763 -517.96346       (-3741.673,-211.585) (-11.538,-3657.682) (-33.158,-306.378)      7.82144
13    -3530.30505 -244.50449 -222.92819 211.15121 -3869.05061 -517.74644       (-3741.456,-211.151) (-11.777,-3657.899) (-33.353,-306.595)      8.47322
14    -3530.52206 -244.26531 -222.73335 210.71719 -3868.83360 -517.52943       (-3741.239,-210.717) (-12.016,-3658.116) (-33.548,-306.812)      9.12501
15    -3530.73907 -244.02612 -222.53852 210.28317 -3868.61659 -517.31242       (-3741.022,-210.283) (-12.255,-3658.333) (-33.743,-307.029)      9.7768
16    -3530.95608 -243.78694 -222.34368 209.84915 -3868.39958 -517.09541       (-3740.805,-209.849) (-12.495,-3658.550) (-33.938,-307.246)      10.4286
17    -3531.17309 -243.54775 -222.14885 209.41513 -3868.18257 -516.87840       (-3740.588,-209.415) (-12.734,-3658.767) (-34.133,-307.463)      11.0804
18    -3531.39010 -243.30857 -221.95401 208.98111 -3867.96556 -516.66139       (-3740.371,-208.981) (-12.973,-3658.984) (-34.327,-307.680)      11.7322
19    -3531.60711 -243.06938 -221.75918 208.54709 -3867.74855 -516.44438       (-3740.154,-208.547) (-13.212,-3659.201) (-34.522,-307.897)      12.3839
20    -3531.82412 -242.83019 -221.56434 208.11307 -3867.53154 -516.22737       (-3739.937,-208.113) (-13.451,-3659.418) (-34.717,-308.114)      13.0357
21    -3532.04113 -242.59101 -221.36950 207.67905 -3867.31453 -516.01036       (-3739.720,-207.679) (-13.690,-3659.635) (-34.912,-308.331)      13.6875
22    -3532.25814 -242.35182 -221.17467 207.24502 -3867.09752 -515.79335       (-3739.503,-207.245) (-13.930,-3659.852) (-35.107,-308.548)      14.3393
