10PERCENT_2018-03-07.11_26_36.155_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -7.70435 -42.92586  12.80556 -11.72417 -54.02760 -37.96382       (-5.101,-27.958) (-38.404,-12.806) (-31.020,-1.081)      0
1     -7.69772 -42.88800  12.77993 -11.74348 -54.00151 -37.96426       (-5.082,-28.035) (-38.507,-12.780) (-31.057,-1.036)      0.145034
2     -7.69109 -42.85014  12.75429 -11.76280 -53.97541 -37.96470       (-5.063,-28.113) (-38.610,-12.754) (-31.095,-0.991)      0.290069
3     -7.68446 -42.81227  12.72865 -11.78211 -53.94932 -37.96514       (-5.044,-28.191) (-38.712,-12.729) (-31.132,-0.947)      0.435103
4     -7.67783 -42.77441  12.70302 -11.80143 -53.92322 -37.96558       (-5.025,-28.268) (-38.815,-12.703) (-31.170,-0.902)      0.580138
5     -7.67120 -42.73655  12.67738 -11.82074 -53.89712 -37.96602       (-5.006,-28.346) (-38.918,-12.677) (-31.207,-0.857)      0.725172
6     -7.66457 -42.69869  12.65174 -11.84006 -53.87103 -37.96646       (-4.987,-28.424) (-39.020,-12.652) (-31.245,-0.812)      0.870206
7     -7.65794 -42.66082  12.62611 -11.85937 -53.84493 -37.96690       (-4.968,-28.501) (-39.123,-12.626) (-31.282,-0.767)      1.01524
8     -7.65131 -42.62296  12.60047 -11.87869 -53.81883 -37.96734       (-4.949,-28.579) (-39.226,-12.600) (-31.320,-0.722)      1.16028
9     -7.64468 -42.58510  12.57483 -11.89800 -53.79274 -37.96778       (-4.930,-28.657) (-39.329,-12.575) (-31.358,-0.677)      1.30531
10     -7.63805 -42.54724  12.54920 -11.91732 -53.76664 -37.96823       (-4.911,-28.734) (-39.431,-12.549) (-31.395,-0.632)      1.45034
11     -7.63142 -42.50937  12.52356 -11.93663 -53.74055 -37.96867       (-4.892,-28.812) (-39.534,-12.524) (-31.433,-0.587)      1.59538
12     -7.62479 -42.47151  12.49792 -11.95595 -53.71445 -37.96911       (-4.873,-28.890) (-39.637,-12.498) (-31.470,-0.542)      1.74041
