Fol_2018-03-05.14_02_24.105_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -11.60937 -44.45520 -26.20603   4.47357  -1.76417  -3.69174       (-27.511,-0.201) (-18.191,-0.544) (-18.061,-0.238)      1.77636e-15
1    -11.62529 -44.42890 -26.19788   4.46889  -1.76295  -3.68828       (-27.518,-0.202) (-18.195,-0.540) (-18.067,-0.241)      0.0113354
2    -11.64121 -44.40261 -26.18973   4.46421  -1.76173  -3.68482       (-27.524,-0.203) (-18.199,-0.535) (-18.073,-0.245)      0.0226709
3    -11.65712 -44.37632 -26.18157   4.45953  -1.76051  -3.68136       (-27.530,-0.204) (-18.203,-0.530) (-18.079,-0.248)      0.0340063
4    -11.67304 -44.35003 -26.17342   4.45485  -1.75929  -3.67791       (-27.536,-0.205) (-18.207,-0.525) (-18.085,-0.251)      0.0453417
5    -11.68896 -44.32374 -26.16527   4.45017  -1.75807  -3.67445       (-27.543,-0.207) (-18.211,-0.521) (-18.091,-0.255)      0.0566772
6    -11.70488 -44.29745 -26.15711   4.44549  -1.75685  -3.67099       (-27.549,-0.208) (-18.216,-0.516) (-18.097,-0.258)      0.0680126
7    -11.72080 -44.27116 -26.14896   4.44082  -1.75562  -3.66753       (-27.555,-0.209) (-18.220,-0.511) (-18.104,-0.262)      0.079348
8    -11.73671 -44.24487 -26.14081   4.43614  -1.75440  -3.66408       (-27.561,-0.210) (-18.224,-0.507) (-18.110,-0.265)      0.0906835
9    -11.75263 -44.21858 -26.13265   4.43146  -1.75318  -3.66062       (-27.568,-0.212) (-18.228,-0.502) (-18.116,-0.269)      0.102019
10    -11.76855 -44.19229 -26.12450   4.42678  -1.75196  -3.65716       (-27.574,-0.213) (-18.232,-0.497) (-18.122,-0.272)      0.113354
11    -11.78447 -44.16600 -26.11635   4.42210  -1.75074  -3.65370       (-27.580,-0.214) (-18.236,-0.493) (-18.128,-0.276)      0.12469
12    -11.80039 -44.13971 -26.10819   4.41742  -1.74952  -3.65025       (-27.587,-0.215) (-18.240,-0.488) (-18.134,-0.279)      0.136025
13    -11.81630 -44.11342 -26.10004   4.41274  -1.74830  -3.64679       (-27.593,-0.216) (-18.244,-0.483) (-18.140,-0.283)      0.147361
14    -11.83222 -44.08713 -26.09189   4.40806  -1.74708  -3.64333       (-27.599,-0.218) (-18.248,-0.479) (-18.146,-0.286)      0.158696
15    -11.84814 -44.06084 -26.08373   4.40339  -1.74585  -3.63987       (-27.605,-0.219) (-18.253,-0.474) (-18.152,-0.289)      0.170031
16    -11.86406 -44.03454 -26.07558   4.39871  -1.74463  -3.63642       (-27.612,-0.220) (-18.257,-0.469) (-18.158,-0.293)      0.181367
17    -11.87998 -44.00825 -26.06743   4.39403  -1.74341  -3.63296       (-27.618,-0.221) (-18.261,-0.465) (-18.164,-0.296)      0.192702
18    -11.89589 -43.98196 -26.05927   4.38935  -1.74219  -3.62950       (-27.624,-0.222) (-18.265,-0.460) (-18.171,-0.300)      0.204038
