10PERCENT_2018-03-07.11_26_31.95_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -25.16147   8.70909 -35.01634 -13.92944  -1.79152  -4.12074       (-4.588,-9.809) (-4.121,-21.719) (-5.912,-11.864)      0
1    -25.14041   8.68849 -34.99111 -13.93724  -1.79565  -4.12120       (-4.567,-9.816) (-4.121,-21.735) (-5.917,-11.885)      0.03482
2    -25.11935   8.66790 -34.96587 -13.94504  -1.79977  -4.12167       (-4.546,-9.823) (-4.122,-21.752) (-5.921,-11.905)      0.0696401
3    -25.09828   8.64731 -34.94064 -13.95283  -1.80390  -4.12214       (-4.525,-9.831) (-4.122,-21.768) (-5.926,-11.926)      0.10446
4    -25.07722   8.62671 -34.91541 -13.96063  -1.80802  -4.12261       (-4.504,-9.838) (-4.123,-21.785) (-5.931,-11.946)      0.13928
5    -25.05616   8.60612 -34.89017 -13.96843  -1.81214  -4.12308       (-4.483,-9.845) (-4.123,-21.801) (-5.935,-11.967)      0.1741
6    -25.03510   8.58552 -34.86494 -13.97622  -1.81627  -4.12354       (-4.462,-9.853) (-4.124,-21.817) (-5.940,-11.988)      0.20892
7    -25.01404   8.56493 -34.83971 -13.98402  -1.82039  -4.12401       (-4.441,-9.860) (-4.124,-21.834) (-5.944,-12.008)      0.24374
8    -24.99297   8.54434 -34.81448 -13.99182  -1.82452  -4.12448       (-4.420,-9.867) (-4.124,-21.850) (-5.949,-12.029)      0.27856
9    -24.97191   8.52374 -34.78924 -13.99962  -1.82864  -4.12495       (-4.399,-9.875) (-4.125,-21.867) (-5.954,-12.049)      0.31338
10    -24.95085   8.50315 -34.76401 -14.00741  -1.83277  -4.12542       (-4.378,-9.882) (-4.125,-21.883) (-5.958,-12.070)      0.3482
11    -24.92979   8.48256 -34.73878 -14.01521  -1.83689  -4.12588       (-4.357,-9.889) (-4.126,-21.900) (-5.963,-12.091)      0.38302
12    -24.90873   8.46196 -34.71354 -14.02301  -1.84102  -4.12635       (-4.336,-9.897) (-4.126,-21.916) (-5.967,-12.111)      0.41784
13    -24.88767   8.44137 -34.68831 -14.03081  -1.84514  -4.12682       (-4.315,-9.904) (-4.127,-21.932) (-5.972,-12.132)      0.45266
14    -24.86660   8.42077 -34.66308 -14.03860  -1.84927  -4.12729       (-4.293,-9.911) (-4.127,-21.949) (-5.977,-12.152)      0.48748
15    -24.84554   8.40018 -34.63785 -14.04640  -1.85339  -4.12776       (-4.272,-9.919) (-4.128,-21.965) (-5.981,-12.173)      0.5223
16    -24.82448   8.37959 -34.61261 -14.05420  -1.85752  -4.12822       (-4.251,-9.926) (-4.128,-21.982) (-5.986,-12.194)      0.55712
17    -24.80342   8.35899 -34.58738 -14.06199  -1.86164  -4.12869       (-4.230,-9.933) (-4.129,-21.998) (-5.990,-12.214)      0.59194
18    -24.78236   8.33840 -34.56215 -14.06979  -1.86577  -4.12916       (-4.209,-9.941) (-4.129,-22.015) (-5.995,-12.235)      0.626761
19    -24.76130   8.31781 -34.53691 -14.07759  -1.86989  -4.12963       (-4.188,-9.948) (-4.130,-22.031) (-6.000,-12.255)      0.661581
20    -24.74023   8.29721 -34.51168 -14.08539  -1.87402  -4.13010       (-4.167,-9.955) (-4.130,-22.047) (-6.004,-12.276)      0.696401
21    -24.71917   8.27662 -34.48645 -14.09318  -1.87814  -4.13057       (-4.146,-9.963) (-4.131,-22.064) (-6.009,-12.297)      0.731221
22    -24.69811   8.25602 -34.46122 -14.10098  -1.88227  -4.13103       (-4.125,-9.970) (-4.131,-22.080) (-6.013,-12.317)      0.766041
23    -24.67705   8.23543 -34.43598 -14.10878  -1.88639  -4.13150       (-4.104,-9.977) (-4.132,-22.097) (-6.018,-12.338)      0.800861
24    -24.65599   8.21484 -34.41075 -14.11658  -1.89052  -4.13197       (-4.083,-9.985) (-4.132,-22.113) (-6.022,-12.358)      0.835681
25    -24.63492   8.19424 -34.38552 -14.12437  -1.89464  -4.13244       (-4.062,-9.992) (-4.132,-22.129) (-6.027,-12.379)      0.870501
26    -24.61386   8.17365 -34.36028 -14.13217  -1.89877  -4.13291       (-4.041,-9.999) (-4.133,-22.146) (-6.032,-12.399)      0.905321
27    -24.59280   8.15306 -34.33505 -14.13997  -1.90289  -4.13337       (-4.020,-10.007) (-4.133,-22.162) (-6.036,-12.420)      0.940141
28    -24.57174   8.13246 -34.30982 -14.14776  -1.90702  -4.13384       (-3.999,-10.014) (-4.134,-22.179) (-6.041,-12.441)      0.974961
29    -24.55068   8.11187 -34.28459 -14.15556  -1.91114  -4.13431       (-3.978,-10.021) (-4.134,-22.195) (-6.045,-12.461)      1.00978
30    -24.52962   8.09127 -34.25935 -14.16336  -1.91527  -4.13478       (-3.956,-10.029) (-4.135,-22.212) (-6.050,-12.482)      1.0446
