2BOUNDS_2018-03-07.14_26_08.165_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -29.35412  14.38967 -44.10005  -8.13057 -29.75842 -35.29613       (-27.166,-6.259) (-23.451,-37.889) (-8.131,-8.705)      0
1    -29.33345  14.35179 -44.06217  -8.13057 -29.76656 -35.28799       (-27.157,-6.221) (-23.489,-37.897) (-8.131,-8.760)      0.0776969
2    -29.31279  14.31391 -44.02429  -8.13057 -29.77470 -35.27985       (-27.149,-6.183) (-23.527,-37.905) (-8.131,-8.816)      0.155394
3    -29.29212  14.27603 -43.98641  -8.13057 -29.78284 -35.27171       (-27.141,-6.145) (-23.565,-37.913) (-8.131,-8.871)      0.233091
4    -29.27145  14.23815 -43.94853  -8.13057 -29.79098 -35.26357       (-27.133,-6.108) (-23.603,-37.922) (-8.131,-8.926)      0.310787
5    -29.25078  14.20027 -43.91066  -8.13057 -29.79911 -35.25543       (-27.125,-6.070) (-23.641,-37.930) (-8.131,-8.981)      0.388484
6    -29.23011  14.16239 -43.87278  -8.13057 -29.80725 -35.24729       (-27.117,-6.032) (-23.679,-37.938) (-8.131,-9.036)      0.466181
7    -29.20944  14.12451 -43.83490  -8.13057 -29.81539 -35.23916       (-27.109,-5.994) (-23.716,-37.946) (-8.131,-9.091)      0.543878
8    -29.18877  14.08664 -43.79702  -8.13057 -29.82353 -35.23102       (-27.100,-5.956) (-23.754,-37.954) (-8.131,-9.146)      0.621575
9    -29.16810  14.04876 -43.75914  -8.13057 -29.83167 -35.22288       (-27.092,-5.918) (-23.792,-37.962) (-8.131,-9.201)      0.699272
10    -29.14743  14.01088 -43.72126  -8.13057 -29.83981 -35.21474       (-27.084,-5.880) (-23.830,-37.970) (-8.131,-9.256)      0.776969
11    -29.12676  13.97300 -43.68338  -8.13057 -29.84795 -35.20660       (-27.076,-5.842) (-23.868,-37.979) (-8.131,-9.311)      0.854665
12    -29.10609  13.93512 -43.64550  -8.13057 -29.85609 -35.19846       (-27.068,-5.805) (-23.906,-37.987) (-8.131,-9.366)      0.932362
13    -29.08542  13.89724 -43.60762  -8.13057 -29.86422 -35.19032       (-27.060,-5.767) (-23.944,-37.995) (-8.131,-9.422)      1.01006
14    -29.06475  13.85936 -43.56975  -8.13057 -29.87236 -35.18218       (-27.052,-5.729) (-23.982,-38.003) (-8.131,-9.477)      1.08776
15    -29.04408  13.82148 -43.53187  -8.13057 -29.88050 -35.17405       (-27.043,-5.691) (-24.019,-38.011) (-8.131,-9.532)      1.16545
16    -29.02341  13.78360 -43.49399  -8.13057 -29.88864 -35.16591       (-27.035,-5.653) (-24.057,-38.019) (-8.131,-9.587)      1.24315
17    -29.00274  13.74573 -43.45611  -8.13057 -29.89678 -35.15777       (-27.027,-5.615) (-24.095,-38.027) (-8.131,-9.642)      1.32085
18    -28.98207  13.70785 -43.41823  -8.13057 -29.90492 -35.14963       (-27.019,-5.577) (-24.133,-38.035) (-8.131,-9.697)      1.39854
19    -28.96141  13.66997 -43.38035  -8.13057 -29.91306 -35.14149       (-27.011,-5.539) (-24.171,-38.044) (-8.131,-9.752)      1.47624
20    -28.94074  13.63209 -43.34247  -8.13057 -29.92120 -35.13335       (-27.003,-5.502) (-24.209,-38.052) (-8.131,-9.807)      1.55394
21    -28.92007  13.59421 -43.30459  -8.13057 -29.92933 -35.12521       (-26.995,-5.464) (-24.247,-38.060) (-8.131,-9.862)      1.63163
22    -28.89940  13.55633 -43.26672  -8.13057 -29.93747 -35.11708       (-26.987,-5.426) (-24.285,-38.068) (-8.131,-9.917)      1.70933
23    -28.87873  13.51845 -43.22884  -8.13057 -29.94561 -35.10894       (-26.978,-5.388) (-24.322,-38.076) (-8.131,-9.972)      1.78703
24    -28.85806  13.48057 -43.19096  -8.13057 -29.95375 -35.10080       (-26.970,-5.350) (-24.360,-38.084) (-8.131,-10.027)      1.86472
25    -28.83739  13.44270 -43.15308  -8.13057 -29.96189 -35.09266       (-26.962,-5.312) (-24.398,-38.092) (-8.131,-10.083)      1.94242
26    -28.81672  13.40482 -43.11520  -8.13057 -29.97003 -35.08452       (-26.954,-5.274) (-24.436,-38.101) (-8.131,-10.138)      2.02012
27    -28.79605  13.36694 -43.07732  -8.13057 -29.97817 -35.07638       (-26.946,-5.236) (-24.474,-38.109) (-8.131,-10.193)      2.09782
28    -28.77538  13.32906 -43.03944  -8.13057 -29.98631 -35.06824       (-26.938,-5.198) (-24.512,-38.117) (-8.131,-10.248)      2.17551
29    -28.75471  13.29118 -43.00156  -8.13057 -29.99444 -35.06010       (-26.930,-5.161) (-24.550,-38.125) (-8.131,-10.303)      2.25321
30    -28.73404  13.25330 -42.96368  -8.13057 -30.00258 -35.05197       (-26.921,-5.123) (-24.588,-38.133) (-8.131,-10.358)      2.33091
31    -28.71337  13.21542 -42.92581  -8.13057 -30.01072 -35.04383       (-26.913,-5.085) (-24.626,-38.141) (-8.131,-10.413)      2.4086
32    -28.69270  13.17754 -42.88793  -8.13057 -30.01886 -35.03569       (-26.905,-5.047) (-24.663,-38.149) (-8.131,-10.468)      2.4863
33    -28.67203  13.13966 -42.85005  -8.13057 -30.02700 -35.02755       (-26.897,-5.009) (-24.701,-38.158) (-8.131,-10.523)      2.564
34    -28.65136  13.10179 -42.81217  -8.13057 -30.03514 -35.01941       (-26.889,-4.971) (-24.739,-38.166) (-8.131,-10.578)      2.64169
35    -28.63069  13.06391 -42.77429  -8.13057 -30.04328 -35.01127       (-26.881,-4.933) (-24.777,-38.174) (-8.131,-10.633)      2.71939
36    -28.61002  13.02603 -42.73641  -8.13057 -30.05141 -35.00313       (-26.873,-4.895) (-24.815,-38.182) (-8.131,-10.689)      2.79709
37    -28.58936  12.98815 -42.69853  -8.13057 -30.05955 -34.99499       (-26.864,-4.858) (-24.853,-38.190) (-8.131,-10.744)      2.87478
38    -28.56869  12.95027 -42.66065  -8.13057 -30.06769 -34.98686       (-26.856,-4.820) (-24.891,-38.198) (-8.131,-10.799)      2.95248
39    -28.54802  12.91239 -42.62278  -8.13057 -30.07583 -34.97872       (-26.848,-4.782) (-24.929,-38.206) (-8.131,-10.854)      3.03018
40    -28.52735  12.87451 -42.58490  -8.13057 -30.08397 -34.97058       (-26.840,-4.744) (-24.966,-38.215) (-8.131,-10.909)      3.10787
41    -28.50668  12.83663 -42.54702  -8.13057 -30.09211 -34.96244       (-26.832,-4.706) (-25.004,-38.223) (-8.131,-10.964)      3.18557
42    -28.48601  12.79876 -42.50914  -8.13057 -30.10025 -34.95430       (-26.824,-4.668) (-25.042,-38.231) (-8.131,-11.019)      3.26327
43    -28.46534  12.76088 -42.47126  -8.13057 -30.10839 -34.94616       (-26.816,-4.630) (-25.080,-38.239) (-8.131,-11.074)      3.34096
44    -28.44467  12.72300 -42.43338  -8.13057 -30.11652 -34.93802       (-26.807,-4.592) (-25.118,-38.247) (-8.131,-11.129)      3.41866
45    -28.42400  12.68512 -42.39550  -8.13057 -30.12466 -34.92988       (-26.799,-4.555) (-25.156,-38.255) (-8.131,-11.184)      3.49636
46    -28.40333  12.64724 -42.35762  -8.13057 -30.13280 -34.92175       (-26.791,-4.517) (-25.194,-38.263) (-8.131,-11.239)      3.57406
47    -28.38266  12.60936 -42.31974  -8.13057 -30.14094 -34.91361       (-26.783,-4.479) (-25.232,-38.272) (-8.131,-11.295)      3.65175
48    -28.36199  12.57148 -42.28187  -8.13057 -30.14908 -34.90547       (-26.775,-4.441) (-25.269,-38.280) (-8.131,-11.350)      3.72945
49    -28.34132  12.53360 -42.24399  -8.13057 -30.15722 -34.89733       (-26.767,-4.403) (-25.307,-38.288) (-8.131,-11.405)      3.80715
50    -28.32065  12.49572 -42.20611  -8.13057 -30.16536 -34.88919       (-26.759,-4.365) (-25.345,-38.296) (-8.131,-11.460)      3.88484
51    -28.29998  12.45785 -42.16823  -8.13057 -30.17350 -34.88105       (-26.750,-4.327) (-25.383,-38.304) (-8.131,-11.515)      3.96254
52    -28.27931  12.41997 -42.13035  -8.13057 -30.18163 -34.87291       (-26.742,-4.289) (-25.421,-38.312) (-8.131,-11.570)      4.04024
53    -28.25864  12.38209 -42.09247  -8.13057 -30.18977 -34.86478       (-26.734,-4.252) (-25.459,-38.320) (-8.131,-11.625)      4.11793
54    -28.23797  12.34421 -42.05459  -8.13057 -30.19791 -34.85664       (-26.726,-4.214) (-25.497,-38.328) (-8.131,-11.680)      4.19563
55    -28.21731  12.30633 -42.01671  -8.13057 -30.20605 -34.84850       (-26.718,-4.176) (-25.535,-38.337) (-8.131,-11.735)      4.27333
56    -28.19664  12.26845 -41.97884  -8.13057 -30.21419 -34.84036       (-26.710,-4.138) (-25.573,-38.345) (-8.131,-11.790)      4.35102
57    -28.17597  12.23057 -41.94096  -8.13057 -30.22233 -34.83222       (-26.702,-4.100) (-25.610,-38.353) (-8.131,-11.845)      4.42872
58    -28.15530  12.19269 -41.90308  -8.13057 -30.23047 -34.82408       (-26.694,-4.062) (-25.648,-38.361) (-8.131,-11.900)      4.50642
59    -28.13463  12.15482 -41.86520  -8.13057 -30.23861 -34.81594       (-26.685,-4.024) (-25.686,-38.369) (-8.131,-11.956)      4.58411
60    -28.11396  12.11694 -41.82732  -8.13057 -30.24674 -34.80780       (-26.677,-3.986) (-25.724,-38.377) (-8.131,-12.011)      4.66181
61    -28.09329  12.07906 -41.78944  -8.13057 -30.25488 -34.79967       (-26.669,-3.948) (-25.762,-38.385) (-8.131,-12.066)      4.73951
62    -28.07262  12.04118 -41.75156  -8.13057 -30.26302 -34.79153       (-26.661,-3.911) (-25.800,-38.394) (-8.131,-12.121)      4.81721
63    -28.05195  12.00330 -41.71368  -8.13057 -30.27116 -34.78339       (-26.653,-3.873) (-25.838,-38.402) (-8.131,-12.176)      4.8949
64    -28.03128  11.96542 -41.67580  -8.13057 -30.27930 -34.77525       (-26.645,-3.835) (-25.876,-38.410) (-8.131,-12.231)      4.9726
65    -28.01061  11.92754 -41.63793  -8.13057 -30.28744 -34.76711       (-26.637,-3.797) (-25.913,-38.418) (-8.131,-12.286)      5.0503
66    -27.98994  11.88966 -41.60005  -8.13057 -30.29558 -34.75897       (-26.628,-3.759) (-25.951,-38.426) (-8.131,-12.341)      5.12799
67    -27.96927  11.85178 -41.56217  -8.13057 -30.30371 -34.75083       (-26.620,-3.721) (-25.989,-38.434) (-8.131,-12.396)      5.20569
68    -27.94860  11.81391 -41.52429  -8.13057 -30.31185 -34.74269       (-26.612,-3.683) (-26.027,-38.442) (-8.131,-12.451)      5.28339
69    -27.92793  11.77603 -41.48641  -8.13057 -30.31999 -34.73456       (-26.604,-3.645) (-26.065,-38.451) (-8.131,-12.506)      5.36108
70    -27.90726  11.73815 -41.44853  -8.13057 -30.32813 -34.72642       (-26.596,-3.608) (-26.103,-38.459) (-8.131,-12.562)      5.43878
71    -27.88659  11.70027 -41.41065  -8.13057 -30.33627 -34.71828       (-26.588,-3.570) (-26.141,-38.467) (-8.131,-12.617)      5.51648
72    -27.86593  11.66239 -41.37277  -8.13057 -30.34441 -34.71014       (-26.580,-3.532) (-26.179,-38.475) (-8.131,-12.672)      5.59417
