2BOUNDS_2018-03-07.14_34_19.353_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.42427 -34.37090 -18.16975  15.86745   0.06224 -25.09507       (-1.436,-3.273) (-0.950,-7.402) (-1.028,-3.429)      0
1    -21.40426 -34.33745 -18.15259  15.84829   0.05476 -25.07338       (-1.598,-3.346) (-1.243,-7.438) (-0.895,-3.332)      0.381576
2    -21.38425 -34.30400 -18.13543  15.82913   0.04729 -25.05169       (-1.760,-3.418) (-1.536,-7.473) (-0.762,-3.236)      0.763151
3    -21.36424 -34.27054 -18.11827  15.80997   0.03982 -25.03000       (-1.922,-3.490) (-1.829,-7.509) (-0.629,-3.139)      1.04434
4    -21.34423 -34.23709 -18.10111  15.79081   0.03235 -25.00832       (-2.084,-3.563) (-2.122,-7.545) (-0.496,-3.043)      1.37276
5    -21.32422 -34.20363 -18.08395  15.77165   0.02488 -24.98663       (-2.246,-3.635) (-2.415,-7.581) (-0.363,-2.946)      1.72322
6    -21.30421 -34.17018 -18.06679  15.75249   0.01741 -24.96494       (-2.408,-3.707) (-2.708,-7.617) (-0.230,-2.850)      2.08464
7    -21.28421 -34.13672 -18.04963  15.73333   0.00994 -24.94325       (-2.570,-3.780) (-3.001,-7.653) (-0.097,-2.754)      2.45217
8    -21.26420 -34.10327 -18.03247  15.71417   0.00247 -24.92156       (-2.696,-3.258) (-3.816,-7.653) (-0.036,-2.693)      2.76141
9    -21.24419 -34.06982 -18.01531  15.69501  -0.00501 -24.89988       (-2.725,-3.418) (-3.755,-7.556) (-0.169,-2.730)      2.91346
10    -21.22418 -34.03636 -17.99815  15.67585  -0.01248 -24.87819       (-2.754,-3.578) (-3.695,-7.459) (-0.302,-2.766)      2.96411
11    -21.20417 -34.00291 -17.98099  15.65669  -0.01995 -24.85650       (-2.783,-3.738) (-3.634,-7.362) (-0.435,-2.803)      2.91515
12    -21.18416 -33.96945 -17.96384  15.63753  -0.02742 -24.83481       (-2.812,-3.898) (-3.574,-7.265) (-0.568,-2.839)      2.88573
13    -21.16415 -33.93600 -17.94668  15.61837  -0.03489 -24.81312       (-2.841,-4.058) (-3.513,-7.168) (-0.701,-2.876)      2.87643
14    -21.14415 -33.90255 -17.92952  15.59921  -0.04236 -24.79144       (-2.870,-4.218) (-3.452,-7.070) (-0.834,-2.912)      2.88745
15    -21.12414 -33.86909 -17.91236  15.58005  -0.04983 -24.76975       (-2.899,-4.378) (-3.392,-6.973) (-0.967,-2.949)      2.91856
16    -21.10413 -33.83564 -17.89520  15.56089  -0.05730 -24.74806       (-2.928,-4.538) (-3.331,-6.876) (-1.100,-2.985)      2.96914
17    -21.08412 -33.80218 -17.87804  15.54173  -0.06478 -24.72637       (-2.957,-4.698) (-3.270,-6.779) (-1.233,-3.022)      3.0382
18    -21.06411 -33.76873 -17.86088  15.52257  -0.07225 -24.70468       (-2.986,-4.858) (-3.210,-6.682) (-1.366,-3.058)      3.12452
19    -21.04410 -33.73527 -17.84372  15.50341  -0.07972 -24.68300       (-3.015,-5.018) (-3.149,-6.585) (-1.499,-3.095)      3.22672
20    -21.02409 -33.70182 -17.82656  15.48425  -0.08719 -24.66131       (-3.044,-5.178) (-3.089,-6.488) (-1.632,-3.131)      3.34335
21    -21.00408 -33.66837 -17.80940  15.46509  -0.09466 -24.63962       (-3.073,-5.338) (-3.028,-6.391) (-1.765,-3.168)      3.47294
22    -20.98408 -33.63491 -17.79224  15.44593  -0.10213 -24.61793       (-3.102,-5.498) (-2.967,-6.294) (-1.898,-3.204)      3.61411
23    -20.96407 -33.60146 -17.77508  15.42677  -0.10960 -24.59624       (-3.131,-5.658) (-2.907,-6.197) (-2.031,-3.241)      3.76555
24    -20.94406 -33.56800 -17.75792  15.40761  -0.11708 -24.57456       (-3.160,-5.818) (-2.846,-6.100) (-2.164,-3.277)      3.92607
25    -20.92405 -33.53455 -17.74077  15.38845  -0.12455 -24.55287       (-3.189,-5.978) (-2.785,-6.003) (-2.297,-3.314)      4.07827
26    -20.90404 -33.50109 -17.72361  15.36929  -0.13202 -24.53118       (-3.219,-6.138) (-2.725,-5.906) (-2.430,-3.351)      3.99818
27    -20.88403 -33.46764 -17.70645  15.35013  -0.13949 -24.50949       (-3.248,-6.298) (-2.664,-5.809) (-2.563,-3.387)      3.93138
28    -20.86402 -33.43419 -17.68929  15.33097  -0.14696 -24.48780       (-3.277,-6.458) (-2.604,-5.712) (-2.696,-3.424)      3.87855
29    -20.84402 -33.40073 -17.67213  15.31181  -0.15443 -24.46612       (-3.306,-6.618) (-2.543,-5.615) (-2.829,-3.460)      3.84027
30    -20.82401 -33.36728 -17.65497  15.29265  -0.16190 -24.44443       (-3.335,-6.778) (-2.482,-5.517) (-2.962,-3.497)      3.81698
31    -20.80400 -33.33382 -17.63781  15.27349  -0.16937 -24.42274       (-3.364,-6.938) (-2.422,-5.420) (-3.094,-3.533)      3.80895
32    -20.78399 -33.30037 -17.62065  15.25433  -0.17685 -24.40105       (-3.393,-7.098) (-2.361,-5.323) (-3.227,-3.570)      3.81628
33    -20.76398 -33.26692 -17.60349  15.23517  -0.18432 -24.37936       (-3.422,-7.258) (-2.301,-5.226) (-3.360,-3.606)      3.82396
34    -20.74397 -33.23346 -17.58633  15.21601  -0.19179 -24.35768       (-3.451,-7.418) (-2.240,-5.129) (-3.493,-3.643)      3.84682
35    -20.72396 -33.20001 -17.56917  15.19685  -0.19926 -24.33599       (-3.480,-7.578) (-2.179,-5.032) (-3.626,-3.679)      3.88464
36    -20.70395 -33.16655 -17.55201  15.17769  -0.20673 -24.31430       (-3.509,-7.738) (-2.119,-4.935) (-3.759,-3.716)      3.937
