Fol_2018-04-30.17_39_03.2_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -57.64341  15.35489 -18.15743 -16.03690 -22.00920  -1.46386       (-12.385,-3.485) (-12.552,-11.088) (-2.803,-17.309)      4.76837e-07
1    -57.18795  15.16459 -18.14886 -15.98692 -21.91198  -1.47739       (-12.686,-3.807) (-12.180,-10.703) (-2.984,-17.633)      0.787403
2    -56.73248  14.97429 -18.14029 -15.93694 -21.81476  -1.49091       (-12.988,-4.129) (-11.808,-10.317) (-3.166,-17.957)      1.57481
3    -56.27702  14.78399 -18.13172 -15.88695 -21.71754  -1.50443       (-13.290,-4.451) (-11.436,-9.932) (-3.348,-18.282)      2.36221
4    -55.82155  14.59370 -18.12315 -15.83697 -21.62032  -1.51795       (-13.592,-4.773) (-11.064,-9.546) (-3.529,-18.606)      3.14961
5    -55.36609  14.40340 -18.11458 -15.78698 -21.52310  -1.53147       (-13.894,-5.095) (-10.692,-9.161) (-3.711,-18.930)      3.93702
6    -54.91062  14.21310 -18.10601 -15.73700 -21.42589  -1.54500       (-14.196,-5.417) (-10.320,-8.775) (-3.893,-19.254)      4.72442
7    -54.45515  14.02281 -18.09745 -15.68702 -21.32867  -1.55852       (-14.498,-5.739) (-9.948,-8.390) (-4.075,-19.578)      5.51182
8    -53.99969  13.83251 -18.08888 -15.63703 -21.23145  -1.57204       (-14.799,-6.061) (-9.576,-8.004) (-4.256,-19.903)      6.29922
9    -53.54422  13.64221 -18.08031 -15.58705 -21.13423  -1.58556       (-15.101,-6.383) (-9.204,-7.619) (-4.438,-20.227)      7.08663
10    -53.08876  13.45191 -18.07174 -15.53706 -21.03701  -1.59908       (-15.403,-6.705) (-8.832,-7.233) (-4.620,-20.551)      7.87403
11    -52.63329  13.26162 -18.06317 -15.48708 -20.93979  -1.61261       (-15.705,-7.027) (-8.460,-6.847) (-4.802,-20.875)      8.35817
12    -52.17783  13.07132 -18.05460 -15.43709 -20.84258  -1.62613       (-16.007,-7.349) (-8.088,-6.462) (-4.983,-21.199)      8.55173
13    -51.72236  12.88102 -18.04603 -15.38711 -20.74536  -1.63965       (-16.309,-7.671) (-7.716,-6.076) (-5.165,-21.524)      8.81165
14    -51.26690  12.69072 -18.03746 -15.33713 -20.64814  -1.65317       (-16.610,-7.993) (-7.344,-5.691) (-5.347,-21.848)      9.13227
15    -50.81143  12.50043 -18.02889 -15.28714 -20.55092  -1.66670       (-16.912,-8.315) (-6.972,-5.305) (-5.528,-22.172)      9.50744
16    -50.35597  12.31013 -18.02032 -15.23716 -20.45370  -1.68022       (-17.214,-8.637) (-6.600,-4.920) (-5.710,-22.496)      9.93099
17    -49.90050  12.11983 -18.01175 -15.18717 -20.35648  -1.69374       (-17.516,-8.959) (-6.228,-4.534) (-5.892,-22.820)      10.397
18    -49.44504  11.92953 -18.00318 -15.13719 -20.25927  -1.70726       (-17.818,-9.281) (-5.856,-4.149) (-6.074,-23.145)      10.9
19    -48.98957  11.73924 -17.99461 -15.08721 -20.16205  -1.72078       (-18.120,-9.603) (-5.484,-3.763) (-6.255,-23.469)      11.4352
20    -48.53411  11.54894 -17.98604 -15.03722 -20.06483  -1.73431       (-18.422,-9.925) (-5.112,-3.378) (-6.437,-23.793)      11.9982
21    -48.07864  11.35864 -17.97747 -14.98724 -19.96761  -1.74783       (-18.723,-10.247) (-4.740,-2.992) (-6.619,-24.117)      0    *****
22    -47.62317  11.16834 -17.96890 -14.93725 -19.87039  -1.76135       (-19.025,-10.569) (-4.368,-2.606) (-6.801,-24.441)      0
23    -47.16771  10.97805 -17.96033 -14.88727 -19.77317  -1.77487       (-19.327,-10.892) (-3.996,-2.221) (-6.982,-24.766)      0
24    -46.71224  10.78775 -17.95176 -14.83729 -19.67596  -1.78839       (-19.629,-11.214) (-3.624,-1.835) (-7.164,-25.090)      0
25    -46.25678  10.59745 -17.94319 -14.78730 -19.57874  -1.80192       (-19.931,-11.536) (-3.252,-1.450) (-7.346,-25.414)      0
26    -45.80131  10.40715 -17.93462 -14.73732 -19.48152  -1.81544       (-20.233,-11.858) (-2.880,-1.064) (-7.527,-25.738)      0
27    -45.34585  10.21686 -17.92605 -14.68733 -19.38430  -1.82896       (-20.535,-12.180) (-2.508,-0.679) (-7.709,-26.062)      0
28    -44.89038  10.02656 -17.91748 -14.63735 -19.28708  -1.84248       (-20.836,-12.502) (-2.136,-0.293) (-7.891,-26.387)      0
29    -44.43492   9.83626 -17.90891 -14.58736 -19.18986  -1.85600       (-7.980,-12.731) (-1.856,-0.092) (-21.046,-26.618)      0
30    -43.97945   9.64596 -17.90034 -14.53738 -19.09265  -1.86953       (-7.776,-12.668) (-1.870,-0.478) (-20.962,-26.557)      0
31    -43.52399   9.45567 -17.89177 -14.48740 -18.99543  -1.88305       (-7.573,-12.604) (-1.883,-0.863) (-20.878,-26.496)      0
32    -43.06852   9.26537 -17.88320 -14.43741 -18.89821  -1.89657       (-7.369,-12.541) (-1.897,-1.249) (-20.795,-26.434)      0
33    -42.61306   9.07507 -17.87463 -14.38743 -18.80099  -1.91009       (-7.165,-12.477) (-1.910,-1.635) (-20.711,-26.373)      0
34    -42.15759   8.88477 -17.86606 -14.33744 -18.70377  -1.92361       (-6.961,-12.414) (-1.924,-2.020) (-20.627,-26.312)      0
35    -41.70212   8.69448 -17.85749 -14.28746 -18.60655  -1.93714       (-6.757,-12.350) (-1.937,-2.406) (-20.544,-26.250)      0
36    -41.24666   8.50418 -17.84892 -14.23748 -18.50934  -1.95066       (-6.554,-12.287) (-1.951,-2.791) (-20.460,-26.189)      0
37    -40.79119   8.31388 -17.84035 -14.18749 -18.41212  -1.96418       (-6.350,-12.223) (-1.964,-3.177) (-20.376,-26.128)      0
38    -40.33573   8.12358 -17.83178 -14.13751 -18.31490  -1.97770       (-6.146,-12.160) (-1.978,-3.562) (-20.293,-26.066)      0
39    -39.88026   7.93329 -17.82321 -14.08752 -18.21768  -1.99122       (-5.942,-12.096) (-1.991,-3.948) (-20.209,-26.005)      0
40    -39.42480   7.74299 -17.81464 -14.03754 -18.12046  -2.00475       (-5.738,-12.033) (-2.005,-4.333) (-20.125,-25.944)      0
41    -38.96933   7.55269 -17.80607 -13.98756 -18.02324  -2.01827       (-5.534,-11.969) (-2.018,-4.719) (-20.042,-25.882)      0
42    -38.51387   7.36239 -17.79750 -13.93757 -17.92603  -2.03179       (-5.331,-11.906) (-2.032,-5.105) (-19.958,-25.821)      0
43    -38.05840   7.17210 -17.78893 -13.88759 -17.82881  -2.04531       (-5.127,-11.842) (-2.045,-5.490) (-19.874,-25.760)      0
44    -37.60294   6.98180 -17.78036 -13.83760 -17.73159  -2.05883       (-4.923,-11.779) (-2.059,-5.876) (-19.790,-25.698)      0
45    -37.14747   6.79150 -17.77179 -13.78762 -17.63437  -2.07236       (-4.719,-11.715) (-2.072,-6.261) (-19.707,-25.637)      0
46    -36.69201   6.60120 -17.76322 -13.73763 -17.53715  -2.08588       (-4.515,-11.652) (-2.086,-6.647) (-19.623,-25.575)      0
47    -36.23654   6.41091 -17.75465 -13.68765 -17.43993  -2.09940       (-4.312,-11.588) (-2.099,-7.032) (-19.539,-25.514)      0
48    -35.78107   6.22061 -17.74608 -13.63767 -17.34272  -2.11292       (-4.108,-11.525) (-2.113,-7.418) (-19.456,-25.453)      0
49    -35.32561   6.03031 -17.73751 -13.58768 -17.24550  -2.12644       (-3.904,-11.461) (-2.126,-7.803) (-19.372,-25.391)      0
50    -34.87014   5.84001 -17.72894 -13.53770 -17.14828  -2.13997       (-3.700,-11.398) (-2.140,-8.189) (-19.288,-25.330)      0
51    -34.41468   5.64972 -17.72037 -13.48771 -17.05106  -2.15349       (-3.496,-11.334) (-2.153,-8.574) (-19.205,-25.269)      0
52    -33.95921   5.45942 -17.71181 -13.43773 -16.95384  -2.16701       (-3.292,-11.271) (-2.167,-8.960) (-19.121,-25.207)      0
53    -33.50375   5.26912 -17.70324 -13.38775 -16.85662  -2.18053       (-3.089,-11.207) (-2.181,-9.346) (-19.037,-25.146)      0
54    -33.04828   5.07882 -17.69467 -13.33776 -16.75941  -2.19405       (-2.885,-11.144) (-2.194,-9.731) (-18.953,-25.085)      0
55    -32.59282   4.88853 -17.68610 -13.28778 -16.66219  -2.20758       (-2.681,-11.080) (-2.208,-10.117) (-18.870,-25.023)      0
56    -32.13735   4.69823 -17.67753 -13.23779 -16.56497  -2.22110       (-2.477,-11.017) (-2.221,-10.502) (-18.786,-24.962)      0
57    -31.68189   4.50793 -17.66896 -13.18781 -16.46775  -2.23462       (-2.273,-10.953) (-2.235,-10.888) (-18.702,-24.901)      0
58    -31.22642   4.31763 -17.66039 -13.13783 -16.37053  -2.24814       (-2.069,-10.890) (-2.248,-11.273) (-18.619,-24.839)      0
59    -30.77096   4.12734 -17.65182 -13.08784 -16.27332  -2.26166       (-1.866,-10.826) (-2.262,-11.659) (-18.535,-24.778)      0
60    -30.31549   3.93704 -17.64325 -13.03786 -16.17610  -2.27519       (-1.662,-10.763) (-2.275,-12.044) (-18.451,-24.717)      0
61    -29.86003   3.74674 -17.63468 -12.98787 -16.07888  -2.28871       (-1.458,-10.699) (-2.289,-12.430) (-18.368,-24.655)      0
62    -29.40456   3.55644 -17.62611 -12.93789 -15.98166  -2.30223       (-1.254,-10.636) (-2.302,-12.815) (-18.284,-24.594)      0
63    -28.94909   3.36615 -17.61754 -12.88790 -15.88444  -2.31575       (-1.050,-10.572) (-2.316,-13.201) (-18.200,-24.533)      0
64    -28.49363   3.17585 -17.60897 -12.83792 -15.78722  -2.32927       (-0.847,-10.509) (-2.329,-13.587) (-18.116,-24.471)      0
65    -28.03816   2.98555 -17.60040 -12.78794 -15.69001  -2.34280       (-0.643,-10.445) (-2.343,-13.972) (-18.033,-24.410)      0
66    -27.58270   2.79525 -17.59183 -12.73795 -15.59279  -2.35632       (-0.439,-10.382) (-2.356,-14.358) (-17.949,-24.349)      0
67    -27.12723   2.60496 -17.58326 -12.68797 -15.49557  -2.36984       (-0.235,-10.318) (-2.370,-14.743) (-17.865,-24.287)      0
68    -26.67177   2.41466 -17.57469 -12.63798 -15.39835  -2.38336       (-0.031,-10.255) (-2.383,-15.129) (-17.782,-24.226)      0
69    -26.21630   2.22436 -17.56612 -12.58800 -15.30113  -2.39689       (-0.173,-10.364) (-2.224,-17.525) (-15.342,-23.992)      0
70    -25.76084   2.03406 -17.55755 -12.53802 -15.20391  -2.41041       (-0.376,-10.504) (-2.034,-17.238) (-15.523,-23.727)      0
71    -25.30537   1.84377 -17.54898 -12.48803 -15.10670  -2.42393       (-0.580,-10.644) (-1.844,-16.950) (-15.705,-23.462)      0
72    -24.84991   1.65347 -17.54041 -12.43805 -15.00948  -2.43745       (-0.784,-10.785) (-1.653,-16.663) (-15.887,-23.196)      0
73    -24.39444   1.46317 -17.53184 -12.38806 -14.91226  -2.45097       (-0.988,-10.925) (-1.463,-16.375) (-16.069,-22.931)      0
74    -23.93898   1.27287 -17.52327 -12.33808 -14.81504  -2.46450       (-1.192,-11.065) (-1.273,-16.088) (-16.250,-22.666)      0
75    -23.48351   1.08258 -17.51470 -12.28810 -14.71782  -2.47802       (-1.395,-11.206) (-1.083,-15.800) (-16.432,-22.401)      0
76    -23.02804   0.89228 -17.50613 -12.23811 -14.62060  -2.49154       (-1.599,-11.346) (-0.892,-15.513) (-16.614,-22.136)      0
77    -22.57258   0.70198 -17.49756 -12.18813 -14.52339  -2.50506       (-1.803,-11.486) (-0.702,-15.225) (-16.796,-21.871)      0
78    -22.11711   0.51168 -17.48899 -12.13814 -14.42617  -2.51858       (-2.007,-11.626) (-0.512,-14.938) (-16.977,-21.605)      0
79    -21.66165   0.32139 -17.48042 -12.08816 -14.32895  -2.53211       (-2.211,-11.767) (-0.321,-14.650) (-17.159,-21.340)      0
80    -21.20618   0.13109 -17.47185 -12.03817 -14.23173  -2.54563       (-2.415,-11.907) (-0.131,-14.363) (-17.341,-21.075)      0
81    -20.75072  -0.05921 -17.46328 -11.98819 -14.13451  -2.55915       (-20.751,-11.988) (-0.059,-14.135) (-17.463,-2.559)      0
82    -20.29525  -0.24951 -17.45471 -11.93821 -14.03729  -2.57267       (-20.295,-11.938) (-0.250,-14.037) (-17.455,-2.573)      0
83    -19.83979  -0.43980 -17.44614 -11.88822 -13.94008  -2.58619       (-19.840,-11.888) (-0.440,-13.940) (-17.446,-2.586)      0
84    -19.38432  -0.63010 -17.43757 -11.83824 -13.84286  -2.59972       (-19.384,-11.838) (-0.630,-13.843) (-17.438,-2.600)      0
85    -18.92886  -0.82040 -17.42900 -11.78825 -13.74564  -2.61324       (-18.929,-11.788) (-0.820,-13.746) (-17.429,-2.613)      7.08167
86    -18.47339  -1.01070 -17.42043 -11.73827 -13.64842  -2.62676       (-18.473,-11.738) (-1.011,-13.648) (-17.420,-2.627)      6.57584
87    -18.01793  -1.20099 -17.41186 -11.68829 -13.55120  -2.64028       (-18.018,-11.688) (-1.201,-13.551) (-17.412,-2.640)      6.07001    *****
88    -17.56246  -1.39129 -17.40329 -11.63830 -13.45398  -2.65380       (-17.562,-11.638) (-1.391,-13.454) (-17.403,-2.654)      5.56417
89    -17.10699  -1.58159 -17.39472 -11.58832 -13.35677  -2.66733       (-17.107,-11.588) (-1.582,-13.357) (-17.395,-2.667)      5.05834
90    -16.65153  -1.77189 -17.38615 -11.53833 -13.25955  -2.68085       (-16.652,-11.538) (-1.772,-13.260) (-17.386,-2.681)      4.55251
91    -16.19606  -1.96218 -17.37758 -11.48835 -13.16233  -2.69437       (-16.196,-11.488) (-1.962,-13.162) (-17.378,-2.694)      4.04667
92    -15.74060  -2.15248 -17.36901 -11.43837 -13.06511  -2.70789       (-15.741,-11.438) (-2.152,-13.065) (-17.369,-2.708)      3.54084
93    -15.28513  -2.34278 -17.36044 -11.38838 -12.96789  -2.72141       (-15.285,-11.388) (-2.343,-12.968) (-17.360,-2.721)      3.035
94    -14.82967  -2.53308 -17.35187 -11.33840 -12.87067  -2.73494       (-14.830,-11.338) (-2.533,-12.871) (-17.352,-2.735)      2.52917
95    -14.37420  -2.72337 -17.34330 -11.28841 -12.77346  -2.74846       (-14.374,-11.288) (-2.723,-12.773) (-17.343,-2.748)      2.02334
96    -13.91874  -2.91367 -17.33473 -11.23843 -12.67624  -2.76198       (-13.919,-11.238) (-2.914,-12.676) (-17.335,-2.762)      1.5175
97    -13.46327  -3.10397 -17.32617 -11.18844 -12.57902  -2.77550       (-13.463,-11.188) (-3.104,-12.579) (-17.326,-2.776)      1.01167
98    -13.00781  -3.29427 -17.31760 -11.13846 -12.48180  -2.78902       (-13.008,-11.138) (-3.294,-12.482) (-17.318,-2.789)      0.505834
99    -12.55234  -3.48456 -17.30903 -11.08848 -12.38458  -2.80255       (-12.552,-11.088) (-3.485,-12.385) (-17.309,-2.803)      4.76837e-07
