2BOUNDS_2018-03-07.14_23_27.107_.txt     Output is probe cell, reduced cell, NCDist distance between
0     13.44377 -25.47706 -29.73332 -23.23111  -6.31733  -7.24662       (-6.317,-4.907) (-29.548,-9.163) (-7.126,-0.929)      0
1     13.42399 -25.48114 -29.71069 -23.21277  -6.32018  -7.24030       (-6.320,-4.953) (-29.533,-9.183) (-7.104,-0.920)      0.0582805
2     13.40421 -25.48521 -29.68806 -23.19443  -6.32303  -7.23398       (-6.323,-5.000) (-29.517,-9.203) (-7.081,-0.911)      0.116561
3     13.38442 -25.48929 -29.66543 -23.17608  -6.32588  -7.22765       (-6.326,-5.046) (-29.502,-9.222) (-7.059,-0.902)      0.174842
4     13.36464 -25.49336 -29.64280 -23.15774  -6.32873  -7.22133       (-6.329,-5.093) (-29.486,-9.242) (-7.036,-0.893)      0.233122
5     13.34486 -25.49744 -29.62017 -23.13940  -6.33158  -7.21500       (-6.332,-5.139) (-29.471,-9.262) (-7.013,-0.883)      0.291403
6     13.32508 -25.50151 -29.59754 -23.12105  -6.33443  -7.20868       (-6.334,-5.186) (-29.455,-9.282) (-6.991,-0.874)      0.349683
7     13.30530 -25.50559 -29.57491 -23.10271  -6.33728  -7.20236       (-6.337,-5.232) (-29.440,-9.302) (-6.968,-0.865)      0.407964
8     13.28552 -25.50966 -29.55228 -23.08437  -6.34012  -7.19603       (-6.340,-5.279) (-29.424,-9.321) (-6.945,-0.856)      0.466244
9     13.26574 -25.51374 -29.52965 -23.06603  -6.34297  -7.18971       (-6.343,-5.325) (-29.409,-9.341) (-6.923,-0.847)      0.524525
10     13.24596 -25.51781 -29.50702 -23.04768  -6.34582  -7.18339       (-6.346,-5.372) (-29.394,-9.361) (-6.900,-0.838)      0.582805
11     13.22618 -25.52189 -29.48439 -23.02934  -6.34867  -7.17706       (-6.349,-5.418) (-29.378,-9.381) (-6.878,-0.828)      0.641086
12     13.20640 -25.52597 -29.46176 -23.01100  -6.35152  -7.17074       (-6.352,-5.465) (-29.363,-9.400) (-6.855,-0.819)      0.699367
13     13.18662 -25.53004 -29.43914 -22.99266  -6.35437  -7.16441       (-6.354,-5.511) (-29.347,-9.420) (-6.832,-0.810)      0.757647
14     13.16683 -25.53412 -29.41651 -22.97431  -6.35722  -7.15809       (-6.357,-5.558) (-29.332,-9.440) (-6.810,-0.801)      0.815928
15     13.14705 -25.53819 -29.39388 -22.95597  -6.36006  -7.15177       (-6.360,-5.604) (-29.316,-9.460) (-6.787,-0.792)      0.874208
16     13.12727 -25.54227 -29.37125 -22.93763  -6.36291  -7.14544       (-6.363,-5.651) (-29.301,-9.480) (-6.764,-0.783)      0.932489
17     13.10749 -25.54634 -29.34862 -22.91929  -6.36576  -7.13912       (-6.366,-5.697) (-29.285,-9.499) (-6.742,-0.773)      0.990769
