2BOUNDS_2018-03-07.14_57_46.946_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.22366   6.32515   8.18686 -26.74325 -40.51451 -18.36346       (-1.101,-2.963) (-0.490,-18.917) (-2.943,-5.224)      0
1      5.21320   6.31771   8.15973 -26.71943 -40.47692 -18.34557       (-1.105,-2.947) (-0.497,-18.944) (-2.978,-5.213)      0.0336838
2      5.20274   6.31028   8.13260 -26.69560 -40.43934 -18.32768       (-1.108,-2.930) (-0.504,-18.971) (-3.013,-5.203)      0.0790524
3      5.19228   6.30284   8.10547 -26.67178 -40.40175 -18.30979       (-1.111,-2.913) (-0.512,-18.999) (-3.047,-5.192)      0.127156
4      5.18183   6.29541   8.07833 -26.64796 -40.36416 -18.29189       (-1.114,-2.897) (-0.519,-19.026) (-3.082,-5.182)      0.175762
5      5.17137   6.28798   8.05120 -26.62413 -40.32657 -18.27400       (-1.117,-2.880) (-0.527,-19.053) (-3.117,-5.171)      0.224546
6      5.16091   6.28054   8.02407 -26.60031 -40.28898 -18.25611       (-1.120,-2.863) (-0.534,-19.080) (-3.152,-5.161)      0.273411
7      5.15045   6.27311   7.99694 -26.57648 -40.25139 -18.23822       (-1.123,-2.846) (-0.542,-19.107) (-3.187,-5.150)      0.322322
8      5.13999   6.26567   7.96981 -26.55266 -40.21380 -18.22033       (-1.126,-2.830) (-0.549,-19.134) (-3.222,-5.140)      0.371259
9      5.12954   6.25824   7.94268 -26.52884 -40.17621 -18.20244       (-1.129,-2.813) (-0.556,-19.161) (-3.257,-5.130)      0.420214
10      5.11908   6.25081   7.91555 -26.50501 -40.13862 -18.18454       (-1.132,-2.796) (-0.564,-19.188) (-3.291,-5.119)      0.469182
11      5.10862   6.24337   7.88842 -26.48119 -40.10104 -18.16665       (-1.135,-2.780) (-0.571,-19.216) (-3.326,-5.109)      0.518158
12      5.09816   6.23594   7.86129 -26.45736 -40.06345 -18.14876       (-1.138,-2.763) (-0.579,-19.243) (-3.361,-5.098)      0.56714
13      5.08771   6.22850   7.83415 -26.43354 -40.02586 -18.13087       (-1.141,-2.746) (-0.586,-19.270) (-3.396,-5.088)      0.616127
14      5.07725   6.22107   7.80702 -26.40971 -39.98827 -18.11298       (-1.144,-2.730) (-0.594,-19.297) (-3.431,-5.077)      0.665118
15      5.06679   6.21364   7.77989 -26.38589 -39.95068 -18.09508       (-1.147,-2.713) (-0.601,-19.324) (-3.466,-5.067)      0.714112
16      5.05633   6.20620   7.75276 -26.36207 -39.91309 -18.07719       (-1.150,-2.696) (-0.608,-19.351) (-3.500,-5.056)      0.763109
17      5.04587   6.19877   7.72563 -26.33824 -39.87550 -18.05930       (-1.153,-2.680) (-0.616,-19.378) (-3.535,-5.046)      0.812107
18      5.03542   6.19133   7.69850 -26.31442 -39.83791 -18.04141       (-1.156,-2.663) (-0.623,-19.405) (-3.570,-5.035)      0.861108
19      5.02496   6.18390   7.67137 -26.29059 -39.80032 -18.02352       (-1.159,-2.646) (-0.631,-19.433) (-3.605,-5.025)      0.910109
20      5.01450   6.17647   7.64424 -26.26677 -39.76274 -18.00562       (-1.162,-2.630) (-0.638,-19.460) (-3.640,-5.015)      0.959112
21      5.00404   6.16903   7.61711 -26.24295 -39.72515 -17.98773       (-1.165,-2.613) (-0.646,-19.487) (-3.675,-5.004)      1.00812
22      4.99359   6.16160   7.58997 -26.21912 -39.68756 -17.96984       (-1.168,-2.596) (-0.653,-19.514) (-3.710,-4.994)      1.05712
23      4.98313   6.15416   7.56284 -26.19530 -39.64997 -17.95195       (-1.171,-2.580) (-0.660,-19.541) (-3.744,-4.983)      1.10613
