2BOUNDS_2018-03-07.14_34_57.370_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.99723   9.49321 -38.64026  -2.32192 -34.69176   2.18341       (-1.356,-3.678) (-0.827,-28.969) (-18.298,-8.137)      3.55271e-15
1    -21.97604   9.48235 -38.61989  -2.34859 -34.66072   2.17308       (-1.335,-3.683) (-0.838,-28.980) (-18.320,-8.148)      0.0364559
2    -21.95485   9.47149 -38.59953  -2.37526 -34.62967   2.16275       (-1.314,-3.689) (-0.849,-28.991) (-18.343,-8.158)      0.0729118
3    -21.93366   9.46063 -38.57917  -2.40194 -34.59863   2.15242       (-1.292,-3.694) (-0.860,-29.001) (-18.365,-8.168)      0.109368
4    -21.91247   9.44977 -38.55881  -2.42861 -34.56758   2.14209       (-1.271,-3.700) (-0.871,-29.012) (-18.388,-8.179)      0.145824
5    -21.89128   9.43891 -38.53844  -2.45528 -34.53654   2.13176       (-1.250,-3.705) (-0.882,-29.023) (-18.411,-8.189)      0.18228
6    -21.87008   9.42805 -38.51808  -2.48196 -34.50549   2.12143       (-1.229,-3.711) (-0.893,-29.034) (-18.433,-8.199)      0.218735
7    -21.84889   9.41719 -38.49772  -2.50863 -34.47445   2.11109       (-1.208,-3.716) (-0.903,-29.045) (-18.456,-8.210)      0.255191
8    -21.82770   9.40633 -38.47735  -2.53531 -34.44340   2.10076       (-1.186,-3.722) (-0.914,-29.055) (-18.478,-8.220)      0.291647
9    -21.80651   9.39547 -38.45699  -2.56198 -34.41236   2.09043       (-1.165,-3.727) (-0.925,-29.066) (-18.501,-8.230)      0.328103
10    -21.78532   9.38461 -38.43663  -2.58865 -34.38131   2.08010       (-1.144,-3.733) (-0.936,-29.077) (-18.523,-8.241)      0.364559
11    -21.76413   9.37375 -38.41627  -2.61533 -34.35027   2.06977       (-1.123,-3.738) (-0.947,-29.088) (-18.546,-8.251)      0.401015
12    -21.74294   9.36289 -38.39590  -2.64200 -34.31923   2.05944       (-1.102,-3.744) (-0.958,-29.099) (-18.568,-8.261)      0.437471
13    -21.72175   9.35203 -38.37554  -2.66867 -34.28818   2.04911       (-1.081,-3.749) (-0.969,-29.109) (-18.591,-8.271)      0.473927
14    -21.70056   9.34117 -38.35518  -2.69535 -34.25714   2.03878       (-1.059,-3.755) (-0.979,-29.120) (-18.613,-8.282)      0.510383
15    -21.67937   9.33031 -38.33481  -2.72202 -34.22609   2.02845       (-1.038,-3.760) (-0.990,-29.131) (-18.636,-8.292)      0.546839
16    -21.65817   9.31945 -38.31445  -2.74869 -34.19505   2.01812       (-1.017,-3.766) (-1.001,-29.142) (-18.659,-8.302)      0.583295
17    -21.63698   9.30859 -38.29409  -2.77537 -34.16400   2.00778       (-0.996,-3.771) (-1.012,-29.153) (-18.681,-8.313)      0.61975
18    -21.61579   9.29773 -38.27373  -2.80204 -34.13296   1.99745       (-0.975,-3.777) (-1.023,-29.163) (-18.704,-8.323)      0.656206
19    -21.59460   9.28687 -38.25336  -2.82872 -34.10191   1.98712       (-0.953,-3.782) (-1.034,-29.174) (-18.726,-8.333)      0.692662
20    -21.57341   9.27601 -38.23300  -2.85539 -34.07087   1.97679       (-0.932,-3.788) (-1.045,-29.185) (-18.749,-8.344)      0.729118
21    -21.55222   9.26515 -38.21264  -2.88206 -34.03982   1.96646       (-0.911,-3.793) (-1.055,-29.196) (-18.771,-8.354)      0.765574
