10PERCENT_2018-03-07.11_27_46.935_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -37.18386 -57.89395   4.30664   6.16054   4.67581 -46.69360       (-41.266,-23.526) (-0.369,-1.854) (-4.307,-29.328)      2.84772e-14
1    -37.18795 -57.83637   4.29802   6.13082   4.66928 -46.67621       (-41.277,-23.551) (-0.371,-1.833) (-4.298,-29.374)      0.0588225
2    -37.19204 -57.77879   4.28939   6.10111   4.66274 -46.65883       (-41.287,-23.577) (-0.373,-1.812) (-4.289,-29.421)      0.117645
3    -37.19612 -57.72120   4.28077   6.07139   4.65621 -46.64145       (-41.298,-23.603) (-0.375,-1.791) (-4.281,-29.467)      0.176467
4    -37.20021 -57.66362   4.27215   6.04167   4.64967 -46.62406       (-41.308,-23.629) (-0.378,-1.770) (-4.272,-29.514)      0.23529
5    -37.20430 -57.60604   4.26353   6.01196   4.64313 -46.60668       (-41.319,-23.655) (-0.380,-1.748) (-4.264,-29.560)      0.294112
6    -37.20838 -57.54846   4.25491   5.98224   4.63660 -46.58930       (-41.329,-23.680) (-0.382,-1.727) (-4.255,-29.607)      0.352935
7    -37.21247 -57.49087   4.24629   5.95253   4.63006 -46.57191       (-41.340,-23.706) (-0.384,-1.706) (-4.246,-29.653)      0.411757
8    -37.21655 -57.43329   4.23766   5.92281   4.62352 -46.55453       (-41.350,-23.732) (-0.386,-1.685) (-4.238,-29.700)      0.47058
9    -37.22064 -57.37571   4.22904   5.89309   4.61699 -46.53715       (-41.360,-23.758) (-0.388,-1.664) (-4.229,-29.746)      0.529402
10    -37.22473 -57.31813   4.22042   5.86338   4.61045 -46.51976       (-41.371,-23.783) (-0.390,-1.643) (-4.220,-29.793)      0.588225
11    -37.22881 -57.26054   4.21180   5.83366   4.60392 -46.50238       (-41.381,-23.809) (-0.392,-1.622) (-4.212,-29.839)      0.647047
12    -37.23290 -57.20296   4.20318   5.80395   4.59738 -46.48500       (-41.392,-23.835) (-0.394,-1.601) (-4.203,-29.886)      0.70587
13    -37.23699 -57.14538   4.19455   5.77423   4.59084 -46.46761       (-41.402,-23.861) (-0.396,-1.580) (-4.195,-29.932)      0.764692
14    -37.24107 -57.08780   4.18593   5.74452   4.58431 -46.45023       (-41.413,-23.887) (-0.398,-1.559) (-4.186,-29.979)      0.823515
15    -37.24516 -57.03022   4.17731   5.71480   4.57777 -46.43284       (-41.423,-23.912) (-0.400,-1.537) (-4.177,-30.025)      0.882337
16    -37.24925 -56.97263   4.16869   5.68508   4.57123 -46.41546       (-41.434,-23.938) (-0.403,-1.516) (-4.169,-30.072)      0.94116
17    -37.25333 -56.91505   4.16007   5.65537   4.56470 -46.39808       (-41.444,-23.964) (-0.405,-1.495) (-4.160,-30.118)      0.999982
18    -37.25742 -56.85747   4.15144   5.62565   4.55816 -46.38069       (-41.455,-23.990) (-0.407,-1.474) (-4.151,-30.165)      1.0588
19    -37.26151 -56.79989   4.14282   5.59594   4.55163 -46.36331       (-41.465,-24.015) (-0.409,-1.453) (-4.143,-30.211)      1.11763
20    -37.26559 -56.74230   4.13420   5.56622   4.54509 -46.34593       (-41.476,-24.041) (-0.411,-1.432) (-4.134,-30.258)      1.17645
21    -37.26968 -56.68472   4.12558   5.53650   4.53855 -46.32854       (-41.486,-24.067) (-0.413,-1.411) (-4.126,-30.304)      1.23527
22    -37.27377 -56.62714   4.11696   5.50679   4.53202 -46.31116       (-41.497,-24.093) (-0.415,-1.390) (-4.117,-30.351)      1.29409
23    -37.27785 -56.56956   4.10833   5.47707   4.52548 -46.29378       (-41.507,-24.119) (-0.417,-1.369) (-4.108,-30.397)      1.35292
24    -37.28194 -56.51197   4.09971   5.44736   4.51894 -46.27639       (-41.518,-24.144) (-0.419,-1.348) (-4.100,-30.444)      1.41174
25    -37.28602 -56.45439   4.09109   5.41764   4.51241 -46.25901       (-41.528,-24.170) (-0.421,-1.327) (-4.091,-30.490)      1.47056
26    -37.29011 -56.39681   4.08247   5.38793   4.50587 -46.24163       (-41.538,-24.196) (-0.423,-1.305) (-4.082,-30.537)      1.52938
27    -37.29420 -56.33923   4.07385   5.35821   4.49934 -46.22424       (-41.549,-24.222) (-0.425,-1.284) (-4.074,-30.583)      1.58821
