2BOUNDS_2018-03-07.14_50_28.764_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.24249   3.89867 -10.92693 -45.45452   6.08552 -26.24405       (-17.477,-1.729) (-2.627,-4.384) (-0.242,-21.058)      1.77636e-15
1      0.22117   3.89214 -10.91773 -45.40926   6.07504 -26.23527       (-17.566,-1.675) (-2.726,-4.334) (-0.221,-21.241)      0.23865
2      0.19985   3.88561 -10.90852 -45.36400   6.06456 -26.22649       (-17.656,-1.620) (-2.824,-4.285) (-0.200,-21.424)      0.477299
3      0.17853   3.87908 -10.89931 -45.31875   6.05408 -26.21772       (-17.745,-1.566) (-2.922,-4.236) (-0.179,-21.607)      0.715949
4      0.15720   3.87254 -10.89011 -45.27349   6.04360 -26.20894       (-17.835,-1.512) (-3.021,-4.187) (-0.157,-21.789)      0.954599
5      0.13588   3.86601 -10.88090 -45.22823   6.03312 -26.20016       (-17.925,-1.457) (-3.119,-4.138) (-0.136,-21.972)      1.19325
6      0.11456   3.85948 -10.87169 -45.18298   6.02264 -26.19139       (-18.014,-1.403) (-3.217,-4.089) (-0.115,-22.155)      1.4319
7      0.09324   3.85295 -10.86249 -45.13772   6.01216 -26.18261       (-18.104,-1.348) (-3.316,-4.039) (-0.093,-22.338)      1.67055
8      0.07192   3.84641 -10.85328 -45.09246   6.00168 -26.17384       (-18.193,-1.294) (-3.414,-3.990) (-0.072,-22.521)      1.9092
9      0.05060   3.83988 -10.84407 -45.04720   5.99120 -26.16506       (-18.283,-1.240) (-3.512,-3.941) (-0.051,-22.704)      2.14785
10      0.02927   3.83335 -10.83486 -45.00195   5.98072 -26.15628       (-18.372,-1.185) (-3.610,-3.892) (-0.029,-22.886)      2.3865
11      0.00795   3.82682 -10.82566 -44.95669   5.97024 -26.14751       (-18.462,-1.131) (-3.709,-3.843) (-0.008,-23.069)      2.62515
12     -0.01337   3.82028 -10.81645 -44.91143   5.95976 -26.13873       (-18.538,-3.794) (-1.063,-3.780) (-0.013,-23.266)      2.86116
13     -0.03469   3.81375 -10.80724 -44.86617   5.94928 -26.12996       (-18.607,-3.871) (-0.987,-3.710) (-0.035,-23.470)      3.02563
14     -0.05601   3.80722 -10.79804 -44.82092   5.93880 -26.12118       (-18.675,-3.948) (-0.912,-3.639) (-0.056,-23.674)      3.20147
15     -0.07734   3.80069 -10.78883 -44.77566   5.92833 -26.11240       (-18.743,-4.025) (-0.836,-3.569) (-0.077,-23.878)      3.38693
16     -0.09866   3.79415 -10.77962 -44.73040   5.91785 -26.10363       (-18.811,-4.102) (-0.760,-3.498) (-0.099,-24.082)      3.5805
17     -0.11998   3.78762 -10.77042 -44.68515   5.90737 -26.09485       (-18.880,-4.179) (-0.684,-3.428) (-0.120,-24.286)      3.78095
18     -0.14130   3.78109 -10.76121 -44.63989   5.89689 -26.08608       (-18.948,-4.256) (-0.609,-3.357) (-0.141,-24.491)      3.98723
19     -0.16262   3.77456 -10.75200 -44.59463   5.88641 -26.07730       (-19.016,-4.333) (-0.533,-3.287) (-0.163,-24.695)      4.19849
20     -0.18394   3.76802 -10.74279 -44.54937   5.87593 -26.06852       (-19.084,-4.410) (-0.457,-3.216) (-0.184,-24.899)      4.41401
21     -0.20527   3.76149 -10.73359 -44.50412   5.86545 -26.05975       (-19.153,-4.487) (-0.382,-3.146) (-0.205,-25.103)      4.63319
22     -0.22659   3.75496 -10.72438 -44.45886   5.85497 -26.05097       (-19.221,-4.564) (-0.306,-3.075) (-0.227,-25.307)      4.85555
23     -0.24791   3.74842 -10.71517 -44.41360   5.84449 -26.04220       (-19.289,-4.641) (-0.230,-3.005) (-0.248,-25.511)      5.08065
24     -0.26923   3.74189 -10.70597 -44.36834   5.83401 -26.03342       (-19.357,-4.718) (-0.154,-2.934) (-0.269,-25.716)      5.30817
25     -0.29055   3.73536 -10.69676 -44.32309   5.82353 -26.02464       (-19.426,-4.795) (-0.079,-2.864) (-0.291,-25.920)      5.53778
26     -0.31188   3.72883 -10.68755 -44.27783   5.81305 -26.01587       (-19.494,-4.872) (-0.003,-2.793) (-0.312,-26.124)      5.76926
27     -0.33320   3.72229 -10.67834 -44.23257   5.80257 -26.00709       (-26.255,-4.876) (-0.073,-2.796) (-0.260,-19.489)      5.94299
28     -0.35452   3.71576 -10.66914 -44.18731   5.79209 -25.99831       (-26.384,-4.877) (-0.149,-2.801) (-0.206,-19.482)      6.0341
29     -0.37584   3.70923 -10.65993 -44.14206   5.78161 -25.98954       (-26.512,-4.878) (-0.224,-2.806) (-0.152,-19.474)      6.12798
30     -0.39716   3.70270 -10.65072 -44.09680   5.77113 -25.98076       (-26.641,-4.880) (-0.300,-2.811) (-0.097,-19.467)      6.22451
31     -0.41848   3.69616 -10.64152 -44.05154   5.76065 -25.97199       (-26.769,-4.881) (-0.376,-2.816) (-0.043,-19.459)      6.32357
32     -0.43981   3.68963 -10.63231 -44.00629   5.75017 -25.96321       (-26.886,-0.440) (-4.871,-2.810) (-0.012,-19.464)      6.95767    *****
33     -0.46113   3.68310 -10.62310 -43.96103   5.73969 -25.95443       (-26.960,-0.461) (-4.817,-2.761) (-0.066,-19.510)      7.01521
34     -0.48245   3.67657 -10.61390 -43.91577   5.72921 -25.94566       (-27.034,-0.482) (-4.764,-2.712) (-0.120,-19.557)      7.07459
35     -0.50377   3.67003 -10.60469 -43.87051   5.71873 -25.93688       (-27.108,-0.504) (-4.711,-2.662) (-0.175,-19.604)      7.13577
36     -0.52509   3.66350 -10.59548 -43.82526   5.70825 -25.92811       (-27.182,-0.525) (-4.658,-2.613) (-0.229,-19.651)      7.1987
37     -0.54641   3.65697 -10.58627 -43.78000   5.69777 -25.91933       (-27.256,-0.546) (-4.605,-2.564) (-0.284,-19.698)      7.26333
38     -0.56774   3.65044 -10.57707 -43.73474   5.68729 -25.91055       (-27.330,-0.568) (-4.552,-2.515) (-0.338,-19.745)      7.32963
39     -0.58906   3.64390 -10.56786 -43.68948   5.67681 -25.90178       (-27.404,-0.589) (-4.499,-2.466) (-0.392,-19.792)      7.39753
40     -0.61038   3.63737 -10.55865 -43.64423   5.66633 -25.89300       (-27.478,-0.610) (-4.446,-2.417) (-0.447,-19.839)      7.46701
41     -0.63170   3.63084 -10.54945 -43.59897   5.65585 -25.88423       (-27.552,-0.632) (-4.392,-2.367) (-0.501,-19.886)      7.53802
42     -0.65302   3.62431 -10.54024 -43.55371   5.64537 -25.87545       (-27.626,-0.653) (-4.339,-2.318) (-0.556,-19.933)      7.61051
43     -0.67435   3.61777 -10.53103 -43.50846   5.63489 -25.86667       (-27.701,-0.674) (-4.286,-2.269) (-0.610,-19.980)      7.68444
44     -0.69567   3.61124 -10.52182 -43.46320   5.62442 -25.85790       (-27.775,-0.696) (-4.233,-2.220) (-0.664,-20.027)      7.75978
45     -0.71699   3.60471 -10.51262 -43.41794   5.61394 -25.84912       (-27.849,-0.717) (-4.180,-2.171) (-0.719,-20.074)      7.83648
46     -0.73831   3.59818 -10.50341 -43.37268   5.60346 -25.84035       (-27.923,-0.738) (-4.127,-2.122) (-0.773,-20.121)      7.91449
47     -0.75963   3.59164 -10.49420 -43.32743   5.59298 -25.83157       (-27.997,-0.760) (-4.074,-2.072) (-0.828,-20.168)      7.99379
48     -0.78095   3.58511 -10.48500 -43.28217   5.58250 -25.82279       (-28.071,-0.781) (-4.021,-2.023) (-0.882,-20.214)      8.07434
49     -0.80228   3.57858 -10.47579 -43.23691   5.57202 -25.81402       (-28.145,-0.802) (-3.967,-1.974) (-0.936,-20.261)      8.15609
50     -0.82360   3.57205 -10.46658 -43.19165   5.56154 -25.80524       (-28.219,-0.824) (-3.914,-1.925) (-0.991,-20.308)      8.23902
51     -0.84492   3.56551 -10.45738 -43.14640   5.55106 -25.79646       (-28.293,-0.845) (-3.861,-1.876) (-1.045,-20.355)      8.32308
52     -0.86624   3.55898 -10.44817 -43.10114   5.54058 -25.78769       (-28.367,-0.866) (-3.808,-1.826) (-1.099,-20.402)      8.40825
53     -0.88756   3.55245 -10.43896 -43.05588   5.53010 -25.77891       (-28.441,-0.888) (-3.755,-1.777) (-1.154,-20.449)      8.49448
54     -0.90889   3.54592 -10.42975 -43.01063   5.51962 -25.77014       (-28.515,-0.909) (-3.702,-1.728) (-1.208,-20.496)      8.58176
55     -0.93021   3.53938 -10.42055 -42.96537   5.50914 -25.76136       (-28.589,-0.930) (-3.649,-1.679) (-1.263,-20.543)      8.67004
56     -0.95153   3.53285 -10.41134 -42.92011   5.49866 -25.75258       (-28.663,-0.952) (-3.596,-1.630) (-1.317,-20.590)      8.75929
57     -0.97285   3.52632 -10.40213 -42.87485   5.48818 -25.74381       (-28.737,-0.973) (-3.542,-1.581) (-1.371,-20.637)      8.8495
58     -0.99417   3.51979 -10.39293 -42.82960   5.47770 -25.73503       (-28.811,-0.994) (-3.489,-1.531) (-1.426,-20.684)      8.94062
59     -1.01549   3.51325 -10.38372 -42.78434   5.46722 -25.72626       (-28.885,-1.015) (-3.436,-1.482) (-1.480,-20.731)      9.03262
60     -1.03682   3.50672 -10.37451 -42.73908   5.45674 -25.71748       (-28.959,-1.037) (-3.383,-1.433) (-1.535,-20.778)      9.1255
61     -1.05814   3.50019 -10.36530 -42.69382   5.44626 -25.70870       (-29.033,-1.058) (-3.330,-1.384) (-1.589,-20.825)      9.21921
62     -1.07946   3.49366 -10.35610 -42.64857   5.43578 -25.69993       (-29.108,-1.079) (-3.277,-1.335) (-1.643,-20.872)      9.31373
63     -1.10078   3.48712 -10.34689 -42.60331   5.42530 -25.69115       (-29.182,-1.101) (-3.224,-1.286) (-1.698,-20.918)      9.40904
64     -1.12210   3.48059 -10.33768 -42.55805   5.41482 -25.68238       (-29.256,-1.122) (-3.171,-1.236) (-1.752,-20.965)      9.50511
65     -1.14343   3.47406 -10.32848 -42.51280   5.40434 -25.67360       (-29.330,-1.143) (-3.117,-1.187) (-1.807,-21.012)      9.60192
66     -1.16475   3.46753 -10.31927 -42.46754   5.39386 -25.66482       (-29.404,-1.165) (-3.064,-1.138) (-1.861,-21.059)      9.69945
67     -1.18607   3.46099 -10.31006 -42.42228   5.38338 -25.65605       (-29.478,-1.186) (-3.011,-1.089) (-1.915,-21.106)      9.79768
68     -1.20739   3.45446 -10.30086 -42.37702   5.37290 -25.64727       (-29.552,-1.207) (-2.958,-1.040) (-1.970,-21.153)      9.89658
69     -1.22871   3.44793 -10.29165 -42.33177   5.36242 -25.63850       (-29.626,-1.229) (-2.905,-0.991) (-2.024,-21.200)      9.99614
70     -1.25003   3.44140 -10.28244 -42.28651   5.35194 -25.62972       (-29.700,-1.250) (-2.852,-0.941) (-2.079,-21.247)      10.0963
71     -1.27136   3.43486 -10.27323 -42.24125   5.34146 -25.62094       (-29.774,-1.271) (-2.799,-0.892) (-2.133,-21.294)      10.1972
72     -1.29268   3.42833 -10.26403 -42.19599   5.33098 -25.61217       (-29.848,-1.293) (-2.746,-0.843) (-2.187,-21.341)      10.2986
73     -1.31400   3.42180 -10.25482 -42.15074   5.32051 -25.60339       (-29.922,-1.314) (-2.693,-0.794) (-2.242,-21.388)      10.4006
74     -1.33532   3.41526 -10.24561 -42.10548   5.31003 -25.59461       (-29.996,-1.335) (-2.639,-0.745) (-2.296,-21.435)      10.5031
75     -1.35664   3.40873 -10.23641 -42.06022   5.29955 -25.58584       (-30.070,-1.357) (-2.586,-0.695) (-2.351,-21.482)      10.6062
76     -1.37797   3.40220 -10.22720 -42.01497   5.28907 -25.57706       (-30.144,-1.378) (-2.533,-0.646) (-2.405,-21.529)      10.7099
77     -1.39929   3.39567 -10.21799 -41.96971   5.27859 -25.56829       (-30.218,-1.399) (-2.480,-0.597) (-2.459,-21.576)      10.814
