2BOUNDS_2018-03-07.14_44_45.622_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -24.04662 -44.79811   5.71651 -46.07087   3.25561  -8.14641       (-3.256,-33.365) (-46.071,-6.102) (-5.717,-1.635)      1.58882e-14
1    -24.02581 -44.79939   5.70506 -46.05815   3.24624  -8.13990       (-3.246,-33.389) (-46.058,-6.123) (-5.705,-1.647)      0.0393283
2    -24.00500 -44.80066   5.69362 -46.04543   3.23688  -8.13338       (-3.237,-33.413) (-46.045,-6.144) (-5.694,-1.660)      0.0786567
3    -23.98419 -44.80193   5.68217 -46.03272   3.22751  -8.12686       (-3.228,-33.438) (-46.033,-6.165) (-5.682,-1.672)      0.117985
4    -23.96337 -44.80321   5.67073 -46.02000   3.21814  -8.12034       (-3.218,-33.462) (-46.020,-6.186) (-5.671,-1.684)      0.157313
5    -23.94256 -44.80448   5.65928 -46.00728   3.20877  -8.11383       (-3.209,-33.486) (-46.007,-6.206) (-5.659,-1.696)      0.196642
6    -23.92175 -44.80576   5.64784 -45.99456   3.19941  -8.10731       (-3.199,-33.510) (-45.995,-6.227) (-5.648,-1.708)      0.23597
7    -23.90094 -44.80703   5.63640 -45.98184   3.19004  -8.10079       (-3.190,-33.534) (-45.982,-6.248) (-5.636,-1.721)      0.275298
8    -23.88013 -44.80830   5.62495 -45.96912   3.18067  -8.09427       (-3.181,-33.558) (-45.969,-6.269) (-5.625,-1.733)      0.314627
9    -23.85932 -44.80958   5.61351 -45.95641   3.17130  -8.08775       (-3.171,-33.583) (-45.956,-6.290) (-5.614,-1.745)      0.353955
10    -23.83850 -44.81085   5.60206 -45.94369   3.16194  -8.08124       (-3.162,-33.607) (-45.944,-6.311) (-5.602,-1.757)      0.393283
11    -23.81769 -44.81213   5.59062 -45.93097   3.15257  -8.07472       (-3.153,-33.631) (-45.931,-6.331) (-5.591,-1.770)      0.432612
12    -23.79688 -44.81340   5.57917 -45.91825   3.14320  -8.06820       (-3.143,-33.655) (-45.918,-6.352) (-5.579,-1.782)      0.47194
13    -23.77607 -44.81467   5.56773 -45.90553   3.13383  -8.06168       (-3.134,-33.679) (-45.906,-6.373) (-5.568,-1.794)      0.511268
14    -23.75526 -44.81595   5.55628 -45.89281   3.12447  -8.05517       (-3.124,-33.703) (-45.893,-6.394) (-5.556,-1.806)      0.550597
15    -23.73444 -44.81722   5.54484 -45.88009   3.11510  -8.04865       (-3.115,-33.728) (-45.880,-6.415) (-5.545,-1.818)      0.589925
16    -23.71363 -44.81850   5.53340 -45.86738   3.10573  -8.04213       (-3.106,-33.752) (-45.867,-6.435) (-5.533,-1.831)      0.629253
17    -23.69282 -44.81977   5.52195 -45.85466   3.09637  -8.03561       (-3.096,-33.776) (-45.855,-6.456) (-5.522,-1.843)      0.668582
18    -23.67201 -44.82104   5.51051 -45.84194   3.08700  -8.02909       (-3.087,-33.800) (-45.842,-6.477) (-5.511,-1.855)      0.70791
19    -23.65120 -44.82232   5.49906 -45.82922   3.07763  -8.02258       (-3.078,-33.824) (-45.829,-6.498) (-5.499,-1.867)      0.747238
20    -23.63039 -44.82359   5.48762 -45.81650   3.06826  -8.01606       (-3.068,-33.848) (-45.817,-6.519) (-5.488,-1.880)      0.786567
21    -23.60957 -44.82487   5.47617 -45.80378   3.05890  -8.00954       (-3.059,-33.873) (-45.804,-6.539) (-5.476,-1.892)      0.825895
22    -23.58876 -44.82614   5.46473 -45.79106   3.04953  -8.00302       (-3.050,-33.897) (-45.791,-6.560) (-5.465,-1.904)      0.865223
23    -23.56795 -44.82741   5.45328 -45.77835   3.04016  -7.99651       (-3.040,-33.921) (-45.778,-6.581) (-5.453,-1.916)      0.904552
24    -23.54714 -44.82869   5.44184 -45.76563   3.03079  -7.98999       (-3.031,-33.945) (-45.766,-6.602) (-5.442,-1.928)      0.94388
25    -23.52633 -44.82996   5.43040 -45.75291   3.02143  -7.98347       (-3.021,-33.969) (-45.753,-6.623) (-5.430,-1.941)      0.983208
26    -23.50551 -44.83124   5.41895 -45.74019   3.01206  -7.97695       (-3.012,-33.993) (-45.740,-6.643) (-5.419,-1.953)      1.02254
27    -23.48470 -44.83251   5.40751 -45.72747   3.00269  -7.97044       (-3.003,-34.017) (-45.727,-6.664) (-5.408,-1.965)      1.06187
28    -23.46389 -44.83379   5.39606 -45.71475   2.99332  -7.96392       (-2.993,-34.042) (-45.715,-6.685) (-5.396,-1.977)      1.10119
29    -23.44308 -44.83506   5.38462 -45.70204   2.98396  -7.95740       (-2.984,-34.066) (-45.702,-6.706) (-5.385,-1.989)      1.14052
30    -23.42227 -44.83633   5.37317 -45.68932   2.97459  -7.95088       (-2.975,-34.090) (-45.689,-6.727) (-5.373,-2.002)      1.17985
31    -23.40146 -44.83761   5.36173 -45.67660   2.96522  -7.94436       (-2.965,-34.114) (-45.677,-6.748) (-5.362,-2.014)      1.21918
32    -23.38064 -44.83888   5.35028 -45.66388   2.95585  -7.93785       (-2.956,-34.138) (-45.664,-6.768) (-5.350,-2.026)      1.25851
33    -23.35983 -44.84016   5.33884 -45.65116   2.94649  -7.93133       (-2.946,-34.162) (-45.651,-6.789) (-5.339,-2.038)      1.29784
34    -23.33902 -44.84143   5.32739 -45.63844   2.93712  -7.92481       (-2.937,-34.187) (-45.638,-6.810) (-5.327,-2.051)      1.33716
35    -23.31821 -44.84270   5.31595 -45.62572   2.92775  -7.91829       (-2.928,-34.211) (-45.626,-6.831) (-5.316,-2.063)      1.37649
36    -23.29740 -44.84398   5.30451 -45.61301   2.91839  -7.91178       (-2.918,-34.235) (-45.613,-6.852) (-5.305,-2.075)      1.41582
37    -23.27658 -44.84525   5.29306 -45.60029   2.90902  -7.90526       (-2.909,-34.259) (-45.600,-6.872) (-5.293,-2.087)      1.45515
38    -23.25577 -44.84653   5.28162 -45.58757   2.89965  -7.89874       (-2.900,-34.283) (-45.588,-6.893) (-5.282,-2.099)      1.49448
39    -23.23496 -44.84780   5.27017 -45.57485   2.89028  -7.89222       (-2.890,-34.307) (-45.575,-6.914) (-5.270,-2.112)      1.53381
40    -23.21415 -44.84907   5.25873 -45.56213   2.88092  -7.88570       (-2.881,-34.332) (-45.562,-6.935) (-5.259,-2.124)      1.57313
41    -23.19334 -44.85035   5.24728 -45.54941   2.87155  -7.87919       (-2.872,-34.356) (-45.549,-6.956) (-5.247,-2.136)      1.61246
42    -23.17253 -44.85162   5.23584 -45.53670   2.86218  -7.87267       (-2.862,-34.380) (-45.537,-6.976) (-5.236,-2.148)      1.65179
43    -23.15171 -44.85290   5.22439 -45.52398   2.85281  -7.86615       (-2.853,-34.404) (-45.524,-6.997) (-5.224,-2.161)      1.69112
44    -23.13090 -44.85417   5.21295 -45.51126   2.84345  -7.85963       (-2.843,-34.428) (-45.511,-7.018) (-5.213,-2.173)      1.73045
45    -23.11009 -44.85544   5.20151 -45.49854   2.83408  -7.85312       (-2.834,-34.452) (-45.499,-7.039) (-5.202,-2.185)      1.76978
46    -23.08928 -44.85672   5.19006 -45.48582   2.82471  -7.84660       (-2.825,-34.477) (-45.486,-7.060) (-5.190,-2.197)      1.8091
47    -23.06847 -44.85799   5.17862 -45.47310   2.81534  -7.84008       (-2.815,-34.501) (-45.473,-7.081) (-5.179,-2.209)      1.84843
48    -23.04765 -44.85927   5.16717 -45.46038   2.80598  -7.83356       (-2.806,-34.525) (-45.460,-7.101) (-5.167,-2.222)      1.88776
49    -23.02684 -44.86054   5.15573 -45.44767   2.79661  -7.82704       (-2.797,-34.549) (-45.448,-7.122) (-5.156,-2.234)      1.92709
50    -23.00603 -44.86181   5.14428 -45.43495   2.78724  -7.82053       (-2.787,-34.573) (-45.435,-7.143) (-5.144,-2.246)      1.96642
51    -22.98522 -44.86309   5.13284 -45.42223   2.77788  -7.81401       (-2.778,-34.597) (-45.422,-7.164) (-5.133,-2.258)      2.00575
52    -22.96441 -44.86436   5.12139 -45.40951   2.76851  -7.80749       (-2.769,-34.622) (-45.410,-7.185) (-5.121,-2.270)      2.04507
53    -22.94360 -44.86564   5.10995 -45.39679   2.75914  -7.80097       (-2.759,-34.646) (-45.397,-7.205) (-5.110,-2.283)      2.0844
54    -22.92278 -44.86691   5.09851 -45.38407   2.74977  -7.79446       (-2.750,-34.670) (-45.384,-7.226) (-5.099,-2.295)      2.12373
55    -22.90197 -44.86818   5.08706 -45.37135   2.74041  -7.78794       (-2.740,-34.694) (-45.371,-7.247) (-5.087,-2.307)      2.16306
