Fol_2018-03-07.09_07_50.14_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -25.08694   8.74482 -34.97936 -13.84981  -1.72101  -4.06858       (-4.676,-9.781) (-4.069,-21.558) (-5.790,-11.666)      1.77636e-15
1    -25.06590   8.72439 -34.95413 -13.85753  -1.72508  -4.06919       (-4.655,-9.788) (-4.069,-21.575) (-5.794,-11.686)      0.0345957
2    -25.04486   8.70396 -34.92891 -13.86524  -1.72916  -4.06980       (-4.634,-9.795) (-4.070,-21.591) (-5.799,-11.707)      0.0691914
3    -25.02382   8.68353 -34.90369 -13.87296  -1.73323  -4.07041       (-4.613,-9.803) (-4.070,-21.607) (-5.804,-11.727)      0.103787
4    -25.00278   8.66310 -34.87846 -13.88068  -1.73730  -4.07102       (-4.592,-9.810) (-4.071,-21.623) (-5.808,-11.748)      0.138383
5    -24.98174   8.64266 -34.85324 -13.88839  -1.74138  -4.07162       (-4.571,-9.817) (-4.072,-21.640) (-5.813,-11.768)      0.172978
6    -24.96070   8.62223 -34.82801 -13.89611  -1.74545  -4.07223       (-4.550,-9.824) (-4.072,-21.656) (-5.818,-11.788)      0.207574
7    -24.93966   8.60180 -34.80279 -13.90383  -1.74952  -4.07284       (-4.529,-9.831) (-4.073,-21.672) (-5.822,-11.809)      0.24217
8    -24.91862   8.58137 -34.77757 -13.91154  -1.75359  -4.07345       (-4.508,-9.838) (-4.073,-21.688) (-5.827,-11.829)      0.276765
9    -24.89758   8.56094 -34.75234 -13.91926  -1.75767  -4.07406       (-4.487,-9.845) (-4.074,-21.705) (-5.832,-11.850)      0.311361
10    -24.87654   8.54051 -34.72712 -13.92697  -1.76174  -4.07466       (-4.466,-9.852) (-4.075,-21.721) (-5.836,-11.870)      0.345957
11    -24.85550   8.52008 -34.70190 -13.93469  -1.76581  -4.07527       (-4.445,-9.859) (-4.075,-21.737) (-5.841,-11.891)      0.380553
12    -24.83446   8.49965 -34.67667 -13.94241  -1.76988  -4.07588       (-4.424,-9.867) (-4.076,-21.753) (-5.846,-11.911)      0.415148
13    -24.81342   8.47922 -34.65145 -13.95012  -1.77396  -4.07649       (-4.403,-9.874) (-4.076,-21.770) (-5.850,-11.931)      0.449744
14    -24.79238   8.45878 -34.62623 -13.95784  -1.77803  -4.07710       (-4.382,-9.881) (-4.077,-21.786) (-5.855,-11.952)      0.48434
15    -24.77134   8.43835 -34.60100 -13.96556  -1.78210  -4.07771       (-4.361,-9.888) (-4.078,-21.802) (-5.860,-11.972)      0.518935
16    -24.75031   8.41792 -34.57578 -13.97327  -1.78617  -4.07831       (-4.340,-9.895) (-4.078,-21.818) (-5.864,-11.993)      0.553531
17    -24.72927   8.39749 -34.55056 -13.98099  -1.79025  -4.07892       (-4.319,-9.902) (-4.079,-21.834) (-5.869,-12.013)      0.588127
18    -24.70823   8.37706 -34.52533 -13.98870  -1.79432  -4.07953       (-4.298,-9.909) (-4.080,-21.851) (-5.874,-12.034)      0.622722
19    -24.68719   8.35663 -34.50011 -13.99642  -1.79839  -4.08014       (-4.276,-9.916) (-4.080,-21.867) (-5.879,-12.054)      0.657318
20    -24.66615   8.33620 -34.47489 -14.00414  -1.80247  -4.08075       (-4.255,-9.923) (-4.081,-21.883) (-5.883,-12.074)      0.691914
21    -24.64511   8.31577 -34.44966 -14.01185  -1.80654  -4.08136       (-4.234,-9.930) (-4.081,-21.899) (-5.888,-12.095)      0.726509
