2BOUNDS_2018-03-07.14_24_21.124_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -26.74622   9.42330 -12.25867  -9.89489 -20.14228  -6.94522       (-2.478,-2.950) (-6.945,-0.357) (-27.087,-14.845)      9.05768e-15
1    -26.72640   9.39901 -12.24936  -9.88535 -20.14923  -6.94075       (-2.458,-2.945) (-6.941,-0.392) (-27.090,-14.869)      0.0473876
2    -26.70658   9.37472 -12.24004  -9.87580 -20.15618  -6.93627       (-2.438,-2.940) (-6.936,-0.427) (-27.092,-14.893)      0.0947752
3    -26.68676   9.35042 -12.23072  -9.86625 -20.16314  -6.93180       (-2.419,-2.934) (-6.932,-0.462) (-27.095,-14.918)      0.142163
4    -26.66694   9.32613 -12.22140  -9.85670 -20.17009  -6.92733       (-2.399,-2.929) (-6.927,-0.496) (-27.097,-14.942)      0.18955
5    -26.64711   9.30184 -12.21208  -9.84716 -20.17704  -6.92286       (-2.379,-2.924) (-6.923,-0.531) (-27.100,-14.966)      0.236938
6    -26.62729   9.27755 -12.20276  -9.83761 -20.18399  -6.91839       (-2.359,-2.919) (-6.918,-0.566) (-27.102,-14.991)      0.284326
7    -26.60747   9.25325 -12.19345  -9.82806 -20.19095  -6.91392       (-2.339,-2.914) (-6.914,-0.601) (-27.105,-15.015)      0.331713
8    -26.58765   9.22896 -12.18413  -9.81852 -20.19790  -6.90945       (-2.320,-2.909) (-6.909,-0.636) (-27.107,-15.039)      0.379101
9    -26.56783   9.20467 -12.17481  -9.80897 -20.20485  -6.90497       (-2.300,-2.904) (-6.905,-0.670) (-27.110,-15.063)      0.426488
10    -26.54801   9.18038 -12.16549  -9.79942 -20.21180  -6.90050       (-2.280,-2.899) (-6.901,-0.705) (-27.112,-15.088)      0.473876
11    -26.52819   9.15608 -12.15617  -9.78987 -20.21875  -6.89603       (-2.260,-2.894) (-6.896,-0.740) (-27.115,-15.112)      0.521264
12    -26.50837   9.13179 -12.14685  -9.78033 -20.22571  -6.89156       (-2.240,-2.889) (-6.892,-0.775) (-27.117,-15.136)      0.568651
13    -26.48855   9.10750 -12.13754  -9.77078 -20.23266  -6.88709       (-2.220,-2.884) (-6.887,-0.810) (-27.120,-15.161)      0.616039
14    -26.46873   9.08321 -12.12822  -9.76123 -20.23961  -6.88262       (-2.201,-2.879) (-6.883,-0.844) (-27.122,-15.185)      0.663426
15    -26.44891   9.05891 -12.11890  -9.75169 -20.24656  -6.87814       (-2.181,-2.874) (-6.878,-0.879) (-27.125,-15.209)      0.710814
16    -26.42909   9.03462 -12.10958  -9.74214 -20.25352  -6.87367       (-2.161,-2.868) (-6.874,-0.914) (-27.127,-15.234)      0.758201
17    -26.40926   9.01033 -12.10026  -9.73259 -20.26047  -6.86920       (-2.141,-2.863) (-6.869,-0.949) (-27.130,-15.258)      0.805589
18    -26.38944   8.98604 -12.09095  -9.72304 -20.26742  -6.86473       (-2.121,-2.858) (-6.865,-0.984) (-27.132,-15.282)      0.852977
19    -26.36962   8.96174 -12.08163  -9.71350 -20.27437  -6.86026       (-2.101,-2.853) (-6.860,-1.018) (-27.135,-15.306)      0.900364
20    -26.34980   8.93745 -12.07231  -9.70395 -20.28132  -6.85579       (-2.082,-2.848) (-6.856,-1.053) (-27.137,-15.331)      0.947752
21    -26.32998   8.91316 -12.06299  -9.69440 -20.28828  -6.85131       (-2.062,-2.843) (-6.851,-1.088) (-27.140,-15.355)      0.995139
22    -26.31016   8.88887 -12.05367  -9.68486 -20.29523  -6.84684       (-2.042,-2.838) (-6.847,-1.123) (-27.142,-15.379)      1.04253
23    -26.29034   8.86457 -12.04435  -9.67531 -20.30218  -6.84237       (-2.022,-2.833) (-6.842,-1.158) (-27.145,-15.404)      1.08991
24    -26.27052   8.84028 -12.03504  -9.66576 -20.30913  -6.83790       (-2.002,-2.828) (-6.838,-1.192) (-27.147,-15.428)      1.1373
25    -26.25070   8.81599 -12.02572  -9.65621 -20.31608  -6.83343       (-1.983,-2.823) (-6.833,-1.227) (-27.150,-15.452)      1.18469
26    -26.23088   8.79170 -12.01640  -9.64667 -20.32304  -6.82896       (-1.963,-2.818) (-6.829,-1.262) (-27.152,-15.476)      1.23208
27    -26.21106   8.76741 -12.00708  -9.63712 -20.32999  -6.82448       (-1.943,-2.813) (-6.824,-1.297) (-27.154,-15.501)      1.27946
28    -26.19124   8.74311 -11.99776  -9.62757 -20.33694  -6.82001       (-1.923,-2.808) (-6.820,-1.332) (-27.157,-15.525)      1.32685
29    -26.17141   8.71882 -11.98844  -9.61803 -20.34389  -6.81554       (-1.903,-2.802) (-6.816,-1.366) (-27.159,-15.549)      1.37424
30    -26.15159   8.69453 -11.97913  -9.60848 -20.35085  -6.81107       (-1.883,-2.797) (-6.811,-1.401) (-27.162,-15.574)      1.42163
31    -26.13177   8.67024 -11.96981  -9.59893 -20.35780  -6.80660       (-1.864,-2.792) (-6.807,-1.436) (-27.164,-15.598)      1.46902
32    -26.11195   8.64594 -11.96049  -9.58938 -20.36475  -6.80213       (-1.844,-2.787) (-6.802,-1.471) (-27.167,-15.622)      1.5164
33    -26.09213   8.62165 -11.95117  -9.57984 -20.37170  -6.79766       (-1.824,-2.782) (-6.798,-1.506) (-27.169,-15.646)      1.56379
34    -26.07231   8.59736 -11.94185  -9.57029 -20.37865  -6.79318       (-1.804,-2.777) (-6.793,-1.540) (-27.172,-15.671)      1.61118
35    -26.05249   8.57307 -11.93253  -9.56074 -20.38561  -6.78871       (-1.784,-2.772) (-6.789,-1.575) (-27.174,-15.695)      1.65857
36    -26.03267   8.54877 -11.92322  -9.55120 -20.39256  -6.78424       (-1.765,-2.767) (-6.784,-1.610) (-27.177,-15.719)      1.70595
37    -26.01285   8.52448 -11.91390  -9.54165 -20.39951  -6.77977       (-1.745,-2.762) (-6.780,-1.645) (-27.179,-15.744)      1.75334
38    -25.99303   8.50019 -11.90458  -9.53210 -20.40646  -6.77530       (-1.725,-2.757) (-6.775,-1.679) (-27.182,-15.768)      1.80073
39    -25.97321   8.47590 -11.89526  -9.52255 -20.41342  -6.77083       (-1.705,-2.752) (-6.771,-1.714) (-27.184,-15.792)      1.84812
40    -25.95339   8.45160 -11.88594  -9.51301 -20.42037  -6.76635       (-1.685,-2.747) (-6.766,-1.749) (-27.187,-15.817)      1.8955
41    -25.93356   8.42731 -11.87662  -9.50346 -20.42732  -6.76188       (-1.665,-2.742) (-6.762,-1.784) (-27.189,-15.841)      1.94289
42    -25.91374   8.40302 -11.86731  -9.49391 -20.43427  -6.75741       (-1.646,-2.737) (-6.757,-1.819) (-27.192,-15.865)      1.99028
43    -25.89392   8.37873 -11.85799  -9.48437 -20.44122  -6.75294       (-1.626,-2.731) (-6.753,-1.853) (-27.194,-15.889)      2.03767
44    -25.87410   8.35443 -11.84867  -9.47482 -20.44818  -6.74847       (-1.606,-2.726) (-6.748,-1.888) (-27.197,-15.914)      2.08505
45    -25.85428   8.33014 -11.83935  -9.46527 -20.45513  -6.74400       (-1.586,-2.721) (-6.744,-1.923) (-27.199,-15.938)      2.13244
46    -25.83446   8.30585 -11.83003  -9.45572 -20.46208  -6.73952       (-1.566,-2.716) (-6.740,-1.958) (-27.202,-15.962)      2.17983
