Fol_2018-03-05.14_01_56.10_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -41.66329 -29.11326  22.79845 -18.48987 -23.15368 -20.48249       (-38.972,-2.006) (-4.309,-4.664) (-18.490,-14.556)      7.10543e-15
1    -41.63616 -29.08843  22.77362 -18.48987 -23.13517 -20.50100       (-38.991,-2.031) (-4.284,-4.645) (-18.490,-14.579)      0.0492494
2    -41.60903 -29.06360  22.74879 -18.48987 -23.11666 -20.51951       (-39.009,-2.056) (-4.259,-4.627) (-18.490,-14.601)      0.0984987
3    -41.58189 -29.03877  22.72396 -18.48987 -23.09815 -20.53802       (-39.028,-2.081) (-4.234,-4.608) (-18.490,-14.624)      0.147748
4    -41.55476 -29.01394  22.69913 -18.48987 -23.07964 -20.55653       (-39.046,-2.106) (-4.209,-4.590) (-18.490,-14.646)      0.196997
5    -41.52762 -28.98911  22.67430 -18.48987 -23.06114 -20.57503       (-39.065,-2.130) (-4.184,-4.571) (-18.490,-14.669)      0.246247
6    -41.50049 -28.96428  22.64947 -18.48987 -23.04263 -20.59354       (-39.083,-2.155) (-4.160,-4.553) (-18.490,-14.691)      0.295496
7    -41.47336 -28.93945  22.62464 -18.48987 -23.02412 -20.61205       (-39.102,-2.180) (-4.135,-4.534) (-18.490,-14.714)      0.344746
8    -41.44622 -28.91462  22.59981 -18.48987 -23.00561 -20.63056       (-39.120,-2.205) (-4.110,-4.516) (-18.490,-14.736)      0.393995
9    -41.41909 -28.88979  22.57498 -18.48987 -22.98710 -20.64907       (-39.139,-2.230) (-4.085,-4.497) (-18.490,-14.759)      0.443244
10    -41.39195 -28.86496  22.55015 -18.48987 -22.96859 -20.66758       (-39.157,-2.255) (-4.060,-4.479) (-18.490,-14.782)      0.492494
11    -41.36482 -28.84013  22.52532 -18.48987 -22.95009 -20.68608       (-39.176,-2.279) (-4.035,-4.460) (-18.490,-14.804)      0.541743
12    -41.33769 -28.81530  22.50049 -18.48987 -22.93158 -20.70459       (-39.194,-2.304) (-4.011,-4.442) (-18.490,-14.827)      0.590992
13    -41.31055 -28.79047  22.47566 -18.48987 -22.91307 -20.72310       (-39.213,-2.329) (-3.986,-4.423) (-18.490,-14.849)      0.640242
14    -41.28342 -28.76565  22.45083 -18.48987 -22.89456 -20.74161       (-39.231,-2.354) (-3.961,-4.405) (-18.490,-14.872)      0.689491
15    -41.25628 -28.74082  22.42600 -18.48987 -22.87605 -20.76012       (-39.250,-2.379) (-3.936,-4.386) (-18.490,-14.894)      0.73874
16    -41.22915 -28.71599  22.40117 -18.48987 -22.85754 -20.77863       (-39.268,-2.404) (-3.911,-4.368) (-18.490,-14.917)      0.78799
17    -41.20201 -28.69116  22.37634 -18.48987 -22.83904 -20.79713       (-39.287,-2.428) (-3.886,-4.349) (-18.490,-14.939)      0.837239
18    -41.17488 -28.66633  22.35151 -18.48987 -22.82053 -20.81564       (-39.306,-2.453) (-3.862,-4.331) (-18.490,-14.962)      0.886488
19    -41.14775 -28.64150  22.32668 -18.48987 -22.80202 -20.83415       (-39.324,-2.478) (-3.837,-4.312) (-18.490,-14.984)      0.935738
20    -41.12061 -28.61667  22.30185 -18.48987 -22.78351 -20.85266       (-39.343,-2.503) (-3.812,-4.294) (-18.490,-15.007)      0.984987
21    -41.09348 -28.59184  22.27703 -18.48987 -22.76500 -20.87117       (-39.361,-2.528) (-3.787,-4.275) (-18.490,-15.029)      1.03424
22    -41.06634 -28.56701  22.25220 -18.48987 -22.74649 -20.88968       (-39.380,-2.552) (-3.762,-4.257) (-18.490,-15.052)      1.08349
23    -41.03921 -28.54218  22.22737 -18.48987 -22.72799 -20.90818       (-39.398,-2.577) (-3.737,-4.238) (-18.490,-15.074)      1.13274
24    -41.01208 -28.51735  22.20254 -18.48987 -22.70948 -20.92669       (-39.417,-2.602) (-3.713,-4.220) (-18.490,-15.097)      1.18198
25    -40.98494 -28.49252  22.17771 -18.48987 -22.69097 -20.94520       (-39.435,-2.627) (-3.688,-4.201) (-18.490,-15.119)      1.23123
26    -40.95781 -28.46769  22.15288 -18.48987 -22.67246 -20.96371       (-39.454,-2.652) (-3.663,-4.183) (-18.490,-15.142)      1.28048
27    -40.93067 -28.44286  22.12805 -18.48987 -22.65395 -20.98222       (-39.472,-2.677) (-3.638,-4.164) (-18.490,-15.164)      1.32973
28    -40.90354 -28.41803  22.10322 -18.48987 -22.63544 -21.00073       (-39.491,-2.701) (-3.613,-4.146) (-18.490,-15.187)      1.37898
29    -40.87640 -28.39320  22.07839 -18.48987 -22.61694 -21.01923       (-39.509,-2.726) (-3.589,-4.127) (-18.490,-15.209)      1.42823
30    -40.84927 -28.36837  22.05356 -18.48987 -22.59843 -21.03774       (-39.528,-2.751) (-3.564,-4.109) (-18.490,-15.232)      1.47748
31    -40.82214 -28.34354  22.02873 -18.48987 -22.57992 -21.05625       (-39.546,-2.776) (-3.539,-4.090) (-18.490,-15.255)      1.52673
32    -40.79500 -28.31871  22.00390 -18.48987 -22.56141 -21.07476       (-39.565,-2.801) (-3.514,-4.072) (-18.490,-15.277)      1.57598
33    -40.76787 -28.29388  21.97907 -18.48987 -22.54290 -21.09327       (-39.583,-2.826) (-3.489,-4.053) (-18.490,-15.300)      1.62523
34    -40.74073 -28.26905  21.95424 -18.48987 -22.52439 -21.11178       (-39.602,-2.850) (-3.464,-4.035) (-18.490,-15.322)      1.67448
35    -40.71360 -28.24423  21.92941 -18.48987 -22.50588 -21.13028       (-39.620,-2.875) (-3.440,-4.016) (-18.490,-15.345)      1.72373
36    -40.68647 -28.21940  21.90458 -18.48987 -22.48738 -21.14879       (-39.639,-2.900) (-3.415,-3.998) (-18.490,-15.367)      1.77298
37    -40.65933 -28.19457  21.87975 -18.48987 -22.46887 -21.16730       (-39.657,-2.925) (-3.390,-3.979) (-18.490,-15.390)      1.82223
38    -40.63220 -28.16974  21.85492 -18.48987 -22.45036 -21.18581       (-39.676,-2.950) (-3.365,-3.960) (-18.490,-15.412)      1.87148
39    -40.60506 -28.14491  21.83009 -18.48987 -22.43185 -21.20432       (-39.694,-2.975) (-3.340,-3.942) (-18.490,-15.435)      1.92072
40    -40.57793 -28.12008  21.80526 -18.48987 -22.41334 -21.22283       (-39.713,-2.999) (-3.315,-3.923) (-18.490,-15.457)      1.96997
41    -40.55079 -28.09525  21.78044 -18.48987 -22.39483 -21.24134       (-39.731,-3.024) (-3.291,-3.905) (-18.490,-15.480)      2.01922
42    -40.52366 -28.07042  21.75561 -18.48987 -22.37633 -21.25984       (-39.750,-3.049) (-3.266,-3.886) (-18.490,-15.502)      2.06847
43    -40.49653 -28.04559  21.73078 -18.48987 -22.35782 -21.27835       (-39.768,-3.074) (-3.241,-3.868) (-18.490,-15.525)      2.11772
44    -40.46939 -28.02076  21.70595 -18.48987 -22.33931 -21.29686       (-39.787,-3.099) (-3.216,-3.849) (-18.490,-15.547)      2.16697
45    -40.44226 -27.99593  21.68112 -18.48987 -22.32080 -21.31537       (-39.805,-3.124) (-3.191,-3.831) (-18.490,-15.570)      2.21622
46    -40.41512 -27.97110  21.65629 -18.48987 -22.30229 -21.33388       (-39.824,-3.148) (-3.166,-3.812) (-18.490,-15.592)      2.26547
47    -40.38799 -27.94627  21.63146 -18.48987 -22.28378 -21.35239       (-39.842,-3.173) (-3.142,-3.794) (-18.490,-15.615)      2.31472
48    -40.36086 -27.92144  21.60663 -18.48987 -22.26528 -21.37089       (-39.861,-3.198) (-3.117,-3.775) (-18.490,-15.637)      2.36397
49    -40.33372 -27.89661  21.58180 -18.48987 -22.24677 -21.38940       (-39.879,-3.223) (-3.092,-3.757) (-18.490,-15.660)      2.41322
50    -40.30659 -27.87178  21.55697 -18.48987 -22.22826 -21.40791       (-39.898,-3.248) (-3.067,-3.738) (-18.490,-15.683)      2.46247
51    -40.27945 -27.84695  21.53214 -18.48987 -22.20975 -21.42642       (-39.916,-3.273) (-3.042,-3.720) (-18.490,-15.705)      2.51172
52    -40.25232 -27.82212  21.50731 -18.48987 -22.19124 -21.44493       (-39.935,-3.297) (-3.017,-3.701) (-18.490,-15.728)      2.56097
53    -40.22518 -27.79729  21.48248 -18.48987 -22.17273 -21.46344       (-39.953,-3.322) (-2.993,-3.683) (-18.490,-15.750)      2.61022
54    -40.19805 -27.77246  21.45765 -18.48987 -22.15423 -21.48194       (-39.972,-3.347) (-2.968,-3.664) (-18.490,-15.773)      2.65947
55    -40.17092 -27.74764  21.43282 -18.48987 -22.13572 -21.50045       (-39.990,-3.372) (-2.943,-3.646) (-18.490,-15.795)      2.70871
56    -40.14378 -27.72281  21.40799 -18.48987 -22.11721 -21.51896       (-40.009,-3.397) (-2.918,-3.627) (-18.490,-15.818)      2.75796
57    -40.11665 -27.69798  21.38316 -18.48987 -22.09870 -21.53747       (-40.027,-3.422) (-2.893,-3.609) (-18.490,-15.840)      2.80721
58    -40.08951 -27.67315  21.35833 -18.48987 -22.08019 -21.55598       (-40.046,-3.446) (-2.868,-3.590) (-18.490,-15.863)      2.85646
59    -40.06238 -27.64832  21.33350 -18.48987 -22.06168 -21.57449       (-40.064,-3.471) (-2.844,-3.572) (-18.490,-15.885)      2.90571
60    -40.03525 -27.62349  21.30867 -18.48987 -22.04318 -21.59299       (-40.083,-3.496) (-2.819,-3.553) (-18.490,-15.908)      2.95496
61    -40.00811 -27.59866  21.28384 -18.48987 -22.02467 -21.61150       (-40.101,-3.521) (-2.794,-3.535) (-18.490,-15.930)      3.00421
62    -39.98098 -27.57383  21.25902 -18.48987 -22.00616 -21.63001       (-40.120,-3.546) (-2.769,-3.516) (-18.490,-15.953)      3.05346
63    -39.95384 -27.54900  21.23419 -18.48987 -21.98765 -21.64852       (-40.138,-3.570) (-2.744,-3.498) (-18.490,-15.975)      3.10271
64    -39.92671 -27.52417  21.20936 -18.48987 -21.96914 -21.66703       (-40.157,-3.595) (-2.719,-3.479) (-18.490,-15.998)      3.15196
65    -39.89957 -27.49934  21.18453 -18.48987 -21.95063 -21.68554       (-40.175,-3.620) (-2.695,-3.461) (-18.490,-16.020)      3.20121
66    -39.87244 -27.47451  21.15970 -18.48987 -21.93213 -21.70404       (-40.194,-3.645) (-2.670,-3.442) (-18.490,-16.043)      3.25046
67    -39.84531 -27.44968  21.13487 -18.48987 -21.91362 -21.72255       (-40.212,-3.670) (-2.645,-3.424) (-18.490,-16.065)      3.29971
68    -39.81817 -27.42485  21.11004 -18.48987 -21.89511 -21.74106       (-40.231,-3.695) (-2.620,-3.405) (-18.490,-16.088)      3.34896
69    -39.79104 -27.40002  21.08521 -18.48987 -21.87660 -21.75957       (-40.249,-3.719) (-2.595,-3.387) (-18.490,-16.110)      3.39821
70    -39.76390 -27.37519  21.06038 -18.48987 -21.85809 -21.77808       (-40.268,-3.744) (-2.571,-3.368) (-18.490,-16.133)      3.44746
71    -39.73677 -27.35036  21.03555 -18.48987 -21.83958 -21.79659       (-40.286,-3.769) (-2.546,-3.350) (-18.490,-16.156)      3.4967
72    -39.70964 -27.32553  21.01072 -18.48987 -21.82107 -21.81509       (-40.305,-3.794) (-2.521,-3.331) (-18.490,-16.178)      3.54595
73    -39.68250 -27.30070  20.98589 -18.48987 -21.80257 -21.83360       (-40.323,-3.819) (-2.496,-3.313) (-18.490,-16.201)      3.5952
74    -39.65537 -27.27587  20.96106 -18.48987 -21.78406 -21.85211       (-40.342,-3.844) (-2.471,-3.294) (-18.490,-16.223)      3.64445
75    -39.62823 -27.25104  20.93623 -18.48987 -21.76555 -21.87062       (-40.360,-3.868) (-2.446,-3.276) (-18.490,-16.246)      3.6937
76    -39.60110 -27.22622  20.91140 -18.48987 -21.74704 -21.88913       (-40.379,-3.893) (-2.422,-3.257) (-18.490,-16.268)      3.74295
77    -39.57396 -27.20139  20.88657 -18.48987 -21.72853 -21.90764       (-40.398,-3.918) (-2.397,-3.239) (-18.490,-16.291)      3.7922
78    -39.54683 -27.17656  20.86174 -18.48987 -21.71002 -21.92615       (-40.416,-3.943) (-2.372,-3.220) (-18.490,-16.313)      3.84145
79    -39.51970 -27.15173  20.83691 -18.48987 -21.69152 -21.94465       (-40.435,-3.968) (-2.347,-3.202) (-18.490,-16.336)      3.8907
80    -39.49256 -27.12690  20.81208 -18.48987 -21.67301 -21.96316       (-40.453,-3.993) (-2.322,-3.183) (-18.490,-16.358)      3.93995
81    -39.46543 -27.10207  20.78725 -18.48987 -21.65450 -21.98167       (-40.472,-4.017) (-2.297,-3.165) (-18.490,-16.381)      3.9892
82    -39.43829 -27.07724  20.76243 -18.48987 -21.63599 -22.00018       (-40.490,-4.042) (-2.273,-3.146) (-18.490,-16.403)      4.03845
83    -39.41116 -27.05241  20.73760 -18.48987 -21.61748 -22.01869       (-40.509,-4.067) (-2.248,-3.128) (-18.490,-16.426)      4.0877
84    -39.38403 -27.02758  20.71277 -18.48987 -21.59897 -22.03720       (-40.527,-4.092) (-2.223,-3.109) (-18.490,-16.448)      4.13695
85    -39.35689 -27.00275  20.68794 -18.48987 -21.58047 -22.05570       (-40.546,-4.117) (-2.198,-3.091) (-18.490,-16.471)      4.1862
86    -39.32976 -26.97792  20.66311 -18.48987 -21.56196 -22.07421       (-40.564,-4.142) (-2.173,-3.072) (-18.490,-16.493)      4.23544
87    -39.30262 -26.95309  20.63828 -18.48987 -21.54345 -22.09272       (-40.583,-4.166) (-2.148,-3.054) (-18.490,-16.516)      4.28469
88    -39.27549 -26.92826  20.61345 -18.48987 -21.52494 -22.11123       (-40.601,-4.191) (-2.124,-3.035) (-18.490,-16.538)      4.33394
89    -39.24836 -26.90343  20.58862 -18.48987 -21.50643 -22.12974       (-40.620,-4.216) (-2.099,-3.017) (-18.490,-16.561)      4.38319
90    -39.22122 -26.87860  20.56379 -18.48987 -21.48792 -22.14825       (-40.638,-4.241) (-2.074,-2.998) (-18.490,-16.584)      4.43244
91    -39.19409 -26.85377  20.53896 -18.48987 -21.46942 -22.16675       (-40.657,-4.266) (-2.049,-2.980) (-18.490,-16.606)      4.48169
92    -39.16695 -26.82894  20.51413 -18.48987 -21.45091 -22.18526       (-40.675,-4.291) (-2.024,-2.961) (-18.490,-16.629)      4.53094
93    -39.13982 -26.80411  20.48930 -18.48987 -21.43240 -22.20377       (-40.694,-4.315) (-1.999,-2.943) (-18.490,-16.651)      4.58019
94    -39.11268 -26.77928  20.46447 -18.48987 -21.41389 -22.22228       (-40.712,-4.340) (-1.975,-2.924) (-18.490,-16.674)      4.62944
95    -39.08555 -26.75445  20.43964 -18.48987 -21.39538 -22.24079       (-40.731,-4.365) (-1.950,-2.906) (-18.490,-16.696)      4.67869
