Fol_2018-02-25.13_35_38.90_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -2220.23217 -877.21573 -3394.09841 -4047.69115 2033.39804 -2520.82532       (-1360.700,-2014.293) (-2910.614,-2033.398) (-186.834,-487.427)      4.54747e-13
1    -2219.37178 -879.25116 -3390.88794 -4045.65571 2029.32717 -2518.78989       (-1361.561,-2016.329) (-2908.578,-2029.327) (-190.045,-489.463)      6.32838
2    -2218.51139 -881.28660 -3387.67746 -4043.62028 2025.25631 -2516.75445       (-1362.421,-2018.364) (-2906.543,-2025.256) (-193.255,-491.498)      12.6568
3    -2217.65099 -883.32203 -3384.46699 -4041.58485 2021.18544 -2514.71902       (-1363.282,-2020.399) (-2904.507,-2021.185) (-196.466,-493.534)      18.9851
4    -2216.79060 -885.35746 -3381.25651 -4039.54941 2017.11457 -2512.68359       (-1364.142,-2022.435) (-2902.472,-2017.115) (-199.676,-495.569)      25.3135
5    -2215.93021 -887.39290 -3378.04604 -4037.51398 2013.04371 -2510.64815       (-1365.002,-2024.470) (-2900.437,-2013.044) (-202.887,-497.604)      31.6419
6    -2215.06982 -889.42833 -3374.83556 -4035.47854 2008.97284 -2508.61272       (-1365.863,-2026.506) (-2898.401,-2008.973) (-206.097,-499.640)      37.9703
7    -2214.20942 -891.46376 -3371.62509 -4033.44311 2004.90197 -2506.57728       (-1366.723,-2028.541) (-2896.366,-2004.902) (-209.307,-501.675)      44.2986
8    -2213.34903 -893.49920 -3368.41461 -4031.40768 2000.83111 -2504.54185       (-1367.584,-2030.577) (-2894.330,-2000.831) (-212.518,-503.711)      50.627
9    -2212.48864 -895.53463 -3365.20414 -4029.37224 1996.76024 -2502.50642       (-1368.444,-2032.612) (-2892.295,-1996.760) (-215.728,-505.746)      56.9554
10    -2211.62825 -897.57007 -3361.99366 -4027.33681 1992.68937 -2500.47098       (-1369.304,-2034.647) (-2890.259,-1992.689) (-218.939,-507.782)      63.2838
11    -2210.76786 -899.60550 -3358.78319 -4025.30138 1988.61850 -2498.43555       (-1370.165,-2036.683) (-2888.224,-1988.619) (-222.149,-509.817)      69.6121
12    -2209.90746 -901.64093 -3355.57271 -4023.26594 1984.54764 -2496.40012       (-1371.025,-2038.718) (-2886.189,-1984.548) (-225.360,-511.852)      75.9405
13    -2209.04707 -903.67637 -3352.36224 -4021.23051 1980.47677 -2494.36468       (-1371.885,-2040.754) (-2884.153,-1980.477) (-228.570,-513.888)      82.2689
14    -2208.18668 -905.71180 -3349.15176 -4019.19508 1976.40590 -2492.32925       (-1372.746,-2042.789) (-2882.118,-1976.406) (-231.781,-515.923)      88.5973
15    -2207.32629 -907.74723 -3345.94129 -4017.15964 1972.33504 -2490.29382       (-1373.606,-2044.825) (-2880.082,-1972.335) (-234.991,-517.959)      94.9256
16    -2206.46590 -909.78267 -3342.73081 -4015.12421 1968.26417 -2488.25838       (-1374.467,-2046.860) (-2878.047,-1968.264) (-238.202,-519.994)      101.254
17    -2205.60550 -911.81810 -3339.52034 -4013.08878 1964.19330 -2486.22295       (-1375.327,-2048.895) (-2876.011,-1964.193) (-241.412,-522.030)      107.582
18    -2204.74511 -913.85353 -3336.30987 -4011.05334 1960.12244 -2484.18752       (-1376.187,-2050.931) (-2873.976,-1960.122) (-244.623,-524.065)      113.911
19    -2203.88472 -915.88897 -3333.09939 -4009.01791 1956.05157 -2482.15208       (-1377.048,-2052.966) (-2871.941,-1956.052) (-247.833,-526.101)      120.239
20    -2203.02433 -917.92440 -3329.88892 -4006.98248 1951.98070 -2480.11665       (-1377.908,-2055.002) (-2869.905,-1951.981) (-251.044,-528.136)      126.568
21    -2202.16393 -919.95983 -3326.67844 -4004.94704 1947.90984 -2478.08122       (-1378.769,-2057.037) (-2867.870,-1947.910) (-254.254,-530.171)      132.896
22    -2201.30354 -921.99527 -3323.46797 -4002.91161 1943.83897 -2476.04578       (-1379.629,-2059.073) (-2865.834,-1943.839) (-257.465,-532.207)      139.224
23    -2200.44315 -924.03070 -3320.25749 -4000.87618 1939.76810 -2474.01035       (-1380.489,-2061.108) (-2863.799,-1939.768) (-260.675,-534.242)      145.553
24    -2199.58276 -926.06613 -3317.04702 -3998.84074 1935.69723 -2471.97492       (-1381.350,-2063.144) (-2861.763,-1935.697) (-263.886,-536.278)      151.881
25    -2198.72237 -928.10157 -3313.83654 -3996.80531 1931.62637 -2469.93948       (-1382.210,-2065.179) (-2859.728,-1931.626) (-267.096,-538.313)      158.209
26    -2197.86197 -930.13700 -3310.62607 -3994.76988 1927.55550 -2467.90405       (-1383.071,-2067.214) (-2857.693,-1927.556) (-270.306,-540.349)      164.538
27    -2197.00158 -932.17243 -3307.41559 -3992.73444 1923.48463 -2465.86862       (-1383.931,-2069.250) (-2855.657,-1923.485) (-273.517,-542.384)      170.866
28    -2196.14119 -934.20787 -3304.20512 -3990.69901 1919.41377 -2463.83318       (-1384.791,-2071.285) (-2853.622,-1919.414) (-276.727,-544.419)      177.195
29    -2195.28080 -936.24330 -3300.99464 -3988.66358 1915.34290 -2461.79775       (-1385.652,-2073.321) (-2851.586,-1915.343) (-279.938,-546.455)      183.523
30    -2194.42040 -938.27873 -3297.78417 -3986.62814 1911.27203 -2459.76231       (-1386.512,-2075.356) (-2849.551,-1911.272) (-283.148,-548.490)      189.851
31    -2193.56001 -940.31417 -3294.57369 -3984.59271 1907.20117 -2457.72688       (-1387.373,-2077.392) (-2847.515,-1907.201) (-286.359,-550.526)      196.18
32    -2192.69962 -942.34960 -3291.36322 -3982.55727 1903.13030 -2455.69145       (-1388.233,-2079.427) (-2845.480,-1903.130) (-289.569,-552.561)      202.508
33    -2191.83923 -944.38503 -3288.15274 -3980.52184 1899.05943 -2453.65601       (-1389.093,-2081.462) (-2843.444,-1899.059) (-292.780,-554.597)      208.836
34    -2190.97884 -946.42047 -3284.94227 -3978.48641 1894.98856 -2451.62058       (-1389.954,-2083.498) (-2841.409,-1894.989) (-295.990,-556.632)      215.165
35    -2190.11844 -948.45590 -3281.73179 -3976.45097 1890.91770 -2449.58515       (-1390.814,-2085.533) (-2839.374,-1890.918) (-299.201,-558.667)      221.493
36    -2189.25805 -950.49134 -3278.52132 -3974.41554 1886.84683 -2447.54971       (-1391.674,-2087.569) (-2837.338,-1886.847) (-302.411,-560.703)      227.822
37    -2188.39766 -952.52677 -3275.31085 -3972.38011 1882.77596 -2445.51428       (-1392.535,-2089.604) (-2835.303,-1882.776) (-305.622,-562.738)      234.15
38    -2187.53727 -954.56220 -3272.10037 -3970.34467 1878.70510 -2443.47885       (-1393.395,-2091.640) (-2833.267,-1878.705) (-308.832,-564.774)      240.478
39    -2186.67687 -956.59764 -3268.88990 -3968.30924 1874.63423 -2441.44341       (-1394.256,-2093.675) (-2831.232,-1874.634) (-312.043,-566.809)      246.807
40    -2185.81648 -958.63307 -3265.67942 -3966.27381 1870.56336 -2439.40798       (-1395.116,-2095.710) (-2829.196,-1870.563) (-315.253,-568.845)      253.135
41    -2184.95609 -960.66850 -3262.46895 -3964.23837 1866.49250 -2437.37255       (-1395.976,-2097.746) (-2827.161,-1866.492) (-318.464,-570.880)      259.463
42    -2184.09570 -962.70394 -3259.25847 -3962.20294 1862.42163 -2435.33711       (-1396.837,-2099.781) (-2825.126,-1862.422) (-321.674,-572.915)      265.792
43    -2183.23531 -964.73937 -3256.04800 -3960.16751 1858.35076 -2433.30168       (-1397.697,-2101.817) (-2823.090,-1858.351) (-324.885,-574.951)      272.12
44    -2182.37491 -966.77480 -3252.83752 -3958.13207 1854.27990 -2431.26625       (-1398.558,-2103.852) (-2821.055,-1854.280) (-328.095,-576.986)      278.449
45    -2181.51452 -968.81024 -3249.62705 -3956.09664 1850.20903 -2429.23081       (-1399.418,-2105.888) (-2819.019,-1850.209) (-331.305,-579.022)      284.777
46    -2180.65413 -970.84567 -3246.41657 -3954.06121 1846.13816 -2427.19538       (-1400.278,-2107.923) (-2816.984,-1846.138) (-334.516,-581.057)      291.105
47    -2179.79374 -972.88110 -3243.20610 -3952.02577 1842.06729 -2425.15995       (-1401.139,-2109.958) (-2814.948,-1842.067) (-337.726,-583.093)      297.434
48    -2178.93334 -974.91654 -3239.99562 -3949.99034 1837.99643 -2423.12451       (-1401.999,-2111.994) (-2812.913,-1837.996) (-340.937,-585.128)      303.762
49    -2178.07295 -976.95197 -3236.78515 -3947.95491 1833.92556 -2421.08908       (-1402.860,-2114.029) (-2810.878,-1833.926) (-344.147,-587.164)      310.09
50    -2177.21256 -978.98740 -3233.57467 -3945.91947 1829.85469 -2419.05365       (-1403.720,-2116.065) (-2808.842,-1829.855) (-347.358,-589.199)      316.419
51    -2176.35217 -981.02284 -3230.36420 -3943.88404 1825.78383 -2417.01821       (-1404.580,-2118.100) (-2806.807,-1825.784) (-350.568,-591.234)      322.747
52    -2175.49178 -983.05827 -3227.15372 -3941.84861 1821.71296 -2414.98278       (-1405.441,-2120.136) (-2804.771,-1821.713) (-353.779,-593.270)      329.076
53    -2174.63138 -985.09370 -3223.94325 -3939.81317 1817.64209 -2412.94734       (-1406.301,-2122.171) (-2802.736,-1817.642) (-356.989,-595.305)      335.404
54    -2173.77099 -987.12914 -3220.73277 -3937.77774 1813.57123 -2410.91191       (-1407.162,-2124.207) (-2800.700,-1813.571) (-360.200,-597.341)      341.732
55    -2172.91060 -989.16457 -3217.52230 -3935.74230 1809.50036 -2408.87648       (-1408.022,-2126.242) (-2798.665,-1809.500) (-363.410,-599.376)      348.061
56    -2172.05021 -991.20000 -3214.31182 -3933.70687 1805.42949 -2406.84104       (-1408.882,-2128.277) (-2796.629,-1805.429) (-366.621,-601.412)      354.389
57    -2171.18982 -993.23544 -3211.10135 -3931.67144 1801.35862 -2404.80561       (-1409.743,-2130.313) (-2794.594,-1801.359) (-369.831,-603.447)      360.717
58    -2170.32942 -995.27087 -3207.89088 -3929.63600 1797.28776 -2402.77018       (-1410.603,-2132.348) (-2792.559,-1797.288) (-373.042,-605.482)      367.046
