2BOUNDS_2018-03-07.14_51_22.792_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.17719   7.72445   1.95515 -14.94098 -30.53861 -34.81175       (-0.508,-0.267) (-2.798,-22.184) (-9.993,-1.955)      2.51215e-15
1      4.15080   7.71621   1.95124 -14.92883 -30.50831 -34.78690       (-0.504,-0.248) (-2.807,-22.207) (-10.046,-1.951)      0.0613793
2      4.12442   7.70797   1.94732 -14.91667 -30.47801 -34.76206       (-0.499,-0.230) (-2.815,-22.229) (-10.099,-1.947)      0.122759
3      4.09803   7.69973   1.94341 -14.90452 -30.44771 -34.73721       (-0.495,-0.211) (-2.823,-22.252) (-10.152,-1.943)      0.184138
4      4.07164   7.69149   1.93950 -14.89236 -30.41741 -34.71237       (-0.491,-0.193) (-2.831,-22.274) (-10.205,-1.939)      0.245517
5      4.04525   7.68325   1.93558 -14.88021 -30.38710 -34.68753       (-0.486,-0.174) (-2.840,-22.297) (-10.258,-1.936)      0.306897
6      4.01887   7.67501   1.93167 -14.86805 -30.35680 -34.66268       (-0.482,-0.156) (-2.848,-22.319) (-10.311,-1.932)      0.368276
7      3.99248   7.66677   1.92775 -14.85590 -30.32650 -34.63784       (-0.478,-0.137) (-2.856,-22.342) (-10.364,-1.928)      0.429655
8      3.96609   7.65852   1.92384 -14.84374 -30.29620 -34.61299       (-0.473,-0.118) (-2.864,-22.364) (-10.417,-1.924)      0.491035
9      3.93970   7.65028   1.91992 -14.83159 -30.26589 -34.58815       (-0.469,-0.100) (-2.872,-22.386) (-10.470,-1.920)      0.552414
10      3.91331   7.64204   1.91601 -14.81944 -30.23559 -34.56331       (-0.465,-0.081) (-2.881,-22.409) (-10.523,-1.916)      0.613793
11      3.88693   7.63380   1.91210 -14.80728 -30.20529 -34.53846       (-0.460,-0.063) (-2.889,-22.431) (-10.576,-1.912)      0.675173
12      3.86054   7.62556   1.90818 -14.79513 -30.17499 -34.51362       (-0.456,-0.044) (-2.897,-22.454) (-10.629,-1.908)      0.736552
13      3.83415   7.61732   1.90427 -14.78297 -30.14469 -34.48877       (-0.452,-0.026) (-2.905,-22.476) (-10.682,-1.904)      0.797931
14      3.80776   7.60908   1.90035 -14.77082 -30.11438 -34.46393       (-0.447,-0.007) (-2.914,-22.499) (-10.736,-1.900)      0.85931
15      3.78138   7.60084   1.89644 -14.75866 -30.08408 -34.43909       (-0.455,-0.012) (-10.777,-22.510) (-2.910,-1.885)      0.905139
16      3.75499   7.59260   1.89253 -14.74651 -30.05378 -34.41424       (-0.469,-0.030) (-10.812,-22.514) (-2.900,-1.862)      0.94233
17      3.72860   7.58436   1.88861 -14.73435 -30.02348 -34.38940       (-0.483,-0.049) (-10.846,-22.518) (-2.890,-1.840)      0.980522
18      3.70221   7.57612   1.88470 -14.72220 -29.99318 -34.36455       (-0.497,-0.067) (-10.881,-22.522) (-2.879,-1.818)      1.0196
19      3.67582   7.56788   1.88078 -14.71004 -29.96287 -34.33971       (-0.511,-0.086) (-10.915,-22.525) (-2.869,-1.795)      1.05947
20      3.64944   7.55964   1.87687 -14.69789 -29.93257 -34.31487       (-0.526,-0.104) (-10.950,-22.529) (-2.859,-1.773)      1.10005
21      3.62305   7.55140   1.87295 -14.68573 -29.90227 -34.29002       (-0.540,-0.123) (-10.984,-22.533) (-2.849,-1.750)      1.14126
22      3.59666   7.54316   1.86904 -14.67358 -29.87197 -34.26518       (-0.554,-0.141) (-11.019,-22.537) (-2.838,-1.728)      1.18303
23      3.57027   7.53492   1.86513 -14.66142 -29.84167 -34.24034       (-0.568,-0.160) (-11.053,-22.541) (-2.828,-1.705)      1.2253
24      3.54389   7.52668   1.86121 -14.64927 -29.81136 -34.21549       (-0.583,-0.179) (-11.088,-22.545) (-2.818,-1.683)      1.26803
25      3.51750   7.51843   1.85730 -14.63711 -29.78106 -34.19065       (-0.597,-0.197) (-11.122,-22.549) (-2.807,-1.660)      1.31117
26      3.49111   7.51019   1.85338 -14.62496 -29.75076 -34.16580       (-0.611,-0.216) (-11.157,-22.553) (-2.797,-1.638)      1.35469
27      3.46472   7.50195   1.84947 -14.61280 -29.72046 -34.14096       (-0.625,-0.234) (-11.191,-22.557) (-2.787,-1.615)      1.39854
28      3.43833   7.49371   1.84555 -14.60065 -29.69016 -34.11612       (-0.640,-0.253) (-11.226,-22.561) (-2.776,-1.593)      1.44269
29      3.41195   7.48547   1.84164 -14.58849 -29.65985 -34.09127       (-0.654,-0.271) (-11.260,-22.565) (-2.766,-1.570)      1.48713
30      3.38556   7.47723   1.83773 -14.57634 -29.62955 -34.06643       (-0.668,-0.290) (-11.295,-22.569) (-2.756,-1.548)      1.53182
31      3.35917   7.46899   1.83381 -14.56418 -29.59925 -34.04158       (-0.682,-0.308) (-11.329,-22.572) (-2.745,-1.525)      1.57674
32      3.33278   7.46075   1.82990 -14.55203 -29.56895 -34.01674       (-0.696,-0.327) (-11.364,-22.576) (-2.735,-1.503)      1.62188
33      3.30640   7.45251   1.82598 -14.53987 -29.53865 -33.99190       (-0.711,-0.346) (-11.398,-22.580) (-2.725,-1.480)      1.66721
34      3.28001   7.44427   1.82207 -14.52772 -29.50834 -33.96705       (-0.725,-0.364) (-11.433,-22.584) (-2.714,-1.458)      1.71272
35      3.25362   7.43603   1.81816 -14.51556 -29.47804 -33.94221       (-0.739,-0.383) (-11.467,-22.588) (-2.704,-1.435)      1.7584
36      3.22723   7.42779   1.81424 -14.50341 -29.44774 -33.91736       (-0.753,-0.401) (-11.502,-22.592) (-2.694,-1.413)      1.80424
37      3.20084   7.41955   1.81033 -14.49125 -29.41744 -33.89252       (-0.768,-0.420) (-11.536,-22.596) (-2.683,-1.391)      1.85022
38      3.17446   7.41131   1.80641 -14.47910 -29.38714 -33.86768       (-0.782,-0.438) (-11.571,-22.600) (-2.673,-1.368)      1.89633
39      3.14807   7.40307   1.80250 -14.46695 -29.35683 -33.84283       (-0.796,-0.457) (-11.605,-22.604) (-2.663,-1.346)      1.94256
40      3.12168   7.39483   1.79858 -14.45479 -29.32653 -33.81799       (-0.810,-0.475) (-11.640,-22.608) (-2.652,-1.323)      1.9889
41      3.09529   7.38658   1.79467 -14.44264 -29.29623 -33.79314       (-0.825,-0.494) (-11.674,-22.612) (-2.642,-1.301)      2.03536
42      3.06890   7.37834   1.79076 -14.43048 -29.26593 -33.76830       (-0.839,-0.513) (-11.709,-22.616) (-2.632,-1.278)      2.08191
43      3.04252   7.37010   1.78684 -14.41833 -29.23563 -33.74346       (-0.853,-0.531) (-11.743,-22.619) (-2.621,-1.256)      2.12855
44      3.01613   7.36186   1.78293 -14.40617 -29.20532 -33.71861       (-0.867,-0.550) (-11.778,-22.623) (-2.611,-1.233)      2.17528
45      2.98974   7.35362   1.77901 -14.39402 -29.17502 -33.69377       (-0.882,-0.568) (-11.812,-22.627) (-2.601,-1.211)      2.2221
46      2.96335   7.34538   1.77510 -14.38186 -29.14472 -33.66892       (-0.896,-0.587) (-11.847,-22.631) (-2.591,-1.188)      2.26899
47      2.93697   7.33714   1.77118 -14.36971 -29.11442 -33.64408       (-0.910,-0.605) (-11.881,-22.635) (-2.580,-1.166)      2.31595
48      2.91058   7.32890   1.76727 -14.35755 -29.08412 -33.61924       (-0.924,-0.624) (-11.916,-22.639) (-2.570,-1.143)      2.36297
49      2.88419   7.32066   1.76336 -14.34540 -29.05381 -33.59439       (-0.938,-0.643) (-11.950,-22.643) (-2.560,-1.121)      2.41007
50      2.85780   7.31242   1.75944 -14.33324 -29.02351 -33.56955       (-0.953,-0.661) (-11.985,-22.647) (-2.549,-1.098)      2.45722
51      2.83141   7.30418   1.75553 -14.32109 -28.99321 -33.54470       (-0.967,-0.680) (-12.019,-22.651) (-2.539,-1.076)      2.50443
52      2.80503   7.29594   1.75161 -14.30893 -28.96291 -33.51986       (-0.981,-0.698) (-12.054,-22.655) (-2.529,-1.053)      2.55169
53      2.77864   7.28770   1.74770 -14.29678 -28.93261 -33.49502       (-0.995,-0.717) (-12.088,-22.659) (-2.518,-1.031)      2.599
54      2.75225   7.27946   1.74378 -14.28462 -28.90230 -33.47017       (-1.010,-0.735) (-12.123,-22.662) (-2.508,-1.008)      2.64636
55      2.72586   7.27122   1.73987 -14.27247 -28.87200 -33.44533       (-1.024,-0.754) (-12.157,-22.666) (-2.498,-0.986)      2.69376
56      2.69948   7.26298   1.73596 -14.26031 -28.84170 -33.42048       (-1.038,-0.772) (-12.192,-22.670) (-2.487,-0.964)      2.74121
