Fol_2018-03-05.14_03_12.254_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -3.98391 -53.21456  -2.82982   3.04934 -38.45441 -49.71341       (-46.445,-2.830) (-0.220,-35.625) (-49.946,-6.814)      1.42109e-14
1     -3.98674 -53.16151  -2.82982   2.99629 -38.45157 -49.71013       (-46.547,-2.830) (-0.166,-35.622) (-49.999,-6.817)      0.127346
2     -3.98957 -53.10847  -2.82982   2.94324 -38.44874 -49.70686       (-46.650,-2.830) (-0.113,-35.619) (-50.052,-6.819)      0.254692
3     -3.99241 -53.05542  -2.82982   2.89019 -38.44591 -49.70359       (-46.753,-2.830) (-0.060,-35.616) (-50.105,-6.822)      0.382038
4     -3.99524 -53.00237  -2.82982   2.83714 -38.44307 -49.70032       (-46.856,-2.830) (-0.007,-35.613) (-50.158,-6.825)      0.509385
5     -3.99807 -52.94932  -2.82982   2.78410 -38.44024 -49.69705       (-6.782,-2.784) (-0.046,-35.656) (-50.165,-46.913)      0.584818
6     -4.00090 -52.89627  -2.82982   2.73105 -38.43741 -49.69377       (-6.732,-2.731) (-0.099,-35.706) (-50.165,-46.963)      0.664172
7     -4.00374 -52.84323  -2.82982   2.67800 -38.43458 -49.69050       (-6.682,-2.678) (-0.152,-35.757) (-50.165,-47.013)      0.752684
8     -4.00657 -52.79018  -2.82982   2.62495 -38.43174 -49.68723       (-6.632,-2.625) (-0.205,-35.807) (-50.165,-47.062)      0.847491
9     -4.00940 -52.73713  -2.82982   2.57190 -38.42891 -49.68396       (-6.581,-2.572) (-0.258,-35.857) (-50.165,-47.112)      0.946703
10     -4.01223 -52.68408  -2.82982   2.51885 -38.42608 -49.68069       (-6.531,-2.519) (-0.311,-35.907) (-50.165,-47.162)      1.04907
11     -4.01507 -52.63103  -2.82982   2.46581 -38.42325 -49.67741       (-6.481,-2.466) (-0.364,-35.957) (-50.165,-47.212)      1.15376
12     -4.01790 -52.57799  -2.82982   2.41276 -38.42041 -49.67414       (-6.431,-2.413) (-0.417,-36.008) (-50.165,-47.261)      1.26018
13     -4.02073 -52.52494  -2.82982   2.35971 -38.41758 -49.67087       (-6.380,-2.360) (-0.470,-36.058) (-50.165,-47.311)      1.36794
14     -4.02357 -52.47189  -2.82982   2.30666 -38.41475 -49.66760       (-6.330,-2.307) (-0.523,-36.108) (-50.165,-47.361)      1.47673
15     -4.02640 -52.41884  -2.82982   2.25361 -38.41192 -49.66432       (-6.280,-2.254) (-0.576,-36.158) (-50.165,-47.411)      1.58636
16     -4.02923 -52.36579  -2.82982   2.20057 -38.40908 -49.66105       (-6.230,-2.201) (-0.629,-36.209) (-50.165,-47.460)      1.69665
17     -4.03206 -52.31275  -2.82982   2.14752 -38.40625 -49.65778       (-6.180,-2.148) (-0.682,-36.259) (-50.165,-47.510)      1.80749
18     -4.03490 -52.25970  -2.82982   2.09447 -38.40342 -49.65451       (-6.129,-2.094) (-0.735,-36.309) (-50.165,-47.560)      1.91878
19     -4.03773 -52.20665  -2.82982   2.04142 -38.40058 -49.65124       (-6.079,-2.041) (-0.788,-36.359) (-50.165,-47.610)      2.03044
20     -4.04056 -52.15360  -2.82982   1.98837 -38.39775 -49.64796       (-6.029,-1.988) (-0.841,-36.409) (-50.165,-47.660)      2.14242
21     -4.04339 -52.10055  -2.82982   1.93533 -38.39492 -49.64469       (-5.979,-1.935) (-0.894,-36.460) (-50.165,-47.709)      2.25468
22     -4.04623 -52.04750  -2.82982   1.88228 -38.39209 -49.64142       (-5.929,-1.882) (-0.948,-36.510) (-50.165,-47.759)      2.36716
23     -4.04906 -51.99446  -2.82982   1.82923 -38.38925 -49.63815       (-5.878,-1.829) (-1.001,-36.560) (-50.165,-47.809)      2.47984
24     -4.05189 -51.94141  -2.82982   1.77618 -38.38642 -49.63488       (-5.828,-1.776) (-1.054,-36.610) (-50.165,-47.859)      2.5927
