10PERCENT_2018-03-07.11_27_27.724_.txt     Output is probe cell, reduced cell, NCDist distance between
0      7.54936   0.15943  -5.65053   1.42338 -18.07482 -50.10543       (-0.508,-0.349) (-34.179,-7.360) (-1.977,-1.234)      7.10543e-15
1      7.54057   0.15876  -5.65225   1.41998 -18.05708 -50.08948       (-0.499,-0.340) (-34.192,-7.359) (-1.996,-1.238)      0.0265023
2      7.53177   0.15809  -5.65396   1.41657 -18.03934 -50.07354       (-0.490,-0.332) (-34.204,-7.358) (-2.015,-1.243)      0.0530047
3      7.52298   0.15743  -5.65567   1.41317 -18.02159 -50.05760       (-0.480,-0.323) (-34.216,-7.357) (-2.034,-1.248)      0.079507
4      7.51419   0.15676  -5.65738   1.40977 -18.00385 -50.04166       (-0.471,-0.314) (-34.229,-7.357) (-2.053,-1.252)      0.106009
5      7.50540   0.15609  -5.65909   1.40636 -17.98611 -50.02572       (-0.462,-0.306) (-34.241,-7.356) (-2.072,-1.257)      0.132512
6      7.49661   0.15542  -5.66080   1.40296 -17.96836 -50.00977       (-0.452,-0.297) (-34.253,-7.355) (-2.092,-1.261)      0.159014
7      7.48781   0.15475  -5.66251   1.39956 -17.95062 -49.99383       (-0.443,-0.288) (-34.266,-7.354) (-2.111,-1.266)      0.185516
8      7.47902   0.15408  -5.66422   1.39615 -17.93288 -49.97789       (-0.434,-0.280) (-34.278,-7.353) (-2.130,-1.271)      0.212019
9      7.47023   0.15342  -5.66593   1.39275 -17.91513 -49.96195       (-0.424,-0.271) (-34.290,-7.353) (-2.149,-1.275)      0.238521
10      7.46144   0.15275  -5.66764   1.38935 -17.89739 -49.94601       (-0.415,-0.262) (-34.302,-7.352) (-2.168,-1.280)      0.265023
11      7.45265   0.15208  -5.66936   1.38594 -17.87964 -49.93007       (-0.406,-0.254) (-34.315,-7.351) (-2.187,-1.284)      0.291526
12      7.44385   0.15141  -5.67107   1.38254 -17.86190 -49.91412       (-0.397,-0.245) (-34.327,-7.350) (-2.207,-1.289)      0.318028
13      7.43506   0.15074  -5.67278   1.37914 -17.84416 -49.89818       (-0.387,-0.236) (-34.339,-7.349) (-2.226,-1.293)      0.34453
14      7.42627   0.15007  -5.67449   1.37573 -17.82641 -49.88224       (-0.378,-0.228) (-34.352,-7.349) (-2.245,-1.298)      0.371033
15      7.41748   0.14940  -5.67620   1.37233 -17.80867 -49.86630       (-0.369,-0.219) (-34.364,-7.348) (-2.264,-1.303)      0.397535
16      7.40869   0.14874  -5.67791   1.36893 -17.79093 -49.85036       (-0.359,-0.211) (-34.376,-7.347) (-2.283,-1.307)      0.424038
17      7.39989   0.14807  -5.67962   1.36552 -17.77318 -49.83441       (-0.350,-0.202) (-34.389,-7.346) (-2.303,-1.312)      0.45054
18      7.39110   0.14740  -5.68133   1.36212 -17.75544 -49.81847       (-0.341,-0.193) (-34.401,-7.345) (-2.322,-1.316)      0.477042
19      7.38231   0.14673  -5.68304   1.35872 -17.73770 -49.80253       (-0.331,-0.185) (-34.413,-7.344) (-2.341,-1.321)      0.503545
20      7.37352   0.14606  -5.68476   1.35531 -17.71995 -49.78659       (-0.322,-0.176) (-34.425,-7.344) (-2.360,-1.325)      0.530047
21      7.36473   0.14539  -5.68647   1.35191 -17.70221 -49.77065       (-0.313,-0.167) (-34.438,-7.343) (-2.379,-1.330)      0.556549
22      7.35593   0.14472  -5.68818   1.34851 -17.68446 -49.75470       (-0.303,-0.159) (-34.450,-7.342) (-2.398,-1.335)      0.583052
23      7.34714   0.14406  -5.68989   1.34510 -17.66672 -49.73876       (-0.294,-0.150) (-34.462,-7.341) (-2.418,-1.339)      0.609554
