2BOUNDS_2018-03-07.14_20_05.29_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -5.05233 -32.32173 -27.20327  16.52957  -4.92525 -19.61531       (-2.509,-0.997) (-0.490,-2.192) (-7.435,-0.456)      0
1     -5.04947 -32.29682 -27.17703  16.51253  -4.92078 -19.59818       (-2.646,-1.038) (-0.538,-2.310) (-7.361,-0.368)      0.223418
2     -5.04660 -32.27190 -27.15080  16.49549  -4.91630 -19.58106       (-2.784,-1.079) (-0.587,-2.428) (-7.286,-0.281)      0.446837
3     -5.04374 -32.24699 -27.12457  16.47846  -4.91183 -19.56394       (-2.921,-1.120) (-0.636,-2.546) (-7.212,-0.194)      0.670255
4     -5.04088 -32.22208 -27.09834  16.46142  -4.90736 -19.54681       (-3.058,-1.161) (-0.685,-2.664) (-7.138,-0.106)      0.893673
5     -5.03802 -32.19717 -27.07210  16.44438  -4.90288 -19.52969       (-3.195,-1.202) (-0.734,-2.782) (-7.064,-0.019)      1.11709
6     -5.03515 -32.17226 -27.04587  16.42735  -4.89841 -19.51257       (-0.714,-1.174) (-3.264,-2.831) (-7.059,-0.069)      1.16231
7     -5.03229 -32.14734 -27.01964  16.41031  -4.89393 -19.49544       (-0.676,-1.128) (-3.314,-2.862) (-7.072,-0.156)      1.1699
8     -5.02943 -32.12243 -26.99341  16.39328  -4.88946 -19.47832       (-0.637,-1.081) (-3.364,-2.892) (-7.086,-0.243)      1.19
9     -5.02656 -32.09752 -26.96718  16.37624  -4.88499 -19.46120       (-0.599,-1.035) (-3.414,-2.923) (-7.099,-0.331)      1.22199
10     -5.02370 -32.07261 -26.94094  16.35920  -4.88051 -19.44407       (-0.560,-0.989) (-3.463,-2.953) (-7.112,-0.418)      1.26497
11     -5.02084 -32.04769 -26.91471  16.34217  -4.87604 -19.42695       (-0.522,-0.942) (-3.513,-2.984) (-7.126,-0.505)      1.31788
12     -5.01797 -32.02278 -26.88848  16.32513  -4.87156 -19.40983       (-0.483,-0.896) (-3.563,-3.014) (-7.139,-0.593)      1.37956
13     -5.01511 -31.99787 -26.86225  16.30810  -4.86709 -19.39270       (-0.445,-0.849) (-3.613,-3.045) (-7.152,-0.680)      1.4489
14     -5.01225 -31.97296 -26.83601  16.29106  -4.86262 -19.37558       (-0.406,-0.803) (-3.663,-3.075) (-7.166,-0.768)      1.52485
15     -5.00939 -31.94805 -26.80978  16.27402  -4.85814 -19.35846       (-0.368,-0.756) (-3.713,-3.106) (-7.179,-0.855)      1.60648
16     -5.00652 -31.92313 -26.78355  16.25699  -4.85367 -19.34133       (-0.329,-0.710) (-3.763,-3.136) (-7.192,-0.942)      1.69297
17     -5.00366 -31.89822 -26.75732  16.23995  -4.84919 -19.32421       (-0.291,-0.664) (-3.813,-3.167) (-7.206,-1.030)      1.7836
18     -5.00080 -31.87331 -26.73108  16.22292  -4.84472 -19.30709       (-0.252,-0.617) (-3.862,-3.197) (-7.219,-1.117)      1.87778
19     -4.99793 -31.84840 -26.70485  16.20588  -4.84025 -19.28996       (-0.214,-0.571) (-3.912,-3.228) (-7.232,-1.204)      1.97499
20     -4.99507 -31.82349 -26.67862  16.18884  -4.83577 -19.27284       (-0.175,-0.524) (-3.962,-3.258) (-7.246,-1.292)      2.07483
21     -4.99221 -31.79857 -26.65239  16.17181  -4.83130 -19.25572       (-0.136,-0.478) (-4.012,-3.289) (-7.259,-1.379)      2.17691
22     -4.98935 -31.77366 -26.62615  16.15477  -4.82682 -19.23859       (-0.098,-0.431) (-4.062,-3.319) (-7.273,-1.467)      2.28095
23     -4.98648 -31.74875 -26.59992  16.13773  -4.82235 -19.22147       (-0.059,-0.385) (-4.112,-3.350) (-7.286,-1.554)      2.38668
24     -4.98362 -31.72384 -26.57369  16.12070  -4.81788 -19.20435       (-0.021,-0.339) (-4.162,-3.380) (-7.299,-1.641)      2.4939
25     -4.98076 -31.69893 -26.54746  16.10366  -4.81340 -19.18722       (-0.310,-0.018) (-7.295,-4.194) (-3.393,-1.711)      2.35415
26     -4.97789 -31.67401 -26.52122  16.08663  -4.80893 -19.17010       (-0.302,-0.056) (-7.270,-4.205) (-3.385,-1.760)      2.3715
27     -4.97503 -31.64910 -26.49499  16.06959  -4.80445 -19.15298       (-0.294,-0.095) (-7.245,-4.217) (-3.377,-1.809)      2.39071
28     -4.97217 -31.62419 -26.46876  16.05255  -4.79998 -19.13585       (-0.286,-0.133) (-7.220,-4.228) (-3.369,-1.858)      2.41174
29     -4.96931 -31.59928 -26.44253  16.03552  -4.79551 -19.11873       (-0.278,-0.172) (-7.194,-4.239) (-3.361,-1.907)      2.43455
30     -4.96644 -31.57436 -26.41629  16.01848  -4.79103 -19.10161       (-0.270,-0.210) (-7.169,-4.251) (-3.353,-1.956)      2.45908
31     -4.96358 -31.54945 -26.39006  16.00145  -4.78656 -19.08448       (-0.262,-0.249) (-7.144,-4.262) (-3.345,-2.004)      2.48528
