Fol_2018-03-05.14_05_24.731_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.68583  13.65623   0.97834 -42.30501 -24.18989 -31.90847       (-4.686,-10.127) (-8.791,-3.707) (-10.132,-0.090)      0
1      4.68105  13.63376   0.96723 -42.27281 -24.16938 -31.88122       (-4.681,-10.190) (-8.818,-3.714) (-10.126,-0.067)      0.0724487
2      4.67627  13.61129   0.95611 -42.24060 -24.14888 -31.85397       (-4.676,-10.252) (-8.845,-3.720) (-10.120,-0.045)      0.144897
3      4.67149  13.58882   0.94499 -42.20840 -24.12838 -31.82672       (-4.671,-10.314) (-8.872,-3.726) (-10.114,-0.022)      0.217346
4      4.66671  13.56635   0.93388 -42.17619 -24.10787 -31.79947       (-8.900,-10.377) (-4.667,-3.733) (-10.108,-0.000)      0.289721
5      4.66193  13.54388   0.92276 -42.14399 -24.08737 -31.77222       (-8.904,-10.417) (-4.639,-3.717) (-10.124,-0.023)      0.334386
6      4.65715  13.52141   0.91164 -42.11178 -24.06687 -31.74497       (-8.909,-10.457) (-4.612,-3.701) (-10.140,-0.045)      0.382727
7      4.65237  13.49894   0.90053 -42.07958 -24.04637 -31.71772       (-8.914,-10.497) (-4.585,-3.684) (-10.157,-0.067)      0.433516
8      4.64759  13.47647   0.88941 -42.04737 -24.02586 -31.69047       (-8.919,-10.537) (-4.558,-3.668) (-10.173,-0.090)      0.485987
9      4.64281  13.45400   0.87830 -42.01517 -24.00536 -31.66322       (-8.924,-10.577) (-4.530,-3.652) (-10.189,-0.112)      0.539649
10      4.63803  13.43153   0.86718 -41.98296 -23.98486 -31.63597       (-8.928,-10.617) (-4.503,-3.636) (-10.206,-0.135)      0.594179
11      4.63325  13.40906   0.85606 -41.95076 -23.96435 -31.60872       (-8.933,-10.657) (-4.476,-3.620) (-10.222,-0.157)      0.649359
12      4.62847  13.38659   0.84495 -41.91855 -23.94385 -31.58147       (-8.938,-10.697) (-4.449,-3.604) (-10.238,-0.180)      0.705036
13      4.62369  13.36412   0.83383 -41.88635 -23.92335 -31.55422       (-8.943,-10.737) (-4.421,-3.588) (-10.255,-0.202)      0.761101
14      4.61891  13.34165   0.82271 -41.85414 -23.90285 -31.52697       (-8.947,-10.777) (-4.394,-3.571) (-10.271,-0.225)      0.817475
15      4.61413  13.31919   0.81160 -41.82194 -23.88234 -31.49972       (-8.952,-10.817) (-4.367,-3.555) (-10.287,-0.247)      0.874097
16      4.60935  13.29672   0.80048 -41.78973 -23.86184 -31.47247       (-8.957,-10.857) (-4.340,-3.539) (-10.303,-0.270)      0.930922
17      4.60457  13.27425   0.78936 -41.75753 -23.84134 -31.44522       (-8.962,-10.897) (-4.312,-3.523) (-10.320,-0.292)      0.987915
18      4.59979  13.25178   0.77825 -41.72532 -23.82083 -31.41797       (-8.967,-10.937) (-4.285,-3.507) (-10.336,-0.315)      1.04505
19      4.59501  13.22931   0.76713 -41.69312 -23.80033 -31.39072       (-8.971,-10.977) (-4.258,-3.491) (-10.352,-0.337)      1.1023
20      4.59023  13.20684   0.75601 -41.66092 -23.77983 -31.36347       (-8.976,-11.017) (-4.231,-3.475) (-10.369,-0.360)      1.15966
21      4.58545  13.18437   0.74490 -41.62871 -23.75933 -31.33622       (-8.981,-11.057) (-4.203,-3.459) (-10.385,-0.382)      1.2171
22      4.58067  13.16190   0.73378 -41.59651 -23.73882 -31.30897       (-8.986,-11.097) (-4.176,-3.442) (-10.401,-0.405)      1.27461
23      4.57588  13.13943   0.72266 -41.56430 -23.71832 -31.28172       (-8.991,-11.137) (-4.149,-3.426) (-10.418,-0.427)      1.33219
24      4.57110  13.11696   0.71155 -41.53210 -23.69782 -31.25447       (-8.995,-11.177) (-4.122,-3.410) (-10.434,-0.449)      1.38983
25      4.56632  13.09449   0.70043 -41.49989 -23.67731 -31.22722       (-9.000,-11.216) (-4.094,-3.394) (-10.450,-0.472)      1.44752
26      4.56154  13.07202   0.68931 -41.46769 -23.65681 -31.19997       (-9.005,-11.256) (-4.067,-3.378) (-10.467,-0.494)      1.50526
27      4.55676  13.04955   0.67820 -41.43548 -23.63631 -31.17272       (-9.010,-11.296) (-4.040,-3.362) (-10.483,-0.517)      1.56303
28      4.55198  13.02708   0.66708 -41.40328 -23.61581 -31.14547       (-9.014,-11.336) (-4.013,-3.346) (-10.499,-0.539)      1.62084
29      4.54720  13.00461   0.65596 -41.37107 -23.59530 -31.11822       (-9.019,-11.376) (-3.985,-3.329) (-10.515,-0.562)      1.67868
30      4.54242  12.98214   0.64485 -41.33887 -23.57480 -31.09097       (-9.024,-11.416) (-3.958,-3.313) (-10.532,-0.584)      1.73655
31      4.53764  12.95967   0.63373 -41.30666 -23.55430 -31.06372       (-9.029,-11.456) (-3.931,-3.297) (-10.548,-0.607)      1.79444
32      4.53286  12.93720   0.62261 -41.27446 -23.53379 -31.03647       (-9.034,-11.496) (-3.904,-3.281) (-10.564,-0.629)      1.85236
33      4.52808  12.91474   0.61150 -41.24225 -23.51329 -31.00922       (-9.038,-11.536) (-3.876,-3.265) (-10.581,-0.652)      1.9103
34      4.52330  12.89227   0.60038 -41.21005 -23.49279 -30.98197       (-9.043,-11.576) (-3.849,-3.249) (-10.597,-0.674)      1.96826
35      4.51852  12.86980   0.58927 -41.17784 -23.47228 -30.95472       (-9.048,-11.616) (-3.822,-3.233) (-10.613,-0.697)      2.02624
36      4.51374  12.84733   0.57815 -41.14564 -23.45178 -30.92747       (-9.053,-11.656) (-3.795,-3.217) (-10.630,-0.719)      2.08423
37      4.50896  12.82486   0.56703 -41.11343 -23.43128 -30.90022       (-9.057,-11.696) (-3.767,-3.200) (-10.646,-0.742)      2.14224
38      4.50418  12.80239   0.55592 -41.08123 -23.41078 -30.87297       (-9.062,-11.736) (-3.740,-3.184) (-10.662,-0.764)      2.20026
