Fol_2018-02-25.13_34_56.46_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -10462.05090 -7678.83032 6770.62182 -7546.49190 -7819.81943 7290.59098       (-388.239,-255.901) (-3171.460,-529.228) (-519.969,-7290.591)      4.4556e-12
1    -10451.96701 -7674.31844 6763.32393 -7539.19401 -7812.52154 7275.99520       (-398.323,-263.199) (-3175.972,-536.526) (-512.671,-7275.995)      22.2454
2    -10441.88311 -7669.80656 6756.02604 -7531.89612 -7805.22365 7261.39942       (-408.407,-270.497) (-3180.484,-543.824) (-505.373,-7261.399)      44.4907
3    -10431.79922 -7665.29467 6748.72815 -7524.59824 -7797.92576 7246.80365       (-418.491,-277.795) (-3184.996,-551.122) (-498.075,-7246.804)      66.7361
4    -10421.71532 -7660.78279 6741.43026 -7517.30035 -7790.62787 7232.20787       (-428.575,-285.092) (-3189.507,-558.420) (-490.778,-7232.208)      88.9815
5    -10411.63142 -7656.27091 6734.13237 -7510.00246 -7783.32998 7217.61209       (-438.659,-292.390) (-3194.019,-565.718) (-483.480,-7217.612)      111.227
6    -10401.54753 -7651.75903 6726.83448 -7502.70457 -7776.03209 7203.01631       (-448.743,-299.688) (-3198.531,-573.016) (-476.182,-7203.016)      133.472
7    -10391.46363 -7647.24714 6719.53659 -7495.40668 -7768.73420 7188.42054       (-458.827,-306.986) (-3203.043,-580.314) (-468.884,-7188.421)      155.718
8    -10381.37974 -7642.73526 6712.23870 -7488.10879 -7761.43632 7173.82476       (-468.911,-314.284) (-3207.555,-587.612) (-461.586,-7173.825)      177.963
9    -10371.29584 -7638.22338 6704.94082 -7480.81090 -7754.13843 7159.22898       (-478.994,-321.582) (-3212.067,-594.909) (-454.288,-7159.229)      200.208
10    -10361.21195 -7633.71150 6697.64293 -7473.51301 -7746.84054 7144.63320       (-489.078,-328.880) (-3216.579,-602.207) (-446.990,-7144.633)      222.454
11    -10351.12805 -7629.19961 6690.34504 -7466.21512 -7739.54265 7130.03742       (-499.162,-336.178) (-3221.091,-609.505) (-439.692,-7130.037)      244.699
12    -10341.04416 -7624.68773 6683.04715 -7458.91724 -7732.24476 7115.44165       (-509.246,-343.476) (-3225.603,-616.803) (-432.394,-7115.442)      266.944
13    -10330.96026 -7620.17585 6675.74926 -7451.61935 -7724.94687 7100.84587       (-519.330,-350.773) (-3230.114,-624.101) (-425.097,-7100.846)      289.19
14    -10320.87637 -7615.66397 6668.45137 -7444.32146 -7717.64898 7086.25009       (-529.414,-358.071) (-3234.626,-631.399) (-417.799,-7086.250)      311.435
15    -10310.79247 -7611.15209 6661.15348 -7437.02357 -7710.35109 7071.65431       (-539.498,-365.369) (-3239.138,-638.697) (-410.501,-7071.654)      333.68
16    -10300.70857 -7606.64020 6653.85559 -7429.72568 -7703.05320 7057.05854       (-549.582,-372.667) (-3243.650,-645.995) (-403.203,-7057.059)      355.926
17    -10290.62468 -7602.12832 6646.55770 -7422.42779 -7695.75532 7042.46276       (-559.666,-379.965) (-3248.162,-653.293) (-395.905,-7042.463)      378.171
18    -10280.54078 -7597.61644 6639.25982 -7415.12990 -7688.45743 7027.86698       (-569.749,-387.263) (-3252.674,-660.590) (-388.607,-7027.867)      400.417
