2BOUNDS_2018-03-07.14_24_26.126_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -47.00429 -47.55010  -0.21194 -26.68690   5.51769 -11.68728       (-5.306,-26.475) (-47.762,-36.181) (-0.212,-0.864)      8.88178e-16
1    -46.96255 -47.55031  -0.21194 -26.68669   5.47595 -11.67644       (-5.264,-26.475) (-47.762,-36.223) (-0.212,-0.936)      0.0936059
2    -46.92081 -47.55053  -0.21194 -26.68648   5.43421 -11.66561       (-5.222,-26.475) (-47.762,-36.264) (-0.212,-1.009)      0.187212
3    -46.87907 -47.55074  -0.21194 -26.68627   5.39247 -11.65478       (-5.181,-26.474) (-47.763,-36.306) (-0.212,-1.082)      0.280818
4    -46.83733 -47.55095  -0.21194 -26.68606   5.35073 -11.64394       (-5.139,-26.474) (-47.763,-36.348) (-0.212,-1.154)      0.374424
5    -46.79559 -47.55116  -0.21194 -26.68584   5.30899 -11.63311       (-5.097,-26.474) (-47.763,-36.390) (-0.212,-1.227)      0.46803
6    -46.75385 -47.55137  -0.21194 -26.68563   5.26725 -11.62227       (-5.055,-26.474) (-47.763,-36.431) (-0.212,-1.300)      0.561636
7    -46.71211 -47.55159  -0.21194 -26.68542   5.22551 -11.61144       (-5.014,-26.473) (-47.764,-36.473) (-0.212,-1.372)      0.655241
8    -46.67037 -47.55180  -0.21194 -26.68521   5.18377 -11.60060       (-4.972,-26.473) (-47.764,-36.515) (-0.212,-1.445)      0.748847
9    -46.62863 -47.55201  -0.21194 -26.68500   5.14203 -11.58977       (-4.930,-26.473) (-47.764,-36.556) (-0.212,-1.518)      0.842453
10    -46.58689 -47.55222  -0.21194 -26.68478   5.10029 -11.57894       (-4.888,-26.473) (-47.764,-36.598) (-0.212,-1.590)      0.936059
11    -46.54515 -47.55244  -0.21194 -26.68457   5.05855 -11.56810       (-4.847,-26.473) (-47.764,-36.640) (-0.212,-1.663)      1.02967
12    -46.50341 -47.55265  -0.21194 -26.68436   5.01681 -11.55727       (-4.805,-26.472) (-47.765,-36.682) (-0.212,-1.736)      1.12327
