Fol_2018-02-25.13_34_52.41_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1557.37543 -854.71811 389.27390 -664.85450 -784.75319 716.31254       (-189.864,-51.458) (-275.581,-16.983) (-789.605,-664.854)      1.13687e-13
1    -1556.00655 -854.13840 388.09384 -664.24049 -783.98465 714.92999       (-189.898,-50.689) (-276.147,-18.365) (-790.387,-664.240)      1.95257
2    -1554.63767 -853.55868 386.91378 -663.62648 -783.21611 713.54744       (-189.932,-49.921) (-276.713,-19.748) (-791.169,-663.626)      3.90515
3    -1553.26879 -852.97896 385.73372 -663.01247 -782.44757 712.16489       (-189.966,-49.152) (-277.279,-21.130) (-791.951,-663.012)      5.85772
4    -1551.89990 -852.39925 384.55367 -662.39846 -781.67903 710.78234       (-190.001,-48.384) (-277.845,-22.513) (-792.734,-662.398)      7.81029
5    -1550.53102 -851.81953 383.37361 -661.78445 -780.91049 709.39979       (-190.035,-47.615) (-278.411,-23.895) (-793.516,-661.784)      9.76286
6    -1549.16214 -851.23981 382.19355 -661.17044 -780.14195 708.01724       (-190.069,-46.847) (-278.977,-25.278) (-794.298,-661.170)      11.7154
7    -1547.79326 -850.66009 381.01349 -660.55643 -779.37341 706.63469       (-190.104,-46.078) (-279.543,-26.660) (-795.080,-660.556)      13.668
8    -1546.42438 -850.08038 379.83343 -659.94242 -778.60487 705.25214       (-190.138,-45.310) (-280.109,-28.043) (-795.863,-659.942)      15.6206
9    -1545.05550 -849.50066 378.65337 -659.32841 -777.83633 703.86959       (-190.172,-44.541) (-280.675,-29.426) (-796.645,-659.328)      17.5732
10    -1543.68662 -848.92094 377.47331 -658.71439 -777.06780 702.48704       (-190.207,-43.773) (-281.241,-30.808) (-797.427,-658.714)      19.5257
11    -1542.31774 -848.34122 376.29325 -658.10038 -776.29926 701.10449       (-190.241,-43.004) (-281.807,-32.191) (-798.209,-658.100)      21.4783
12    -1540.94886 -847.76151 375.11320 -657.48637 -775.53072 699.72194       (-190.275,-42.236) (-282.373,-33.573) (-798.991,-657.486)      23.4309
13    -1539.57998 -847.18179 373.93314 -656.87236 -774.76218 698.33939       (-190.309,-41.467) (-282.939,-34.956) (-799.774,-656.872)      25.3834
14    -1538.21110 -846.60207 372.75308 -656.25835 -773.99364 696.95684       (-190.344,-40.698) (-283.505,-36.338) (-800.556,-656.258)      27.336
15    -1536.84222 -846.02236 371.57302 -655.64434 -773.22510 695.57429       (-190.378,-39.930) (-284.071,-37.721) (-801.338,-655.644)      29.2886
16    -1535.47334 -845.44264 370.39296 -655.03033 -772.45656 694.19174       (-190.412,-39.161) (-284.637,-39.103) (-802.120,-655.030)      31.2412
17    -1534.10446 -844.86292 369.21290 -654.41632 -771.68802 692.80919       (-190.447,-38.393) (-285.203,-40.486) (-802.902,-654.416)      33.1937
18    -1532.73557 -844.28320 368.03284 -653.80231 -770.91948 691.42664       (-190.481,-37.624) (-285.769,-41.869) (-803.685,-653.802)      35.1463
19    -1531.36669 -843.70349 366.85278 -653.18830 -770.15094 690.04410       (-190.515,-36.856) (-286.336,-43.251) (-804.467,-653.188)      37.0989
20    -1529.99781 -843.12377 365.67272 -652.57429 -769.38240 688.66155       (-190.549,-36.087) (-286.902,-44.634) (-805.249,-652.574)      39.0515
21    -1528.62893 -842.54405 364.49267 -651.96028 -768.61387 687.27900       (-190.584,-35.319) (-287.468,-46.016) (-806.031,-651.960)      41.004
22    -1527.26005 -841.96433 363.31261 -651.34627 -767.84533 685.89645       (-190.618,-34.550) (-288.034,-47.399) (-806.813,-651.346)      42.9566
23    -1525.89117 -841.38462 362.13255 -650.73226 -767.07679 684.51390       (-190.652,-33.782) (-288.600,-48.781) (-807.596,-650.732)      44.9092
24    -1524.52229 -840.80490 360.95249 -650.11825 -766.30825 683.13135       (-190.687,-33.013) (-289.166,-50.164) (-808.378,-650.118)      46.8617
25    -1523.15341 -840.22518 359.77243 -649.50424 -765.53971 681.74880       (-190.721,-32.245) (-289.732,-51.546) (-809.160,-649.504)      48.8143
26    -1521.78453 -839.64547 358.59237 -648.89023 -764.77117 680.36625       (-190.755,-31.476) (-290.298,-52.929) (-809.942,-648.890)      50.7669
27    -1520.41565 -839.06575 357.41231 -648.27622 -764.00263 678.98370       (-190.790,-30.707) (-290.864,-54.311) (-810.724,-648.276)      52.7195
28    -1519.04677 -838.48603 356.23225 -647.66221 -763.23409 677.60115       (-190.824,-29.939) (-291.430,-55.694) (-811.507,-647.662)      54.672
29    -1517.67789 -837.90631 355.05220 -647.04820 -762.46555 676.21860       (-190.858,-29.170) (-291.996,-57.077) (-812.289,-647.048)      56.6246
30    -1516.30901 -837.32660 353.87214 -646.43419 -761.69701 674.83605       (-190.892,-28.402) (-292.562,-58.459) (-813.071,-646.434)      58.5772
31    -1514.94013 -836.74688 352.69208 -645.82017 -760.92847 673.45350       (-190.927,-27.633) (-293.128,-59.842) (-813.853,-645.820)      60.5298
32    -1513.57125 -836.16716 351.51202 -645.20616 -760.15994 672.07095       (-190.961,-26.865) (-293.694,-61.224) (-814.636,-645.206)      62.4823
33    -1512.20236 -835.58745 350.33196 -644.59215 -759.39140 670.68840       (-190.995,-26.096) (-294.260,-62.607) (-815.418,-644.592)      64.4349
34    -1510.83348 -835.00773 349.15190 -643.97814 -758.62286 669.30585       (-191.030,-25.328) (-294.826,-63.989) (-816.200,-643.978)      66.3875
35    -1509.46460 -834.42801 347.97184 -643.36413 -757.85432 667.92330       (-191.064,-24.559) (-295.392,-65.372) (-816.982,-643.364)      68.34
36    -1508.09572 -833.84829 346.79178 -642.75012 -757.08578 666.54075       (-191.098,-23.791) (-295.958,-66.754) (-817.764,-642.750)      70.2926
37    -1506.72684 -833.26858 345.61173 -642.13611 -756.31724 665.15820       (-191.132,-23.022) (-296.524,-68.137) (-818.547,-642.136)      72.2452
38    -1505.35796 -832.68886 344.43167 -641.52210 -755.54870 663.77565       (-191.167,-22.254) (-297.090,-69.519) (-819.329,-641.522)      74.1978
39    -1503.98908 -832.10914 343.25161 -640.90809 -754.78016 662.39310       (-191.201,-21.485) (-297.656,-70.902) (-820.111,-640.908)      76.1503
40    -1502.62020 -831.52942 342.07155 -640.29408 -754.01162 661.01055       (-191.235,-20.716) (-298.223,-72.285) (-820.893,-640.294)      78.1029
41    -1501.25132 -830.94971 340.89149 -639.68007 -753.24308 659.62800       (-191.270,-19.948) (-298.789,-73.667) (-821.675,-639.680)      80.0555
42    -1499.88244 -830.36999 339.71143 -639.06606 -752.47454 658.24545       (-191.304,-19.179) (-299.355,-75.050) (-822.458,-639.066)      82.0081
43    -1498.51356 -829.79027 338.53137 -638.45205 -751.70601 656.86291       (-191.338,-18.411) (-299.921,-76.432) (-823.240,-638.452)      83.9606
44    -1497.14468 -829.21056 337.35131 -637.83804 -750.93747 655.48036       (-191.373,-17.642) (-300.487,-77.815) (-824.022,-637.838)      85.9132
45    -1495.77580 -828.63084 336.17125 -637.22403 -750.16893 654.09781       (-191.407,-16.874) (-301.053,-79.197) (-824.804,-637.224)      87.8658
46    -1494.40692 -828.05112 334.99120 -636.61002 -749.40039 652.71526       (-191.441,-16.105) (-301.619,-80.580) (-825.586,-636.610)      89.8184
47    -1493.03803 -827.47140 333.81114 -635.99601 -748.63185 651.33271       (-191.475,-15.337) (-302.185,-81.962) (-826.369,-635.996)      91.7709
48    -1491.66915 -826.89169 332.63108 -635.38200 -747.86331 649.95016       (-191.510,-14.568) (-302.751,-83.345) (-827.151,-635.382)      93.7235
