Fol_2018-03-05.14_02_23.97_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -79.13567 -13.85538   1.72129 -21.54038 -38.66341 -14.93591       (-77.414,-12.134) (-19.819,-36.942) (-1.721,-16.657)      2.16103e-14
1    -79.13395 -13.86135   1.71785 -21.53096 -38.66168 -14.93763       (-77.416,-12.143) (-19.813,-36.944) (-1.718,-16.655)      0.0120447
2    -79.13223 -13.86732   1.71440 -21.52155 -38.65996 -14.93935       (-77.418,-12.153) (-19.807,-36.946) (-1.714,-16.654)      0.0240893
3    -79.13050 -13.87329   1.71096 -21.51213 -38.65824 -14.94108       (-77.420,-12.162) (-19.801,-36.947) (-1.711,-16.652)      0.036134
4    -79.12878 -13.87926   1.70751 -21.50272 -38.65651 -14.94280       (-77.421,-12.172) (-19.795,-36.949) (-1.708,-16.650)      0.0481787
5    -79.12706 -13.88523   1.70406 -21.49330 -38.65479 -14.94452       (-77.423,-12.181) (-19.789,-36.951) (-1.704,-16.649)      0.0602234
6    -79.12533 -13.89120   1.70062 -21.48388 -38.65307 -14.94625       (-77.425,-12.191) (-19.783,-36.952) (-1.701,-16.647)      0.072268
7    -79.12361 -13.89717   1.69717 -21.47447 -38.65135 -14.94797       (-77.426,-12.200) (-19.777,-36.954) (-1.697,-16.645)      0.0843127
8    -79.12189 -13.90314   1.69373 -21.46505 -38.64962 -14.94969       (-77.428,-12.209) (-19.771,-36.956) (-1.694,-16.643)      0.0963574
9    -79.12016 -13.90910   1.69028 -21.45564 -38.64790 -14.95142       (-77.430,-12.219) (-19.765,-36.958) (-1.690,-16.642)      0.108402
10    -79.11844 -13.91507   1.68683 -21.44622 -38.64618 -14.95314       (-77.432,-12.228) (-19.759,-36.959) (-1.687,-16.640)      0.120447
11    -79.11672 -13.92104   1.68339 -21.43681 -38.64445 -14.95486       (-77.433,-12.238) (-19.753,-36.961) (-1.683,-16.638)      0.132491
12    -79.11500 -13.92701   1.67994 -21.42739 -38.64273 -14.95658       (-77.435,-12.247) (-19.747,-36.963) (-1.680,-16.637)      0.144536
13    -79.11327 -13.93298   1.67650 -21.41797 -38.64101 -14.95831       (-77.437,-12.256) (-19.741,-36.965) (-1.676,-16.635)      0.156581
14    -79.11155 -13.93895   1.67305 -21.40856 -38.63928 -14.96003       (-77.438,-12.266) (-19.736,-36.966) (-1.673,-16.633)      0.168625
15    -79.10983 -13.94492   1.66960 -21.39914 -38.63756 -14.96175       (-77.440,-12.275) (-19.730,-36.968) (-1.670,-16.631)      0.18067
16    -79.10810 -13.95089   1.66616 -21.38973 -38.63584 -14.96348       (-77.442,-12.285) (-19.724,-36.970) (-1.666,-16.630)      0.192715
17    -79.10638 -13.95686   1.66271 -21.38031 -38.63412 -14.96520       (-77.444,-12.294) (-19.718,-36.971) (-1.663,-16.628)      0.204759
18    -79.10466 -13.96283   1.65927 -21.37090 -38.63239 -14.96692       (-77.445,-12.304) (-19.712,-36.973) (-1.659,-16.626)      0.216804
19    -79.10293 -13.96880   1.65582 -21.36148 -38.63067 -14.96865       (-77.447,-12.313) (-19.706,-36.975) (-1.656,-16.624)      0.228849
