Fol_2018-02-25.13_35_12.62_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -535.18302 -328.33019 133.55279 -1029.77456 -307.06339 217.82034       (-110.510,-811.954) (-317.363,-89.243) (-84.268,-217.820)      2.29143e-13
1    -534.75793 -328.31921 133.33475 -1029.55652 -306.84535 217.38427       (-110.935,-812.172) (-317.374,-89.461) (-84.050,-217.384)      0.716669
2    -534.33283 -328.30823 133.11671 -1029.33848 -306.62732 216.94819       (-111.360,-812.390) (-317.385,-89.679) (-83.831,-216.948)      1.43334
3    -533.90773 -328.29726 132.89868 -1029.12044 -306.40928 216.51211       (-111.785,-812.608) (-317.396,-89.897) (-83.613,-216.512)      2.15001
4    -533.48263 -328.28628 132.68064 -1028.90240 -306.19124 216.07603       (-112.210,-812.826) (-317.407,-90.115) (-83.395,-216.076)      2.86668
5    -533.05753 -328.27530 132.46260 -1028.68437 -305.97320 215.63996       (-112.635,-813.044) (-317.418,-90.333) (-83.177,-215.640)      3.58334
6    -532.63243 -328.26432 132.24456 -1028.46633 -305.75516 215.20388       (-113.060,-813.262) (-317.429,-90.551) (-82.959,-215.204)      4.30001
7    -532.20734 -328.25334 132.02652 -1028.24829 -305.53712 214.76780       (-113.486,-813.480) (-317.440,-90.769) (-82.741,-214.768)      5.01668
8    -531.78224 -328.24236 131.80848 -1028.03025 -305.31909 214.33173       (-113.911,-813.699) (-317.451,-90.987) (-82.523,-214.332)      5.73335
9    -531.35714 -328.23138 131.59045 -1027.81221 -305.10105 213.89565       (-114.336,-813.917) (-317.461,-91.205) (-82.305,-213.896)      6.45002
10    -530.93204 -328.22041 131.37241 -1027.59417 -304.88301 213.45957       (-114.761,-814.135) (-317.472,-91.423) (-82.087,-213.460)      7.16669
11    -530.50694 -328.20943 131.15437 -1027.37614 -304.66497 213.02350       (-115.186,-814.353) (-317.483,-91.641) (-81.869,-213.023)      7.88336
12    -530.08185 -328.19845 130.93633 -1027.15810 -304.44693 212.58742       (-115.611,-814.571) (-317.494,-91.860) (-81.651,-212.587)      8.60003
13    -529.65675 -328.18747 130.71829 -1026.94006 -304.22889 212.15134       (-116.036,-814.789) (-317.505,-92.078) (-81.433,-212.151)      9.31669
14    -529.23165 -328.17649 130.50025 -1026.72202 -304.01086 211.71527       (-116.461,-815.007) (-317.516,-92.296) (-81.215,-211.715)      10.0334
15    -528.80655 -328.16551 130.28222 -1026.50398 -303.79282 211.27919       (-116.886,-815.225) (-317.527,-92.514) (-80.997,-211.279)      10.75
16    -528.38145 -328.15454 130.06418 -1026.28594 -303.57478 210.84311       (-117.311,-815.443) (-317.538,-92.732) (-80.779,-210.843)      11.4667
17    -527.95635 -328.14356 129.84614 -1026.06791 -303.35674 210.40704       (-117.737,-815.661) (-317.549,-92.950) (-80.561,-210.407)      12.1834
18    -527.53126 -328.13258 129.62810 -1025.84987 -303.13870 209.97096       (-118.162,-815.879) (-317.560,-93.168) (-80.343,-209.971)      12.9
19    -527.10616 -328.12160 129.41006 -1025.63183 -302.92066 209.53488       (-118.587,-816.097) (-317.571,-93.386) (-80.125,-209.535)      13.6167
20    -526.68106 -328.11062 129.19202 -1025.41379 -302.70263 209.09881       (-119.012,-816.315) (-317.582,-93.604) (-79.907,-209.099)      14.3334
21    -526.25596 -328.09964 128.97399 -1025.19575 -302.48459 208.66273       (-119.437,-816.533) (-317.593,-93.822) (-79.689,-208.663)      15.05
22    -525.83086 -328.08866 128.75595 -1024.97771 -302.26655 208.22665       (-119.862,-816.751) (-317.604,-94.040) (-79.471,-208.227)      15.7667
23    -525.40576 -328.07769 128.53791 -1024.75968 -302.04851 207.79058       (-120.287,-816.969) (-317.615,-94.258) (-79.253,-207.791)      16.4834
24    -524.98067 -328.06671 128.31987 -1024.54164 -301.83047 207.35450       (-120.712,-817.187) (-317.626,-94.476) (-79.035,-207.354)      17.2001
25    -524.55557 -328.05573 128.10183 -1024.32360 -301.61243 206.91842       (-121.137,-817.405) (-317.637,-94.694) (-78.817,-206.918)      17.9167
26    -524.13047 -328.04475 127.88379 -1024.10556 -301.39440 206.48235       (-121.562,-817.623) (-317.648,-94.912) (-78.599,-206.482)      18.6334
27    -523.70537 -328.03377 127.66576 -1023.88752 -301.17636 206.04627       (-121.988,-817.841) (-317.659,-95.130) (-78.381,-206.046)      19.3501
28    -523.28027 -328.02279 127.44772 -1023.66948 -300.95832 205.61019       (-122.413,-818.059) (-317.670,-95.348) (-78.162,-205.610)      20.0667
29    -522.85517 -328.01182 127.22968 -1023.45145 -300.74028 205.17412       (-122.838,-818.277) (-317.681,-95.566) (-77.944,-205.174)      20.7834
