10PERCENT_2018-03-07.11_27_21.657_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.82036 -35.04442 -10.15695  12.28613 -21.05635 -45.61713       (-31.202,-10.157) (-2.129,-10.899) (-20.629,-4.337)      1.77636e-15
1      5.81020 -35.01147 -10.15695  12.25318 -21.04618 -45.60270       (-31.253,-10.157) (-2.096,-10.889) (-20.662,-4.347)      0.0708994
2      5.80003 -34.97852 -10.15695  12.22023 -21.03602 -45.58827       (-31.305,-10.157) (-2.063,-10.879) (-20.695,-4.357)      0.141799
3      5.78986 -34.94557 -10.15695  12.18728 -21.02585 -45.57384       (-31.356,-10.157) (-2.030,-10.869) (-20.728,-4.367)      0.212698
4      5.77970 -34.91262 -10.15695  12.15433 -21.01568 -45.55941       (-31.408,-10.157) (-1.997,-10.859) (-20.761,-4.377)      0.283597
5      5.76953 -34.87967 -10.15695  12.12139 -21.00551 -45.54498       (-31.459,-10.157) (-1.964,-10.849) (-20.794,-4.387)      0.354497
6      5.75936 -34.84673 -10.15695  12.08844 -20.99535 -45.53056       (-31.511,-10.157) (-1.931,-10.838) (-20.827,-4.398)      0.425396
7      5.74919 -34.81378 -10.15695  12.05549 -20.98518 -45.51613       (-31.562,-10.157) (-1.899,-10.828) (-20.860,-4.408)      0.496296
8      5.73903 -34.78083 -10.15695  12.02254 -20.97501 -45.50170       (-31.614,-10.157) (-1.866,-10.818) (-20.893,-4.418)      0.567195
9      5.72886 -34.74788 -10.15695  11.98959 -20.96485 -45.48727       (-31.665,-10.157) (-1.833,-10.808) (-20.926,-4.428)      0.638094
10      5.71869 -34.71493 -10.15695  11.95665 -20.95468 -45.47284       (-31.716,-10.157) (-1.800,-10.798) (-20.959,-4.438)      0.708994
11      5.70853 -34.68199 -10.15695  11.92370 -20.94451 -45.45841       (-31.768,-10.157) (-1.767,-10.788) (-20.992,-4.448)      0.779893
12      5.69836 -34.64904 -10.15695  11.89075 -20.93434 -45.44398       (-31.819,-10.157) (-1.734,-10.777) (-21.024,-4.459)      0.850792
13      5.68819 -34.61609 -10.15695  11.85780 -20.92418 -45.42955       (-31.871,-10.157) (-1.701,-10.767) (-21.057,-4.469)      0.921692
14      5.67802 -34.58314 -10.15695  11.82485 -20.91401 -45.41512       (-31.922,-10.157) (-1.668,-10.757) (-21.090,-4.479)      0.992591
15      5.66786 -34.55019 -10.15695  11.79190 -20.90384 -45.40069       (-31.974,-10.157) (-1.635,-10.747) (-21.123,-4.489)      1.06349
16      5.65769 -34.51724 -10.15695  11.75896 -20.89368 -45.38626       (-32.025,-10.157) (-1.602,-10.737) (-21.156,-4.499)      1.13439
17      5.64752 -34.48430 -10.15695  11.72601 -20.88351 -45.37183       (-32.077,-10.157) (-1.569,-10.727) (-21.189,-4.509)      1.20529
18      5.63736 -34.45135 -10.15695  11.69306 -20.87334 -45.35740       (-32.128,-10.157) (-1.536,-10.716) (-21.222,-4.520)      1.27619
19      5.62719 -34.41840 -10.15695  11.66011 -20.86317 -45.34297       (-32.180,-10.157) (-1.503,-10.706) (-21.255,-4.530)      1.34709
20      5.61702 -34.38545 -10.15695  11.62716 -20.85301 -45.32854       (-32.231,-10.157) (-1.470,-10.696) (-21.288,-4.540)      1.41799
21      5.60685 -34.35250 -10.15695  11.59422 -20.84284 -45.31411       (-32.283,-10.157) (-1.437,-10.686) (-21.321,-4.550)      1.48889
22      5.59669 -34.31956 -10.15695  11.56127 -20.83267 -45.29968       (-32.334,-10.157) (-1.404,-10.676) (-21.354,-4.560)      1.55979
23      5.58652 -34.28661 -10.15695  11.52832 -20.82251 -45.28525       (-32.386,-10.157) (-1.371,-10.666) (-21.387,-4.570)      1.63069
24      5.57635 -34.25366 -10.15695  11.49537 -20.81234 -45.27082       (-32.437,-10.157) (-1.338,-10.655) (-21.420,-4.581)      1.70158
25      5.56619 -34.22071 -10.15695  11.46242 -20.80217 -45.25639       (-32.488,-10.157) (-1.305,-10.645) (-21.453,-4.591)      1.77248
26      5.55602 -34.18776 -10.15695  11.42947 -20.79200 -45.24196       (-32.540,-10.157) (-1.273,-10.635) (-21.486,-4.601)      1.84338
27      5.54585 -34.15481 -10.15695  11.39653 -20.78184 -45.22753       (-32.591,-10.157) (-1.240,-10.625) (-21.519,-4.611)      1.91428
28      5.53568 -34.12187 -10.15695  11.36358 -20.77167 -45.21310       (-32.643,-10.157) (-1.207,-10.615) (-21.552,-4.621)      1.98518
29      5.52552 -34.08892 -10.15695  11.33063 -20.76150 -45.19867       (-32.694,-10.157) (-1.174,-10.605) (-21.585,-4.631)      2.05608
30      5.51535 -34.05597 -10.15695  11.29768 -20.75134 -45.18424       (-32.746,-10.157) (-1.141,-10.594) (-21.618,-4.642)      2.12698
31      5.50518 -34.02302 -10.15695  11.26473 -20.74117 -45.16981       (-32.797,-10.157) (-1.108,-10.584) (-21.651,-4.652)      2.19788
32      5.49502 -33.99007 -10.15695  11.23179 -20.73100 -45.15538       (-32.849,-10.157) (-1.075,-10.574) (-21.683,-4.662)      2.26878
33      5.48485 -33.95713 -10.15695  11.19884 -20.72084 -45.14095       (-32.900,-10.157) (-1.042,-10.564) (-21.716,-4.672)      2.33968
34      5.47468 -33.92418 -10.15695  11.16589 -20.71067 -45.12652       (-32.952,-10.157) (-1.009,-10.554) (-21.749,-4.682)      2.41058
35      5.46452 -33.89123 -10.15695  11.13294 -20.70050 -45.11209       (-33.003,-10.157) (-0.976,-10.544) (-21.782,-4.692)      2.48148
36      5.45435 -33.85828 -10.15695  11.09999 -20.69033 -45.09766       (-33.055,-10.157) (-0.943,-10.533) (-21.815,-4.703)      2.55238
37      5.44418 -33.82533 -10.15695  11.06704 -20.68017 -45.08323       (-33.106,-10.157) (-0.910,-10.523) (-21.848,-4.713)      2.62328
38      5.43401 -33.79238 -10.15695  11.03410 -20.67000 -45.06880       (-33.158,-10.157) (-0.877,-10.513) (-21.881,-4.723)      2.69418
39      5.42385 -33.75944 -10.15695  11.00115 -20.65983 -45.05437       (-33.209,-10.157) (-0.844,-10.503) (-21.914,-4.733)      2.76508
40      5.41368 -33.72649 -10.15695  10.96820 -20.64967 -45.03994       (-33.260,-10.157) (-0.811,-10.493) (-21.947,-4.743)      2.83597
41      5.40351 -33.69354 -10.15695  10.93525 -20.63950 -45.02551       (-33.312,-10.157) (-0.778,-10.483) (-21.980,-4.753)      2.90687
42      5.39335 -33.66059 -10.15695  10.90230 -20.62933 -45.01108       (-33.363,-10.157) (-0.745,-10.472) (-22.013,-4.764)      2.97777
43      5.38318 -33.62764 -10.15695  10.86936 -20.61916 -44.99665       (-33.415,-10.157) (-0.712,-10.462) (-22.046,-4.774)      3.04867
44      5.37301 -33.59470 -10.15695  10.83641 -20.60900 -44.98223       (-33.466,-10.157) (-0.679,-10.452) (-22.079,-4.784)      3.11957
45      5.36284 -33.56175 -10.15695  10.80346 -20.59883 -44.96780       (-33.518,-10.157) (-0.647,-10.442) (-22.112,-4.794)      3.19047
46      5.35268 -33.52880 -10.15695  10.77051 -20.58866 -44.95337       (-33.569,-10.157) (-0.614,-10.432) (-22.145,-4.804)      3.26137
47      5.34251 -33.49585 -10.15695  10.73756 -20.57850 -44.93894       (-33.621,-10.157) (-0.581,-10.422) (-22.178,-4.814)      3.33227
48      5.33234 -33.46290 -10.15695  10.70461 -20.56833 -44.92451       (-33.672,-10.157) (-0.548,-10.411) (-22.211,-4.825)      3.40317
49      5.32218 -33.42995 -10.15695  10.67167 -20.55816 -44.91008       (-33.724,-10.157) (-0.515,-10.401) (-22.244,-4.835)      3.47407
50      5.31201 -33.39701 -10.15695  10.63872 -20.54799 -44.89565       (-33.775,-10.157) (-0.482,-10.391) (-22.277,-4.845)      3.54497
51      5.30184 -33.36406 -10.15695  10.60577 -20.53783 -44.88122       (-33.827,-10.157) (-0.449,-10.381) (-22.309,-4.855)      3.61587
52      5.29167 -33.33111 -10.15695  10.57282 -20.52766 -44.86679       (-33.878,-10.157) (-0.416,-10.371) (-22.342,-4.865)      3.68677
53      5.28151 -33.29816 -10.15695  10.53987 -20.51749 -44.85236       (-33.930,-10.157) (-0.383,-10.361) (-22.375,-4.875)      3.75767
54      5.27134 -33.26521 -10.15695  10.50693 -20.50733 -44.83793       (-33.981,-10.157) (-0.350,-10.350) (-22.408,-4.886)      3.82857
55      5.26117 -33.23227 -10.15695  10.47398 -20.49716 -44.82350       (-34.032,-10.157) (-0.317,-10.340) (-22.441,-4.896)      3.89946
56      5.25101 -33.19932 -10.15695  10.44103 -20.48699 -44.80907       (-34.084,-10.157) (-0.284,-10.330) (-22.474,-4.906)      3.97036
57      5.24084 -33.16637 -10.15695  10.40808 -20.47682 -44.79464       (-34.135,-10.157) (-0.251,-10.320) (-22.507,-4.916)      4.04126
58      5.23067 -33.13342 -10.15695  10.37513 -20.46666 -44.78021       (-34.187,-10.157) (-0.218,-10.310) (-22.540,-4.926)      4.11216
59      5.22050 -33.10047 -10.15695  10.34218 -20.45649 -44.76578       (-34.238,-10.157) (-0.185,-10.300) (-22.573,-4.936)      4.18306
60      5.21034 -33.06752 -10.15695  10.30924 -20.44632 -44.75135       (-34.290,-10.157) (-0.152,-10.289) (-22.606,-4.947)      4.25396
61      5.20017 -33.03458 -10.15695  10.27629 -20.43616 -44.73692       (-34.341,-10.157) (-0.119,-10.279) (-22.639,-4.957)      4.32486
62      5.19000 -33.00163 -10.15695  10.24334 -20.42599 -44.72249       (-34.393,-10.157) (-0.086,-10.269) (-22.672,-4.967)      4.39576
63      5.17984 -32.96868 -10.15695  10.21039 -20.41582 -44.70806       (-34.444,-10.157) (-0.053,-10.259) (-22.705,-4.977)      4.46666
64      5.16967 -32.93573 -10.15695  10.17744 -20.40565 -44.69363       (-34.496,-10.157) (-0.020,-10.249) (-22.738,-4.987)      4.53756
65      5.15950 -32.90278 -10.15695  10.14450 -20.39549 -44.67920       (-4.985,-10.144) (-0.012,-10.251) (-22.758,-34.535)      4.59011
66      5.14933 -32.86984 -10.15695  10.11155 -20.38532 -44.66477       (-4.962,-10.112) (-0.045,-10.274) (-22.758,-34.553)      4.61291
67      5.13917 -32.83689 -10.15695  10.07860 -20.37515 -44.65034       (-4.939,-10.079) (-0.078,-10.297) (-22.758,-34.572)      4.63637
68      5.12900 -32.80394 -10.15695  10.04565 -20.36499 -44.63591       (-4.917,-10.046) (-0.111,-10.319) (-22.758,-34.590)      4.66047
69      5.11883 -32.77099 -10.15695  10.01270 -20.35482 -44.62148       (-4.894,-10.013) (-0.144,-10.342) (-22.758,-34.609)      4.68521
70      5.10867 -32.73804 -10.15695   9.97975 -20.34465 -44.60705       (-4.871,-9.980) (-0.177,-10.365) (-22.758,-34.627)      4.71056
71      5.09850 -32.70509 -10.15695   9.94681 -20.33448 -44.59262       (-4.848,-9.947) (-0.210,-10.388) (-22.758,-34.646)      4.73654
72      5.08833 -32.67215 -10.15695   9.91386 -20.32432 -44.57819       (-4.826,-9.914) (-0.243,-10.410) (-22.758,-34.664)      4.76312
73      5.07816 -32.63920 -10.15695   9.88091 -20.31415 -44.56376       (-4.803,-9.881) (-0.276,-10.433) (-22.758,-34.683)      4.79029
74      5.06800 -32.60625 -10.15695   9.84796 -20.30398 -44.54933       (-4.780,-9.848) (-0.309,-10.456) (-22.758,-34.701)      4.81804
75      5.05783 -32.57330 -10.15695   9.81501 -20.29382 -44.53490       (-4.757,-9.815) (-0.342,-10.479) (-22.758,-34.720)      4.84637
76      5.04766 -32.54035 -10.15695   9.78207 -20.28365 -44.52047       (-4.734,-9.782) (-0.375,-10.502) (-22.758,-34.738)      4.87527
77      5.03750 -32.50741 -10.15695   9.74912 -20.27348 -44.50604       (-4.712,-9.749) (-0.408,-10.524) (-22.758,-34.757)      4.90471
78      5.02733 -32.47446 -10.15695   9.71617 -20.26331 -44.49161       (-4.689,-9.716) (-0.441,-10.547) (-22.758,-34.775)      4.93471
79      5.01716 -32.44151 -10.15695   9.68322 -20.25315 -44.47718       (-4.666,-9.683) (-0.474,-10.570) (-22.758,-34.794)      4.96523
80      5.00700 -32.40856 -10.15695   9.65027 -20.24298 -44.46275       (-4.643,-9.650) (-0.507,-10.593) (-22.758,-34.812)      4.99628
81      4.99683 -32.37561 -10.15695   9.61732 -20.23281 -44.44832       (-4.620,-9.617) (-0.540,-10.615) (-22.758,-34.831)      5.02785
82      4.98666 -32.34266 -10.15695   9.58438 -20.22265 -44.43390       (-4.598,-9.584) (-0.573,-10.638) (-22.758,-34.850)      5.05992
83      4.97649 -32.30972 -10.15695   9.55143 -20.21248 -44.41947       (-4.575,-9.551) (-0.606,-10.661) (-22.758,-34.868)      5.09248
84      4.96633 -32.27677 -10.15695   9.51848 -20.20231 -44.40504       (-4.552,-9.518) (-0.638,-10.684) (-22.758,-34.887)      5.12553
85      4.95616 -32.24382 -10.15695   9.48553 -20.19215 -44.39061       (-4.529,-9.486) (-0.671,-10.707) (-22.758,-34.905)      5.15906
86      4.94599 -32.21087 -10.15695   9.45258 -20.18198 -44.37618       (-4.507,-9.453) (-0.704,-10.729) (-22.758,-34.924)      5.19306
87      4.93583 -32.17792 -10.15695   9.41964 -20.17181 -44.36175       (-4.484,-9.420) (-0.737,-10.752) (-22.758,-34.942)      5.22751
88      4.92566 -32.14498 -10.15695   9.38669 -20.16164 -44.34732       (-4.461,-9.387) (-0.770,-10.775) (-22.758,-34.961)      5.26242
89      4.91549 -32.11203 -10.15695   9.35374 -20.15148 -44.33289       (-4.438,-9.354) (-0.803,-10.798) (-22.758,-34.979)      5.29776
90      4.90532 -32.07908 -10.15695   9.32079 -20.14131 -44.31846       (-4.415,-9.321) (-0.836,-10.821) (-22.758,-34.998)      5.33354
91      4.89516 -32.04613 -10.15695   9.28784 -20.13114 -44.30403       (-4.393,-9.288) (-0.869,-10.843) (-22.758,-35.016)      5.36974
92      4.88499 -32.01318 -10.15695   9.25489 -20.12098 -44.28960       (-4.370,-9.255) (-0.902,-10.866) (-22.758,-35.035)      5.40635
93      4.87482 -31.98023 -10.15695   9.22195 -20.11081 -44.27517       (-4.347,-9.222) (-0.935,-10.889) (-22.758,-35.053)      5.44337
94      4.86466 -31.94729 -10.15695   9.18900 -20.10064 -44.26074       (-4.324,-9.189) (-0.968,-10.912) (-22.758,-35.072)      5.48079
95      4.85449 -31.91434 -10.15695   9.15605 -20.09047 -44.24631       (-4.302,-9.156) (-1.001,-10.934) (-22.758,-35.090)      5.5186
96      4.84432 -31.88139 -10.15695   9.12310 -20.08031 -44.23188       (-4.279,-9.123) (-1.034,-10.957) (-22.758,-35.109)      5.55679
97      4.83415 -31.84844 -10.15695   9.09015 -20.07014 -44.21745       (-4.256,-9.090) (-1.067,-10.980) (-22.758,-35.127)      5.59536
98      4.82399 -31.81549 -10.15695   9.05721 -20.05997 -44.20302       (-4.233,-9.057) (-1.100,-11.003) (-22.758,-35.146)      5.63429
99      4.81382 -31.78255 -10.15695   9.02426 -20.04981 -44.18859       (-4.210,-9.024) (-1.133,-11.026) (-22.758,-35.164)      5.67358
100      4.80365 -31.74960 -10.15695   8.99131 -20.03964 -44.17416       (-4.188,-8.991) (-1.166,-11.048) (-22.758,-35.183)      5.71322
101      4.79349 -31.71665 -10.15695   8.95836 -20.02947 -44.15973       (-4.165,-8.958) (-1.199,-11.071) (-22.758,-35.201)      5.75321
102      4.78332 -31.68370 -10.15695   8.92541 -20.01930 -44.14530       (-4.142,-8.925) (-1.232,-11.094) (-22.758,-35.220)      5.79353
103      4.77315 -31.65075 -10.15695   8.89246 -20.00914 -44.13087       (-4.119,-8.892) (-1.264,-11.117) (-22.758,-35.238)      5.83418
104      4.76298 -31.61780 -10.15695   8.85952 -19.99897 -44.11644       (-4.097,-8.860) (-1.297,-11.139) (-22.758,-35.257)      5.87516
105      4.75282 -31.58486 -10.15695   8.82657 -19.98880 -44.10201       (-4.074,-8.827) (-1.330,-11.162) (-22.758,-35.275)      5.91645
106      4.74265 -31.55191 -10.15695   8.79362 -19.97864 -44.08758       (-4.051,-8.794) (-1.363,-11.185) (-22.758,-35.294)      5.95805
107      4.73248 -31.51896 -10.15695   8.76067 -19.96847 -44.07315       (-4.028,-8.761) (-1.396,-11.208) (-22.758,-35.312)      5.99996
108      4.72232 -31.48601 -10.15695   8.72772 -19.95830 -44.05872       (-4.005,-8.728) (-1.429,-11.231) (-22.758,-35.331)      6.04216
109      4.71215 -31.45306 -10.15695   8.69478 -19.94813 -44.04429       (-3.983,-8.695) (-1.462,-11.253) (-22.758,-35.350)      6.08466
110      4.70198 -31.42012 -10.15695   8.66183 -19.93797 -44.02986       (-3.960,-8.662) (-1.495,-11.276) (-22.758,-35.368)      6.12744
111      4.69181 -31.38717 -10.15695   8.62888 -19.92780 -44.01543       (-3.937,-8.629) (-1.528,-11.299) (-22.758,-35.387)      6.1705
112      4.68165 -31.35422 -10.15695   8.59593 -19.91763 -44.00100       (-3.914,-8.596) (-1.561,-11.322) (-22.758,-35.405)      6.21383
113      4.67148 -31.32127 -10.15695   8.56298 -19.90747 -43.98657       (-3.892,-8.563) (-1.594,-11.344) (-22.758,-35.424)      6.25743
114      4.66131 -31.28832 -10.15695   8.53003 -19.89730 -43.97214       (-3.869,-8.530) (-1.627,-11.367) (-22.758,-35.442)      6.30129
115      4.65115 -31.25537 -10.15695   8.49709 -19.88713 -43.95771       (-3.846,-8.497) (-1.660,-11.390) (-22.758,-35.461)      6.34541
116      4.64098 -31.22243 -10.15695   8.46414 -19.87696 -43.94328       (-3.823,-8.464) (-1.693,-11.413) (-22.758,-35.479)      6.38978
117      4.63081 -31.18948 -10.15695   8.43119 -19.86680 -43.92885       (-3.800,-8.431) (-1.726,-11.436) (-22.758,-35.498)      6.4344
118      4.62064 -31.15653 -10.15695   8.39824 -19.85663 -43.91442       (-3.778,-8.398) (-1.759,-11.458) (-22.758,-35.516)      6.47925
119      4.61048 -31.12358 -10.15695   8.36529 -19.84646 -43.89999       (-3.755,-8.365) (-1.792,-11.481) (-22.758,-35.535)      6.52435
120      4.60031 -31.09063 -10.15695   8.33235 -19.83630 -43.88556       (-3.732,-8.332) (-1.825,-11.504) (-22.758,-35.553)      6.56967
121      4.59014 -31.05769 -10.15695   8.29940 -19.82613 -43.87114       (-3.709,-8.299) (-1.858,-11.527) (-22.758,-35.572)      6.61522
122      4.57998 -31.02474 -10.15695   8.26645 -19.81596 -43.85671       (-3.686,-8.266) (-1.890,-11.550) (-22.758,-35.590)      6.66099
123      4.56981 -30.99179 -10.15695   8.23350 -19.80579 -43.84228       (-3.664,-8.234) (-1.923,-11.572) (-22.758,-35.609)      6.70698
124      4.55964 -30.95884 -10.15695   8.20055 -19.79563 -43.82785       (-3.641,-8.201) (-1.956,-11.595) (-22.758,-35.627)      6.75318
125      4.54947 -30.92589 -10.15695   8.16760 -19.78546 -43.81342       (-3.618,-8.168) (-1.989,-11.618) (-22.758,-35.646)      6.79959
126      4.53931 -30.89294 -10.15695   8.13466 -19.77529 -43.79899       (-3.595,-8.135) (-2.022,-11.641) (-22.758,-35.664)      6.84621
127      4.52914 -30.86000 -10.15695   8.10171 -19.76513 -43.78456       (-3.573,-8.102) (-2.055,-11.663) (-22.758,-35.683)      6.89302
128      4.51897 -30.82705 -10.15695   8.06876 -19.75496 -43.77013       (-3.550,-8.069) (-2.088,-11.686) (-22.758,-35.701)      6.94004
129      4.50881 -30.79410 -10.15695   8.03581 -19.74479 -43.75570       (-3.527,-8.036) (-2.121,-11.709) (-22.758,-35.720)      6.98724
130      4.49864 -30.76115 -10.15695   8.00286 -19.73462 -43.74127       (-3.504,-8.003) (-2.154,-11.732) (-22.758,-35.738)      7.03463
131      4.48847 -30.72820 -10.15695   7.96992 -19.72446 -43.72684       (-3.481,-7.970) (-2.187,-11.755) (-22.758,-35.757)      7.08221
132      4.47831 -30.69526 -10.15695   7.93697 -19.71429 -43.71241       (-3.459,-7.937) (-2.220,-11.777) (-22.758,-35.775)      7.12996
133      4.46814 -30.66231 -10.15695   7.90402 -19.70412 -43.69798       (-3.436,-7.904) (-2.253,-11.800) (-22.758,-35.794)      7.1779
134      4.45797 -30.62936 -10.15695   7.87107 -19.69396 -43.68355       (-3.413,-7.871) (-2.286,-11.823) (-22.758,-35.812)      7.226
135      4.44780 -30.59641 -10.15695   7.83812 -19.68379 -43.66912       (-3.390,-7.838) (-2.319,-11.846) (-22.758,-35.831)      7.27428
136      4.43764 -30.56346 -10.15695   7.80517 -19.67362 -43.65469       (-3.368,-7.805) (-2.352,-11.868) (-22.758,-35.850)      7.32272
137      4.42747 -30.53051 -10.15695   7.77223 -19.66346 -43.64026       (-3.345,-7.772) (-2.385,-11.891) (-22.758,-35.868)      7.37133
138      4.41730 -30.49757 -10.15695   7.73928 -19.65329 -43.62583       (-3.322,-7.739) (-2.418,-11.914) (-22.758,-35.887)      7.4201
139      4.40714 -30.46462 -10.15695   7.70633 -19.64312 -43.61140       (-3.299,-7.706) (-2.451,-11.937) (-22.758,-35.905)      7.46903
140      4.39697 -30.43167 -10.15695   7.67338 -19.63295 -43.59697       (-3.276,-7.673) (-2.484,-11.960) (-22.758,-35.924)      7.5181
141      4.38680 -30.39872 -10.15695   7.64043 -19.62279 -43.58254       (-3.254,-7.640) (-2.517,-11.982) (-22.758,-35.942)      7.56733
142      4.37663 -30.36577 -10.15695   7.60749 -19.61262 -43.56811       (-3.231,-7.607) (-2.549,-12.005) (-22.758,-35.961)      7.61671
143      4.36647 -30.33283 -10.15695   7.57454 -19.60245 -43.55368       (-3.208,-7.575) (-2.582,-12.028) (-22.758,-35.979)      7.66624
144      4.35630 -30.29988 -10.15695   7.54159 -19.59229 -43.53925       (-3.185,-7.542) (-2.615,-12.051) (-22.758,-35.998)      7.7159
145      4.34613 -30.26693 -10.15695   7.50864 -19.58212 -43.52482       (-3.163,-7.509) (-2.648,-12.073) (-22.758,-36.016)      7.76571
146      4.33597 -30.23398 -10.15695   7.47569 -19.57195 -43.51039       (-3.140,-7.476) (-2.681,-12.096) (-22.758,-36.035)      7.81565
147      4.32580 -30.20103 -10.15695   7.44274 -19.56178 -43.49596       (-3.117,-7.443) (-2.714,-12.119) (-22.758,-36.053)      7.86573
148      4.31563 -30.16808 -10.15695   7.40980 -19.55162 -43.48153       (-3.094,-7.410) (-2.747,-12.142) (-22.758,-36.072)      7.91594
149      4.30546 -30.13514 -10.15695   7.37685 -19.54145 -43.46710       (-3.071,-7.377) (-2.780,-12.165) (-22.758,-36.090)      7.96628
150      4.29530 -30.10219 -10.15695   7.34390 -19.53128 -43.45267       (-3.049,-7.344) (-2.813,-12.187) (-22.758,-36.109)      8.01674
151      4.28513 -30.06924 -10.15695   7.31095 -19.52112 -43.43824       (-3.026,-7.311) (-2.846,-12.210) (-22.758,-36.127)      8.06733
152      4.27496 -30.03629 -10.15695   7.27800 -19.51095 -43.42381       (-3.003,-7.278) (-2.879,-12.233) (-22.758,-36.146)      8.11805
153      4.26480 -30.00334 -10.15695   7.24506 -19.50078 -43.40938       (-2.980,-7.245) (-2.912,-12.256) (-22.758,-36.164)      8.16888
154      4.25463 -29.97040 -10.15695   7.21211 -19.49061 -43.39495       (-2.957,-7.212) (-2.945,-12.279) (-22.758,-36.183)      8.21983
155      4.24446 -29.93745 -10.15695   7.17916 -19.48045 -43.38052       (-2.935,-7.179) (-2.978,-12.301) (-22.758,-36.201)      8.2709
156      4.23429 -29.90450 -10.15695   7.14621 -19.47028 -43.36609       (-2.912,-7.146) (-3.011,-12.324) (-22.758,-36.220)      8.32208
157      4.22413 -29.87155 -10.15695   7.11326 -19.46011 -43.35166       (-2.889,-7.113) (-3.044,-12.347) (-22.758,-36.238)      8.37337
158      4.21396 -29.83860 -10.15695   7.08031 -19.44995 -43.33723       (-2.866,-7.080) (-3.077,-12.370) (-22.758,-36.257)      8.42477
159      4.20379 -29.80565 -10.15695   7.04737 -19.43978 -43.32281       (-2.844,-7.047) (-3.110,-12.392) (-22.758,-36.275)      8.47627
160      4.19363 -29.77271 -10.15695   7.01442 -19.42961 -43.30838       (-2.821,-7.014) (-3.143,-12.415) (-22.758,-36.294)      8.52789
161      4.18346 -29.73976 -10.15695   6.98147 -19.41944 -43.29395       (-2.798,-6.981) (-3.175,-12.438) (-22.758,-36.312)      8.5796
162      4.17329 -29.70681 -10.15695   6.94852 -19.40928 -43.27952       (-2.775,-6.949) (-3.208,-12.461) (-22.758,-36.331)      8.63142
163      4.16312 -29.67386 -10.15695   6.91557 -19.39911 -43.26509       (-2.752,-6.916) (-3.241,-12.484) (-22.758,-36.350)      8.68334
164      4.15296 -29.64091 -10.15695   6.88263 -19.38894 -43.25066       (-2.730,-6.883) (-3.274,-12.506) (-22.758,-36.368)      8.73536
165      4.14279 -29.60797 -10.15695   6.84968 -19.37878 -43.23623       (-2.707,-6.850) (-3.307,-12.529) (-22.758,-36.387)      8.78747
166      4.13262 -29.57502 -10.15695   6.81673 -19.36861 -43.22180       (-2.684,-6.817) (-3.340,-12.552) (-22.758,-36.405)      8.83968
167      4.12246 -29.54207 -10.15695   6.78378 -19.35844 -43.20737       (-2.661,-6.784) (-3.373,-12.575) (-22.758,-36.424)      8.89198
168      4.11229 -29.50912 -10.15695   6.75083 -19.34827 -43.19294       (-2.639,-6.751) (-3.406,-12.597) (-22.758,-36.442)      8.94437
169      4.10212 -29.47617 -10.15695   6.71788 -19.33811 -43.17851       (-2.616,-6.718) (-3.439,-12.620) (-22.758,-36.461)      8.99685
170      4.09195 -29.44322 -10.15695   6.68494 -19.32794 -43.16408       (-2.593,-6.685) (-3.472,-12.643) (-22.758,-36.479)      9.04942
171      4.08179 -29.41028 -10.15695   6.65199 -19.31777 -43.14965       (-2.570,-6.652) (-3.505,-12.666) (-22.758,-36.498)      9.10207
172      4.07162 -29.37733 -10.15695   6.61904 -19.30761 -43.13522       (-2.547,-6.619) (-3.538,-12.689) (-22.758,-36.516)      9.15481
173      4.06145 -29.34438 -10.15695   6.58609 -19.29744 -43.12079       (-2.525,-6.586) (-3.571,-12.711) (-22.758,-36.535)      9.20764
174      4.05129 -29.31143 -10.15695   6.55314 -19.28727 -43.10636       (-2.502,-6.553) (-3.604,-12.734) (-22.758,-36.553)      9.26055
175      4.04112 -29.27848 -10.15695   6.52020 -19.27710 -43.09193       (-2.479,-6.520) (-3.637,-12.757) (-22.758,-36.572)      9.31353
176      4.03095 -29.24554 -10.15695   6.48725 -19.26694 -43.07750       (-2.456,-6.487) (-3.670,-12.780) (-22.758,-36.590)      9.3666
177      4.02079 -29.21259 -10.15695   6.45430 -19.25677 -43.06307       (-2.434,-6.454) (-3.703,-12.802) (-22.758,-36.609)      9.41975
178      4.01062 -29.17964 -10.15695   6.42135 -19.24660 -43.04864       (-2.411,-6.421) (-3.736,-12.825) (-22.758,-36.627)      9.47297
179      4.00045 -29.14669 -10.15695   6.38840 -19.23644 -43.03421       (-2.388,-6.388) (-3.769,-12.848) (-22.758,-36.646)      9.52627
180      3.99028 -29.11374 -10.15695   6.35545 -19.22627 -43.01978       (-2.365,-6.355) (-3.801,-12.871) (-22.758,-36.664)      9.57964
181      3.98012 -29.08079 -10.15695   6.32251 -19.21610 -43.00535       (-2.342,-6.323) (-3.834,-12.894) (-22.758,-36.683)      9.63308
182      3.96995 -29.04785 -10.15695   6.28956 -19.20594 -42.99092       (-2.320,-6.290) (-3.867,-12.916) (-22.758,-36.701)      9.6866
183      3.95978 -29.01490 -10.15695   6.25661 -19.19577 -42.97649       (-2.297,-6.257) (-3.900,-12.939) (-22.758,-36.720)      9.74019
