10PERCENT_2018-03-07.11_27_26.710_.txt     Output is probe cell, reduced cell, NCDist distance between
0      3.78743  14.75023   1.79852 -27.67825 -48.42847 -58.47627       (-1.822,-0.190) (-7.509,-40.854) (-17.757,-1.799)      1.34112e-14
1      3.74275  14.73364   1.79492 -27.65806 -48.38018 -58.43551       (-1.809,-0.153) (-7.525,-40.895) (-17.864,-1.795)      0.12314
2      3.69806  14.71705   1.79132 -27.63787 -48.33190 -58.39475       (-1.796,-0.115) (-7.542,-40.936) (-17.972,-1.791)      0.24628
3      3.65337  14.70047   1.78771 -27.61768 -48.28361 -58.35399       (-1.783,-0.078) (-7.559,-40.977) (-18.080,-1.788)      0.369419
4      3.60869  14.68388   1.78411 -27.59749 -48.23533 -58.31323       (-1.770,-0.040) (-7.575,-41.018) (-18.188,-1.784)      0.492559
5      3.56400  14.66729   1.78051 -27.57730 -48.18704 -58.27247       (-1.757,-0.003) (-7.592,-41.059) (-18.295,-1.781)      0.615699
6      3.51932  14.65070   1.77691 -27.55711 -48.13875 -58.23171       (-1.779,-0.035) (-18.369,-41.066) (-7.574,-1.742)      0.692417
7      3.47463  14.63411   1.77331 -27.53692 -48.09047 -58.19095       (-1.803,-0.072) (-18.439,-41.069) (-7.553,-1.701)      0.769879
8      3.42995  14.61752   1.76971 -27.51673 -48.04218 -58.15019       (-1.828,-0.109) (-18.509,-41.073) (-7.532,-1.660)      0.85097
9      3.38526  14.60093   1.76611 -27.49654 -47.99389 -58.10943       (-1.852,-0.147) (-18.579,-41.076) (-7.511,-1.619)      0.934747
10      3.34057  14.58434   1.76251 -27.47635 -47.94561 -58.06867       (-1.877,-0.184) (-18.650,-41.080) (-7.490,-1.578)      1.02055
11      3.29589  14.56775   1.75891 -27.45616 -47.89732 -58.02791       (-1.901,-0.222) (-18.720,-41.084) (-7.469,-1.537)      1.1079
12      3.25120  14.55116   1.75531 -27.43597 -47.84903 -57.98715       (-1.926,-0.259) (-18.790,-41.087) (-7.448,-1.496)      1.19647
13      3.20652  14.53458   1.75171 -27.41578 -47.80075 -57.94639       (-1.950,-0.297) (-18.861,-41.091) (-7.428,-1.455)      1.286
14      3.16183  14.51799   1.74811 -27.39559 -47.75246 -57.90563       (-1.975,-0.334) (-18.931,-41.094) (-7.407,-1.414)      1.37631
15      3.11715  14.50140   1.74451 -27.37540 -47.70418 -57.86486       (-1.999,-0.372) (-19.001,-41.098) (-7.386,-1.373)      1.46725
16      3.07246  14.48481   1.74091 -27.35521 -47.65589 -57.82410       (-2.024,-0.409) (-19.071,-41.102) (-7.365,-1.332)      1.5587
17      3.02777  14.46822   1.73731 -27.33502 -47.60760 -57.78334       (-2.048,-0.447) (-19.142,-41.105) (-7.344,-1.290)      1.6506
