Fol_2018-03-05.14_05_12.694_.txt     Output is probe cell, reduced cell, NCDist distance between
0      1.08199 -21.46433 -32.37441   0.45848 -19.55332   3.11716       (-3.117,-19.942) (-4.199,-9.285) (-3.576,-9.949)      3.66205e-15
1      1.07094 -21.44705 -32.36197   0.45444 -19.54304   3.11092       (-3.111,-19.978) (-4.182,-9.301) (-3.565,-9.972)      0.0509622
2      1.05990 -21.42977 -32.34952   0.45040 -19.53276   3.10468       (-3.105,-20.015) (-4.165,-9.318) (-3.555,-9.996)      0.101924
3      1.04886 -21.41248 -32.33708   0.44636 -19.52248   3.09844       (-3.098,-20.051) (-4.147,-9.334) (-3.545,-10.019)      0.152887
4      1.03782 -21.39520 -32.32463   0.44232 -19.51220   3.09220       (-3.092,-20.088) (-4.130,-9.351) (-3.535,-10.043)      0.203849
5      1.02678 -21.37792 -32.31219   0.43829 -19.50192   3.08595       (-3.086,-20.124) (-4.113,-9.367) (-3.524,-10.067)      0.254811
6      1.01573 -21.36064 -32.29974   0.43425 -19.49164   3.07971       (-3.080,-20.161) (-4.095,-9.384) (-3.514,-10.090)      0.305773
7      1.00469 -21.34335 -32.28730   0.43021 -19.48136   3.07347       (-3.073,-20.197) (-4.078,-9.401) (-3.504,-10.114)      0.356736
8      0.99365 -21.32607 -32.27485   0.42617 -19.47109   3.06723       (-3.067,-20.234) (-4.061,-9.417) (-3.493,-10.137)      0.407698
9      0.98261 -21.30879 -32.26241   0.42213 -19.46081   3.06099       (-3.061,-20.270) (-4.044,-9.434) (-3.483,-10.161)      0.45866
10      0.97157 -21.29151 -32.24996   0.41810 -19.45053   3.05475       (-3.055,-20.306) (-4.026,-9.450) (-3.473,-10.184)      0.509622
11      0.96052 -21.27422 -32.23752   0.41406 -19.44025   3.04851       (-3.049,-20.343) (-4.009,-9.467) (-3.463,-10.208)      0.560585
12      0.94948 -21.25694 -32.22507   0.41002 -19.42997   3.04227       (-3.042,-20.379) (-3.992,-9.483) (-3.452,-10.231)      0.611547
13      0.93844 -21.23966 -32.21263   0.40598 -19.41969   3.03603       (-3.036,-20.416) (-3.974,-9.500) (-3.442,-10.255)      0.662509
14      0.92740 -21.22238 -32.20018   0.40194 -19.40941   3.02979       (-3.030,-20.452) (-3.957,-9.516) (-3.432,-10.278)      0.713471
15      0.91636 -21.20509 -32.18774   0.39790 -19.39913   3.02355       (-3.024,-20.489) (-3.940,-9.533) (-3.421,-10.302)      0.764434
16      0.90531 -21.18781 -32.17529   0.39387 -19.38886   3.01731       (-3.017,-20.525) (-3.923,-9.549) (-3.411,-10.325)      0.815396
17      0.89427 -21.17053 -32.16285   0.38983 -19.37858   3.01107       (-3.011,-20.561) (-3.905,-9.566) (-3.401,-10.349)      0.866358
18      0.88323 -21.15325 -32.15040   0.38579 -19.36830   3.00483       (-3.005,-20.598) (-3.888,-9.582) (-3.391,-10.372)      0.91732
19      0.87219 -21.13596 -32.13796   0.38175 -19.35802   2.99859       (-2.999,-20.634) (-3.871,-9.599) (-3.380,-10.396)      0.968283
20      0.86115 -21.11868 -32.12551   0.37771 -19.34774   2.99235       (-2.992,-20.671) (-3.853,-9.615) (-3.370,-10.419)      1.01924
21      0.85011 -21.10140 -32.11307   0.37368 -19.33746   2.98611       (-2.986,-20.707) (-3.836,-9.632) (-3.360,-10.443)      1.07021
22      0.83906 -21.08412 -32.10063   0.36964 -19.32718   2.97987       (-2.980,-20.744) (-3.819,-9.648) (-3.350,-10.466)      1.12117
23      0.82802 -21.06683 -32.08818   0.36560 -19.31691   2.97362       (-2.974,-20.780) (-3.802,-9.665) (-3.339,-10.490)      1.17213
24      0.81698 -21.04955 -32.07574   0.36156 -19.30663   2.96738       (-2.967,-20.817) (-3.784,-9.681) (-3.329,-10.513)      1.22309
25      0.80594 -21.03227 -32.06329   0.35752 -19.29635   2.96114       (-2.961,-20.853) (-3.767,-9.698) (-3.319,-10.537)      1.27406
26      0.79490 -21.01499 -32.05085   0.35349 -19.28607   2.95490       (-2.955,-20.889) (-3.750,-9.714) (-3.308,-10.560)      1.32502
27      0.78385 -20.99770 -32.03840   0.34945 -19.27579   2.94866       (-2.949,-20.926) (-3.733,-9.731) (-3.298,-10.584)      1.37598
28      0.77281 -20.98042 -32.02596   0.34541 -19.26551   2.94242       (-2.942,-20.962) (-3.715,-9.747) (-3.288,-10.608)      1.42694
29      0.76177 -20.96314 -32.01351   0.34137 -19.25523   2.93618       (-2.936,-20.999) (-3.698,-9.764) (-3.278,-10.631)      1.47791
30      0.75073 -20.94586 -32.00107   0.33733 -19.24495   2.92994       (-2.930,-21.035) (-3.681,-9.780) (-3.267,-10.655)      1.52887
31      0.73969 -20.92857 -31.98862   0.33329 -19.23468   2.92370       (-2.924,-21.072) (-3.663,-9.797) (-3.257,-10.678)      1.57983
