Fol_2018-02-25.13_35_03.53_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3939.33058 1158.71183 -1511.58254 -2815.91694  30.43258 -4677.57156       (-3518.860,-1657.205) (-1158.712,-1128.279) (-352.871,-2780.619)      5.08423e-13
1    -3938.17071 1156.39209 -1511.72831 -2813.45143  29.27270 -4676.41169       (-3520.020,-1657.059) (-1156.392,-1127.119) (-355.336,-2781.779)      3.93918
2    -3937.01084 1154.07234 -1511.87408 -2810.98592  28.11283 -4675.25182       (-3521.179,-1656.914) (-1154.072,-1125.960) (-357.802,-2782.938)      7.87835
3    -3935.85097 1151.75260 -1512.01985 -2808.52040  26.95296 -4674.09195       (-3522.339,-1656.768) (-1151.753,-1124.800) (-360.267,-2784.098)      11.8175
4    -3934.69110 1149.43285 -1512.16562 -2806.05489  25.79309 -4672.93208       (-3523.499,-1656.622) (-1149.433,-1123.640) (-362.733,-2785.258)      15.7567
5    -3933.53122 1147.11311 -1512.31138 -2803.58938  24.63322 -4671.77221       (-3524.659,-1656.476) (-1147.113,-1122.480) (-365.198,-2786.418)      19.6959
6    -3932.37135 1144.79337 -1512.45715 -2801.12387  23.47335 -4670.61233       (-3525.819,-1656.331) (-1144.793,-1121.320) (-367.664,-2787.578)      23.6351
7    -3931.21148 1142.47362 -1512.60292 -2798.65836  22.31347 -4669.45246       (-3526.979,-1656.185) (-1142.474,-1120.160) (-370.129,-2788.738)      27.5742
8    -3930.05161 1140.15388 -1512.74869 -2796.19284  21.15360 -4668.29259       (-3528.139,-1656.039) (-1140.154,-1119.000) (-372.595,-2789.898)      31.5134
9    -3928.89174 1137.83414 -1512.89446 -2793.72733  19.99373 -4667.13272       (-3529.299,-1655.893) (-1137.834,-1117.840) (-375.060,-2791.058)      35.4526
10    -3927.73187 1135.51439 -1513.04023 -2791.26182  18.83386 -4665.97285       (-3530.458,-1655.747) (-1135.514,-1116.681) (-377.526,-2792.217)      39.3918
11    -3926.57199 1133.19465 -1513.18599 -2788.79631  17.67399 -4664.81298       (-3531.618,-1655.602) (-1133.195,-1115.521) (-379.991,-2793.377)      43.3309
12    -3925.41212 1130.87491 -1513.33176 -2786.33080  16.51412 -4663.65310       (-3532.778,-1655.456) (-1130.875,-1114.361) (-382.457,-2794.537)      47.2701
13    -3924.25225 1128.55516 -1513.47753 -2783.86529  15.35424 -4662.49323       (-3533.938,-1655.310) (-1128.555,-1113.201) (-384.922,-2795.697)      51.2093
14    -3923.09238 1126.23542 -1513.62330 -2781.39977  14.19437 -4661.33336       (-3535.098,-1655.164) (-1126.235,-1112.041) (-387.388,-2796.857)      55.1485
15    -3921.93251 1123.91568 -1513.76907 -2778.93426  13.03450 -4660.17349       (-3536.258,-1655.019) (-1123.916,-1110.881) (-389.853,-2798.017)      59.0877
16    -3920.77263 1121.59593 -1513.91484 -2776.46875  11.87463 -4659.01362       (-3537.418,-1654.873) (-1121.596,-1109.721) (-392.319,-2799.177)      63.0268
17    -3919.61276 1119.27619 -1514.06060 -2774.00324  10.71476 -4657.85375       (-3538.578,-1654.727) (-1119.276,-1108.561) (-394.784,-2800.337)      66.966
18    -3918.45289 1116.95645 -1514.20637 -2771.53773   9.55489 -4656.69387       (-3539.737,-1654.581) (-1116.956,-1107.402) (-397.250,-2801.496)      70.9052
19    -3917.29302 1114.63670 -1514.35214 -2769.07222   8.39501 -4655.53400       (-3540.897,-1654.436) (-1114.637,-1106.242) (-399.715,-2802.656)      74.8444
20    -3916.13315 1112.31696 -1514.49791 -2766.60670   7.23514 -4654.37413       (-3542.057,-1654.290) (-1112.317,-1105.082) (-402.181,-2803.816)      78.7835
21    -3914.97328 1109.99722 -1514.64368 -2764.14119   6.07527 -4653.21426       (-3543.217,-1654.144) (-1109.997,-1103.922) (-404.646,-2804.976)      82.7227
22    -3913.81340 1107.67747 -1514.78945 -2761.67568   4.91540 -4652.05439       (-3544.377,-1653.998) (-1107.677,-1102.762) (-407.112,-2806.136)      86.6619
23    -3912.65353 1105.35773 -1514.93521 -2759.21017   3.75553 -4650.89451       (-3545.537,-1653.852) (-1105.358,-1101.602) (-409.577,-2807.296)      90.6011
24    -3911.49366 1103.03799 -1515.08098 -2756.74466   2.59566 -4649.73464       (-3546.697,-1653.707) (-1103.038,-1100.442) (-412.043,-2808.456)      94.5402
25    -3910.33379 1100.71824 -1515.22675 -2754.27915   1.43578 -4648.57477       (-3547.857,-1653.561) (-1100.718,-1099.282) (-414.509,-2809.616)      98.4794
26    -3909.17392 1098.39850 -1515.37252 -2751.81363   0.27591 -4647.41490       (-3549.016,-1653.415) (-1098.399,-1098.123) (-416.974,-2810.775)      102.419
27    -3908.01405 1096.07876 -1515.51829 -2749.34812  -0.88396 -4646.25503       (-3550.176,-1653.269) (-1096.079,-1096.963) (-419.440,-2811.935)      106.358
28    -3906.85417 1093.75901 -1515.66406 -2746.88261  -2.04383 -4645.09516       (-3551.336,-1653.124) (-1093.759,-1095.803) (-421.905,-2813.095)      110.297
