Fol_2018-02-25.13_35_14.64_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -370.77009 -426.51836 -2180.62939  55.07609 -175.90527 -4810.06576       (-425.846,-55.076) (-2125.553,-120.829) (-371.442,-4754.990)      1.13687e-13
1    -370.82522 -428.21909 -2178.81839  54.96582 -175.85014 -4810.01063       (-425.791,-54.966) (-2123.853,-120.884) (-373.253,-4755.045)      2.48867
2    -370.88035 -429.91983 -2177.00740  54.85556 -175.79501 -4809.95550       (-425.736,-54.856) (-2122.152,-120.939) (-375.064,-4755.100)      4.97735
3    -370.93548 -431.62056 -2175.19640  54.74530 -175.73987 -4809.90037       (-425.681,-54.745) (-2120.451,-120.995) (-376.875,-4755.155)      7.46602
4    -370.99062 -433.32130 -2173.38540  54.63504 -175.68474 -4809.84524       (-425.626,-54.635) (-2118.750,-121.050) (-378.686,-4755.210)      9.95469
5    -371.04575 -435.02204 -2171.57440  54.52477 -175.62961 -4809.79010       (-425.571,-54.525) (-2117.050,-121.105) (-380.497,-4755.265)      12.4434
6    -371.10088 -436.72277 -2169.76340  54.41451 -175.57448 -4809.73497       (-425.515,-54.415) (-2115.349,-121.160) (-382.308,-4755.320)      14.932
7    -371.15601 -438.42351 -2167.95241  54.30425 -175.51935 -4809.67984       (-425.460,-54.304) (-2113.648,-121.215) (-384.119,-4755.376)      17.4207
8    -371.21114 -440.12424 -2166.14141  54.19399 -175.46422 -4809.62471       (-425.405,-54.194) (-2111.947,-121.270) (-385.930,-4755.431)      19.9094
9    -371.26627 -441.82498 -2164.33041  54.08373 -175.40909 -4809.56958       (-425.350,-54.084) (-2110.247,-121.325) (-387.741,-4755.486)      22.3981
10    -371.32140 -443.52571 -2162.51941  53.97346 -175.35396 -4809.51445       (-425.295,-53.973) (-2108.546,-121.380) (-389.552,-4755.541)      24.8867
11    -371.37653 -445.22645 -2160.70841  53.86320 -175.29882 -4809.45932       (-425.240,-53.863) (-2106.845,-121.436) (-391.363,-4755.596)      27.3754
12    -371.43167 -446.92719 -2158.89741  53.75294 -175.24369 -4809.40419       (-425.185,-53.753) (-2105.144,-121.491) (-393.174,-4755.651)      29.8641
13    -371.48680 -448.62792 -2157.08642  53.64268 -175.18856 -4809.34906       (-425.129,-53.643) (-2103.444,-121.546) (-394.985,-4755.706)      32.3527
14    -371.54193 -450.32866 -2155.27542  53.53241 -175.13343 -4809.29392       (-425.074,-53.532) (-2101.743,-121.601) (-396.796,-4755.762)      34.8414
15    -371.59706 -452.02939 -2153.46442  53.42215 -175.07830 -4809.23879       (-425.019,-53.422) (-2100.042,-121.656) (-398.607,-4755.817)      37.3301
16    -371.65219 -453.73013 -2151.65342  53.31189 -175.02317 -4809.18366       (-424.964,-53.312) (-2098.342,-121.711) (-400.418,-4755.872)      39.8188
17    -371.70732 -455.43086 -2149.84242  53.20163 -174.96804 -4809.12853       (-424.909,-53.202) (-2096.641,-121.766) (-402.229,-4755.927)      42.3074
18    -371.76245 -457.13160 -2148.03143  53.09136 -174.91291 -4809.07340       (-424.854,-53.091) (-2094.940,-121.822) (-404.040,-4755.982)      44.7961
19    -371.81758 -458.83234 -2146.22043  52.98110 -174.85777 -4809.01827       (-424.799,-52.981) (-2093.239,-121.877) (-405.851,-4756.037)      47.2848
20    -371.87272 -460.53307 -2144.40943  52.87084 -174.80264 -4808.96314       (-424.744,-52.871) (-2091.539,-121.932) (-407.662,-4756.092)      49.7735
21    -371.92785 -462.23381 -2142.59843  52.76058 -174.74751 -4808.90801       (-424.688,-52.761) (-2089.838,-121.987) (-409.473,-4756.147)      52.2621
22    -371.98298 -463.93454 -2140.78743  52.65031 -174.69238 -4808.85287       (-424.633,-52.650) (-2088.137,-122.042) (-411.284,-4756.203)      54.7508
23    -372.03811 -465.63528 -2138.97644  52.54005 -174.63725 -4808.79774       (-424.578,-52.540) (-2086.436,-122.097) (-413.095,-4756.258)      57.2395
24    -372.09324 -467.33601 -2137.16544  52.42979 -174.58212 -4808.74261       (-424.523,-52.430) (-2084.736,-122.152) (-414.906,-4756.313)      59.7281
25    -372.14837 -469.03675 -2135.35444  52.31953 -174.52699 -4808.68748       (-424.468,-52.320) (-2083.035,-122.207) (-416.717,-4756.368)      62.2168
26    -372.20350 -470.73748 -2133.54344  52.20926 -174.47186 -4808.63235       (-424.413,-52.209) (-2081.334,-122.263) (-418.528,-4756.423)      64.7055
27    -372.25863 -472.43822 -2131.73244  52.09900 -174.41672 -4808.57722       (-424.358,-52.099) (-2079.633,-122.318) (-420.339,-4756.478)      67.1942
28    -372.31377 -474.13896 -2129.92144  51.98874 -174.36159 -4808.52209       (-424.303,-51.989) (-2077.933,-122.373) (-422.150,-4756.533)      69.6828
29    -372.36890 -475.83969 -2128.11045  51.87848 -174.30646 -4808.46696       (-424.247,-51.878) (-2076.232,-122.428) (-423.961,-4756.588)      72.1715
30    -372.42403 -477.54043 -2126.29945  51.76821 -174.25133 -4808.41182       (-424.192,-51.768) (-2074.531,-122.483) (-425.772,-4756.644)      74.6602
31    -372.47916 -479.24116 -2124.48845  51.65795 -174.19620 -4808.35669       (-424.137,-51.658) (-2072.830,-122.538) (-427.583,-4756.699)      77.1489
32    -372.53429 -480.94190 -2122.67745  51.54769 -174.14107 -4808.30156       (-424.082,-51.548) (-2071.130,-122.593) (-429.394,-4756.754)      79.6375
33    -372.58942 -482.64263 -2120.86645  51.43743 -174.08594 -4808.24643       (-424.027,-51.437) (-2069.429,-122.649) (-431.205,-4756.809)      82.1262
34    -372.64455 -484.34337 -2119.05546  51.32716 -174.03081 -4808.19130       (-423.972,-51.327) (-2067.728,-122.704) (-433.016,-4756.864)      84.6149
