2BOUNDS_2018-03-07.14_34_44.366_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -24.62979   6.30896 -26.84210 -14.26648   9.84513 -50.06497       (-16.997,-4.421) (-3.536,-9.845) (-14.785,-40.220)      7.99361e-15
1    -24.62215   6.29911 -26.83003 -14.25662   9.82542 -50.05511       (-17.005,-4.431) (-3.526,-9.825) (-14.797,-40.230)      0.0297304
2    -24.61450   6.28925 -26.81796 -14.24677   9.80571 -50.04526       (-17.012,-4.441) (-3.516,-9.806) (-14.809,-40.240)      0.0594607
3    -24.60686   6.27940 -26.80589 -14.23691   9.78600 -50.03540       (-17.020,-4.451) (-3.507,-9.786) (-14.821,-40.249)      0.0891911
4    -24.59922   6.26954 -26.79382 -14.22706   9.76629 -50.02555       (-17.028,-4.461) (-3.497,-9.766) (-14.833,-40.259)      0.118921
5    -24.59158   6.25969 -26.78175 -14.21720   9.74658 -50.01569       (-17.035,-4.471) (-3.487,-9.747) (-14.845,-40.269)      0.148652
6    -24.58394   6.24983 -26.76968 -14.20735   9.72687 -50.00584       (-17.043,-4.480) (-3.477,-9.727) (-14.857,-40.279)      0.178382
7    -24.57630   6.23998 -26.75761 -14.19749   9.70716 -49.99598       (-17.050,-4.490) (-3.467,-9.707) (-14.869,-40.289)      0.208113
8    -24.56866   6.23012 -26.74554 -14.18764   9.68745 -49.98613       (-17.058,-4.500) (-3.457,-9.687) (-14.881,-40.299)      0.237843
9    -24.56102   6.22027 -26.73347 -14.17778   9.66774 -49.97627       (-17.066,-4.510) (-3.447,-9.668) (-14.893,-40.309)      0.267573
10    -24.55338   6.21041 -26.72141 -14.16793   9.64803 -49.96642       (-17.073,-4.520) (-3.438,-9.648) (-14.905,-40.318)      0.297304
11    -24.54574   6.20056 -26.70934 -14.15807   9.62832 -49.95656       (-17.081,-4.530) (-3.428,-9.628) (-14.917,-40.328)      0.327034
12    -24.53810   6.19070 -26.69727 -14.14822   9.60861 -49.94671       (-17.089,-4.540) (-3.418,-9.609) (-14.929,-40.338)      0.356764
13    -24.53046   6.18085 -26.68520 -14.13836   9.58890 -49.93685       (-17.096,-4.549) (-3.408,-9.589) (-14.942,-40.348)      0.386495
14    -24.52282   6.17099 -26.67313 -14.12851   9.56919 -49.92700       (-17.104,-4.559) (-3.398,-9.569) (-14.954,-40.358)      0.416225
15    -24.51518   6.16114 -26.66106 -14.11865   9.54948 -49.91714       (-17.112,-4.569) (-3.388,-9.549) (-14.966,-40.368)      0.445956
16    -24.50754   6.15128 -26.64899 -14.10880   9.52977 -49.90729       (-17.119,-4.579) (-3.378,-9.530) (-14.978,-40.378)      0.475686
17    -24.49990   6.14143 -26.63692 -14.09894   9.51006 -49.89743       (-17.127,-4.589) (-3.369,-9.510) (-14.990,-40.387)      0.505416
18    -24.49226   6.13157 -26.62485 -14.08909   9.49035 -49.88758       (-17.134,-4.599) (-3.359,-9.490) (-15.002,-40.397)      0.535147
19    -24.48462   6.12172 -26.61278 -14.07923   9.47064 -49.87772       (-17.142,-4.609) (-3.349,-9.471) (-15.014,-40.407)      0.564877
20    -24.47698   6.11186 -26.60071 -14.06938   9.45093 -49.86787       (-17.150,-4.618) (-3.339,-9.451) (-15.026,-40.417)      0.594607
21    -24.46934   6.10201 -26.58864 -14.05952   9.43122 -49.85801       (-17.157,-4.628) (-3.329,-9.431) (-15.038,-40.427)      0.624338
22    -24.46170   6.09215 -26.57657 -14.04967   9.41151 -49.84816       (-17.165,-4.638) (-3.319,-9.412) (-15.050,-40.437)      0.654068
23    -24.45406   6.08230 -26.56450 -14.03981   9.39180 -49.83830       (-17.173,-4.648) (-3.310,-9.392) (-15.062,-40.446)      0.683799
24    -24.44641   6.07244 -26.55243 -14.02996   9.37209 -49.82845       (-17.180,-4.658) (-3.300,-9.372) (-15.074,-40.456)      0.713529
25    -24.43877   6.06259 -26.54036 -14.02010   9.35238 -49.81859       (-17.188,-4.668) (-3.290,-9.352) (-15.086,-40.466)      0.743259
26    -24.43113   6.05273 -26.52829 -14.01025   9.33267 -49.80874       (-17.196,-4.678) (-3.280,-9.333) (-15.098,-40.476)      0.77299
27    -24.42349   6.04288 -26.51622 -14.00039   9.31296 -49.79888       (-17.203,-4.687) (-3.270,-9.313) (-15.111,-40.486)      0.80272
28    -24.41585   6.03302 -26.50415 -13.99054   9.29325 -49.78903       (-17.211,-4.697) (-3.260,-9.293) (-15.123,-40.496)      0.83245
29    -24.40821   6.02317 -26.49208 -13.98068   9.27354 -49.77917       (-17.219,-4.707) (-3.250,-9.274) (-15.135,-40.506)      0.862181
30    -24.40057   6.01331 -26.48001 -13.97083   9.25383 -49.76932       (-17.226,-4.717) (-3.241,-9.254) (-15.147,-40.515)      0.891911
31    -24.39293   6.00346 -26.46795 -13.96097   9.23412 -49.75946       (-17.234,-4.727) (-3.231,-9.234) (-15.159,-40.525)      0.921641
32    -24.38529   5.99360 -26.45588 -13.95112   9.21441 -49.74961       (-17.241,-4.737) (-3.221,-9.214) (-15.171,-40.535)      0.951372
33    -24.37765   5.98375 -26.44381 -13.94126   9.19470 -49.73975       (-17.249,-4.747) (-3.211,-9.195) (-15.183,-40.545)      0.981102
34    -24.37001   5.97389 -26.43174 -13.93141   9.17499 -49.72990       (-17.257,-4.756) (-3.201,-9.175) (-15.195,-40.555)      1.01083
35    -24.36237   5.96404 -26.41967 -13.92155   9.15528 -49.72004       (-17.264,-4.766) (-3.191,-9.155) (-15.207,-40.565)      1.04056
36    -24.35473   5.95418 -26.40760 -13.91170   9.13557 -49.71019       (-17.272,-4.776) (-3.181,-9.136) (-15.219,-40.575)      1.07029
37    -24.34709   5.94433 -26.39553 -13.90184   9.11586 -49.70033       (-17.280,-4.786) (-3.172,-9.116) (-15.231,-40.584)      1.10002
38    -24.33945   5.93447 -26.38346 -13.89199   9.09615 -49.69048       (-17.287,-4.796) (-3.162,-9.096) (-15.243,-40.594)      1.12975
39    -24.33181   5.92462 -26.37139 -13.88213   9.07644 -49.68062       (-17.295,-4.806) (-3.152,-9.076) (-15.255,-40.604)      1.15948
40    -24.32417   5.91476 -26.35932 -13.87228   9.05673 -49.67077       (-17.303,-4.816) (-3.142,-9.057) (-15.267,-40.614)      1.18921
41    -24.31653   5.90491 -26.34725 -13.86242   9.03702 -49.66091       (-17.310,-4.825) (-3.132,-9.037) (-15.280,-40.624)      1.21895
42    -24.30889   5.89505 -26.33518 -13.85257   9.01731 -49.65106       (-17.318,-4.835) (-3.122,-9.017) (-15.292,-40.634)      1.24868
43    -24.30125   5.88520 -26.32311 -13.84271   8.99760 -49.64120       (-17.326,-4.845) (-3.112,-8.998) (-15.304,-40.644)      1.27841
44    -24.29361   5.87534 -26.31104 -13.83286   8.97789 -49.63135       (-17.333,-4.855) (-3.103,-8.978) (-15.316,-40.653)      1.30814
45    -24.28597   5.86549 -26.29897 -13.82300   8.95818 -49.62149       (-17.341,-4.865) (-3.093,-8.958) (-15.328,-40.663)      1.33787
46    -24.27832   5.85563 -26.28690 -13.81315   8.93847 -49.61164       (-17.348,-4.875) (-3.083,-8.938) (-15.340,-40.673)      1.3676
47    -24.27068   5.84578 -26.27483 -13.80330   8.91876 -49.60178       (-17.356,-4.885) (-3.073,-8.919) (-15.352,-40.683)      1.39733
48    -24.26304   5.83592 -26.26276 -13.79344   8.89905 -49.59193       (-17.364,-4.894) (-3.063,-8.899) (-15.364,-40.693)      1.42706
49    -24.25540   5.82607 -26.25069 -13.78359   8.87934 -49.58207       (-17.371,-4.904) (-3.053,-8.879) (-15.376,-40.703)      1.45679
50    -24.24776   5.81621 -26.23862 -13.77373   8.85963 -49.57222       (-17.379,-4.914) (-3.043,-8.860) (-15.388,-40.713)      1.48652
51    -24.24012   5.80636 -26.22656 -13.76388   8.83992 -49.56236       (-17.387,-4.924) (-3.034,-8.840) (-15.400,-40.722)      1.51625
52    -24.23248   5.79650 -26.21449 -13.75402   8.82021 -49.55251       (-17.394,-4.934) (-3.024,-8.820) (-15.412,-40.732)      1.54598
53    -24.22484   5.78665 -26.20242 -13.74417   8.80050 -49.54265       (-17.402,-4.944) (-3.014,-8.801) (-15.424,-40.742)      1.57571
54    -24.21720   5.77679 -26.19035 -13.73431   8.78079 -49.53280       (-17.410,-4.954) (-3.004,-8.781) (-15.436,-40.752)      1.60544
55    -24.20956   5.76694 -26.17828 -13.72446   8.76108 -49.52294       (-17.417,-4.963) (-2.994,-8.761) (-15.448,-40.762)      1.63517
56    -24.20192   5.75708 -26.16621 -13.71460   8.74137 -49.51309       (-17.425,-4.973) (-2.984,-8.741) (-15.461,-40.772)      1.6649
57    -24.19428   5.74723 -26.15414 -13.70475   8.72166 -49.50323       (-17.432,-4.983) (-2.974,-8.722) (-15.473,-40.782)      1.69463
58    -24.18664   5.73737 -26.14207 -13.69489   8.70195 -49.49338       (-17.440,-4.993) (-2.965,-8.702) (-15.485,-40.791)      1.72436
59    -24.17900   5.72752 -26.13000 -13.68504   8.68224 -49.48352       (-17.448,-5.003) (-2.955,-8.682) (-15.497,-40.801)      1.75409
60    -24.17136   5.71766 -26.11793 -13.67518   8.66253 -49.47367       (-17.455,-5.013) (-2.945,-8.663) (-15.509,-40.811)      1.78382
61    -24.16372   5.70781 -26.10586 -13.66533   8.64282 -49.46381       (-17.463,-5.023) (-2.935,-8.643) (-15.521,-40.821)      1.81355
62    -24.15608   5.69795 -26.09379 -13.65547   8.62311 -49.45396       (-17.471,-5.032) (-2.925,-8.623) (-15.533,-40.831)      1.84328
63    -24.14844   5.68810 -26.08172 -13.64562   8.60340 -49.44410       (-17.478,-5.042) (-2.915,-8.603) (-15.545,-40.841)      1.87301
64    -24.14080   5.67824 -26.06965 -13.63576   8.58369 -49.43425       (-17.486,-5.052) (-2.905,-8.584) (-15.557,-40.851)      1.90274
65    -24.13316   5.66839 -26.05758 -13.62591   8.56398 -49.42439       (-17.494,-5.062) (-2.896,-8.564) (-15.569,-40.860)      1.93247
66    -24.12552   5.65853 -26.04551 -13.61605   8.54427 -49.41454       (-17.501,-5.072) (-2.886,-8.544) (-15.581,-40.870)      1.9622
67    -24.11788   5.64868 -26.03344 -13.60620   8.52456 -49.40468       (-17.509,-5.082) (-2.876,-8.525) (-15.593,-40.880)      1.99193
68    -24.11023   5.63882 -26.02137 -13.59634   8.50485 -49.39483       (-17.517,-5.091) (-2.866,-8.505) (-15.605,-40.890)      2.02167
69    -24.10259   5.62897 -26.00930 -13.58649   8.48514 -49.38497       (-17.524,-5.101) (-2.856,-8.485) (-15.617,-40.900)      2.0514
70    -24.09495   5.61911 -25.99723 -13.57663   8.46543 -49.37512       (-17.532,-5.111) (-2.846,-8.465) (-15.630,-40.910)      2.08113
71    -24.08731   5.60926 -25.98516 -13.56678   8.44572 -49.36526       (-17.539,-5.121) (-2.836,-8.446) (-15.642,-40.920)      2.11086
72    -24.07967   5.59940 -25.97310 -13.55692   8.42601 -49.35541       (-17.547,-5.131) (-2.827,-8.426) (-15.654,-40.929)      2.14059
73    -24.07203   5.58955 -25.96103 -13.54707   8.40630 -49.34555       (-17.555,-5.141) (-2.817,-8.406) (-15.666,-40.939)      2.17032
74    -24.06439   5.57969 -25.94896 -13.53721   8.38659 -49.33570       (-17.562,-5.151) (-2.807,-8.387) (-15.678,-40.949)      2.20005
75    -24.05675   5.56984 -25.93689 -13.52736   8.36688 -49.32584       (-17.570,-5.160) (-2.797,-8.367) (-15.690,-40.959)      2.22978
76    -24.04911   5.55998 -25.92482 -13.51750   8.34717 -49.31599       (-17.578,-5.170) (-2.787,-8.347) (-15.702,-40.969)      2.25951
77    -24.04147   5.55013 -25.91275 -13.50765   8.32746 -49.30613       (-17.585,-5.180) (-2.777,-8.327) (-15.714,-40.979)      2.28924
78    -24.03383   5.54027 -25.90068 -13.49779   8.30775 -49.29628       (-17.593,-5.190) (-2.767,-8.308) (-15.726,-40.989)      2.31897
79    -24.02619   5.53042 -25.88861 -13.48794   8.28804 -49.28642       (-17.601,-5.200) (-2.758,-8.288) (-15.738,-40.998)      2.3487
80    -24.01855   5.52056 -25.87654 -13.47808   8.26833 -49.27657       (-17.608,-5.210) (-2.748,-8.268) (-15.750,-41.008)      2.37843
81    -24.01091   5.51071 -25.86447 -13.46823   8.24862 -49.26671       (-17.616,-5.220) (-2.738,-8.249) (-15.762,-41.018)      2.40816
82    -24.00327   5.50085 -25.85240 -13.45837   8.22891 -49.25686       (-17.623,-5.229) (-2.728,-8.229) (-15.774,-41.028)      2.43789
83    -23.99563   5.49100 -25.84033 -13.44852   8.20920 -49.24700       (-17.631,-5.239) (-2.718,-8.209) (-15.786,-41.038)      2.46762
84    -23.98799   5.48114 -25.82826 -13.43866   8.18949 -49.23715       (-17.639,-5.249) (-2.708,-8.189) (-15.798,-41.048)      2.49735
85    -23.98035   5.47129 -25.81619 -13.42881   8.16978 -49.22729       (-17.646,-5.259) (-2.698,-8.170) (-15.811,-41.058)      2.52708
86    -23.97271   5.46143 -25.80412 -13.41895   8.15007 -49.21744       (-17.654,-5.269) (-2.689,-8.150) (-15.823,-41.067)      2.55681
87    -23.96507   5.45158 -25.79205 -13.40910   8.13036 -49.20758       (-17.662,-5.279) (-2.679,-8.130) (-15.835,-41.077)      2.58654
88    -23.95743   5.44172 -25.77998 -13.39924   8.11065 -49.19773       (-17.669,-5.289) (-2.669,-8.111) (-15.847,-41.087)      2.61627
89    -23.94979   5.43187 -25.76791 -13.38939   8.09094 -49.18787       (-17.677,-5.298) (-2.659,-8.091) (-15.859,-41.097)      2.646
90    -23.94214   5.42201 -25.75584 -13.37953   8.07123 -49.17802       (-17.685,-5.308) (-2.649,-8.071) (-15.871,-41.107)      2.67573
91    -23.93450   5.41216 -25.74377 -13.36968   8.05152 -49.16816       (-17.692,-5.318) (-2.639,-8.052) (-15.883,-41.117)      2.70546
92    -23.92686   5.40230 -25.73170 -13.35982   8.03181 -49.15831       (-17.700,-5.328) (-2.630,-8.032) (-15.895,-41.126)      2.73519
93    -23.91922   5.39245 -25.71964 -13.34997   8.01210 -49.14845       (-17.708,-5.338) (-2.620,-8.012) (-15.907,-41.136)      2.76492
