10PERCENT_2018-03-07.11_26_42.212_.txt     Output is probe cell, reduced cell, NCDist distance between
46    -23.36058 -13.70025  14.56256 -11.14530 -37.21569 -14.25007       (-28.813,-6.003) (-3.417,-20.929) (-0.862,-1.963)      1.78635
47    -23.33726 -13.68996  14.54197 -11.13500 -37.19749 -14.26560       (-28.808,-6.024) (-3.407,-20.951) (-0.852,-1.981)      1.82519
48    -23.31395 -13.67966  14.52138 -11.12471 -37.17929 -14.28112       (-28.803,-6.045) (-3.397,-20.974) (-0.842,-1.999)      1.86402
49    -23.29063 -13.66937  14.50080 -11.11442 -37.16109 -14.29665       (-28.797,-6.065) (-3.386,-20.997) (-0.831,-2.017)      1.90285
50    -23.26732 -13.65908  14.48021 -11.10412 -37.14289 -14.31217       (-28.792,-6.086) (-3.376,-21.020) (-0.821,-2.035)      1.94169
51    -23.24401 -13.64878  14.45962 -11.09383 -37.12469 -14.32770       (-28.787,-6.106) (-3.366,-21.043) (-0.811,-2.053)      1.98052
52    -23.22069 -13.63849  14.43904 -11.08354 -37.10649 -14.34322       (-28.782,-6.127) (-3.356,-21.066) (-0.801,-2.071)      2.01935
53    -23.19738 -13.62820  14.41845 -11.07324 -37.08829 -14.35875       (-28.777,-6.148) (-3.345,-21.089) (-0.790,-2.089)      2.05819
54    -23.17406 -13.61790  14.39786 -11.06295 -37.07009 -14.37427       (-28.772,-6.168) (-3.335,-21.112) (-0.780,-2.106)      2.09702
55    -23.15075 -13.60761  14.37728 -11.05266 -37.05189 -14.38980       (-28.767,-6.189) (-3.325,-21.135) (-0.770,-2.124)      2.13586
56    -23.12743 -13.59732  14.35669 -11.04236 -37.03370 -14.40532       (-28.762,-6.209) (-3.314,-21.158) (-0.759,-2.142)      2.17469
57    -23.10412 -13.58702  14.33610 -11.03207 -37.01550 -14.42085       (-28.757,-6.230) (-3.304,-21.181) (-0.749,-2.160)      2.21352
58    -23.08080 -13.57673  14.31552 -11.02178 -36.99730 -14.43637       (-28.752,-6.250) (-3.294,-21.204) (-0.739,-2.178)      2.25236
59    -23.05749 -13.56644  14.29493 -11.01148 -36.97910 -14.45190       (-28.747,-6.271) (-3.283,-21.227) (-0.728,-2.196)      2.29119
60    -23.03418 -13.55614  14.27435 -11.00119 -36.96090 -14.46742       (-28.742,-6.292) (-3.273,-21.250) (-0.718,-2.214)      2.33002
61    -23.01086 -13.54585  14.25376 -10.99090 -36.94270 -14.48295       (-28.737,-6.312) (-3.263,-21.273) (-0.708,-2.231)      2.36886
62    -22.98755 -13.53556  14.23317 -10.98060 -36.92450 -14.49847       (-28.732,-6.333) (-3.253,-21.296) (-0.698,-2.249)      2.40769
63    -22.96423 -13.52526  14.21259 -10.97031 -36.90630 -14.51400       (-28.727,-6.353) (-3.242,-21.319) (-0.687,-2.267)      2.44653
64    -22.94092 -13.51497  14.19200 -10.96002 -36.88810 -14.52952       (-28.722,-6.374) (-3.232,-21.342) (-0.677,-2.285)      2.48536
65    -22.91760 -13.50468  14.17141 -10.94972 -36.86990 -14.54505       (-28.716,-6.395) (-3.222,-21.365) (-0.667,-2.303)      2.52419
66    -22.89429 -13.49438  14.15083 -10.93943 -36.85170 -14.56057       (-28.711,-6.415) (-3.211,-21.388) (-0.656,-2.321)      2.56303
67    -22.87098 -13.48409  14.13024 -10.92914 -36.83350 -14.57610       (-28.706,-6.436) (-3.201,-21.411) (-0.646,-2.339)      2.60186
68    -22.84766 -13.47380  14.10965 -10.91884 -36.81530 -14.59162       (-28.701,-6.456) (-3.191,-21.434) (-0.636,-2.356)      2.64069
69    -22.82435 -13.46350  14.08907 -10.90855 -36.79710 -14.60715       (-28.696,-6.477) (-3.181,-21.457) (-0.626,-2.374)      2.67953
70    -22.80103 -13.45321  14.06848 -10.89826 -36.77890 -14.62267       (-28.691,-6.497) (-3.170,-21.480) (-0.615,-2.392)      2.71836
71    -22.77772 -13.44292  14.04789 -10.88796 -36.76071 -14.63820       (-28.686,-6.518) (-3.160,-21.503) (-0.605,-2.410)      2.7572
72    -22.75440 -13.43262  14.02731 -10.87767 -36.74251 -14.65372       (-28.681,-6.539) (-3.150,-21.526) (-0.595,-2.428)      2.79603
73    -22.73109 -13.42233  14.00672 -10.86738 -36.72431 -14.66925       (-28.676,-6.559) (-3.139,-21.549) (-0.584,-2.446)      2.83486
74    -22.70778 -13.41204  13.98613 -10.85708 -36.70611 -14.68477       (-28.671,-6.580) (-3.129,-21.572) (-0.574,-2.464)      2.8737
75    -22.68446 -13.40174  13.96555 -10.84679 -36.68791 -14.70030       (-28.666,-6.600) (-3.119,-21.595) (-0.564,-2.481)      2.91253
76    -22.66115 -13.39145  13.94496 -10.83650 -36.66971 -14.71582       (-28.661,-6.621) (-3.108,-21.618) (-0.554,-2.499)      2.95136
77    -22.63783 -13.38116  13.92437 -10.82621 -36.65151 -14.73135       (-28.656,-6.642) (-3.098,-21.641) (-0.543,-2.517)      2.9902
78    -22.61452 -13.37086  13.90379 -10.81591 -36.63331 -14.74687       (-28.651,-6.662) (-3.088,-21.664) (-0.533,-2.535)      3.02903
79    -22.59120 -13.36057  13.88320 -10.80562 -36.61511 -14.76240       (-28.646,-6.683) (-3.078,-21.687) (-0.523,-2.553)      3.06787
80    -22.56789 -13.35028  13.86261 -10.79533 -36.59691 -14.77792       (-28.641,-6.703) (-3.067,-21.710) (-0.512,-2.571)      3.1067
81    -22.54457 -13.33998  13.84203 -10.78503 -36.57871 -14.79345       (-28.635,-6.724) (-3.057,-21.733) (-0.502,-2.589)      3.14553
82    -22.52126 -13.32969  13.82144 -10.77474 -36.56051 -14.80897       (-28.630,-6.745) (-3.047,-21.756) (-0.492,-2.606)      3.18437
83    -22.49795 -13.31940  13.80085 -10.76445 -36.54231 -14.82450       (-28.625,-6.765) (-3.036,-21.779) (-0.481,-2.624)      3.2232
84    -22.47463 -13.30910  13.78027 -10.75415 -36.52411 -14.84002       (-28.620,-6.786) (-3.026,-21.802) (-0.471,-2.642)      3.26203
85    -22.45132 -13.29881  13.75968 -10.74386 -36.50591 -14.85555       (-28.615,-6.806) (-3.016,-21.824) (-0.461,-2.660)      3.30087
86    -22.42800 -13.28852  13.73909 -10.73357 -36.48772 -14.87107       (-28.610,-6.827) (-3.006,-21.847) (-0.451,-2.678)      3.3397
87    -22.40469 -13.27822  13.71851 -10.72327 -36.46952 -14.88660       (-28.605,-6.847) (-2.995,-21.870) (-0.440,-2.696)      3.37854
88    -22.38137 -13.26793  13.69792 -10.71298 -36.45132 -14.90212       (-28.600,-6.868) (-2.985,-21.893) (-0.430,-2.714)      3.41737
89    -22.35806 -13.25764  13.67733 -10.70269 -36.43312 -14.91765       (-28.595,-6.889) (-2.975,-21.916) (-0.420,-2.731)      3.4562
90    -22.33475 -13.24734  13.65675 -10.69239 -36.41492 -14.93317       (-28.590,-6.909) (-2.964,-21.939) (-0.409,-2.749)      3.49504
91    -22.31143 -13.23705  13.63616 -10.68210 -36.39672 -14.94870       (-28.585,-6.930) (-2.954,-21.962) (-0.399,-2.767)      3.53387
92    -22.28812 -13.22676  13.61558 -10.67181 -36.37852 -14.96422       (-28.580,-6.950) (-2.944,-21.985) (-0.389,-2.785)      3.5727
93    -22.26480 -13.21646  13.59499 -10.66151 -36.36032 -14.97975       (-28.575,-6.971) (-2.933,-22.008) (-0.379,-2.803)      3.61154
94    -22.24149 -13.20617  13.57440 -10.65122 -36.34212 -14.99527       (-28.570,-6.992) (-2.923,-22.031) (-0.368,-2.821)      3.65037
95    -22.21817 -13.19588  13.55382 -10.64093 -36.32392 -15.01080       (-28.565,-7.012) (-2.913,-22.054) (-0.358,-2.839)      3.68921
96    -22.19486 -13.18559  13.53323 -10.63063 -36.30572 -15.02633       (-28.560,-7.033) (-2.903,-22.077) (-0.348,-2.856)      3.72804
97    -22.17154 -13.17529  13.51264 -10.62034 -36.28752 -15.04185       (-28.554,-7.053) (-2.892,-22.100) (-0.337,-2.874)      3.76687
98    -22.14823 -13.16500  13.49206 -10.61005 -36.26932 -15.05738       (-28.549,-7.074) (-2.882,-22.123) (-0.327,-2.892)      3.80571
99    -22.12492 -13.15471  13.47147 -10.59975 -36.25112 -15.07290       (-28.544,-7.095) (-2.872,-22.146) (-0.317,-2.910)      3.84454
100    -22.10160 -13.14441  13.45088 -10.58946 -36.23292 -15.08843       (-28.539,-7.115) (-2.861,-22.169) (-0.306,-2.928)      3.88337
101    -22.07829 -13.13412  13.43030 -10.57917 -36.21473 -15.10395       (-28.534,-7.136) (-2.851,-22.192) (-0.296,-2.946)      3.92221
102    -22.05497 -13.12383  13.40971 -10.56887 -36.19653 -15.11948       (-28.529,-7.156) (-2.841,-22.215) (-0.286,-2.964)      3.96104
103    -22.03166 -13.11353  13.38912 -10.55858 -36.17833 -15.13500       (-28.524,-7.177) (-2.831,-22.238) (-0.276,-2.981)      3.99988
104    -22.00834 -13.10324  13.36854 -10.54829 -36.16013 -15.15053       (-28.519,-7.197) (-2.820,-22.261) (-0.265,-2.999)      4.03871
105    -21.98503 -13.09295  13.34795 -10.53799 -36.14193 -15.16605       (-28.514,-7.218) (-2.810,-22.284) (-0.255,-3.017)      4.07754
106    -21.96172 -13.08265  13.32736 -10.52770 -36.12373 -15.18158       (-28.509,-7.239) (-2.800,-22.307) (-0.245,-3.035)      4.11638
107    -21.93840 -13.07236  13.30678 -10.51741 -36.10553 -15.19710       (-28.504,-7.259) (-2.789,-22.330) (-0.234,-3.053)      4.15521
108    -21.91509 -13.06207  13.28619 -10.50711 -36.08733 -15.21263       (-28.499,-7.280) (-2.779,-22.353) (-0.224,-3.071)      4.19404
109    -21.89177 -13.05177  13.26560 -10.49682 -36.06913 -15.22815       (-28.494,-7.300) (-2.769,-22.376) (-0.214,-3.089)      4.23288
110    -21.86846 -13.04148  13.24502 -10.48653 -36.05093 -15.24368       (-28.489,-7.321) (-2.758,-22.399) (-0.204,-3.106)      4.27171
111    -21.84514 -13.03119  13.22443 -10.47623 -36.03273 -15.25920       (-28.484,-7.342) (-2.748,-22.422) (-0.193,-3.124)      4.31055
112    -21.82183 -13.02089  13.20384 -10.46594 -36.01453 -15.27473       (-28.479,-7.362) (-2.738,-22.445) (-0.183,-3.142)      4.34938
113    -21.79852 -13.01060  13.18326 -10.45565 -35.99633 -15.29025       (-28.474,-7.383) (-2.728,-22.468) (-0.173,-3.160)      4.38821
114    -21.77520 -13.00031  13.16267 -10.44535 -35.97813 -15.30578       (-28.468,-7.403) (-2.717,-22.491) (-0.162,-3.178)      4.42705
115    -21.75189 -12.99001  13.14208 -10.43506 -35.95993 -15.32130       (-28.463,-7.424) (-2.707,-22.514) (-0.152,-3.196)      4.46588
116    -21.72857 -12.97972  13.12150 -10.42477 -35.94174 -15.33683       (-28.458,-7.444) (-2.697,-22.537) (-0.142,-3.214)      4.50471
117    -21.70526 -12.96943  13.10091 -10.41447 -35.92354 -15.35235       (-28.453,-7.465) (-2.686,-22.560) (-0.131,-3.231)      4.54355
118    -21.68194 -12.95913  13.08032 -10.40418 -35.90534 -15.36788       (-28.448,-7.486) (-2.676,-22.583) (-0.121,-3.249)      4.58238
119    -21.65863 -12.94884  13.05974 -10.39389 -35.88714 -15.38340       (-28.443,-7.506) (-2.666,-22.606) (-0.111,-3.267)      4.62122
120    -21.63531 -12.93855  13.03915 -10.38359 -35.86894 -15.39893       (-28.438,-7.527) (-2.656,-22.629) (-0.101,-3.285)      4.66005
121    -21.61200 -12.92825  13.01856 -10.37330 -35.85074 -15.41445       (-28.433,-7.547) (-2.645,-22.652) (-0.090,-3.303)      4.69888
122    -21.58869 -12.91796  12.99798 -10.36301 -35.83254 -15.42998       (-28.428,-7.568) (-2.635,-22.675) (-0.080,-3.321)      4.73772
123    -21.56537 -12.90767  12.97739 -10.35271 -35.81434 -15.44550       (-28.423,-7.589) (-2.625,-22.697) (-0.070,-3.339)      4.77655
124    -21.54206 -12.89737  12.95681 -10.34242 -35.79614 -15.46103       (-28.418,-7.609) (-2.614,-22.720) (-0.059,-3.356)      4.81538
125    -21.51874 -12.88708  12.93622 -10.33213 -35.77794 -15.47655       (-28.413,-7.630) (-2.604,-22.743) (-0.049,-3.374)      4.85422
126    -21.49543 -12.87679  12.91563 -10.32183 -35.75974 -15.49208       (-28.408,-7.650) (-2.594,-22.766) (-0.039,-3.392)      4.89305
127    -21.47211 -12.86649  12.89505 -10.31154 -35.74154 -15.50760       (-28.403,-7.671) (-2.584,-22.789) (-0.029,-3.410)      4.93189
128    -21.44880 -12.85620  12.87446 -10.30125 -35.72334 -15.52313       (-28.398,-7.692) (-2.573,-22.812) (-0.018,-3.428)      4.97072
129    -21.42549 -12.84591  12.85387 -10.29095 -35.70514 -15.53865       (-28.393,-7.712) (-2.563,-22.835) (-0.008,-3.446)      5.00955
130    -21.40217 -12.83561  12.83329 -10.28066 -35.68694 -15.55418       (-28.385,-2.550) (-7.730,-22.856) (-0.002,-3.466)      5.04777
131    -21.37886 -12.82532  12.81270 -10.27037 -35.66875 -15.56970       (-28.370,-2.530) (-7.741,-22.869) (-0.013,-3.494)      5.08393
132    -21.35554 -12.81503  12.79211 -10.26007 -35.65055 -15.58523       (-28.354,-2.509) (-7.751,-22.881) (-0.023,-3.522)      5.1202
133    -21.33223 -12.80473  12.77153 -10.24978 -35.63235 -15.60075       (-28.339,-2.489) (-7.761,-22.894) (-0.033,-3.550)      5.15657
134    -21.30891 -12.79444  12.75094 -10.23949 -35.61415 -15.61628       (-28.324,-2.468) (-7.772,-22.907) (-0.044,-3.579)      5.19303
135    -21.28560 -12.78415  12.73035 -10.22919 -35.59595 -15.63180       (-28.308,-2.447) (-7.782,-22.919) (-0.054,-3.607)      5.22959
136    -21.26229 -12.77385  12.70977 -10.21890 -35.57775 -15.64733       (-28.293,-2.427) (-7.792,-22.932) (-0.064,-3.635)      5.26624
137    -21.23897 -12.76356  12.68918 -10.20861 -35.55955 -15.66285       (-28.278,-2.406) (-7.802,-22.945) (-0.074,-3.663)      5.30298
138    -21.21566 -12.75327  12.66859 -10.19831 -35.54135 -15.67838       (-28.262,-2.386) (-7.813,-22.957) (-0.085,-3.691)      5.33981
139    -21.19234 -12.74297  12.64801 -10.18802 -35.52315 -15.69390       (-28.247,-2.365) (-7.823,-22.970) (-0.095,-3.719)      5.37672
140    -21.16903 -12.73268  12.62742 -10.17773 -35.50495 -15.70943       (-28.232,-2.344) (-7.833,-22.983) (-0.105,-3.747)      5.41372
141    -21.14571 -12.72239  12.60683 -10.16744 -35.48675 -15.72495       (-28.216,-2.324) (-7.844,-22.995) (-0.116,-3.776)      5.45081
142    -21.12240 -12.71209  12.58625 -10.15714 -35.46855 -15.74048       (-28.201,-2.303) (-7.854,-23.008) (-0.126,-3.804)      5.48798
143    -21.09908 -12.70180  12.56566 -10.14685 -35.45035 -15.75600       (-28.186,-2.283) (-7.864,-23.021) (-0.136,-3.832)      5.52523
144    -21.07577 -12.69151  12.54507 -10.13656 -35.43215 -15.77153       (-28.170,-2.262) (-7.874,-23.034) (-0.146,-3.860)      5.56255
145    -21.05246 -12.68121  12.52449 -10.12626 -35.41395 -15.78705       (-28.155,-2.241) (-7.885,-23.046) (-0.157,-3.888)      5.59996
146    -21.02914 -12.67092  12.50390 -10.11597 -35.39576 -15.80258       (-28.139,-2.221) (-7.895,-23.059) (-0.167,-3.916)      5.63743
147    -21.00583 -12.66063  12.48331 -10.10568 -35.37756 -15.81810       (-28.124,-2.200) (-7.905,-23.072) (-0.177,-3.945)      5.67499
148    -20.98251 -12.65033  12.46273 -10.09538 -35.35936 -15.83363       (-28.109,-2.180) (-7.916,-23.084) (-0.188,-3.973)      5.71261
149    -20.95920 -12.64004  12.44214 -10.08509 -35.34116 -15.84915       (-28.093,-2.159) (-7.926,-23.097) (-0.198,-4.001)      5.75031
150    -20.93588 -12.62975  12.42155 -10.07480 -35.32296 -15.86468       (-28.078,-2.139) (-7.936,-23.110) (-0.208,-4.029)      5.78808
151    -20.91257 -12.61945  12.40097 -10.06450 -35.30476 -15.88020       (-28.063,-2.118) (-7.947,-23.122) (-0.218,-4.057)      5.82591
152    -20.88926 -12.60916  12.38038 -10.05421 -35.28656 -15.89573       (-28.047,-2.097) (-7.957,-23.135) (-0.229,-4.085)      5.86381
153    -20.86594 -12.59887  12.35979 -10.04392 -35.26836 -15.91125       (-28.032,-2.077) (-7.967,-23.148) (-0.239,-4.113)      5.90178
154    -20.84263 -12.58857  12.33921 -10.03362 -35.25016 -15.92678       (-28.017,-2.056) (-7.977,-23.160) (-0.249,-4.142)      5.93981
155    -20.81931 -12.57828  12.31862 -10.02333 -35.23196 -15.94230       (-28.001,-2.036) (-7.988,-23.173) (-0.260,-4.170)      5.97791
156    -20.79600 -12.56799  12.29803 -10.01304 -35.21376 -15.95783       (-27.986,-2.015) (-7.998,-23.186) (-0.270,-4.198)      6.01607
157    -20.77268 -12.55769  12.27745 -10.00274 -35.19556 -15.97335       (-27.971,-1.994) (-8.008,-23.198) (-0.280,-4.226)      6.05428
158    -20.74937 -12.54740  12.25686  -9.99245 -35.17736 -15.98888       (-27.955,-1.974) (-8.019,-23.211) (-0.291,-4.254)      6.09256
159    -20.72605 -12.53711  12.23628  -9.98216 -35.15916 -16.00440       (-27.940,-1.953) (-8.029,-23.224) (-0.301,-4.282)      6.1309
160    -20.70274 -12.52682  12.21569  -9.97186 -35.14096 -16.01993       (-27.924,-1.933) (-8.039,-23.236) (-0.311,-4.311)      6.16929
161    -20.67943 -12.51652  12.19510  -9.96157 -35.12277 -16.03545       (-27.909,-1.912) (-8.049,-23.249) (-0.321,-4.339)      6.20775
162    -20.65611 -12.50623  12.17452  -9.95128 -35.10457 -16.05098       (-27.894,-1.892) (-8.060,-23.262) (-0.332,-4.367)      6.24625
163    -20.63280 -12.49594  12.15393  -9.94098 -35.08637 -16.06650       (-27.878,-1.871) (-8.070,-23.274) (-0.342,-4.395)      6.28481
164    -20.60948 -12.48564  12.13334  -9.93069 -35.06817 -16.08203       (-27.863,-1.850) (-8.080,-23.287) (-0.352,-4.423)      6.32343
165    -20.58617 -12.47535  12.11276  -9.92040 -35.04997 -16.09755       (-27.848,-1.830) (-8.091,-23.300) (-0.363,-4.451)      6.36209
166    -20.56285 -12.46506  12.09217  -9.91010 -35.03177 -16.11308       (-27.832,-1.809) (-8.101,-23.312) (-0.373,-4.479)      6.40081
167    -20.53954 -12.45476  12.07158  -9.89981 -35.01357 -16.12860       (-27.817,-1.789) (-8.111,-23.325) (-0.383,-4.508)      6.43958
168    -20.51623 -12.44447  12.05100  -9.88952 -34.99537 -16.14413       (-27.802,-1.768) (-8.122,-23.338) (-0.393,-4.536)      6.4784
169    -20.49291 -12.43418  12.03041  -9.87922 -34.97717 -16.15965       (-27.786,-1.747) (-8.132,-23.351) (-0.404,-4.564)      6.51727
170    -20.46960 -12.42388  12.00982  -9.86893 -34.95897 -16.17518       (-27.771,-1.727) (-8.142,-23.363) (-0.414,-4.592)      6.55618
171    -20.44628 -12.41359  11.98924  -9.85864 -34.94077 -16.19070       (-27.756,-1.706) (-8.152,-23.376) (-0.424,-4.620)      6.59514
172    -20.42297 -12.40330  11.96865  -9.84834 -34.92257 -16.20623       (-27.740,-1.686) (-8.163,-23.389) (-0.435,-4.648)      6.63415
173    -20.39965 -12.39300  11.94806  -9.83805 -34.90437 -16.22176       (-27.725,-1.665) (-8.173,-23.401) (-0.445,-4.677)      6.67321
174    -20.37634 -12.38271  11.92748  -9.82776 -34.88617 -16.23728       (-27.710,-1.644) (-8.183,-23.414) (-0.455,-4.705)      6.71231
175    -20.35303 -12.37242  11.90689  -9.81746 -34.86797 -16.25281       (-27.694,-1.624) (-8.194,-23.427) (-0.466,-4.733)      6.75145
176    -20.32971 -12.36212  11.88630  -9.80717 -34.84977 -16.26833       (-27.679,-1.603) (-8.204,-23.439) (-0.476,-4.761)      6.79063
177    -20.30640 -12.35183  11.86572  -9.79688 -34.83158 -16.28386       (-27.663,-1.583) (-8.214,-23.452) (-0.486,-4.789)      6.82986
178    -20.28308 -12.34154  11.84513  -9.78658 -34.81338 -16.29938       (-27.648,-1.562) (-8.224,-23.465) (-0.496,-4.817)      6.86913
179    -20.25977 -12.33124  11.82454  -9.77629 -34.79518 -16.31491       (-27.633,-1.542) (-8.235,-23.477) (-0.507,-4.845)      6.90844
180    -20.23645 -12.32095  11.80396  -9.76600 -34.77698 -16.33043       (-27.617,-1.521) (-8.245,-23.490) (-0.517,-4.874)      6.94779
181    -20.21314 -12.31066  11.78337  -9.75570 -34.75878 -16.34596       (-27.602,-1.500) (-8.255,-23.503) (-0.527,-4.902)      6.98718
