2BOUNDS_2018-03-07.14_28_23.214_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -34.24475 -22.89688 -48.34811  -3.12339  19.53401 -38.17513       (-0.531,-14.711) (-1.700,-4.823) (-24.320,-43.525)      1.46482e-14
1    -34.25404 -22.87566 -48.31443  -3.14461  19.50963 -38.13745       (-0.642,-14.744) (-1.621,-4.765) (-24.400,-43.549)      0.173534
2    -34.26333 -22.85444 -48.28076  -3.16583  19.48525 -38.09976       (-0.754,-14.778) (-1.541,-4.707) (-24.479,-43.574)      0.347068
3    -34.27262 -22.83322 -48.24709  -3.18705  19.46086 -38.06208       (-0.865,-14.812) (-1.462,-4.649) (-24.558,-43.598)      0.520602
4    -34.28191 -22.81200 -48.21342  -3.20826  19.43648 -38.02440       (-0.977,-14.845) (-1.383,-4.591) (-24.637,-43.622)      0.694135
5    -34.29120 -22.79079 -48.17975  -3.22948  19.41210 -37.98672       (-1.088,-14.879) (-1.304,-4.533) (-24.717,-43.647)      0.867669
6    -34.30049 -22.76957 -48.14608  -3.25070  19.38772 -37.94904       (-1.200,-14.913) (-1.224,-4.475) (-24.796,-43.671)      1.0412
7    -34.30977 -22.74835 -48.11241  -3.27192  19.36334 -37.91135       (-1.312,-14.946) (-1.145,-4.417) (-24.875,-43.696)      1.04207
8    -34.31906 -22.72713 -48.07874  -3.29314  19.33896 -37.87367       (-1.423,-14.980) (-1.066,-4.359) (-24.955,-43.720)      1.04467
9    -34.32835 -22.70591 -48.04507  -3.31436  19.31457 -37.83599       (-1.535,-15.014) (-0.986,-4.301) (-25.034,-43.744)      1.07563
10    -34.33764 -22.68469 -48.01140  -3.33557  19.29019 -37.79831       (-1.646,-15.047) (-0.907,-4.243) (-25.113,-43.769)      1.13264
11    -34.34693 -22.66348 -47.97772  -3.35679  19.26581 -37.76062       (-1.758,-15.081) (-0.828,-4.185) (-25.192,-43.793)      1.21202
12    -34.35622 -22.64226 -47.94405  -3.37801  19.24143 -37.72294       (-1.869,-15.115) (-0.749,-4.127) (-25.272,-43.817)      1.3097
13    -34.36551 -22.62104 -47.91038  -3.39923  19.21705 -37.68526       (-1.981,-15.148) (-0.669,-4.069) (-25.351,-43.842)      1.42193
14    -34.37480 -22.59982 -47.87671  -3.42045  19.19267 -37.64758       (-2.093,-15.182) (-0.590,-4.011) (-25.430,-43.866)      1.54554
15    -34.38409 -22.57860 -47.84304  -3.44167  19.16828 -37.60990       (-2.204,-15.216) (-0.511,-3.952) (-25.509,-43.891)      1.67801
16    -34.39338 -22.55739 -47.80937  -3.46288  19.14390 -37.57221       (-2.316,-15.249) (-0.432,-3.894) (-25.589,-43.915)      1.8174
17    -34.40267 -22.53617 -47.77570  -3.48410  19.11952 -37.53453       (-2.427,-15.283) (-0.352,-3.836) (-25.668,-43.939)      1.96225
18    -34.41196 -22.51495 -47.74203  -3.50532  19.09514 -37.49685       (-2.539,-15.317) (-0.273,-3.778) (-25.747,-43.964)      2.11143
19    -34.42125 -22.49373 -47.70836  -3.52654  19.07076 -37.45917       (-2.650,-15.350) (-0.194,-3.720) (-25.827,-43.988)      2.26409
20    -34.43054 -22.47251 -47.67468  -3.54776  19.04638 -37.42149       (-2.762,-15.384) (-0.114,-3.662) (-25.906,-44.012)      2.41955
21    -34.43983 -22.45129 -47.64101  -3.56897  19.02199 -37.38380       (-2.874,-15.418) (-0.035,-3.604) (-25.985,-44.037)      2.57733
22    -34.44912 -22.43008 -47.60734  -3.59019  18.99761 -37.34612       (-44.017,-15.407) (-0.044,-3.590) (-26.020,-2.941)      2.64739
23    -34.45840 -22.40886 -47.57367  -3.61141  18.97323 -37.30844       (-43.962,-15.362) (-0.123,-3.611) (-26.020,-2.973)      2.65008
24    -34.46769 -22.38764 -47.54000  -3.63263  18.94885 -37.27076       (-43.907,-15.316) (-0.203,-3.633) (-26.020,-3.006)      2.65762
25    -34.47698 -22.36642 -47.50633  -3.65385  18.92447 -37.23307       (-43.852,-15.271) (-0.282,-3.654) (-26.020,-3.038)      2.66996
26    -34.48627 -22.34520 -47.47266  -3.67507  18.90009 -37.19539       (-43.798,-15.225) (-0.361,-3.675) (-26.020,-3.070)      2.68703
27    -34.49556 -22.32398 -47.43899  -3.69628  18.87570 -37.15771       (-43.743,-15.179) (-0.440,-3.696) (-26.020,-3.103)      2.70876
28    -34.50485 -22.30277 -47.40532  -3.71750  18.85132 -37.12003       (-43.688,-15.134) (-0.520,-3.718) (-26.020,-3.135)      2.73502
29    -34.51414 -22.28155 -47.37165  -3.73872  18.82694 -37.08235       (-43.633,-15.088) (-0.599,-3.739) (-26.020,-3.167)      2.76568
30    -34.52343 -22.26033 -47.33797  -3.75994  18.80256 -37.04466       (-43.578,-15.043) (-0.678,-3.760) (-26.020,-3.199)      2.80061
31    -34.53272 -22.23911 -47.30430  -3.78116  18.77818 -37.00698       (-43.523,-14.997) (-0.758,-3.781) (-26.020,-3.232)      2.83965
32    -34.54201 -22.21789 -47.27063  -3.80237  18.75380 -36.96930       (-43.468,-14.951) (-0.837,-3.802) (-26.020,-3.264)      2.88262
33    -34.55130 -22.19668 -47.23696  -3.82359  18.72941 -36.93162       (-43.413,-14.906) (-0.916,-3.824) (-26.020,-3.296)      2.92936
