2BOUNDS_2018-03-07.14_49_05.735_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -54.88218 -56.77269   4.97851  12.08515   4.20432 -51.14027       (-7.881,-0.774) (-26.850,-4.204) (-22.766,-40.721)      0
1    -54.82802 -56.74274   4.93276  12.06517   4.19590 -51.11187       (-7.869,-0.737) (-26.943,-4.196) (-22.786,-40.767)      0.112944
2    -54.77386 -56.71278   4.88702  12.04518   4.18748 -51.08347       (-7.858,-0.700) (-27.036,-4.187) (-22.806,-40.812)      0.225887
3    -54.71969 -56.68283   4.84127  12.02520   4.17906 -51.05506       (-7.846,-0.662) (-27.129,-4.179) (-22.826,-40.858)      0.338831
4    -54.66553 -56.65288   4.79553  12.00521   4.17065 -51.02666       (-7.835,-0.625) (-27.222,-4.171) (-22.846,-40.904)      0.451775
5    -54.61137 -56.62292   4.74978  11.98522   4.16223 -50.99826       (-7.823,-0.588) (-27.315,-4.162) (-22.866,-40.950)      0.564718
6    -54.55721 -56.59297   4.70404  11.96524   4.15381 -50.96986       (-7.811,-0.550) (-27.408,-4.154) (-22.886,-40.995)      0.677662
7    -54.50304 -56.56302   4.65829  11.94525   4.14540 -50.94145       (-7.800,-0.513) (-27.501,-4.145) (-22.906,-41.041)      0.790606
8    -54.44888 -56.53307   4.61255  11.92527   4.13698 -50.91305       (-7.788,-0.476) (-27.594,-4.137) (-22.926,-41.087)      0.903549
9    -54.39472 -56.50311   4.56680  11.90528   4.12856 -50.88465       (-7.777,-0.438) (-27.688,-4.129) (-22.946,-41.133)      1.01649
10    -54.34056 -56.47316   4.52106  11.88529   4.12014 -50.85624       (-7.765,-0.401) (-27.781,-4.120) (-22.966,-41.178)      1.12944
11    -54.28640 -56.44321   4.47531  11.86531   4.11173 -50.82784       (-7.754,-0.364) (-27.874,-4.112) (-22.985,-41.224)      1.24238
12    -54.23223 -56.41325   4.42957  11.84532   4.10331 -50.79944       (-7.742,-0.326) (-27.967,-4.103) (-23.005,-41.270)      1.35532
13    -54.17807 -56.38330   4.38382  11.82534   4.09489 -50.77103       (-7.730,-0.289) (-28.060,-4.095) (-23.025,-41.316)      1.46827
14    -54.12391 -56.35335   4.33808  11.80535   4.08648 -50.74263       (-7.719,-0.252) (-28.153,-4.086) (-23.045,-41.361)      1.58121
15    -54.06975 -56.32340   4.29233  11.78536   4.07806 -50.71423       (-7.707,-0.214) (-28.246,-4.078) (-23.065,-41.407)      1.69416
16    -54.01559 -56.29344   4.24659  11.76538   4.06964 -50.68583       (-7.696,-0.177) (-28.339,-4.070) (-23.085,-41.453)      1.8071
17    -53.96142 -56.26349   4.20084  11.74539   4.06123 -50.65742       (-7.684,-0.140) (-28.432,-4.061) (-23.105,-41.499)      1.92004
18    -53.90726 -56.23354   4.15510  11.72541   4.05281 -50.62902       (-7.673,-0.102) (-28.525,-4.053) (-23.125,-41.544)      2.03299
19    -53.85310 -56.20358   4.10935  11.70542   4.04439 -50.60062       (-7.661,-0.065) (-28.618,-4.044) (-23.145,-41.590)      2.14593
20    -53.79894 -56.17363   4.06361  11.68543   4.03597 -50.57221       (-7.649,-0.028) (-28.712,-4.036) (-23.165,-41.636)      2.25887
21    -53.74477 -56.14368   4.01786  11.66545   4.02756 -50.54381       (-28.795,-41.672) (-0.010,-7.648) (-4.018,-23.176)      2.35797
22    -53.69061 -56.11372   3.97211  11.64546   4.01914 -50.51541       (-28.851,-41.680) (-0.047,-7.673) (-3.972,-23.158)      2.41867
23    -53.63645 -56.08377   3.92637  11.62548   4.01072 -50.48700       (-28.906,-41.689) (-0.084,-7.699) (-3.926,-23.141)      2.48096
24    -53.58229 -56.05382   3.88062  11.60549   4.00231 -50.45860       (-28.962,-41.697) (-0.122,-7.725) (-3.881,-23.124)      2.54472
