10PERCENT_2018-03-07.11_26_25.23_.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.79323  -2.04417 -52.76727  -8.59696 -44.00491 -37.92006       (-22.378,-10.641) (-6.749,-50.723) (-28.463,-2.044)      0
1      8.78238  -2.04888 -52.72511  -8.61685 -44.01164 -37.90450       (-22.389,-10.666) (-6.733,-50.676) (-28.496,-2.049)      0.0654372
2      8.77153  -2.05359 -52.68294  -8.63674 -44.01836 -37.88894       (-22.399,-10.690) (-6.718,-50.629) (-28.529,-2.054)      0.130874
3      8.76068  -2.05830 -52.64077  -8.65662 -44.02509 -37.87339       (-22.410,-10.715) (-6.702,-50.582) (-28.562,-2.058)      0.196312
4      8.74983  -2.06301 -52.59860  -8.67651 -44.03181 -37.85783       (-22.421,-10.740) (-6.687,-50.536) (-28.595,-2.063)      0.261749
5      8.73899  -2.06772 -52.55643  -8.69639 -44.03854 -37.84227       (-22.432,-10.764) (-6.671,-50.489) (-28.628,-2.068)      0.327186
6      8.72814  -2.07243 -52.51426  -8.71628 -44.04526 -37.82671       (-22.443,-10.789) (-6.656,-50.442) (-28.661,-2.072)      0.392623
7      8.71729  -2.07714 -52.47210  -8.73616 -44.05199 -37.81115       (-22.454,-10.813) (-6.640,-50.395) (-28.695,-2.077)      0.458061
8      8.70644  -2.08185 -52.42993  -8.75605 -44.05871 -37.79560       (-22.465,-10.838) (-6.625,-50.348) (-28.728,-2.082)      0.523498
9      8.69559  -2.08656 -52.38776  -8.77593 -44.06544 -37.78004       (-22.475,-10.862) (-6.609,-50.301) (-28.761,-2.087)      0.588935
10      8.68475  -2.09127 -52.34559  -8.79582 -44.07216 -37.76448       (-22.486,-10.887) (-6.593,-50.254) (-28.794,-2.091)      0.654372
11      8.67390  -2.09598 -52.30342  -8.81571 -44.07889 -37.74892       (-22.497,-10.912) (-6.578,-50.207) (-28.827,-2.096)      0.71981
12      8.66305  -2.10069 -52.26125  -8.83559 -44.08561 -37.73336       (-22.508,-10.936) (-6.562,-50.161) (-28.860,-2.101)      0.785247
13      8.65220  -2.10540 -52.21909  -8.85548 -44.09234 -37.71781       (-22.519,-10.961) (-6.547,-50.114) (-28.893,-2.105)      0.850684
14      8.64135  -2.11011 -52.17692  -8.87536 -44.09906 -37.70225       (-22.530,-10.985) (-6.531,-50.067) (-28.926,-2.110)      0.916121
15      8.63050  -2.11482 -52.13475  -8.89525 -44.10579 -37.68669       (-22.541,-11.010) (-6.516,-50.020) (-28.960,-2.115)      0.981559
16      8.61966  -2.11953 -52.09258  -8.91513 -44.11251 -37.67113       (-22.551,-11.035) (-6.500,-49.973) (-28.993,-2.120)      1.047
17      8.60881  -2.12424 -52.05041  -8.93502 -44.11924 -37.65558       (-22.562,-11.059) (-6.485,-49.926) (-29.026,-2.124)      1.11243
18      8.59796  -2.12895 -52.00824  -8.95490 -44.12596 -37.64002       (-22.573,-11.084) (-6.469,-49.879) (-29.059,-2.129)      1.17787
19      8.58711  -2.13366 -51.96608  -8.97479 -44.13269 -37.62446       (-22.584,-11.108) (-6.453,-49.832) (-29.092,-2.134)      1.24331
20      8.57626  -2.13837 -51.92391  -8.99468 -44.13941 -37.60890       (-22.595,-11.133) (-6.438,-49.786) (-29.125,-2.138)      1.30874
21      8.56541  -2.14308 -51.88174  -9.01456 -44.14614 -37.59334       (-22.606,-11.158) (-6.422,-49.739) (-29.158,-2.143)      1.37418
22      8.55457  -2.14779 -51.83957  -9.03445 -44.15286 -37.57779       (-22.616,-11.182) (-6.407,-49.692) (-29.192,-2.148)      1.43962
23      8.54372  -2.15250 -51.79740  -9.05433 -44.15959 -37.56223       (-22.627,-11.207) (-6.391,-49.645) (-29.225,-2.152)      1.50506
24      8.53287  -2.15720 -51.75523  -9.07422 -44.16631 -37.54667       (-22.638,-11.231) (-6.376,-49.598) (-29.258,-2.157)      1.57049
25      8.52202  -2.16191 -51.71307  -9.09410 -44.17304 -37.53111       (-22.649,-11.256) (-6.360,-49.551) (-29.291,-2.162)      1.63593
26      8.51117  -2.16662 -51.67090  -9.11399 -44.17976 -37.51555       (-22.660,-11.281) (-6.345,-49.504) (-29.324,-2.167)      1.70137
27      8.50032  -2.17133 -51.62873  -9.13387 -44.18649 -37.50000       (-22.671,-11.305) (-6.329,-49.457) (-29.357,-2.171)      1.76681
28      8.48948  -2.17604 -51.58656  -9.15376 -44.19321 -37.48444       (-22.682,-11.330) (-6.313,-49.411) (-29.390,-2.176)      1.83224
29      8.47863  -2.18075 -51.54439  -9.17365 -44.19994 -37.46888       (-22.692,-11.354) (-6.298,-49.364) (-29.423,-2.181)      1.89768
30      8.46778  -2.18546 -51.50223  -9.19353 -44.20666 -37.45332       (-22.703,-11.379) (-6.282,-49.317) (-29.457,-2.185)      1.96312
31      8.45693  -2.19017 -51.46006  -9.21342 -44.21339 -37.43777       (-22.714,-11.404) (-6.267,-49.270) (-29.490,-2.190)      2.02855
32      8.44608  -2.19488 -51.41789  -9.23330 -44.22011 -37.42221       (-22.725,-11.428) (-6.251,-49.223) (-29.523,-2.195)      2.09399
33      8.43524  -2.19959 -51.37572  -9.25319 -44.22684 -37.40665       (-22.736,-11.453) (-6.236,-49.176) (-29.556,-2.200)      2.15943
34      8.42439  -2.20430 -51.33355  -9.27307 -44.23356 -37.39109       (-22.747,-11.477) (-6.220,-49.129) (-29.589,-2.204)      2.22487
35      8.41354  -2.20901 -51.29138  -9.29296 -44.24029 -37.37553       (-22.757,-11.502) (-6.205,-49.082) (-29.622,-2.209)      2.2903
36      8.40269  -2.21372 -51.24922  -9.31284 -44.24701 -37.35998       (-22.768,-11.527) (-6.189,-49.035) (-29.655,-2.214)      2.35574
37      8.39184  -2.21843 -51.20705  -9.33273 -44.25373 -37.34442       (-22.779,-11.551) (-6.173,-48.989) (-29.688,-2.218)      2.42118
38      8.38099  -2.22314 -51.16488  -9.35262 -44.26046 -37.32886       (-22.790,-11.576) (-6.158,-48.942) (-29.722,-2.223)      2.48661
39      8.37015  -2.22785 -51.12271  -9.37250 -44.26718 -37.31330       (-22.801,-11.600) (-6.142,-48.895) (-29.755,-2.228)      2.55205
40      8.35930  -2.23256 -51.08054  -9.39239 -44.27391 -37.29775       (-22.812,-11.625) (-6.127,-48.848) (-29.788,-2.233)      2.61749
41      8.34845  -2.23727 -51.03837  -9.41227 -44.28063 -37.28219       (-22.823,-11.650) (-6.111,-48.801) (-29.821,-2.237)      2.68293
42      8.33760  -2.24198 -50.99621  -9.43216 -44.28736 -37.26663       (-22.833,-11.674) (-6.096,-48.754) (-29.854,-2.242)      2.74836
43      8.32675  -2.24669 -50.95404  -9.45204 -44.29408 -37.25107       (-22.844,-11.699) (-6.080,-48.707) (-29.887,-2.247)      2.8138
44      8.31590  -2.25140 -50.91187  -9.47193 -44.30081 -37.23551       (-22.855,-11.723) (-6.065,-48.660) (-29.920,-2.251)      2.87924
45      8.30506  -2.25611 -50.86970  -9.49181 -44.30753 -37.21996       (-22.866,-11.748) (-6.049,-48.614) (-29.954,-2.256)      2.94468
46      8.29421  -2.26082 -50.82753  -9.51170 -44.31426 -37.20440       (-22.877,-11.773) (-6.033,-48.567) (-29.987,-2.261)      3.01011
47      8.28336  -2.26553 -50.78536  -9.53159 -44.32098 -37.18884       (-22.888,-11.797) (-6.018,-48.520) (-30.020,-2.266)      3.07555
48      8.27251  -2.27023 -50.74320  -9.55147 -44.32771 -37.17328       (-22.898,-11.822) (-6.002,-48.473) (-30.053,-2.270)      3.14099
49      8.26166  -2.27494 -50.70103  -9.57136 -44.33443 -37.15772       (-22.909,-11.846) (-5.987,-48.426) (-30.086,-2.275)      3.20642
50      8.25082  -2.27965 -50.65886  -9.59124 -44.34116 -37.14217       (-22.920,-11.871) (-5.971,-48.379) (-30.119,-2.280)      3.27186
51      8.23997  -2.28436 -50.61669  -9.61113 -44.34788 -37.12661       (-22.931,-11.895) (-5.956,-48.332) (-30.152,-2.284)      3.3373
52      8.22912  -2.28907 -50.57452  -9.63101 -44.35461 -37.11105       (-22.942,-11.920) (-5.940,-48.285) (-30.185,-2.289)      3.40274
53      8.21827  -2.29378 -50.53235  -9.65090 -44.36133 -37.09549       (-22.953,-11.945) (-5.924,-48.239) (-30.219,-2.294)      3.46817
54      8.20742  -2.29849 -50.49019  -9.67078 -44.36806 -37.07994       (-22.964,-11.969) (-5.909,-48.192) (-30.252,-2.298)      3.53361
55      8.19657  -2.30320 -50.44802  -9.69067 -44.37478 -37.06438       (-22.974,-11.994) (-5.893,-48.145) (-30.285,-2.303)      3.59905
56      8.18573  -2.30791 -50.40585  -9.71056 -44.38151 -37.04882       (-22.985,-12.018) (-5.878,-48.098) (-30.318,-2.308)      3.66449
57      8.17488  -2.31262 -50.36368  -9.73044 -44.38823 -37.03326       (-22.996,-12.043) (-5.862,-48.051) (-30.351,-2.313)      3.72992
58      8.16403  -2.31733 -50.32151  -9.75033 -44.39496 -37.01770       (-23.007,-12.068) (-5.847,-48.004) (-30.384,-2.317)      3.79536
59      8.15318  -2.32204 -50.27934  -9.77021 -44.40168 -37.00215       (-23.018,-12.092) (-5.831,-47.957) (-30.417,-2.322)      3.8608
60      8.14233  -2.32675 -50.23718  -9.79010 -44.40841 -36.98659       (-23.029,-12.117) (-5.816,-47.910) (-30.450,-2.327)      3.92623
61      8.13148  -2.33146 -50.19501  -9.80998 -44.41513 -36.97103       (-23.040,-12.141) (-5.800,-47.864) (-30.484,-2.331)      3.99167
62      8.12064  -2.33617 -50.15284  -9.82987 -44.42186 -36.95547       (-23.050,-12.166) (-5.784,-47.817) (-30.517,-2.336)      4.05711
63      8.10979  -2.34088 -50.11067  -9.84975 -44.42858 -36.93991       (-23.061,-12.191) (-5.769,-47.770) (-30.550,-2.341)      4.12255
64      8.09894  -2.34559 -50.06850  -9.86964 -44.43531 -36.92436       (-23.072,-12.215) (-5.753,-47.723) (-30.583,-2.346)      4.18798
65      8.08809  -2.35030 -50.02633  -9.88953 -44.44203 -36.90880       (-23.083,-12.240) (-5.738,-47.676) (-30.616,-2.350)      4.25342
66      8.07724  -2.35501 -49.98417  -9.90941 -44.44876 -36.89324       (-23.094,-12.264) (-5.722,-47.629) (-30.649,-2.355)      4.31886
67      8.06639  -2.35972 -49.94200  -9.92930 -44.45548 -36.87768       (-23.105,-12.289) (-5.707,-47.582) (-30.682,-2.360)      4.38429
68      8.05555  -2.36443 -49.89983  -9.94918 -44.46221 -36.86213       (-23.115,-12.314) (-5.691,-47.535) (-30.716,-2.364)      4.44973
69      8.04470  -2.36914 -49.85766  -9.96907 -44.46893 -36.84657       (-23.126,-12.338) (-5.676,-47.489) (-30.749,-2.369)      4.51517
70      8.03385  -2.37385 -49.81549  -9.98895 -44.47566 -36.83101       (-23.137,-12.363) (-5.660,-47.442) (-30.782,-2.374)      4.58061
71      8.02300  -2.37856 -49.77332 -10.00884 -44.48238 -36.81545       (-23.148,-12.387) (-5.644,-47.395) (-30.815,-2.379)      4.64604
72      8.01215  -2.38326 -49.73116 -10.02872 -44.48911 -36.79989       (-23.159,-12.412) (-5.629,-47.348) (-30.848,-2.383)      4.71148
