Fol_2018-02-25.13_34_55.45_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -178.85906 -609.30707 165.11349 -202.29617 -262.83688 133.58764       (-13.746,-444.194) (-37.183,-97.723) (-165.113,-31.526)      2.84217e-14
1    -178.69378 -608.73437 164.78293 -202.53831 -262.67161 133.42237       (-13.911,-443.951) (-37.755,-97.889) (-164.783,-31.361)      0.760153
2    -178.52850 -608.16168 164.45237 -202.78045 -262.50633 133.25709       (-14.076,-443.709) (-38.328,-98.054) (-164.452,-31.195)      1.52031
3    -178.36322 -607.58898 164.12181 -203.02259 -262.34105 133.09181       (-14.241,-443.467) (-38.901,-98.219) (-164.122,-31.030)      2.28046
4    -178.19794 -607.01628 163.79126 -203.26473 -262.17577 132.92653       (-14.407,-443.225) (-39.473,-98.385) (-163.791,-30.865)      3.04061
5    -178.03266 -606.44359 163.46070 -203.50687 -262.01049 132.76125       (-14.572,-442.983) (-40.046,-98.550) (-163.461,-30.699)      3.80077
6    -177.86739 -605.87089 163.13014 -203.74901 -261.84521 132.59597       (-14.737,-442.741) (-40.619,-98.715) (-163.130,-30.534)      4.56092
7    -177.70211 -605.29819 162.79958 -203.99115 -261.67993 132.43069       (-14.903,-442.499) (-41.192,-98.880) (-162.800,-30.369)      5.32107
8    -177.53683 -604.72550 162.46903 -204.23329 -261.51465 132.26541       (-15.068,-442.256) (-41.764,-99.046) (-162.469,-30.204)      6.08123
9    -177.37155 -604.15280 162.13847 -204.47543 -261.34937 132.10014       (-15.233,-442.014) (-42.337,-99.211) (-162.138,-30.038)      6.84138
10    -177.20627 -603.58010 161.80791 -204.71757 -261.18410 131.93486       (-15.398,-441.772) (-42.910,-99.376) (-161.808,-29.873)      7.60153
11    -177.04099 -603.00740 161.47735 -204.95971 -261.01882 131.76958       (-15.564,-441.530) (-43.482,-99.541) (-161.477,-29.708)      8.36169
12    -176.87571 -602.43471 161.14680 -205.20185 -260.85354 131.60430       (-15.729,-441.288) (-44.055,-99.707) (-161.147,-29.542)      9.12184
