Fol_2018-03-07.09_07_49.5_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -32.29885 -23.85806 -14.67725 -49.30132  16.78273 -13.01990       (-2.105,-24.993) (-3.763,-11.305) (-16.783,-28.904)      1.08052e-14
1    -32.27029 -23.86311 -14.68758 -49.26329  16.74913 -13.00897       (-2.062,-25.034) (-3.740,-11.398) (-16.749,-29.009)      0.157561
2    -32.24172 -23.86816 -14.69790 -49.22525  16.71553 -12.99805       (-2.018,-25.075) (-3.717,-11.491) (-16.716,-29.113)      0.315121
3    -32.21316 -23.87321 -14.70823 -49.18722  16.68193 -12.98712       (-1.974,-25.116) (-3.695,-11.584) (-16.682,-29.218)      0.472682
4    -32.18459 -23.87826 -14.71855 -49.14918  16.64833 -12.97620       (-1.930,-25.157) (-3.672,-11.677) (-16.648,-29.323)      0.630242
5    -32.15603 -23.88332 -14.72888 -49.11115  16.61473 -12.96527       (-1.886,-25.197) (-3.649,-11.770) (-16.615,-29.427)      0.787803
6    -32.12746 -23.88837 -14.73921 -49.07311  16.58114 -12.95435       (-1.842,-25.238) (-3.627,-11.862) (-16.581,-29.532)      0.945363
7    -32.09890 -23.89342 -14.74953 -49.03508  16.54754 -12.94342       (-1.798,-25.279) (-3.604,-11.955) (-16.548,-29.637)      1.10292
8    -32.07033 -23.89847 -14.75986 -48.99705  16.51394 -12.93250       (-1.754,-25.320) (-3.581,-12.048) (-16.514,-29.741)      1.26048
9    -32.04177 -23.90352 -14.77018 -48.95901  16.48034 -12.92157       (-1.710,-25.361) (-3.559,-12.141) (-16.480,-29.846)      1.41804
10    -32.01320 -23.90857 -14.78051 -48.92098  16.44674 -12.91065       (-1.666,-25.402) (-3.536,-12.234) (-16.447,-29.951)      1.57561
11    -31.98464 -23.91362 -14.79084 -48.88294  16.41314 -12.89972       (-1.622,-25.443) (-3.513,-12.327) (-16.413,-30.055)      1.73317
12    -31.95607 -23.91867 -14.80116 -48.84491  16.37954 -12.88880       (-1.578,-25.484) (-3.491,-12.420) (-16.380,-30.160)      1.89073
