Fol_2018-02-25.13_35_05.55_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3661.91649 3511.07718 -3601.66932 -4400.76281 2843.01953 -3524.30502       (-13.228,-889.686) (-3511.077,-668.058) (-90.592,-150.839)      4.54747e-13
1    -3658.40189 3504.04800 -3598.95462 -4396.44832 2839.50494 -3520.79042       (-16.742,-892.400) (-3504.048,-664.543) (-94.907,-154.354)      10.6043
2    -3654.88730 3497.01882 -3596.23993 -4392.13384 2835.99035 -3517.27583       (-20.257,-895.115) (-3497.019,-661.028) (-99.221,-157.868)      21.2086
3    -3651.37271 3489.98963 -3593.52523 -4387.81935 2832.47576 -3513.76124       (-23.772,-897.830) (-3489.990,-657.514) (-103.536,-161.383)      31.8129
4    -3647.85812 3482.96045 -3590.81053 -4383.50487 2828.96117 -3510.24665       (-27.286,-900.544) (-3482.960,-653.999) (-107.850,-164.898)      42.4171
5    -3644.34353 3475.93127 -3588.09583 -4379.19038 2825.44657 -3506.73206       (-30.801,-903.259) (-3475.931,-650.485) (-112.165,-168.412)      53.0214
6    -3640.82893 3468.90208 -3585.38113 -4374.87590 2821.93198 -3503.21747       (-34.315,-905.974) (-3468.902,-646.970) (-116.479,-171.927)      63.6257
7    -3637.31434 3461.87290 -3582.66643 -4370.56141 2818.41739 -3499.70287       (-37.830,-908.689) (-3461.873,-643.456) (-120.794,-175.441)      74.23
8    -3633.79975 3454.84372 -3579.95174 -4366.24693 2814.90280 -3496.18828       (-41.345,-911.403) (-3454.844,-639.941) (-125.108,-178.956)      84.8343
9    -3630.28516 3447.81453 -3577.23704 -4361.93244 2811.38821 -3492.67369       (-44.859,-914.118) (-3447.815,-636.426) (-129.423,-182.471)      95.4386
10    -3626.77057 3440.78535 -3574.52234 -4357.61795 2807.87361 -3489.15910       (-48.374,-916.833) (-3440.785,-632.912) (-133.737,-185.985)      106.043
11    -3623.25598 3433.75616 -3571.80764 -4353.30347 2804.35902 -3485.64451       (-51.888,-919.547) (-3433.756,-629.397) (-138.051,-189.500)      116.647
12    -3619.74138 3426.72698 -3569.09294 -4348.98898 2800.84443 -3482.12992       (-55.403,-922.262) (-3426.727,-625.883) (-142.366,-193.014)      127.251
13    -3616.22679 3419.69780 -3566.37824 -4344.67450 2797.32984 -3478.61532       (-58.918,-924.977) (-3419.698,-622.368) (-146.680,-196.529)      137.856
14    -3612.71220 3412.66861 -3563.66355 -4340.36001 2793.81525 -3475.10073       (-62.432,-927.691) (-3412.669,-618.853) (-150.995,-200.044)      148.46
15    -3609.19761 3405.63943 -3560.94885 -4336.04553 2790.30066 -3471.58614       (-65.947,-930.406) (-3405.639,-615.339) (-155.309,-203.558)      159.064
16    -3605.68302 3398.61025 -3558.23415 -4331.73104 2786.78606 -3468.07155       (-69.461,-933.121) (-3398.610,-611.824) (-159.624,-207.073)      169.669
17    -3602.16842 3391.58106 -3555.51945 -4327.41656 2783.27147 -3464.55696       (-72.976,-935.835) (-3391.581,-608.310) (-163.938,-210.587)      180.273
18    -3598.65383 3384.55188 -3552.80475 -4323.10207 2779.75688 -3461.04236       (-76.490,-938.550) (-3384.552,-604.795) (-168.253,-214.102)      190.877
