2BOUNDS_2018-03-07.14_29_47.244_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -42.40444 -44.08838  -6.41896 -33.21388  15.93478 -22.98846       (-48.045,-24.333) (-7.054,-14.492) (-8.881,-2.462)      1.58882e-14
1    -42.41008 -44.05130  -6.42143 -33.20499  15.90432 -22.96791       (-48.053,-24.364) (-7.064,-14.604) (-8.841,-2.419)      0.130891
2    -42.41573 -44.01423  -6.42389 -33.19610  15.87387 -22.94737       (-48.062,-24.396) (-7.074,-14.715) (-8.800,-2.376)      0.261783
3    -42.42138 -43.97716  -6.42636 -33.18721  15.84341 -22.92682       (-48.070,-24.427) (-7.083,-14.827) (-8.760,-2.334)      0.392674
4    -42.42702 -43.94009  -6.42882 -33.17832  15.81295 -22.90627       (-48.078,-24.459) (-7.093,-14.939) (-8.720,-2.291)      0.523566
5    -42.43267 -43.90302  -6.43128 -33.16943  15.78249 -22.88573       (-48.086,-24.490) (-7.103,-15.051) (-8.679,-2.248)      0.654457
6    -42.43832 -43.86595  -6.43375 -33.16054  15.75204 -22.86518       (-48.095,-24.522) (-7.113,-15.163) (-8.639,-2.205)      0.785349
7    -42.44396 -43.82887  -6.43621 -33.15165  15.72158 -22.84463       (-48.103,-24.553) (-7.123,-15.275) (-8.599,-2.162)      0.91624
8    -42.44961 -43.79180  -6.43868 -33.14276  15.69112 -22.82409       (-48.111,-24.585) (-7.133,-15.387) (-8.558,-2.119)      1.04713
9    -42.45525 -43.75473  -6.44114 -33.13387  15.66067 -22.80354       (-48.119,-24.616) (-7.143,-15.498) (-8.518,-2.077)      1.17802
10    -42.46090 -43.71766  -6.44361 -33.12498  15.63021 -22.78299       (-48.127,-24.648) (-7.153,-15.610) (-8.477,-2.034)      1.30891
11    -42.46655 -43.68059  -6.44607 -33.11609  15.59975 -22.76245       (-48.136,-24.679) (-7.163,-15.722) (-8.437,-1.991)      1.43981
12    -42.47219 -43.64352  -6.44854 -33.10720  15.56930 -22.74190       (-48.144,-24.711) (-7.173,-15.834) (-8.397,-1.948)      1.5707
13    -42.47784 -43.60644  -6.45100 -33.09831  15.53884 -22.72135       (-48.152,-24.742) (-7.183,-15.946) (-8.356,-1.905)      1.70159
14    -42.48349 -43.56937  -6.45347 -33.08942  15.50838 -22.70081       (-48.160,-24.773) (-7.192,-16.058) (-8.316,-1.862)      1.83248
15    -42.48913 -43.53230  -6.45593 -33.08053  15.47793 -22.68026       (-48.169,-24.805) (-7.202,-16.170) (-8.276,-1.820)      1.96337
16    -42.49478 -43.49523  -6.45840 -33.07164  15.44747 -22.65971       (-48.177,-24.836) (-7.212,-16.281) (-8.235,-1.777)      2.09426
17    -42.50043 -43.45816  -6.46086 -33.06275  15.41701 -22.63916       (-48.185,-24.868) (-7.222,-16.393) (-8.195,-1.734)      2.22515
18    -42.50607 -43.42108  -6.46332 -33.05386  15.38655 -22.61862       (-48.193,-24.899) (-7.232,-16.505) (-8.154,-1.691)      2.35605
19    -42.51172 -43.38401  -6.46579 -33.04497  15.35610 -22.59807       (-48.201,-24.931) (-7.242,-16.617) (-8.114,-1.648)      2.48694
20    -42.51737 -43.34694  -6.46825 -33.03608  15.32564 -22.57752       (-48.210,-24.962) (-7.252,-16.729) (-8.074,-1.606)      2.61783
21    -42.52301 -43.30987  -6.47072 -33.02719  15.29518 -22.55698       (-48.218,-24.994) (-7.262,-16.841) (-8.033,-1.563)      2.74872
22    -42.52866 -43.27280  -6.47318 -33.01830  15.26473 -22.53643       (-48.226,-25.025) (-7.272,-16.953) (-7.993,-1.520)      2.87961
23    -42.53430 -43.23573  -6.47565 -33.00941  15.23427 -22.51588       (-48.234,-25.057) (-7.282,-17.064) (-7.953,-1.477)      3.0105
24    -42.53995 -43.19865  -6.47811 -33.00052  15.20381 -22.49534       (-48.243,-25.088) (-7.292,-17.176) (-7.912,-1.434)      3.14139
25    -42.54560 -43.16158  -6.48058 -32.99163  15.17336 -22.47479       (-48.251,-25.120) (-7.301,-17.288) (-7.872,-1.391)      3.27229
26    -42.55124 -43.12451  -6.48304 -32.98274  15.14290 -22.45424       (-48.259,-25.151) (-7.311,-17.400) (-7.832,-1.349)      3.40318
27    -42.55689 -43.08744  -6.48551 -32.97385  15.11244 -22.43370       (-48.267,-25.183) (-7.321,-17.512) (-7.791,-1.306)      3.53407
28    -42.56254 -43.05037  -6.48797 -32.96496  15.08199 -22.41315       (-48.275,-25.214) (-7.331,-17.624) (-7.751,-1.263)      3.66496
29    -42.56818 -43.01329  -6.49044 -32.95607  15.05153 -22.39260       (-48.284,-25.246) (-7.341,-17.736) (-7.710,-1.220)      3.79585
30    -42.57383 -42.97622  -6.49290 -32.94718  15.02107 -22.37206       (-48.292,-25.277) (-7.351,-17.847) (-7.670,-1.177)      3.92674
31    -42.57948 -42.93915  -6.49536 -32.93829  14.99061 -22.35151       (-48.300,-25.309) (-7.361,-17.959) (-7.630,-1.134)      4.05764
32    -42.58512 -42.90208  -6.49783 -32.92940  14.96016 -22.33096       (-48.308,-25.340) (-7.371,-18.071) (-7.589,-1.092)      4.18853
33    -42.59077 -42.86501  -6.50029 -32.92051  14.92970 -22.31041       (-48.317,-25.372) (-7.381,-18.183) (-7.549,-1.049)      4.31942
34    -42.59641 -42.82794  -6.50276 -32.91162  14.89924 -22.28987       (-48.325,-25.403) (-7.391,-18.295) (-7.509,-1.006)      4.45031
35    -42.60206 -42.79086  -6.50522 -32.90273  14.86879 -22.26932       (-48.333,-25.434) (-7.401,-18.407) (-7.468,-0.963)      4.5812
36    -42.60771 -42.75379  -6.50769 -32.89384  14.83833 -22.24877       (-48.341,-25.466) (-7.410,-18.519) (-7.428,-0.920)      4.71209
37    -42.61335 -42.71672  -6.51015 -32.88495  14.80787 -22.22823       (-48.350,-25.497) (-7.420,-18.630) (-7.388,-0.877)      4.84298
38    -42.61900 -42.67965  -6.51262 -32.87606  14.77742 -22.20768       (-48.358,-25.529) (-7.430,-18.742) (-7.347,-0.835)      4.97388
39    -42.62465 -42.64258  -6.51508 -32.86717  14.74696 -22.18713       (-48.366,-25.560) (-7.440,-18.854) (-7.307,-0.792)      5.10477
40    -42.63029 -42.60551  -6.51755 -32.85828  14.71650 -22.16659       (-48.374,-25.592) (-7.450,-18.966) (-7.266,-0.749)      5.23566
