2BOUNDS_2018-03-07.14_40_30.518_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.11955 -15.34432   8.81271  -9.68198 -53.62743 -19.09475       (-0.912,-7.401) (-13.063,-7.943) (-17.819,-0.869)      8.14029e-15
1      5.11356 -15.34203   8.79648  -9.69013 -53.58170 -19.07655       (-0.947,-7.439) (-13.016,-7.903) (-17.859,-0.894)      0.0928034
2      5.10756 -15.33975   8.78025  -9.69828 -53.53597 -19.05835       (-0.981,-7.478) (-12.970,-7.862) (-17.898,-0.918)      0.185607
3      5.10157 -15.33746   8.76402  -9.70642 -53.49024 -19.04015       (-1.015,-7.516) (-12.923,-7.822) (-17.937,-0.942)      0.27841
4      5.09557 -15.33518   8.74779  -9.71457 -53.44451 -19.02195       (-1.050,-7.554) (-12.877,-7.781) (-17.977,-0.967)      0.371213
5      5.08958 -15.33290   8.73156  -9.72271 -53.39878 -19.00375       (-1.084,-7.592) (-12.830,-7.740) (-18.016,-0.991)      0.464017
6      5.08358 -15.33061   8.71533  -9.73086 -53.35305 -18.98555       (-1.119,-7.631) (-12.783,-7.700) (-18.055,-1.016)      0.55682
7      5.07759 -15.32833   8.69910  -9.73900 -53.30732 -18.96735       (-1.153,-7.669) (-12.737,-7.659) (-18.095,-1.040)      0.641279
8      5.07159 -15.32605   8.68287  -9.74715 -53.26159 -18.94915       (-1.187,-7.707) (-12.690,-7.619) (-18.134,-1.064)      0.674374
9      5.06560 -15.32376   8.66664  -9.75530 -53.21586 -18.93095       (-1.222,-7.746) (-12.644,-7.578) (-18.173,-1.089)      0.718016
10      5.05960 -15.32148   8.65041  -9.76344 -53.17013 -18.91275       (-1.256,-7.784) (-12.597,-7.537) (-18.213,-1.113)      0.770415
11      5.05361 -15.31920   8.63418  -9.77159 -53.12440 -18.89455       (-1.291,-7.822) (-12.550,-7.497) (-18.252,-1.137)      0.829913
12      5.04761 -15.31691   8.61795  -9.77973 -53.07867 -18.87635       (-1.325,-7.861) (-12.504,-7.456) (-18.291,-1.162)      0.895096
13      5.04162 -15.31463   8.60172  -9.78788 -53.03294 -18.85814       (-1.359,-7.899) (-12.457,-7.416) (-18.331,-1.186)      0.964812
14      5.03562 -15.31234   8.58549  -9.79602 -52.98721 -18.83994       (-1.394,-7.937) (-12.411,-7.375) (-18.370,-1.211)      1.03815
15      5.02963 -15.31006   8.56926  -9.80417 -52.94148 -18.82174       (-1.428,-7.976) (-12.364,-7.334) (-18.409,-1.235)      1.11439
16      5.02363 -15.30778   8.55303  -9.81231 -52.89575 -18.80354       (-1.463,-8.014) (-12.317,-7.294) (-18.449,-1.259)      1.19298
17      5.01764 -15.30549   8.53680  -9.82046 -52.85002 -18.78534       (-1.497,-8.052) (-12.271,-7.253) (-18.488,-1.284)      1.27349
18      5.01165 -15.30321   8.52057  -9.82861 -52.80429 -18.76714       (-1.531,-8.091) (-12.224,-7.213) (-18.527,-1.308)      1.35557
19      5.00565 -15.30093   8.50434  -9.83675 -52.75856 -18.74894       (-1.566,-8.129) (-12.178,-7.172) (-18.567,-1.332)      1.43895
20      4.99966 -15.29864   8.48812  -9.84490 -52.71284 -18.73074       (-1.600,-8.167) (-12.131,-7.131) (-18.606,-1.357)      1.52342
21      4.99366 -15.29636   8.47189  -9.85304 -52.66711 -18.71254       (-1.634,-8.206) (-12.084,-7.091) (-18.645,-1.381)      1.60882
22      4.98767 -15.29408   8.45566  -9.86119 -52.62138 -18.69434       (-1.669,-8.244) (-12.038,-7.050) (-18.685,-1.406)      1.69499
23      4.98167 -15.29179   8.43943  -9.86933 -52.57565 -18.67614       (-1.703,-8.282) (-11.991,-7.010) (-18.724,-1.430)      1.78182
24      4.97568 -15.28951   8.42320  -9.87748 -52.52992 -18.65794       (-1.738,-8.321) (-11.945,-6.969) (-18.763,-1.454)      1.86923
25      4.96968 -15.28722   8.40697  -9.88563 -52.48419 -18.63974       (-1.772,-8.359) (-11.898,-6.928) (-18.803,-1.479)      1.95714
26      4.96369 -15.28494   8.39074  -9.89377 -52.43846 -18.62154       (-1.806,-8.397) (-11.851,-6.888) (-18.842,-1.503)      2.04548
