2BOUNDS_2018-03-07.14_32_14.298_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -23.21997 -24.24900 -28.39417  24.96126 -13.51334 -39.12838       (-1.281,-20.232) (-2.721,-3.130) (-4.729,-1.439)      0
1    -23.19945 -24.22617 -28.38600  24.93314 -13.50455 -39.09050       (-1.186,-20.148) (-2.746,-3.382) (-4.785,-1.542)      0.30652
2    -23.17893 -24.20334 -28.37783  24.90502 -13.49575 -39.05261       (-1.092,-20.064) (-2.771,-3.634) (-4.841,-1.646)      0.613039
3    -23.15841 -24.18050 -28.36966  24.87691 -13.48696 -39.01472       (-0.998,-19.981) (-2.796,-3.886) (-4.896,-1.750)      0.919559
4    -23.13789 -24.15767 -28.36149  24.84879 -13.47817 -38.97684       (-0.904,-19.897) (-2.822,-4.138) (-4.952,-1.854)      1.22608
5    -23.11737 -24.13484 -28.35332  24.82067 -13.46937 -38.93895       (-0.809,-19.813) (-2.847,-4.390) (-5.008,-1.958)      1.5326
6    -23.09685 -24.11200 -28.34515  24.79255 -13.46058 -38.90107       (-0.715,-19.729) (-2.872,-4.642) (-5.064,-2.061)      1.83912
7    -23.07633 -24.08917 -28.33698  24.76443 -13.45179 -38.86318       (-0.621,-19.645) (-2.897,-4.894) (-5.119,-2.165)      2.14564
8    -23.05581 -24.06634 -28.32881  24.73631 -13.44299 -38.82529       (-0.527,-19.561) (-2.923,-5.147) (-5.175,-2.269)      2.45216
9    -23.03529 -24.04350 -28.32064  24.70819 -13.43420 -38.78741       (-0.433,-19.477) (-2.948,-5.399) (-5.231,-2.373)      2.65967
10    -23.01477 -24.02067 -28.31247  24.68007 -13.42541 -38.74952       (-0.338,-19.393) (-2.973,-5.651) (-5.287,-2.476)      2.86901
11    -22.99425 -23.99784 -28.30430  24.65195 -13.41662 -38.71164       (-0.244,-19.310) (-2.998,-5.903) (-5.342,-2.580)      3.0946
12    -22.97373 -23.97500 -28.29613  24.62383 -13.40782 -38.67375       (-0.150,-19.226) (-3.023,-6.155) (-5.398,-2.684)      3.33313
13    -22.95321 -23.95217 -28.28796  24.59571 -13.39903 -38.63587       (-0.056,-19.142) (-3.049,-6.407) (-5.454,-2.788)      3.58203
