10PERCENT_2018-03-07.11_27_44.913_.txt     Output is probe cell, reduced cell, NCDist distance between
0      9.00980   5.04321   4.93565 -17.71466 -30.77981 -24.02704       (-7.825,-2.693) (-0.857,-4.936) (-4.074,-0.108)      0
1      9.00067   5.03033   4.92577 -17.70100 -30.75170 -24.00385       (-7.825,-2.715) (-0.868,-4.926) (-4.075,-0.105)      0.0266527
2      8.99154   5.01744   4.91589 -17.68735 -30.72358 -23.98065       (-7.825,-2.737) (-0.879,-4.916) (-4.076,-0.102)      0.0533053
3      8.98242   5.00456   4.90601 -17.67369 -30.69547 -23.95746       (-7.825,-2.759) (-0.890,-4.906) (-4.076,-0.099)      0.079958
4      8.97329   4.99168   4.89613 -17.66004 -30.66735 -23.93427       (-7.825,-2.781) (-0.900,-4.896) (-4.077,-0.096)      0.106611
5      8.96416   4.97880   4.88625 -17.64639 -30.63924 -23.91107       (-7.825,-2.803) (-0.911,-4.886) (-4.078,-0.093)      0.133263
6      8.95504   4.96592   4.87637 -17.63273 -30.61112 -23.88788       (-7.825,-2.825) (-0.922,-4.876) (-4.079,-0.090)      0.159916
7      8.94591   4.95304   4.86649 -17.61908 -30.58301 -23.86469       (-7.825,-2.847) (-0.933,-4.866) (-4.079,-0.087)      0.186569
8      8.93679   4.94016   4.85660 -17.60542 -30.55489 -23.84149       (-7.825,-2.868) (-0.944,-4.857) (-4.080,-0.084)      0.213221
9      8.92766   4.92728   4.84672 -17.59177 -30.52678 -23.81830       (-7.825,-2.890) (-0.955,-4.847) (-4.081,-0.081)      0.239874
10      8.91853   4.91440   4.83684 -17.57811 -30.49866 -23.79511       (-7.825,-2.912) (-0.966,-4.837) (-4.082,-0.078)      0.266527
11      8.90941   4.90152   4.82696 -17.56446 -30.47055 -23.77191       (-7.825,-2.934) (-0.977,-4.827) (-4.082,-0.075)      0.293179
12      8.90028   4.88864   4.81708 -17.55081 -30.44243 -23.74872       (-7.825,-2.956) (-0.988,-4.817) (-4.083,-0.072)      0.319832
13      8.89115   4.87576   4.80720 -17.53715 -30.41431 -23.72553       (-7.825,-2.978) (-0.999,-4.807) (-4.084,-0.069)      0.346485
14      8.88203   4.86288   4.79732 -17.52350 -30.38620 -23.70233       (-7.825,-3.000) (-1.010,-4.797) (-4.085,-0.066)      0.373137
15      8.87290   4.85000   4.78744 -17.50984 -30.35808 -23.67914       (-7.825,-3.022) (-1.021,-4.787) (-4.085,-0.063)      0.39979
16      8.86377   4.83712   4.77755 -17.49619 -30.32997 -23.65594       (-7.825,-3.044) (-1.032,-4.778) (-4.086,-0.060)      0.426443
17      8.85465   4.82423   4.76767 -17.48254 -30.30185 -23.63275       (-7.825,-3.066) (-1.043,-4.768) (-4.087,-0.057)      0.453095
