2BOUNDS_2018-03-07.14_57_42.943_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.60125 -19.61052 -31.77344   1.58582 -12.20623   3.39326       (-3.834,-16.074) (-1.145,-5.140) (-7.083,-2.248)      0
1      0.59681 -19.59203 -31.74873   1.56814 -12.19916   3.38761       (-3.856,-16.156) (-1.100,-5.084) (-7.136,-2.288)      0.128782
2      0.59237 -19.57355 -31.72401   1.55046 -12.19208   3.38196       (-3.878,-16.238) (-1.055,-5.029) (-7.188,-2.327)      0.257564
3      0.58793 -19.55507 -31.69930   1.53278 -12.18501   3.37632       (-3.900,-16.319) (-1.010,-4.974) (-7.241,-2.367)      0.386346
4      0.58349 -19.53658 -31.67458   1.51510 -12.17794   3.37067       (-3.921,-16.401) (-0.964,-4.918) (-7.293,-2.406)      0.515128
5      0.57905 -19.51810 -31.64987   1.49743 -12.17086   3.36502       (-3.943,-16.483) (-0.919,-4.863) (-7.346,-2.446)      0.64391
6      0.57461 -19.49962 -31.62515   1.47975 -12.16379   3.35938       (-3.965,-16.564) (-0.874,-4.808) (-7.398,-2.486)      0.772692
7      0.57017 -19.48113 -31.60044   1.46207 -12.15672   3.35373       (-3.987,-16.646) (-0.829,-4.753) (-7.451,-2.525)      0.901474
8      0.56573 -19.46265 -31.57572   1.44439 -12.14964   3.34808       (-4.009,-16.728) (-0.783,-4.697) (-7.504,-2.565)      1.03026
9      0.56129 -19.44416 -31.55101   1.42672 -12.14257   3.34244       (-4.031,-16.810) (-0.738,-4.642) (-7.556,-2.604)      1.15904
10      0.55685 -19.42568 -31.52629   1.40904 -12.13550   3.33679       (-4.053,-16.891) (-0.693,-4.587) (-7.609,-2.644)      1.28782
11      0.55241 -19.40720 -31.50158   1.39136 -12.12842   3.33114       (-4.075,-16.973) (-0.648,-4.531) (-7.661,-2.683)      1.4166
12      0.54797 -19.38871 -31.47686   1.37368 -12.12135   3.32549       (-4.097,-17.055) (-0.602,-4.476) (-7.714,-2.723)      1.54538
13      0.54353 -19.37023 -31.45215   1.35600 -12.11427   3.31985       (-4.119,-17.136) (-0.557,-4.421) (-7.766,-2.763)      1.67417
14      0.53909 -19.35174 -31.42743   1.33833 -12.10720   3.31420       (-4.140,-17.218) (-0.512,-4.365) (-7.819,-2.802)      1.80295
15      0.53465 -19.33326 -31.40272   1.32065 -12.10013   3.30855       (-4.162,-17.300) (-0.467,-4.310) (-7.871,-2.842)      1.93173
16      0.53021 -19.31478 -31.37800   1.30297 -12.09305   3.30291       (-4.184,-17.381) (-0.422,-4.255) (-7.924,-2.881)      2.06051
17      0.52577 -19.29629 -31.35329   1.28529 -12.08598   3.29726       (-4.206,-17.463) (-0.376,-4.199) (-7.977,-2.921)      2.18929
18      0.52134 -19.27781 -31.32857   1.26761 -12.07891   3.29161       (-4.228,-17.545) (-0.331,-4.144) (-8.029,-2.960)      2.31808
19      0.51690 -19.25933 -31.30386   1.24994 -12.07183   3.28597       (-4.250,-17.626) (-0.286,-4.089) (-8.082,-3.000)      2.44686
20      0.51246 -19.24084 -31.27914   1.23226 -12.06476   3.28032       (-4.272,-17.708) (-0.241,-4.033) (-8.134,-3.040)      2.57564
21      0.50802 -19.22236 -31.25443   1.21458 -12.05769   3.27467       (-4.294,-17.790) (-0.195,-3.978) (-8.187,-3.079)      2.70442
22      0.50358 -19.20387 -31.22971   1.19690 -12.05061   3.26902       (-4.316,-17.871) (-0.150,-3.923) (-8.239,-3.119)      2.8332
23      0.49914 -19.18539 -31.20500   1.17923 -12.04354   3.26338       (-4.338,-17.953) (-0.105,-3.868) (-8.292,-3.158)      2.96199
24      0.49470 -19.16691 -31.18028   1.16155 -12.03646   3.25773       (-4.359,-18.035) (-0.060,-3.812) (-8.344,-3.198)      3.09077
25      0.49026 -19.14842 -31.15556   1.14387 -12.02939   3.25208       (-4.381,-18.116) (-0.015,-3.757) (-8.397,-3.237)      3.21955
26      0.48582 -19.12994 -31.13085   1.12619 -12.02232   3.24644       (-3.246,-18.168) (-3.732,-0.031) (-4.373,-8.419)      3.28881
27      0.48138 -19.11145 -31.10613   1.10851 -12.01524   3.24079       (-3.241,-18.204) (-3.722,-0.076) (-4.349,-8.426)      3.33031
28      0.47694 -19.09297 -31.08142   1.09084 -12.00817   3.23514       (-3.235,-18.240) (-3.712,-0.121) (-4.326,-8.434)      3.37251
29      0.47250 -19.07449 -31.05670   1.07316 -12.00110   3.22950       (-3.229,-18.277) (-3.702,-0.166) (-4.303,-8.441)      3.4154
30      0.46806 -19.05600 -31.03199   1.05548 -11.99402   3.22385       (-3.224,-18.313) (-3.692,-0.212) (-4.279,-8.448)      3.45894
31      0.46362 -19.03752 -31.00727   1.03780 -11.98695   3.21820       (-3.218,-18.350) (-3.682,-0.257) (-4.256,-8.456)      3.50311
32      0.45918 -19.01904 -30.98256   1.02012 -11.97988   3.21255       (-3.213,-18.386) (-3.672,-0.302) (-4.233,-8.463)      3.54789
33      0.45474 -19.00055 -30.95784   1.00245 -11.97280   3.20691       (-3.207,-18.423) (-3.662,-0.347) (-4.209,-8.470)      3.59325
34      0.45030 -18.98207 -30.93313   0.98477 -11.96573   3.20126       (-3.201,-18.459) (-3.652,-0.392) (-4.186,-8.478)      3.63918
35      0.44586 -18.96358 -30.90841   0.96709 -11.95865   3.19561       (-3.196,-18.496) (-3.641,-0.438) (-4.163,-8.485)      3.68565
36      0.44142 -18.94510 -30.88370   0.94941 -11.95158   3.18997       (-3.190,-18.532) (-3.631,-0.483) (-4.139,-8.492)      3.73264
37      0.43698 -18.92662 -30.85898   0.93174 -11.94451   3.18432       (-3.184,-18.569) (-3.621,-0.528) (-4.116,-8.500)      3.78013
38      0.43254 -18.90813 -30.83427   0.91406 -11.93743   3.17867       (-3.179,-18.605) (-3.611,-0.573) (-4.093,-8.507)      3.8281
39      0.42810 -18.88965 -30.80955   0.89638 -11.93036   3.17303       (-3.173,-18.642) (-3.601,-0.619) (-4.069,-8.514)      3.87654
40      0.42366 -18.87117 -30.78484   0.87870 -11.92329   3.16738       (-3.167,-18.678) (-3.591,-0.664) (-4.046,-8.522)      3.89301
41      0.41922 -18.85268 -30.76012   0.86102 -11.91621   3.16173       (-3.162,-18.714) (-3.581,-0.709) (-4.023,-8.529)      3.90921
42      0.41479 -18.83420 -30.73541   0.84335 -11.90914   3.15608       (-3.156,-18.751) (-3.571,-0.754) (-3.999,-8.536)      3.9264
43      0.41035 -18.81571 -30.71069   0.82567 -11.90207   3.15044       (-3.150,-18.787) (-3.561,-0.799) (-3.976,-8.544)      3.94454
44      0.40591 -18.79723 -30.68598   0.80799 -11.89499   3.14479       (-3.145,-18.824) (-3.551,-0.845) (-3.953,-8.551)      3.96365
45      0.40147 -18.77875 -30.66126   0.79031 -11.88792   3.13914       (-3.139,-18.860) (-3.541,-0.890) (-3.929,-8.558)      3.98369
46      0.39703 -18.76026 -30.63655   0.77263 -11.88084   3.13350       (-3.133,-18.897) (-3.531,-0.935) (-3.906,-8.566)      4.00465
47      0.39259 -18.74178 -30.61183   0.75496 -11.87377   3.12785       (-3.128,-18.933) (-3.520,-0.980) (-3.883,-8.573)      4.02653
48      0.38815 -18.72329 -30.58712   0.73728 -11.86670   3.12220       (-3.122,-18.970) (-3.510,-1.026) (-3.859,-8.580)      4.0493
49      0.38371 -18.70481 -30.56240   0.71960 -11.85962   3.11656       (-3.117,-19.006) (-3.500,-1.071) (-3.836,-8.588)      4.07296
50      0.37927 -18.68633 -30.53769   0.70192 -11.85255   3.11091       (-3.111,-19.043) (-3.490,-1.116) (-3.813,-8.595)      4.09747
51      0.37483 -18.66784 -30.51297   0.68425 -11.84548   3.10526       (-3.105,-19.079) (-3.480,-1.161) (-3.790,-8.602)      4.12284
52      0.37039 -18.64936 -30.48826   0.66657 -11.83840   3.09962       (-3.100,-19.115) (-3.470,-1.206) (-3.766,-8.610)      4.14905
53      0.36595 -18.63088 -30.46354   0.64889 -11.83133   3.09397       (-3.094,-19.152) (-3.460,-1.252) (-3.743,-8.617)      4.17607
54      0.36151 -18.61239 -30.43883   0.63121 -11.82426   3.08832       (-3.088,-19.188) (-3.450,-1.297) (-3.720,-8.624)      4.2039
55      0.35707 -18.59391 -30.41411   0.61353 -11.81718   3.08267       (-3.083,-19.225) (-3.440,-1.342) (-3.696,-8.632)      4.23251
56      0.35263 -18.57542 -30.38940   0.59586 -11.81011   3.07703       (-3.077,-19.261) (-3.430,-1.387) (-3.673,-8.639)      4.26189
57      0.34819 -18.55694 -30.36468   0.57818 -11.80303   3.07138       (-3.071,-19.298) (-3.420,-1.433) (-3.650,-8.646)      4.29203
58      0.34375 -18.53846 -30.33997   0.56050 -11.79596   3.06573       (-3.066,-19.334) (-3.409,-1.478) (-3.626,-8.654)      4.32291
59      0.33931 -18.51997 -30.31525   0.54282 -11.78889   3.06009       (-3.060,-19.371) (-3.399,-1.523) (-3.603,-8.661)      4.35452
60      0.33487 -18.50149 -30.29054   0.52514 -11.78181   3.05444       (-3.054,-19.407) (-3.389,-1.568) (-3.580,-8.668)      4.38683
61      0.33043 -18.48300 -30.26582   0.50747 -11.77474   3.04879       (-3.049,-19.444) (-3.379,-1.613) (-3.556,-8.676)      4.41983
62      0.32599 -18.46452 -30.24111   0.48979 -11.76767   3.04315       (-3.043,-19.480) (-3.369,-1.659) (-3.533,-8.683)      4.45352
63      0.32155 -18.44604 -30.21639   0.47211 -11.76059   3.03750       (-3.037,-19.517) (-3.359,-1.704) (-3.510,-8.690)      4.48786
64      0.31711 -18.42755 -30.19168   0.45443 -11.75352   3.03185       (-3.032,-19.553) (-3.349,-1.749) (-3.486,-8.698)      4.52285
65      0.31267 -18.40907 -30.16696   0.43676 -11.74645   3.02620       (-3.026,-19.589) (-3.339,-1.794) (-3.463,-8.705)      4.55847
66      0.30824 -18.39059 -30.14225   0.41908 -11.73937   3.02056       (-3.021,-19.626) (-3.329,-1.840) (-3.440,-8.712)      4.59472
67      0.30380 -18.37210 -30.11753   0.40140 -11.73230   3.01491       (-3.015,-19.662) (-3.319,-1.885) (-3.416,-8.720)      4.63156
68      0.29936 -18.35362 -30.09282   0.38372 -11.72523   3.00926       (-3.009,-19.699) (-3.309,-1.930) (-3.393,-8.727)      4.66899
69      0.29492 -18.33513 -30.06810   0.36604 -11.71815   3.00362       (-3.004,-19.735) (-3.299,-1.975) (-3.370,-8.734)      4.707
70      0.29048 -18.31665 -30.04339   0.34837 -11.71108   2.99797       (-2.998,-19.772) (-3.288,-2.020) (-3.346,-8.742)      4.74557
71      0.28604 -18.29817 -30.01867   0.33069 -11.70400   2.99232       (-2.992,-19.808) (-3.278,-2.066) (-3.323,-8.749)      4.78469
72      0.28160 -18.27968 -29.99396   0.31301 -11.69693   2.98668       (-2.987,-19.845) (-3.268,-2.111) (-3.300,-8.756)      4.82433
73      0.27716 -18.26120 -29.96924   0.29533 -11.68986   2.98103       (-2.981,-19.881) (-3.258,-2.156) (-3.276,-8.764)      4.86451
74      0.27272 -18.24272 -29.94453   0.27765 -11.68278   2.97538       (-2.975,-19.918) (-3.248,-2.201) (-3.253,-8.771)      4.90518
75      0.26828 -18.22423 -29.91981   0.25998 -11.67571   2.96973       (-2.970,-19.954) (-3.238,-2.247) (-3.230,-8.778)      4.94636
76      0.26384 -18.20575 -29.89510   0.24230 -11.66864   2.96409       (-2.964,-19.991) (-3.228,-2.292) (-3.206,-8.786)      4.98802
77      0.25940 -18.18726 -29.87038   0.22462 -11.66156   2.95844       (-2.958,-20.027) (-3.218,-2.337) (-3.183,-8.793)      5.03015
78      0.25496 -18.16878 -29.84567   0.20694 -11.65449   2.95279       (-2.953,-20.063) (-3.208,-2.382) (-3.160,-8.800)      5.07273
79      0.25052 -18.15030 -29.82095   0.18927 -11.64742   2.94715       (-2.947,-20.100) (-3.198,-2.427) (-3.136,-8.808)      5.11577
80      0.24608 -18.13181 -29.79624   0.17159 -11.64034   2.94150       (-2.941,-20.136) (-3.188,-2.473) (-3.113,-8.815)      5.15924
81      0.24164 -18.11333 -29.77152   0.15391 -11.63327   2.93585       (-2.936,-20.173) (-3.177,-2.518) (-3.090,-8.822)      5.20314
82      0.23720 -18.09484 -29.74680   0.13623 -11.62619   2.93021       (-2.930,-20.209) (-3.167,-2.563) (-3.066,-8.830)      5.24746
83      0.23276 -18.07636 -29.72209   0.11855 -11.61912   2.92456       (-2.925,-20.246) (-3.157,-2.608) (-3.043,-8.837)      5.29218
84      0.22832 -18.05788 -29.69737   0.10088 -11.61205   2.91891       (-2.919,-20.282) (-3.147,-2.654) (-3.020,-8.844)      5.33729
85      0.22388 -18.03939 -29.67266   0.08320 -11.60497   2.91326       (-2.913,-20.319) (-3.137,-2.699) (-2.996,-8.852)      5.38279
86      0.21944 -18.02091 -29.64794   0.06552 -11.59790   2.90762       (-2.908,-20.355) (-3.127,-2.744) (-2.973,-8.859)      5.42866
87      0.21500 -18.00243 -29.62323   0.04784 -11.59083   2.90197       (-2.902,-20.392) (-3.117,-2.789) (-2.950,-8.867)      5.4749
88      0.21056 -17.98394 -29.59851   0.03016 -11.58375   2.89632       (-2.896,-20.428) (-3.107,-2.834) (-2.926,-8.874)      5.5215
89      0.20612 -17.96546 -29.57380   0.01249 -11.57668   2.89068       (-2.891,-20.465) (-3.097,-2.880) (-2.903,-8.881)      5.56844
90      0.20169 -17.94697 -29.54908  -0.00519 -11.56961   2.88503       (-2.885,-20.501) (-3.087,-2.925) (-2.880,-8.889)      5.5966
91      0.19725 -17.92849 -29.52437  -0.02287 -11.56253   2.87938       (-2.879,-20.537) (-3.077,-2.970) (-2.857,-8.896)      5.62009
92      0.19281 -17.91001 -29.49965  -0.04055 -11.55546   2.87374       (-2.874,-20.574) (-3.067,-3.015) (-2.833,-8.903)      5.64421
93      0.18837 -17.89152 -29.47494  -0.05822 -11.54838   2.86809       (-2.868,-20.610) (-3.056,-3.061) (-2.810,-8.911)      5.66895
94      0.18393 -17.87304 -29.45022  -0.07590 -11.54131   2.86244       (-2.862,-20.647) (-3.046,-3.106) (-2.787,-8.918)      5.69431
95      0.17949 -17.85455 -29.42551  -0.09358 -11.53424   2.85679       (-2.857,-20.683) (-3.036,-3.151) (-2.763,-8.925)      5.72027
96      0.17505 -17.83607 -29.40079  -0.11126 -11.52716   2.85115       (-2.851,-20.720) (-3.026,-3.196) (-2.740,-8.933)      5.74682
97      0.17061 -17.81759 -29.37608  -0.12894 -11.52009   2.84550       (-2.846,-20.756) (-3.016,-3.241) (-2.717,-8.940)      5.77397
98      0.16617 -17.79910 -29.35136  -0.14661 -11.51302   2.83985       (-2.840,-20.793) (-3.006,-3.287) (-2.693,-8.947)      5.8017
99      0.16173 -17.78062 -29.32665  -0.16429 -11.50594   2.83421       (-2.834,-20.829) (-2.996,-3.332) (-2.670,-8.955)      5.83
100      0.15729 -17.76214 -29.30193  -0.18197 -11.49887   2.82856       (-2.829,-20.866) (-2.986,-3.377) (-2.647,-8.962)      5.85886
101      0.15285 -17.74365 -29.27722  -0.19965 -11.49180   2.82291       (-2.823,-20.902) (-2.976,-3.422) (-2.623,-8.969)      5.88828
102      0.14841 -17.72517 -29.25250  -0.21733 -11.48472   2.81727       (-2.817,-20.939) (-2.966,-3.468) (-2.600,-8.977)      5.91825
103      0.14397 -17.70668 -29.22779  -0.23500 -11.47765   2.81162       (-2.812,-20.975) (-2.956,-3.513) (-2.577,-8.984)      5.94875
104      0.13953 -17.68820 -29.20307  -0.25268 -11.47057   2.80597       (-2.806,-21.011) (-2.946,-3.558) (-2.553,-8.991)      5.97979
105      0.13509 -17.66972 -29.17836  -0.27036 -11.46350   2.80032       (-2.800,-21.048) (-2.935,-3.603) (-2.530,-8.999)      6.01135
106      0.13065 -17.65123 -29.15364  -0.28804 -11.45643   2.79468       (-2.795,-21.084) (-2.925,-3.648) (-2.507,-9.006)      6.04342
107      0.12621 -17.63275 -29.12893  -0.30571 -11.44935   2.78903       (-2.789,-21.121) (-2.915,-3.694) (-2.483,-9.013)      6.07601
108      0.12177 -17.61427 -29.10421  -0.32339 -11.44228   2.78338       (-2.783,-21.157) (-2.905,-3.739) (-2.460,-9.021)      6.10909
109      0.11733 -17.59578 -29.07950  -0.34107 -11.43521   2.77774       (-2.778,-21.194) (-2.895,-3.784) (-2.437,-9.028)      6.14265
110      0.11289 -17.57730 -29.05478  -0.35875 -11.42813   2.77209       (-2.772,-21.230) (-2.885,-3.829) (-2.413,-9.035)      6.17671
111      0.10845 -17.55881 -29.03007  -0.37643 -11.42106   2.76644       (-2.766,-21.267) (-2.875,-3.875) (-2.390,-9.043)      6.21123
112      0.10401 -17.54033 -29.00535  -0.39410 -11.41399   2.76080       (-2.761,-21.303) (-2.865,-3.920) (-2.367,-9.050)      6.24623
113      0.09957 -17.52185 -28.98064  -0.41178 -11.40691   2.75515       (-2.755,-21.340) (-2.855,-3.965) (-2.343,-9.057)      6.28168
114      0.09514 -17.50336 -28.95592  -0.42946 -11.39984   2.74950       (-2.750,-21.376) (-2.845,-4.010) (-2.320,-9.065)      6.31758
115      0.09070 -17.48488 -28.93121  -0.44714 -11.39276   2.74385       (-2.744,-21.413) (-2.835,-4.055) (-2.297,-9.072)      6.35393
116      0.08626 -17.46639 -28.90649  -0.46482 -11.38569   2.73821       (-2.738,-21.449) (-2.824,-4.101) (-2.273,-9.079)      6.39071
117      0.08182 -17.44791 -28.88178  -0.48249 -11.37862   2.73256       (-2.733,-21.485) (-2.814,-4.146) (-2.250,-9.087)      6.42792
118      0.07738 -17.42943 -28.85706  -0.50017 -11.37154   2.72691       (-2.727,-21.522) (-2.804,-4.191) (-2.227,-9.094)      6.46555
119      0.07294 -17.41094 -28.83235  -0.51785 -11.36447   2.72127       (-2.721,-21.558) (-2.794,-4.236) (-2.203,-9.101)      6.5036
120      0.06850 -17.39246 -28.80763  -0.53553 -11.35740   2.71562       (-2.716,-21.595) (-2.784,-4.282) (-2.180,-9.109)      6.54205
121      0.06406 -17.37398 -28.78292  -0.55320 -11.35032   2.70997       (-2.710,-21.631) (-2.774,-4.327) (-2.157,-9.116)      6.5809
122      0.05962 -17.35549 -28.75820  -0.57088 -11.34325   2.70433       (-2.704,-21.668) (-2.764,-4.372) (-2.133,-9.123)      6.62014
123      0.05518 -17.33701 -28.73349  -0.58856 -11.33618   2.69868       (-2.699,-21.704) (-2.754,-4.417) (-2.110,-9.131)      6.65977
124      0.05074 -17.31852 -28.70877  -0.60624 -11.32910   2.69303       (-2.693,-21.741) (-2.744,-4.462) (-2.087,-9.138)      6.69977
125      0.04630 -17.30004 -28.68406  -0.62392 -11.32203   2.68739       (-2.687,-21.777) (-2.734,-4.508) (-2.063,-9.145)      6.74015
126      0.04186 -17.28156 -28.65934  -0.64159 -11.31496   2.68174       (-2.682,-21.814) (-2.724,-4.553) (-2.040,-9.153)      6.7809
127      0.03742 -17.26307 -28.63463  -0.65927 -11.30788   2.67609       (-2.676,-21.850) (-2.714,-4.598) (-2.017,-9.160)      6.822
128      0.03298 -17.24459 -28.60991  -0.67695 -11.30081   2.67044       (-2.670,-21.887) (-2.703,-4.643) (-1.993,-9.167)      6.86345
129      0.02854 -17.22610 -28.58520  -0.69463 -11.29373   2.66480       (-2.665,-21.923) (-2.693,-4.689) (-1.970,-9.175)      6.90525
130      0.02410 -17.20762 -28.56048  -0.71231 -11.28666   2.65915       (-2.659,-21.959) (-2.683,-4.734) (-1.947,-9.182)      6.94739
131      0.01966 -17.18914 -28.53577  -0.72998 -11.27959   2.65350       (-2.654,-21.996) (-2.673,-4.779) (-1.924,-9.189)      6.98986
132      0.01522 -17.17065 -28.51105  -0.74766 -11.27251   2.64786       (-2.648,-22.032) (-2.663,-4.824) (-1.900,-9.197)      7.03266
133      0.01078 -17.15217 -28.48634  -0.76534 -11.26544   2.64221       (-2.642,-22.069) (-2.653,-4.869) (-1.877,-9.204)      7.07579
134      0.00634 -17.13369 -28.46162  -0.78302 -11.25837   2.63656       (-2.637,-22.105) (-2.643,-4.915) (-1.854,-9.211)      7.11922
135      0.00190 -17.11520 -28.43691  -0.80069 -11.25129   2.63092       (-2.631,-22.142) (-2.633,-4.960) (-1.830,-9.219)      7.16297
136     -0.00254 -17.09672 -28.41219  -0.81837 -11.24422   2.62527       (-2.625,-22.178) (-2.623,-5.005) (-1.807,-9.226)      7.20702
137     -0.00698 -17.07823 -28.38748  -0.83605 -11.23715   2.61962       (-2.620,-22.215) (-2.613,-5.050) (-1.784,-9.233)      7.25137
138     -0.01141 -17.05975 -28.36276  -0.85373 -11.23007   2.61397       (-2.614,-22.251) (-2.603,-5.096) (-1.760,-9.241)      7.29601
139     -0.01585 -17.04127 -28.33805  -0.87141 -11.22300   2.60833       (-2.608,-22.288) (-2.592,-5.141) (-1.737,-9.248)      7.34094
140     -0.02029 -17.02278 -28.31333  -0.88908 -11.21592   2.60268       (-2.603,-22.324) (-2.582,-5.186) (-1.714,-9.255)      7.38616
141     -0.02473 -17.00430 -28.28861  -0.90676 -11.20885   2.59703       (-2.597,-22.361) (-2.572,-5.231) (-1.690,-9.263)      7.43165
142     -0.02917 -16.98581 -28.26390  -0.92444 -11.20178   2.59139       (-2.591,-22.397) (-2.562,-5.276) (-1.667,-9.270)      7.47741
143     -0.03361 -16.96733 -28.23918  -0.94212 -11.19470   2.58574       (-2.586,-22.433) (-2.552,-5.322) (-1.644,-9.277)      7.52344
144     -0.03805 -16.94885 -28.21447  -0.95980 -11.18763   2.58009       (-2.580,-22.470) (-2.542,-5.367) (-1.620,-9.285)      7.56973
145     -0.04249 -16.93036 -28.18975  -0.97747 -11.18056   2.57445       (-2.574,-22.506) (-2.532,-5.412) (-1.597,-9.292)      7.61629
146     -0.04693 -16.91188 -28.16504  -0.99515 -11.17348   2.56880       (-2.569,-22.543) (-2.522,-5.457) (-1.574,-9.299)      7.66309
147     -0.05137 -16.89340 -28.14032  -1.01283 -11.16641   2.56315       (-2.563,-22.579) (-2.512,-5.503) (-1.550,-9.307)      7.71014
148     -0.05581 -16.87491 -28.11561  -1.03051 -11.15934   2.55750       (-2.558,-22.616) (-2.502,-5.548) (-1.527,-9.314)      7.75744
149     -0.06025 -16.85643 -28.09089  -1.04818 -11.15226   2.55186       (-2.552,-22.652) (-2.492,-5.593) (-1.504,-9.321)      7.80497
150     -0.06469 -16.83794 -28.06618  -1.06586 -11.14519   2.54621       (-2.546,-22.689) (-2.482,-5.638) (-1.480,-9.329)      7.85274
151     -0.06913 -16.81946 -28.04146  -1.08354 -11.13811   2.54056       (-2.541,-22.725) (-2.471,-5.684) (-1.457,-9.336)      7.90075
152     -0.07357 -16.80098 -28.01675  -1.10122 -11.13104   2.53492       (-2.535,-22.762) (-2.461,-5.729) (-1.434,-9.343)      7.94897
153     -0.07801 -16.78249 -27.99203  -1.11890 -11.12397   2.52927       (-2.529,-22.798) (-2.451,-5.774) (-1.410,-9.351)      7.99743
154     -0.08245 -16.76401 -27.96732  -1.13657 -11.11689   2.52362       (-2.524,-22.834) (-2.441,-5.819) (-1.387,-9.358)      8.04609
155     -0.08689 -16.74553 -27.94260  -1.15425 -11.10982   2.51798       (-2.518,-22.871) (-2.431,-5.864) (-1.364,-9.365)      8.09498
156     -0.09133 -16.72704 -27.91789  -1.17193 -11.10275   2.51233       (-2.512,-22.907) (-2.421,-5.910) (-1.340,-9.373)      8.14407
157     -0.09577 -16.70856 -27.89317  -1.18961 -11.09567   2.50668       (-2.507,-22.944) (-2.411,-5.955) (-1.317,-9.380)      8.19338
158     -0.10021 -16.69007 -27.86846  -1.20728 -11.08860   2.50103       (-2.501,-22.980) (-2.401,-6.000) (-1.294,-9.387)      8.24288
159     -0.10465 -16.67159 -27.84374  -1.22496 -11.08153   2.49539       (-2.495,-23.017) (-2.391,-6.045) (-1.270,-9.395)      8.29259
160     -0.10909 -16.65311 -27.81903  -1.24264 -11.07445   2.48974       (-2.490,-23.053) (-2.381,-6.091) (-1.247,-9.402)      8.34249
161     -0.11353 -16.63462 -27.79431  -1.26032 -11.06738   2.48409       (-2.484,-23.090) (-2.371,-6.136) (-1.224,-9.409)      8.39258
162     -0.11797 -16.61614 -27.76960  -1.27800 -11.06030   2.47845       (-2.478,-23.126) (-2.360,-6.181) (-1.200,-9.417)      8.44286
