Fol_2018-02-25.13_35_22.73_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -129.09874  99.53359 -4975.79906 -116.05748  72.61467 -135.39792       (-35.864,-16.524) (-99.534,-26.919) (-4876.265,-29.565)      1.42109e-14
1    -128.99911  99.33432 -4970.83482 -120.82245  72.51504 -135.29828       (-35.964,-21.488) (-99.334,-26.819) (-4871.501,-29.665)      6.88608
2    -128.89948  99.13505 -4965.87058 -125.58743  72.41540 -135.19865       (-36.064,-26.452) (-99.135,-26.720) (-4866.736,-29.764)      13.7722
3    -128.79984  98.93579 -4960.90634 -130.35240  72.31577 -135.09902       (-36.163,-31.417) (-98.936,-26.620) (-4861.971,-29.864)      20.6582
4    -128.70021  98.73652 -4955.94210 -135.11737  72.21614 -134.99938       (-36.263,-36.381) (-98.737,-26.520) (-4857.206,-29.964)      27.5443
5    -128.60058  98.53725 -4950.97786 -139.88235  72.11650 -134.89975       (-36.362,-41.345) (-98.537,-26.421) (-4852.441,-30.063)      34.4304
6    -128.50094  98.33799 -4946.01362 -144.64732  72.01687 -134.80012       (-36.462,-46.309) (-98.338,-26.321) (-4847.676,-30.163)      41.3165
7    -128.40131  98.13872 -4941.04938 -149.41229  71.91724 -134.70049       (-36.562,-51.274) (-98.139,-26.221) (-4842.911,-30.263)      48.2026
8    -128.30168  97.93945 -4936.08514 -154.17727  71.81760 -134.60085       (-36.661,-56.238) (-97.939,-26.122) (-4838.146,-30.362)      55.0887
9    -128.20204  97.74019 -4931.12091 -158.94224  71.71797 -134.50122       (-36.761,-61.202) (-97.740,-26.022) (-4833.381,-30.462)      61.9747
10    -128.10241  97.54092 -4926.15667 -163.70721  71.61834 -134.40159       (-36.861,-66.166) (-97.541,-25.923) (-4828.616,-30.561)      68.8608
11    -128.00278  97.34166 -4921.19243 -168.47218  71.51870 -134.30195       (-36.960,-71.131) (-97.342,-25.823) (-4823.851,-30.661)      75.7469
12    -127.90314  97.14239 -4916.22819 -173.23716  71.41907 -134.20232       (-37.060,-76.095) (-97.142,-25.723) (-4819.086,-30.761)      82.633
13    -127.80351  96.94312 -4911.26395 -178.00213  71.31944 -134.10269       (-37.160,-81.059) (-96.943,-25.624) (-4814.321,-30.860)      89.5191
14    -127.70388  96.74386 -4906.29971 -182.76710  71.21980 -134.00305       (-37.259,-86.023) (-96.744,-25.524) (-4809.556,-30.960)      96.4052
15    -127.60425  96.54459 -4901.33547 -187.53208  71.12017 -133.90342       (-37.359,-90.987) (-96.545,-25.424) (-4804.791,-31.060)      103.291
16    -127.50461  96.34532 -4896.37123 -192.29705  71.02054 -133.80379       (-37.458,-95.952) (-96.345,-25.325) (-4800.026,-31.159)      110.177
17    -127.40498  96.14606 -4891.40699 -197.06202  70.92090 -133.70415       (-37.558,-100.916) (-96.146,-25.225) (-4795.261,-31.259)      114.598
18    -127.30535  95.94679 -4886.44275 -201.82700  70.82127 -133.60452       (-37.658,-105.880) (-95.947,-25.126) (-4790.496,-31.359)      118.062
19    -127.20571  95.74752 -4881.47851 -206.59197  70.72164 -133.50489       (-37.757,-110.844) (-95.748,-25.026) (-4785.731,-31.458)      121.817
20    -127.10608  95.54826 -4876.51427 -211.35694  70.62200 -133.40525       (-37.857,-115.809) (-95.548,-24.926) (-4780.966,-31.558)      125.837
21    -127.00645  95.34899 -4871.55003 -216.12191  70.52237 -133.30562       (-37.957,-120.773) (-95.349,-24.827) (-4776.201,-31.657)      130.098
22    -126.90681  95.14972 -4866.58579 -220.88689  70.42274 -133.20599       (-38.056,-125.737) (-95.150,-24.727) (-4771.436,-31.757)      134.576
23    -126.80718  94.95046 -4861.62155 -225.65186  70.32311 -133.10635       (-38.156,-130.701) (-94.950,-24.627) (-4766.671,-31.857)      139.251
24    -126.70755  94.75119 -4856.65731 -230.41683  70.22347 -133.00672       (-38.256,-135.666) (-94.751,-24.528) (-4761.906,-31.956)      144.104
25    -126.60791  94.55192 -4851.69307 -235.18181  70.12384 -132.90709       (-38.355,-140.630) (-94.552,-24.428) (-4757.141,-32.056)      149.116
26    -126.50828  94.35266 -4846.72884 -239.94678  70.02421 -132.80745       (-38.455,-145.594) (-94.353,-24.328) (-4752.376,-32.156)      154.273
27    -126.40865  94.15339 -4841.76460 -244.71175  69.92457 -132.70782       (-38.554,-150.558) (-94.153,-24.229) (-4747.611,-32.255)      159.561
28    -126.30901  93.95413 -4836.80036 -249.47672  69.82494 -132.60819       (-38.654,-155.523) (-93.954,-24.129) (-4742.846,-32.355)      164.967
29    -126.20938  93.75486 -4831.83612 -254.24170  69.72531 -132.50855       (-38.754,-160.487) (-93.755,-24.030) (-4738.081,-32.455)      170.48
30    -126.10975  93.55559 -4826.87188 -259.00667  69.62567 -132.40892       (-38.853,-165.451) (-93.556,-23.930) (-4733.316,-32.554)      176.089
31    -126.01011  93.35633 -4821.90764 -263.77164  69.52604 -132.30929       (-38.953,-170.415) (-93.356,-23.830) (-4728.551,-32.654)      181.786
32    -125.91048  93.15706 -4816.94340 -268.53662  69.42641 -132.20965       (-39.053,-175.380) (-93.157,-23.731) (-4723.786,-32.753)      187.563
33    -125.81085  92.95779 -4811.97916 -273.30159  69.32677 -132.11002       (-39.152,-180.344) (-92.958,-23.631) (-4719.021,-32.853)      193.412
