Fol_2018-04-23.15_17_07.1_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -12.53537  16.43158 -19.24833 -13.50885 -22.60344 -40.28080       (-13.297,-6.819) (-2.923,-12.922) (-22.474,-0.106)      4.76837e-07
1    -12.54532  16.40182 -19.23199 -13.49543 -22.58764 -40.25342       (-13.343,-6.763) (-2.906,-13.080) (-22.557,-0.076)      0.195297
2    -12.55527  16.37206 -19.21565 -13.48202 -22.57184 -40.22603       (-13.389,-6.707) (-2.890,-13.237) (-22.640,-0.046)      0.390593
3    -12.56522  16.34230 -19.19931 -13.46860 -22.55604 -40.19865       (-13.435,-6.651) (-2.874,-13.395) (-22.723,-0.017)      0.58589
4    -12.57517  16.31254 -19.18297 -13.45519 -22.54024 -40.17126       (-2.844,-6.582) (-13.468,-13.540) (-22.819,-0.013)      9.24842
5    -12.58512  16.28278 -19.16662 -13.44177 -22.52444 -40.14387       (-2.798,-6.496) (-13.485,-13.668) (-22.932,-0.043)      9.40558
6    -12.59507  16.25303 -19.15028 -13.42835 -22.50864 -40.11649       (-2.752,-6.410) (-13.501,-13.795) (-23.044,-0.073)      9.56431
7    -12.60501  16.22327 -19.13394 -13.41494 -22.49284 -40.08910       (-2.706,-6.324) (-13.517,-13.923) (-23.157,-0.102)      9.72453
8    -12.61496  16.19351 -19.11760 -13.40152 -22.47704 -40.06172       (-2.660,-6.238) (-13.534,-14.051) (-23.270,-0.132)      9.88617
9    -12.62491  16.16375 -19.10126 -13.38810 -22.46124 -40.03433       (-2.614,-6.153) (-13.550,-14.179) (-23.382,-0.162)      10.0492
10    -12.63486  16.13399 -19.08491 -13.37469 -22.44544 -40.00694       (-2.568,-6.067) (-13.566,-14.307) (-23.495,-0.192)      10.2134
11    -12.64481  16.10423 -19.06857 -13.36127 -22.42964 -39.97956       (-2.522,-5.981) (-13.583,-14.435) (-23.608,-0.221)      10.3789
12    -12.65476  16.07448 -19.05223 -13.34786 -22.41384 -39.95217       (-2.475,-5.895) (-13.599,-14.563) (-23.720,-0.251)      10.5456
13    -12.66471  16.04472 -19.03589 -13.33444 -22.39804 -39.92479       (-2.429,-5.809) (-13.615,-14.691) (-23.833,-0.281)      10.7134
14    -12.67466  16.01496 -19.01955 -13.32102 -22.38224 -39.89740       (-2.383,-5.724) (-13.632,-14.819) (-23.945,-0.311)      10.8822
15    -12.68461  15.98520 -19.00320 -13.30761 -22.36644 -39.87001       (-2.337,-5.638) (-13.648,-14.946) (-24.058,-0.340)      11.052
16    -12.69456  15.95544 -18.98686 -13.29419 -22.35064 -39.84263       (-2.291,-5.552) (-13.664,-15.074) (-24.171,-0.370)      11.2228
17    -12.70450  15.92569 -18.97052 -13.28077 -22.33484 -39.81524       (-2.245,-5.466) (-13.681,-15.202) (-24.283,-0.400)      11.3946
18    -12.71445  15.89593 -18.95418 -13.26736 -22.31904 -39.78786       (-2.199,-5.380) (-13.697,-15.330) (-24.396,-0.430)      11.5672
19    -12.72440  15.86617 -18.93784 -13.25394 -22.30324 -39.76047       (-2.153,-5.295) (-13.713,-15.458) (-24.509,-0.459)      11.7406
20    -12.73435  15.83641 -18.92149 -13.24052 -22.28744 -39.73308       (-2.107,-5.209) (-13.730,-15.586) (-24.621,-0.489)      11.9149
21    -12.74430  15.80665 -18.90515 -13.22711 -22.27164 -39.70570       (-2.061,-5.123) (-13.746,-15.714) (-24.734,-0.519)      12.0899
22    -12.75425  15.77689 -18.88881 -13.21369 -22.25583 -39.67831       (-2.014,-5.037) (-13.762,-15.842) (-24.847,-0.549)      12.2657
23    -12.76420  15.74714 -18.87247 -13.20028 -22.24003 -39.65093       (-1.968,-4.951) (-13.779,-15.970) (-24.959,-0.578)      12.4422
24    -12.77415  15.71738 -18.85613 -13.18686 -22.22423 -39.62354       (-1.922,-4.866) (-13.795,-16.097) (-25.072,-0.608)      12.6193
25    -12.78410  15.68762 -18.83979 -13.17344 -22.20843 -39.59615       (-1.876,-4.780) (-13.811,-16.225) (-25.184,-0.638)      12.7971
