10PERCENT_2018-03-07.11_27_27.715_.txt     Output is probe cell, reduced cell, NCDist distance between
40    -17.33638  -1.31047   7.25960 -57.79266 -69.60789   8.97432       (-2.009,-45.894) (-42.382,-1.310) (-6.353,-4.639)      12.1826
41    -17.31870  -1.35268   7.24634 -57.76543 -69.53752   8.95605       (-2.112,-45.978) (-42.543,-1.353) (-6.251,-4.541)      12.3799
42    -17.30101  -1.39489   7.23307 -57.73820 -69.46715   8.93778       (-2.215,-46.062) (-42.705,-1.395) (-6.148,-4.443)      12.5793
43    -17.28333  -1.43710   7.21981 -57.71096 -69.39678   8.91951       (-2.319,-46.146) (-42.867,-1.437) (-6.045,-4.346)      12.7808
44    -17.26565  -1.47931   7.20655 -57.68373 -69.32641   8.90124       (-2.422,-46.229) (-43.028,-1.479) (-5.943,-4.248)      12.9842
45    -17.24796  -1.52152   7.19328 -57.65650 -69.25604   8.88297       (-2.525,-46.313) (-43.190,-1.522) (-5.840,-4.150)      13.1895
46    -17.23028  -1.56373   7.18002 -57.62926 -69.18566   8.86470       (-2.628,-46.397) (-43.351,-1.564) (-5.737,-4.053)      13.3965
47    -17.21260  -1.60594   7.16675 -57.60203 -69.11529   8.84643       (-2.732,-46.480) (-43.513,-1.606) (-5.635,-3.955)      13.6051
48    -17.19491  -1.64815   7.15349 -57.57480 -69.04492   8.82816       (-2.835,-46.564) (-43.674,-1.648) (-5.532,-3.857)      13.8154
49    -17.17723  -1.69036   7.14023 -57.54756 -68.97455   8.80989       (-2.938,-46.648) (-43.836,-1.690) (-5.429,-3.760)      14.0272
50    -17.15955  -1.73257   7.12696 -57.52033 -68.90418   8.79162       (-3.041,-46.732) (-43.997,-1.733) (-5.326,-3.662)      14.2405
51    -17.14186  -1.77478   7.11370 -57.49310 -68.83381   8.77335       (-3.145,-46.815) (-44.159,-1.775) (-5.224,-3.564)      14.4551
52    -17.12418  -1.81699   7.10044 -57.46586 -68.76344   8.75508       (-3.248,-46.899) (-44.320,-1.817) (-5.121,-3.466)      14.6711
53    -17.10650  -1.85920   7.08717 -57.43863 -68.69307   8.73682       (-3.351,-46.983) (-44.482,-1.859) (-5.018,-3.369)      14.8884
54    -17.08881  -1.90141   7.07391 -57.41140 -68.62270   8.71855       (-3.455,-47.066) (-44.643,-1.901) (-4.916,-3.271)      15.1069
55    -17.07113  -1.94362   7.06064 -57.38416 -68.55233   8.70028       (-3.558,-47.150) (-44.805,-1.944) (-4.813,-3.173)      15.3265
56    -17.05345  -1.98583   7.04738 -57.35693 -68.48196   8.68201       (-3.661,-47.234) (-44.967,-1.986) (-4.710,-3.076)      15.5473
57    -17.03576  -2.02804   7.03412 -57.32970 -68.41159   8.66374       (-3.764,-47.318) (-45.128,-2.028) (-4.608,-2.978)      15.7691
58    -17.01808  -2.07025   7.02085 -57.30246 -68.34122   8.64547       (-3.868,-47.401) (-45.290,-2.070) (-4.505,-2.880)      15.992
59    -17.00040  -2.11246   7.00759 -57.27523 -68.27084   8.62720       (-3.971,-47.485) (-45.451,-2.112) (-4.402,-2.783)      16.2159
60    -16.98271  -2.15467   6.99432 -57.24800 -68.20047   8.60893       (-4.074,-47.569) (-45.613,-2.155) (-4.300,-2.685)      16.4407
61    -16.96503  -2.19688   6.98106 -57.22076 -68.13010   8.59066       (-4.177,-47.652) (-45.774,-2.197) (-4.197,-2.587)      16.6664
62    -16.94735  -2.23909   6.96780 -57.19353 -68.05973   8.57239       (-4.281,-47.736) (-45.936,-2.239) (-4.094,-2.490)      16.8929
63    -16.92966  -2.28130   6.95453 -57.16630 -67.98936   8.55412       (-4.384,-47.820) (-46.097,-2.281) (-3.992,-2.392)      17.1203
64    -16.91198  -2.32351   6.94127 -57.13906 -67.91899   8.53585       (-4.487,-47.904) (-46.259,-2.324) (-3.889,-2.294)      17.3346
65    -16.89429  -2.36572   6.92801 -57.11183 -67.84862   8.51758       (-4.591,-47.987) (-46.420,-2.366) (-3.786,-2.197)      17.5264
66    -16.87661  -2.40793   6.91474 -57.08460 -67.77825   8.49931       (-4.694,-48.071) (-46.582,-2.408) (-3.683,-2.099)      17.7198
67    -16.85893  -2.45014   6.90148 -57.05736 -67.70788   8.48104       (-4.797,-48.155) (-46.743,-2.450) (-3.581,-2.001)      17.9149
68    -16.84124  -2.49235   6.88821 -57.03013 -67.63751   8.46277       (-4.900,-48.238) (-46.905,-2.492) (-3.478,-1.904)      18.1114
69    -16.82356  -2.53456   6.87495 -57.00289 -67.56714   8.44451       (-5.004,-48.322) (-47.066,-2.535) (-3.375,-1.806)      18.3094
70    -16.80588  -2.57677   6.86169 -56.97566 -67.49677   8.42624       (-5.107,-48.406) (-47.228,-2.577) (-3.273,-1.708)      18.5088
71    -16.78819  -2.61898   6.84842 -56.94843 -67.42640   8.40797       (-5.210,-48.490) (-47.390,-2.619) (-3.170,-1.610)      18.7096
72    -16.77051  -2.66119   6.83516 -56.92119 -67.35602   8.38970       (-5.314,-48.573) (-47.551,-2.661) (-3.067,-1.513)      18.9118
73    -16.75283  -2.70340   6.82189 -56.89396 -67.28565   8.37143       (-5.417,-48.657) (-47.713,-2.703) (-2.965,-1.415)      19.1152
74    -16.73514  -2.74561   6.80863 -56.86673 -67.21528   8.35316       (-5.520,-48.741) (-47.874,-2.746) (-2.862,-1.317)      19.3199
75    -16.71746  -2.78782   6.79537 -56.83949 -67.14491   8.33489       (-5.623,-48.824) (-48.036,-2.788) (-2.759,-1.220)      19.5258
76    -16.69978  -2.83003   6.78210 -56.81226 -67.07454   8.31662       (-5.727,-48.908) (-48.197,-2.830) (-2.657,-1.122)      19.7329
77    -16.68209  -2.87224   6.76884 -56.78503 -67.00417   8.29835       (-5.830,-48.992) (-48.359,-2.872) (-2.554,-1.024)      19.9412
78    -16.66441  -2.91445   6.75558 -56.75779 -66.93380   8.28008       (-5.933,-49.076) (-48.520,-2.914) (-2.451,-0.927)      20.1505
79    -16.64673  -2.95666   6.74231 -56.73056 -66.86343   8.26181       (-6.036,-49.159) (-48.682,-2.957) (-2.348,-0.829)      20.3609
80    -16.62904  -2.99887   6.72905 -56.70333 -66.79306   8.24354       (-6.140,-49.243) (-48.843,-2.999) (-2.246,-0.731)      20.5724
81    -16.61136  -3.04108   6.71578 -56.67609 -66.72269   8.22527       (-6.243,-49.327) (-49.005,-3.041) (-2.143,-0.634)      20.7848
82    -16.59368  -3.08329   6.70252 -56.64886 -66.65232   8.20700       (-6.346,-49.410) (-49.166,-3.083) (-2.040,-0.536)      20.9982
83    -16.57599  -3.12550   6.68926 -56.62163 -66.58195   8.18873       (-6.450,-49.494) (-49.328,-3.126) (-1.938,-0.438)      21.2126
84    -16.55831  -3.16771   6.67599 -56.59439 -66.51158   8.17046       (-6.553,-49.578) (-49.490,-3.168) (-1.835,-0.341)      21.4279
85    -16.54063  -3.20992   6.66273 -56.56716 -66.44120   8.15219       (-6.656,-49.662) (-49.651,-3.210) (-1.732,-0.243)      21.6441
86    -16.52294  -3.25213   6.64946 -56.53993 -66.37083   8.13393       (-6.759,-49.745) (-49.813,-3.252) (-1.630,-0.145)      21.8612
87    -16.50526  -3.29434   6.63620 -56.51269 -66.30046   8.11566       (-6.863,-49.829) (-49.974,-3.294) (-1.527,-0.048)      22.0791
88    -16.48758  -3.33655   6.62294 -56.48546 -66.23009   8.09739       (-50.085,-49.863) (-6.916,-3.286) (-1.474,-0.050)      22.9194
89    -16.46989  -3.37876   6.60967 -56.45823 -66.15972   8.07912       (-50.149,-49.849) (-6.921,-3.231) (-1.469,-0.148)      22.9977
90    -16.45221  -3.42097   6.59641 -56.43099 -66.08935   8.06085       (-50.213,-49.835) (-6.927,-3.175) (-1.464,-0.246)      23.0121
91    -16.43452  -3.46318   6.58315 -56.40376 -66.01898   8.04258       (-50.277,-49.821) (-6.933,-3.120) (-1.459,-0.343)      22.9895
92    -16.41684  -3.50539   6.56988 -56.37653 -65.94861   8.02431       (-50.341,-49.807) (-6.938,-3.064) (-1.454,-0.441)      22.9676
93    -16.39916  -3.54760   6.55662 -56.34929 -65.87824   8.00604       (-50.405,-49.793) (-6.944,-3.009) (-1.449,-0.539)      22.9464
94    -16.38147  -3.58981   6.54335 -56.32206 -65.80787   7.98777       (-50.469,-49.779) (-6.949,-2.954) (-1.444,-0.636)      22.926
95    -16.36379  -3.63202   6.53009 -56.29483 -65.73750   7.96950       (-50.532,-49.765) (-6.955,-2.898) (-1.439,-0.734)      22.9062
96    -16.34611  -3.67423   6.51683 -56.26759 -65.66713   7.95123       (-50.596,-49.751) (-6.960,-2.843) (-1.434,-0.832)      22.8872
97    -16.32842  -3.71644   6.50356 -56.24036 -65.59676   7.93296       (-50.660,-49.737) (-6.966,-2.787) (-1.429,-0.929)      22.8689
98    -16.31074  -3.75865   6.49030 -56.21313 -65.52639   7.91469       (-50.724,-49.723) (-6.972,-2.732) (-1.424,-1.027)      22.8514
99    -16.29306  -3.80086   6.47704 -56.18589 -65.45601   7.89642       (-50.788,-49.709) (-6.977,-2.676) (-1.419,-1.125)      22.8346
100    -16.27537  -3.84307   6.46377 -56.15866 -65.38564   7.87815       (-50.852,-49.695) (-6.983,-2.621) (-1.414,-1.222)      22.8185
101    -16.25769  -3.88528   6.45051 -56.13143 -65.31527   7.85988       (-50.916,-49.681) (-6.988,-2.565) (-1.409,-1.320)      22.8031
102    -16.24001  -3.92750   6.43724 -56.10419 -65.24490   7.84162       (-50.979,-49.667) (-6.994,-2.510) (-1.404,-1.418)      22.7885
103    -16.22232  -3.96971   6.42398 -56.07696 -65.17453   7.82335       (-51.043,-49.653) (-7.000,-2.454) (-1.399,-1.515)      22.7746
104    -16.20464  -4.01192   6.41072 -56.04973 -65.10416   7.80508       (-51.107,-49.639) (-7.005,-2.399) (-1.394,-1.613)      22.7614
105    -16.18696  -4.05413   6.39745 -56.02249 -65.03379   7.78681       (-51.171,-49.625) (-7.011,-2.343) (-1.389,-1.711)      22.749
106    -16.16927  -4.09634   6.38419 -55.99526 -64.96342   7.76854       (-51.235,-49.611) (-7.016,-2.288) (-1.384,-1.808)      22.7373
107    -16.15159  -4.13855   6.37092 -55.96803 -64.89305   7.75027       (-51.299,-49.597) (-7.022,-2.232) (-1.379,-1.906)      22.7263
108    -16.13391  -4.18076   6.35766 -55.94079 -64.82268   7.73200       (-51.363,-49.583) (-7.028,-2.177) (-1.374,-2.004)      22.7161
109    -16.11622  -4.22297   6.34440 -55.91356 -64.75231   7.71373       (-51.426,-49.569) (-7.033,-2.121) (-1.369,-2.102)      22.7067
110    -16.09854  -4.26518   6.33113 -55.88632 -64.68194   7.69546       (-51.490,-49.555) (-7.039,-2.066) (-1.364,-2.199)      22.698
111    -16.08086  -4.30739   6.31787 -55.85909 -64.61157   7.67719       (-51.554,-49.541) (-7.044,-2.010) (-1.359,-2.297)      22.69
112    -16.06317  -4.34960   6.30461 -55.83186 -64.54119   7.65892       (-51.618,-49.527) (-7.050,-1.955) (-1.354,-2.395)      22.6827
113    -16.04549  -4.39181   6.29134 -55.80462 -64.47082   7.64065       (-51.682,-49.513) (-7.056,-1.900) (-1.349,-2.492)      22.6763
114    -16.02780  -4.43402   6.27808 -55.77739 -64.40045   7.62238       (-51.746,-49.499) (-7.061,-1.844) (-1.344,-2.590)      22.6705
115    -16.01012  -4.47623   6.26481 -55.75016 -64.33008   7.60411       (-51.809,-49.485) (-7.067,-1.789) (-1.339,-2.688)      22.6655
116    -15.99244  -4.51844   6.25155 -55.72292 -64.25971   7.58584       (-51.873,-49.471) (-7.072,-1.733) (-1.334,-2.785)      22.6613
117    -15.97475  -4.56065   6.23829 -55.69569 -64.18934   7.56757       (-51.937,-49.457) (-7.078,-1.678) (-1.329,-2.883)      22.6578
118    -15.95707  -4.60286   6.22502 -55.66846 -64.11897   7.54931       (-52.001,-49.443) (-7.083,-1.622) (-1.324,-2.981)      22.655
119    -15.93939  -4.64507   6.21176 -55.64122 -64.04860   7.53104       (-52.065,-49.429) (-7.089,-1.567) (-1.319,-3.078)      22.653
120    -15.92170  -4.68728   6.19849 -55.61399 -63.97823   7.51277       (-52.129,-49.415) (-7.095,-1.511) (-1.314,-3.176)      22.6518
121    -15.90402  -4.72949   6.18523 -55.58676 -63.90786   7.49450       (-52.193,-49.402) (-7.100,-1.456) (-1.309,-3.274)      22.6513
122    -15.88634  -4.77170   6.17197 -55.55952 -63.83749   7.47623       (-52.256,-49.388) (-7.106,-1.400) (-1.304,-3.371)      22.6515
123    -15.86865  -4.81391   6.15870 -55.53229 -63.76712   7.45796       (-52.320,-49.374) (-7.111,-1.345) (-1.299,-3.469)      22.6525
124    -15.85097  -4.85612   6.14544 -55.50506 -63.69675   7.43969       (-52.384,-49.360) (-7.117,-1.289) (-1.294,-3.567)      22.6542
125    -15.83329  -4.89833   6.13218 -55.47782 -63.62637   7.42142       (-52.448,-49.346) (-7.123,-1.234) (-1.289,-3.664)      22.6567
126    -15.81560  -4.94054   6.11891 -55.45059 -63.55600   7.40315       (-52.512,-49.332) (-7.128,-1.178) (-1.284,-3.762)      22.6599
127    -15.79792  -4.98275   6.10565 -55.42336 -63.48563   7.38488       (-52.576,-49.318) (-7.134,-1.123) (-1.279,-3.860)      22.6639
128    -15.78024  -5.02496   6.09238 -55.39612 -63.41526   7.36661       (-52.640,-49.304) (-7.139,-1.067) (-1.274,-3.958)      22.6686
129    -15.76255  -5.06717   6.07912 -55.36889 -63.34489   7.34834       (-52.703,-49.290) (-7.145,-1.012) (-1.269,-4.055)      22.6741
130    -15.74487  -5.10938   6.06586 -55.34166 -63.27452   7.33007       (-52.767,-49.276) (-7.151,-0.956) (-1.264,-4.153)      22.6803
131    -15.72719  -5.15159   6.05259 -55.31442 -63.20415   7.31180       (-52.831,-49.262) (-7.156,-0.901) (-1.259,-4.251)      22.6873
132    -15.70950  -5.19380   6.03933 -55.28719 -63.13378   7.29353       (-52.895,-49.248) (-7.162,-0.846) (-1.254,-4.348)      22.695
133    -15.69182  -5.23601   6.02606 -55.25996 -63.06341   7.27526       (-52.959,-49.234) (-7.167,-0.790) (-1.249,-4.446)      22.7034
134    -15.67414  -5.27822   6.01280 -55.23272 -62.99304   7.25699       (-53.023,-49.220) (-7.173,-0.735) (-1.244,-4.544)      22.7126
135    -15.65645  -5.32043   5.99954 -55.20549 -62.92267   7.23873       (-53.087,-49.206) (-7.179,-0.679) (-1.239,-4.641)      22.7226
136    -15.63877  -5.36264   5.98627 -55.17826 -62.85230   7.22046       (-53.150,-49.192) (-7.184,-0.624) (-1.234,-4.739)      22.7332
137    -15.62109  -5.40485   5.97301 -55.15102 -62.78193   7.20219       (-53.214,-49.178) (-7.190,-0.568) (-1.229,-4.837)      22.7447
138    -15.60340  -5.44706   5.95975 -55.12379 -62.71155   7.18392       (-53.278,-49.164) (-7.195,-0.513) (-1.224,-4.934)      22.7568
139    -15.58572  -5.48927   5.94648 -55.09656 -62.64118   7.16565       (-53.342,-49.150) (-7.201,-0.457) (-1.219,-5.032)      22.7697
140    -15.56803  -5.53148   5.93322 -55.06932 -62.57081   7.14738       (-53.406,-49.136) (-7.206,-0.402) (-1.214,-5.130)      22.7833
141    -15.55035  -5.57369   5.91995 -55.04209 -62.50044   7.12911       (-53.470,-49.122) (-7.212,-0.346) (-1.209,-5.227)      22.7977
142    -15.53267  -5.61590   5.90669 -55.01486 -62.43007   7.11084       (-53.534,-49.108) (-7.218,-0.291) (-1.204,-5.325)      22.8128
143    -15.51498  -5.65811   5.89343 -54.98762 -62.35970   7.09257       (-53.597,-49.094) (-7.223,-0.235) (-1.199,-5.423)      22.8287
144    -15.49730  -5.70032   5.88016 -54.96039 -62.28933   7.07430       (-53.661,-49.080) (-7.229,-0.180) (-1.194,-5.520)      22.8452
145    -15.47962  -5.74253   5.86690 -54.93316 -62.21896   7.05603       (-53.725,-49.066) (-7.234,-0.124) (-1.189,-5.618)      22.8625
146    -15.46193  -5.78474   5.85363 -54.90592 -62.14859   7.03776       (-53.789,-49.052) (-7.240,-0.069) (-1.184,-5.716)      22.8805
147    -15.44425  -5.82695   5.84037 -54.87869 -62.07822   7.01949       (-53.853,-49.038) (-7.246,-0.013) (-1.179,-5.814)      22.8993
148    -15.42657  -5.86916   5.82711 -54.85145 -62.00785   7.00122       (-1.132,-48.982) (-7.293,-0.042) (-53.875,-5.869)      22.8901
149    -15.40888  -5.91137   5.81384 -54.82422 -61.93748   6.98295       (-1.072,-48.913) (-7.354,-0.098) (-53.883,-5.911)      22.8726
150    -15.39120  -5.95358   5.80058 -54.79699 -61.86711   6.96468       (-1.011,-48.843) (-7.415,-0.153) (-53.891,-5.954)      22.8558
151    -15.37352  -5.99579   5.78732 -54.76975 -61.79674   6.94642       (-0.951,-48.774) (-7.476,-0.208) (-53.900,-5.996)      22.8398
152    -15.35583  -6.03800   5.77405 -54.74252 -61.72636   6.92815       (-0.890,-48.705) (-7.538,-0.264) (-53.908,-6.038)      22.8245
153    -15.33815  -6.08021   5.76079 -54.71529 -61.65599   6.90988       (-0.830,-48.635) (-7.599,-0.319) (-53.916,-6.080)      22.8099
154    -15.32047  -6.12242   5.74752 -54.68805 -61.58562   6.89161       (-0.769,-48.566) (-7.660,-0.375) (-53.925,-6.122)      22.7961
155    -15.30278  -6.16463   5.73426 -54.66082 -61.51525   6.87334       (-0.709,-48.496) (-7.721,-0.430) (-53.933,-6.165)      22.7554
156    -15.28510  -6.20684   5.72100 -54.63359 -61.44488   6.85507       (-0.648,-48.427) (-7.782,-0.486) (-53.942,-6.207)      22.7017
157    -15.26742  -6.24905   5.70773 -54.60635 -61.37451   6.83680       (-0.588,-48.357) (-7.843,-0.541) (-53.950,-6.249)      22.6487
158    -15.24973  -6.29126   5.69447 -54.57912 -61.30414   6.81853       (-0.527,-48.288) (-7.904,-0.597) (-53.958,-6.291)      22.5963
159    -15.23205  -6.33347   5.68120 -54.55189 -61.23377   6.80026       (-0.467,-48.218) (-7.965,-0.652) (-53.967,-6.333)      22.5446
160    -15.21437  -6.37568   5.66794 -54.52465 -61.16340   6.78199       (-0.406,-48.149) (-8.026,-0.708) (-53.975,-6.376)      22.4935
161    -15.19668  -6.41789   5.65468 -54.49742 -61.09303   6.76372       (-0.346,-48.080) (-8.087,-0.763) (-53.983,-6.418)      22.443
162    -15.17900  -6.46010   5.64141 -54.47019 -61.02266   6.74545       (-0.285,-48.010) (-8.148,-0.819) (-53.992,-6.460)      22.3932
163    -15.16131  -6.50231   5.62815 -54.44295 -60.95229   6.72718       (-0.225,-47.941) (-8.209,-0.874) (-54.000,-6.502)      22.3441
164    -15.14363  -6.54452   5.61489 -54.41572 -60.88192   6.70891       (-0.164,-47.871) (-8.270,-0.930) (-54.009,-6.545)      22.2956
165    -15.12595  -6.58673   5.60162 -54.38849 -60.81154   6.69064       (-0.104,-47.802) (-8.331,-0.985) (-54.017,-6.587)      22.2477
166    -15.10826  -6.62894   5.58836 -54.36125 -60.74117   6.67237       (-0.043,-47.732) (-8.392,-1.041) (-54.025,-6.629)      22.2006
167    -15.09058  -6.67115   5.57509 -54.33402 -60.67080   6.65411       (-0.017,-47.680) (-8.436,-54.017) (-1.079,-6.654)      22.157
168    -15.07290  -6.71336   5.56183 -54.30679 -60.60043   6.63584       (-0.078,-47.671) (-8.437,-53.965) (-1.074,-6.636)      22.121
169    -15.05521  -6.75557   5.54857 -54.27955 -60.53006   6.61757       (-0.138,-47.662) (-8.438,-53.912) (-1.069,-6.618)      22.0852
170    -15.03753  -6.79778   5.53530 -54.25232 -60.45969   6.59930       (-0.198,-47.653) (-8.438,-53.860) (-1.064,-6.599)      22.0497
171    -15.01985  -6.83999   5.52204 -54.22509 -60.38932   6.58103       (-0.259,-47.644) (-8.439,-53.808) (-1.059,-6.581)      22.0145
172    -15.00216  -6.88220   5.50877 -54.19785 -60.31895   6.56276       (-0.319,-47.635) (-8.439,-53.756) (-1.054,-6.563)      21.9795
173    -14.98448  -6.92441   5.49551 -54.17062 -60.24858   6.54449       (-0.380,-47.626) (-8.440,-53.704) (-1.049,-6.544)      21.9448
174    -14.96680  -6.96662   5.48225 -54.14339 -60.17821   6.52622       (-0.440,-47.617) (-8.441,-53.652) (-1.044,-6.526)      21.9103
175    -14.94911  -7.00883   5.46898 -54.11615 -60.10784   6.50795       (-0.501,-47.608) (-8.441,-53.600) (-1.039,-6.508)      21.8761
176    -14.93143  -7.05104   5.45572 -54.08892 -60.03747   6.48968       (-0.561,-47.599) (-8.442,-53.548) (-1.034,-6.490)      21.8421
177    -14.91375  -7.09325   5.44246 -54.06169 -59.96710   6.47141       (-0.622,-47.590) (-8.442,-53.496) (-1.029,-6.471)      21.8084
178    -14.89606  -7.13546   5.42919 -54.03445 -59.89672   6.45314       (-0.682,-47.581) (-8.443,-53.444) (-1.024,-6.453)      21.775
179    -14.87838  -7.17767   5.41593 -54.00722 -59.82635   6.43487       (-0.743,-47.572) (-8.444,-53.391) (-1.019,-6.435)      21.7418
180    -14.86070  -7.21988   5.40266 -53.97999 -59.75598   6.41660       (-0.803,-47.563) (-8.444,-53.339) (-1.014,-6.417)      21.7089
181    -14.84301  -7.26209   5.38940 -53.95275 -59.68561   6.39833       (-0.864,-47.554) (-8.445,-53.287) (-1.009,-6.398)      21.6762
182    -14.82533  -7.30430   5.37614 -53.92552 -59.61524   6.38006       (-0.924,-47.545) (-8.445,-53.235) (-1.004,-6.380)      21.6438
183    -14.80765  -7.34651   5.36287 -53.89829 -59.54487   6.36179       (-0.985,-47.536) (-8.446,-53.183) (-0.999,-6.362)      21.6117
184    -14.78996  -7.38872   5.34961 -53.87105 -59.47450   6.34353       (-1.045,-47.528) (-8.446,-53.131) (-0.994,-6.344)      21.5799
