2BOUNDS_2018-03-07.14_52_30.818_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -5.79371 -23.06246   1.69681   4.87466   3.03074 -48.61780       (-0.120,-0.583) (-0.048,-0.316) (-13.533,-31.956)      1.42109e-14
1     -5.78803 -23.03942   1.68157   4.86919   3.02739 -48.60113       (-32.008,-0.602) (-0.267,-0.034) (-0.210,-13.568)      0.147096
2     -5.78235 -23.01638   1.66632   4.86373   3.02404 -48.58445       (-32.012,-0.574) (-0.266,-0.117) (-0.252,-13.555)      0.22542
3     -5.77667 -22.99334   1.65108   4.85827   3.02069 -48.56777       (-32.016,-0.546) (-0.265,-0.199) (-0.294,-13.542)      0.314752
4     -5.77099 -22.97031   1.63583   4.85281   3.01734 -48.55109       (-32.020,-0.518) (-0.264,-0.281) (-0.336,-13.528)      0.407924
5     -5.76531 -22.94727   1.62059   4.84734   3.01399 -48.53441       (-32.024,-0.490) (-0.263,-0.364) (-0.378,-13.515)      0.502804
6     -5.75963 -22.92423   1.60534   4.84188   3.01064 -48.51773       (-32.028,-0.462) (-0.262,-0.446) (-0.420,-13.502)      0.598582
7     -5.75395 -22.90119   1.59010   4.83642   3.00729 -48.50105       (-32.032,-0.434) (-0.261,-0.529) (-0.462,-13.489)      0.602528
8     -5.74827 -22.87816   1.57485   4.83095   3.00394 -48.48437       (-32.036,-0.405) (-0.260,-0.611) (-0.505,-13.476)      0.606033
9     -5.74259 -22.85512   1.55961   4.82549   3.00059 -48.46769       (-32.040,-0.377) (-0.259,-0.693) (-0.547,-13.463)      0.624971
10     -5.73691 -22.83208   1.54436   4.82003   2.99724 -48.45102       (-32.044,-0.349) (-0.258,-0.776) (-0.589,-13.450)      0.658012
11     -5.73123 -22.80905   1.52912   4.81457   2.99389 -48.43434       (-32.048,-0.321) (-0.257,-0.858) (-0.631,-13.436)      0.703171
12     -5.72555 -22.78601   1.51387   4.80910   2.99054 -48.41766       (-32.052,-0.293) (-0.256,-0.940) (-0.673,-13.423)      0.758285
13     -5.71987 -22.76297   1.49863   4.80364   2.98719 -48.40098       (-32.056,-0.265) (-0.255,-1.023) (-0.715,-13.410)      0.821354
14     -5.71419 -22.73993   1.48338   4.79818   2.98384 -48.38430       (-32.060,-0.236) (-0.253,-1.105) (-0.757,-13.397)      0.890688
15     -5.70852 -22.71690   1.46814   4.79272   2.98049 -48.36762       (-32.064,-0.208) (-0.252,-1.187) (-0.799,-13.384)      0.964938
16     -5.70284 -22.69386   1.45289   4.78725   2.97714 -48.35094       (-32.068,-0.180) (-0.251,-1.270) (-0.841,-13.371)      1.04306
17     -5.69716 -22.67082   1.43765   4.78179   2.97379 -48.33426       (-32.072,-0.152) (-0.250,-1.352) (-0.883,-13.358)      1.12423
18     -5.69148 -22.64778   1.42240   4.77633   2.97044 -48.31759       (-32.076,-0.124) (-0.249,-1.435) (-0.925,-13.345)      1.20786
19     -5.68580 -22.62475   1.40716   4.77086   2.96709 -48.30091       (-32.080,-0.096) (-0.248,-1.517) (-0.968,-13.331)      1.29345
20     -5.68012 -22.60171   1.39191   4.76540   2.96374 -48.28423       (-32.084,-0.067) (-0.247,-1.599) (-1.010,-13.318)      1.38064
21     -5.67444 -22.57867   1.37667   4.75994   2.96039 -48.26755       (-32.088,-0.039) (-0.246,-1.682) (-1.052,-13.305)      1.46916
22     -5.66876 -22.55563   1.36142   4.75448   2.95704 -48.25087       (-32.092,-0.011) (-0.245,-1.764) (-1.094,-13.292)      1.55877
23     -5.66308 -22.53260   1.34618   4.74901   2.95369 -48.23419       (-32.113,-0.017) (-1.119,-1.829) (-0.227,-13.262)      1.52098
24     -5.65740 -22.50956   1.33093   4.74355   2.95034 -48.21751       (-32.145,-0.045) (-1.133,-1.884) (-0.198,-13.221)      1.58377
25     -5.65172 -22.48652   1.31569   4.73809   2.94699 -48.20083       (-32.177,-0.073) (-1.147,-1.938) (-0.169,-13.179)      1.64873
26     -5.64604 -22.46348   1.30044   4.73263   2.94364 -48.18415       (-32.209,-0.102) (-1.161,-1.992) (-0.140,-13.138)      1.71561
27     -5.64036 -22.44045   1.28520   4.72716   2.94029 -48.16748       (-32.242,-0.130) (-1.175,-2.046) (-0.111,-13.097)      1.7842
28     -5.63468 -22.41741   1.26995   4.72170   2.93694 -48.15080       (-32.274,-0.158) (-1.189,-2.100) (-0.081,-13.055)      1.85431
29     -5.62900 -22.39437   1.25471   4.71624   2.93359 -48.13412       (-32.306,-0.186) (-1.203,-2.155) (-0.052,-13.014)      1.92577
30     -5.62332 -22.37133   1.23946   4.71077   2.93024 -48.11744       (-32.338,-0.214) (-1.216,-2.209) (-0.023,-12.973)      1.99843
