2BOUNDS_2018-03-07.14_57_06.927_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.51863  10.13428   3.89345 -30.50670 -12.51088 -35.50439       (-0.679,-7.970) (-6.467,-0.795) (-1.625,-3.026)      0
1      5.51008  10.12346   3.88875 -30.47779 -12.50633 -35.47533       (-0.705,-7.963) (-6.476,-0.781) (-1.621,-3.051)      0.0398599
2      5.50153  10.11263   3.88406 -30.44888 -12.50179 -35.44626       (-0.731,-7.957) (-6.485,-0.768) (-1.617,-3.075)      0.0797198
3      5.49297  10.10181   3.87937 -30.41997 -12.49724 -35.41719       (-0.757,-7.951) (-6.493,-0.754) (-1.614,-3.100)      0.11958
4      5.48442  10.09098   3.87468 -30.39106 -12.49270 -35.38813       (-0.783,-7.944) (-6.502,-0.741) (-1.610,-3.124)      0.15944
5      5.47587  10.08016   3.86998 -30.36215 -12.48815 -35.35906       (-0.809,-7.938) (-6.511,-0.728) (-1.606,-3.149)      0.199299
6      5.46731  10.06934   3.86529 -30.33324 -12.48360 -35.33000       (-0.835,-7.931) (-6.520,-0.714) (-1.602,-3.173)      0.239159
7      5.45876  10.05851   3.86060 -30.30433 -12.47906 -35.30093       (-0.861,-7.925) (-6.529,-0.701) (-1.598,-3.198)      0.279019
8      5.45021  10.04769   3.85590 -30.27542 -12.47451 -35.27186       (-0.887,-7.918) (-6.538,-0.688) (-1.594,-3.222)      0.318879
9      5.44165  10.03686   3.85121 -30.24650 -12.46997 -35.24280       (-0.913,-7.912) (-6.547,-0.674) (-1.590,-3.247)      0.358739
10      5.43310  10.02604   3.84652 -30.21759 -12.46542 -35.21373       (-0.939,-7.906) (-6.555,-0.661) (-1.587,-3.272)      0.398599
11      5.42455  10.01522   3.84183 -30.18868 -12.46088 -35.18466       (-0.964,-7.899) (-6.564,-0.647) (-1.583,-3.296)      0.438459
12      5.41599  10.00439   3.83713 -30.15977 -12.45633 -35.15560       (-0.990,-7.893) (-6.573,-0.634) (-1.579,-3.321)      0.478319
13      5.40744   9.99357   3.83244 -30.13086 -12.45179 -35.12653       (-1.016,-7.886) (-6.582,-0.621) (-1.575,-3.345)      0.518178
14      5.39888   9.98274   3.82775 -30.10195 -12.44724 -35.09746       (-1.042,-7.880) (-6.591,-0.607) (-1.571,-3.370)      0.558038
15      5.39033   9.97192   3.82305 -30.07304 -12.44269 -35.06840       (-1.068,-7.873) (-6.600,-0.594) (-1.567,-3.394)      0.597898
16      5.38178   9.96110   3.81836 -30.04413 -12.43815 -35.03933       (-1.094,-7.867) (-6.609,-0.580) (-1.563,-3.419)      0.637758
17      5.37322   9.95027   3.81367 -30.01522 -12.43360 -35.01026       (-1.120,-7.861) (-6.617,-0.567) (-1.560,-3.443)      0.677618
18      5.36467   9.93945   3.80898 -29.98631 -12.42906 -34.98120       (-1.146,-7.854) (-6.626,-0.554) (-1.556,-3.468)      0.717478
19      5.35612   9.92862   3.80428 -29.95740 -12.42451 -34.95213       (-1.172,-7.848) (-6.635,-0.540) (-1.552,-3.492)      0.757338
20      5.34756   9.91780   3.79959 -29.92849 -12.41997 -34.92306       (-1.198,-7.841) (-6.644,-0.527) (-1.548,-3.517)      0.797198
21      5.33901   9.90698   3.79490 -29.89958 -12.41542 -34.89400       (-1.224,-7.835) (-6.653,-0.513) (-1.544,-3.541)      0.837057
22      5.33046   9.89615   3.79021 -29.87067 -12.41088 -34.86493       (-1.250,-7.828) (-6.662,-0.500) (-1.540,-3.566)      0.876917
23      5.32190   9.88533   3.78551 -29.84176 -12.40633 -34.83586       (-1.276,-7.822) (-6.671,-0.487) (-1.536,-3.590)      0.916777
24      5.31335   9.87450   3.78082 -29.81285 -12.40178 -34.80680       (-1.302,-7.816) (-6.679,-0.473) (-1.533,-3.615)      0.956637
25      5.30480   9.86368   3.77613 -29.78394 -12.39724 -34.77773       (-1.328,-7.809) (-6.688,-0.460) (-1.529,-3.639)      0.996497
26      5.29624   9.85285   3.77143 -29.75503 -12.39269 -34.74866       (-1.354,-7.803) (-6.697,-0.446) (-1.525,-3.664)      1.03636
27      5.28769   9.84203   3.76674 -29.72612 -12.38815 -34.71960       (-1.380,-7.796) (-6.706,-0.433) (-1.521,-3.688)      1.07622
28      5.27914   9.83121   3.76205 -29.69721 -12.38360 -34.69053       (-1.406,-7.790) (-6.715,-0.420) (-1.517,-3.713)      1.11608
29      5.27058   9.82038   3.75736 -29.66830 -12.37906 -34.66146       (-1.432,-7.783) (-6.724,-0.406) (-1.513,-3.737)      1.15594
30      5.26203   9.80956   3.75266 -29.63939 -12.37451 -34.63240       (-1.458,-7.777) (-6.733,-0.393) (-1.509,-3.762)      1.1958
31      5.25347   9.79873   3.74797 -29.61048 -12.36997 -34.60333       (-1.484,-7.771) (-6.741,-0.379) (-1.506,-3.786)      1.23566
32      5.24492   9.78791   3.74328 -29.58157 -12.36542 -34.57426       (-1.510,-7.764) (-6.750,-0.366) (-1.502,-3.811)      1.27552
33      5.23637   9.77709   3.73858 -29.55265 -12.36087 -34.54520       (-1.535,-7.758) (-6.759,-0.353) (-1.498,-3.835)      1.31538
34      5.22781   9.76626   3.73389 -29.52374 -12.35633 -34.51613       (-1.561,-7.751) (-6.768,-0.339) (-1.494,-3.860)      1.35524
35      5.21926   9.75544   3.72920 -29.49483 -12.35178 -34.48706       (-1.587,-7.745) (-6.777,-0.326) (-1.490,-3.884)      1.3951
36      5.21071   9.74461   3.72451 -29.46592 -12.34724 -34.45800       (-1.613,-7.738) (-6.786,-0.312) (-1.486,-3.909)      1.43496
37      5.20215   9.73379   3.71981 -29.43701 -12.34269 -34.42893       (-1.639,-7.732) (-6.795,-0.299) (-1.482,-3.933)      1.47482
38      5.19360   9.72297   3.71512 -29.40810 -12.33815 -34.39986       (-1.665,-7.726) (-6.803,-0.286) (-1.478,-3.958)      1.51468
39      5.18505   9.71214   3.71043 -29.37919 -12.33360 -34.37080       (-1.691,-7.719) (-6.812,-0.272) (-1.475,-3.982)      1.55454
40      5.17649   9.70132   3.70573 -29.35028 -12.32906 -34.34173       (-1.717,-7.713) (-6.821,-0.259) (-1.471,-4.007)      1.5944
41      5.16794   9.69049   3.70104 -29.32137 -12.32451 -34.31266       (-1.743,-7.706) (-6.830,-0.246) (-1.467,-4.032)      1.63426
42      5.15939   9.67967   3.69635 -29.29246 -12.31996 -34.28360       (-1.769,-7.700) (-6.839,-0.232) (-1.463,-4.056)      1.67411
43      5.15083   9.66885   3.69166 -29.26355 -12.31542 -34.25453       (-1.795,-7.693) (-6.848,-0.219) (-1.459,-4.081)      1.71397
44      5.14228   9.65802   3.68696 -29.23464 -12.31087 -34.22546       (-1.821,-7.687) (-6.857,-0.205) (-1.455,-4.105)      1.74258
45      5.13373   9.64720   3.68227 -29.20573 -12.30633 -34.19640       (-1.847,-7.681) (-6.865,-0.192) (-1.451,-4.130)      1.75471
46      5.12517   9.63637   3.67758 -29.17682 -12.30178 -34.16733       (-1.873,-7.674) (-6.874,-0.179) (-1.448,-4.154)      1.76765
47      5.11662   9.62555   3.67289 -29.14791 -12.29724 -34.13826       (-1.899,-7.668) (-6.883,-0.165) (-1.444,-4.179)      1.78139
48      5.10806   9.61473   3.66819 -29.11900 -12.29269 -34.10920       (-1.925,-7.661) (-6.892,-0.152) (-1.440,-4.203)      1.79591
49      5.09951   9.60390   3.66350 -29.09009 -12.28815 -34.08013       (-1.951,-7.655) (-6.901,-0.138) (-1.436,-4.228)      1.81119
50      5.09096   9.59308   3.65881 -29.06118 -12.28360 -34.05106       (-1.977,-7.648) (-6.910,-0.125) (-1.432,-4.252)      1.82721
51      5.08240   9.58225   3.65411 -29.03227 -12.27905 -34.02200       (-2.003,-7.642) (-6.919,-0.112) (-1.428,-4.277)      1.84395
52      5.07385   9.57143   3.64942 -29.00336 -12.27451 -33.99293       (-2.029,-7.636) (-6.927,-0.098) (-1.424,-4.301)      1.8614
53      5.06530   9.56060   3.64473 -28.97445 -12.26996 -33.96386       (-2.055,-7.629) (-6.936,-0.085) (-1.421,-4.326)      1.87953
54      5.05674   9.54978   3.64004 -28.94554 -12.26542 -33.93480       (-2.081,-7.623) (-6.945,-0.071) (-1.417,-4.350)      1.89833
55      5.04819   9.53896   3.63534 -28.91663 -12.26087 -33.90573       (-2.106,-7.616) (-6.954,-0.058) (-1.413,-4.375)      1.91777
56      5.03964   9.52813   3.63065 -28.88772 -12.25633 -33.87666       (-2.132,-7.610) (-6.963,-0.045) (-1.409,-4.399)      1.93783
57      5.03108   9.51731   3.62596 -28.85880 -12.25178 -33.84760       (-2.158,-7.603) (-6.972,-0.031) (-1.405,-4.424)      1.9585
58      5.02253   9.50648   3.62126 -28.82989 -12.24724 -33.81853       (-2.184,-7.597) (-6.981,-0.018) (-1.401,-4.448)      1.97976
59      5.01398   9.49566   3.61657 -28.80098 -12.24269 -33.78946       (-2.210,-7.590) (-6.989,-0.004) (-1.397,-4.473)      2.00158
60      5.00542   9.48484   3.61188 -28.77207 -12.23815 -33.76040       (-1.385,-7.575) (-7.007,-0.009) (-2.227,-4.488)      2.01572
61      4.99687   9.47401   3.60719 -28.74316 -12.23360 -33.73133       (-1.367,-7.555) (-7.029,-0.022) (-2.240,-4.500)      2.0265
62      4.98832   9.46319   3.60249 -28.71425 -12.22905 -33.70226       (-1.350,-7.535) (-7.052,-0.036) (-2.252,-4.511)      2.03804
63      4.97976   9.45236   3.59780 -28.68534 -12.22451 -33.67320       (-1.333,-7.516) (-7.074,-0.049) (-2.265,-4.522)      2.05031
64      4.97121   9.44154   3.59311 -28.65643 -12.21996 -33.64413       (-1.316,-7.496) (-7.096,-0.063) (-2.278,-4.533)      2.06332
65      4.96265   9.43072   3.58842 -28.62752 -12.21542 -33.61506       (-1.298,-7.476) (-7.118,-0.076) (-2.290,-4.544)      2.07703
66      4.95410   9.41989   3.58372 -28.59861 -12.21087 -33.58600       (-1.281,-7.456) (-7.141,-0.089) (-2.303,-4.555)      2.09144
67      4.94555   9.40907   3.57903 -28.56970 -12.20633 -33.55693       (-1.264,-7.436) (-7.163,-0.103) (-2.315,-4.566)      2.10653
68      4.93699   9.39824   3.57434 -28.54079 -12.20178 -33.52786       (-1.247,-7.417) (-7.185,-0.116) (-2.328,-4.577)      2.12229
69      4.92844   9.38742   3.56964 -28.51188 -12.19724 -33.49880       (-1.229,-7.397) (-7.207,-0.130) (-2.340,-4.588)      2.13871
70      4.91989   9.37660   3.56495 -28.48297 -12.19269 -33.46973       (-1.212,-7.377) (-7.230,-0.143) (-2.353,-4.600)      2.15576
71      4.91133   9.36577   3.56026 -28.45406 -12.18814 -33.44066       (-1.195,-7.357) (-7.252,-0.156) (-2.365,-4.611)      2.17344
72      4.90278   9.35495   3.55557 -28.42515 -12.18360 -33.41160       (-1.178,-7.337) (-7.274,-0.170) (-2.378,-4.622)      2.18173
73      4.89423   9.34412   3.55087 -28.39624 -12.17905 -33.38253       (-1.160,-7.317) (-7.296,-0.183) (-2.391,-4.633)      2.17341
74      4.88567   9.33330   3.54618 -28.36733 -12.17451 -33.35346       (-1.143,-7.298) (-7.319,-0.196) (-2.403,-4.644)      2.16581
75      4.87712   9.32248   3.54149 -28.33842 -12.16996 -33.32440       (-1.126,-7.278) (-7.341,-0.210) (-2.416,-4.655)      2.15894
76      4.86857   9.31165   3.53679 -28.30951 -12.16542 -33.29533       (-1.109,-7.258) (-7.363,-0.223) (-2.428,-4.666)      2.15282
77      4.86001   9.30083   3.53210 -28.28060 -12.16087 -33.26626       (-1.091,-7.238) (-7.385,-0.237) (-2.441,-4.677)      2.14745
78      4.85146   9.29000   3.52741 -28.25169 -12.15633 -33.23720       (-1.074,-7.218) (-7.408,-0.250) (-2.453,-4.689)      2.14284
79      4.84291   9.27918   3.52272 -28.22278 -12.15178 -33.20813       (-1.057,-7.198) (-7.430,-0.263) (-2.466,-4.700)      2.13898
80      4.83435   9.26836   3.51802 -28.19387 -12.14723 -33.17906       (-1.039,-7.179) (-7.452,-0.277) (-2.479,-4.711)      2.13589
81      4.82580   9.25753   3.51333 -28.16495 -12.14269 -33.15000       (-1.022,-7.159) (-7.474,-0.290) (-2.491,-4.722)      2.13357
82      4.81724   9.24671   3.50864 -28.13604 -12.13814 -33.12093       (-1.005,-7.139) (-7.497,-0.304) (-2.504,-4.733)      2.13201
83      4.80869   9.23588   3.50395 -28.10713 -12.13360 -33.09186       (-0.988,-7.119) (-7.519,-0.317) (-2.516,-4.744)      2.13123
84      4.80014   9.22506   3.49925 -28.07822 -12.12905 -33.06280       (-0.970,-7.099) (-7.541,-0.330) (-2.529,-4.755)      2.13122
85      4.79158   9.21423   3.49456 -28.04931 -12.12451 -33.03373       (-0.953,-7.080) (-7.563,-0.344) (-2.541,-4.766)      2.13198
86      4.78303   9.20341   3.48987 -28.02040 -12.11996 -33.00466       (-0.936,-7.060) (-7.586,-0.357) (-2.554,-4.778)      2.13352
87      4.77448   9.19259   3.48517 -27.99149 -12.11542 -32.97560       (-0.919,-7.040) (-7.608,-0.371) (-2.566,-4.789)      2.13582
88      4.76592   9.18176   3.48048 -27.96258 -12.11087 -32.94653       (-0.901,-7.020) (-7.630,-0.384) (-2.579,-4.800)      2.1389
89      4.75737   9.17094   3.47579 -27.93367 -12.10632 -32.91746       (-0.884,-7.000) (-7.652,-0.397) (-2.592,-4.811)      2.14273
90      4.74882   9.16011   3.47110 -27.90476 -12.10178 -32.88840       (-0.867,-6.980) (-7.675,-0.411) (-2.604,-4.822)      2.14733
